Itemcode,Itemcode Description,HCPCS Code,Average Price
CM99202,"MEDONC FAC FEE, NEW LEV2",G0463,105.00
CM99203,"MEDONC FAC FEE, NEW LEV3",G0463,110.00
CM99204,"MEDONC FAC FEE, NEW LEV4",G0463,115.00
CM99205,"MEDONC FAC FEE, NEW LEV5",G0463,120.00
CM99211,"MEDONC FAC FEE, EST LEV1",G0463,100.00
CM99212,"MEDONC FAC FEE, EST LEV2",G0463,105.00
CM99213,"MEDONC FAC FEE, EST LEV3",G0463,110.00
CM99214,"MEDONC FAC FEE, EST LEV4",G0463,115.00
CM99215,"MEDONC FAC FEE, EST LEV5",G0463,120.00
CR99202,"OFFICE/OUTPAT VISIT, NEW LEV 2",G0463,209.00
CR99203,"OFFICE/OUTPAT VISIT, NEW LEV 3",G0463,277.00
CR99204,"OFFICE/OUTPAT VISIT, NEW LEV 4",G0463,354.00
CR99205,"OFFICE/OUTPAT VISIT, NEW LEV 5",G0463,476.00
CR99211,"OFFICE/OUTPAT VISIT, EST LEV 1",G0463,169.00
CR99212,"OFFICE/OUTPAT VISIT, EST LEV 2",G0463,209.00
CR99213,"OFFICE/OUTPAT VISIT, EST LEV 3",G0463,238.00
CR99214,"OFFICE/OUTPAT VISIT, EST LEV 4",G0463,268.00
CR99215,"OFFICE/OUTPAT VISIT, EST LEV 5",G0463,342.00
DM97802,MED NUT THERAPY IND 15MIN NEW,97802,38.00
DM97803,MED NUT THERAPY IND 15MIN EST,97803,35.00
DM97804,MED NUT THERAPY GROUP 30 MIN,97804,35.00
DM98960,DSMT IND 30 MIN,98960,40.00
DM98961,DSMT GRP 30 MIN 2-4,G0109,35.00
DM98962,DSMT GRP 30MIN 5-8,98962,35.00
DMBC97802,BC MED NUT THER IND 15MIN NEW,97802,38.00
DMBC97803,BC MED NUT THER IND EST 15MIN,97803,35.00
DMBC97804,BC MED NUT THER GROUP 30 MIN,97804,35.00
DMBC98960,BC DSMT IND 30MIN,98960,40.00
DMBC98961,BC DSMT GRP 30MIN 2-4,98961,35.00
DMBC98962,BC DSMT GRP 30 MIN 5-8,98962,35.00
DMBCG0108,DIABETES EDUCATION IND 30 MIN,G0108,104.00
DMBCG0109,DIABETES EDUCATION GROUP 30 MI,G0109,30.00
DMBCG0447,"OBESITY COUNSELING, 15 MINUTES",G0447,140.00
DMG0108,DIABETES EDUCATION IND 30 MIN,G0108,104.00
DMG0109,DIABETES EDUCATION GROUP 30MIN,G0109,30.00
DMG0270,MED NUT THERAPY IND 15 MIN,G0270,54.00
DMG0271,MED NUT THERAPY GROUP 30 MIN,G0271,30.00
DMG0447,"OBESITY COUNSELING, 15 MINUTES",G0447,140.00
M10015,STRESS TEST,93017,500.00
M10016,CVSLR STRESS TEST; TRACING,93017,500.00
NP10005,12 LEAD EKG; TRACING ONLY,93005,150.00
NP10006,12 LEAD EKG; TRACING ONLY,93005,150.00
NP10007,12 LEAD EKG; TRACING ONLY,93005,150.00
NP10015,STRESS TEST-NO PROF CHG,93017,500.00
PET78608,PET METABOLIC BRAIN SCAN,78608,"2,405.00"
PET78814TF,PET LIMITED AREA,78814,"3,407.00"
PET78815TF,PET SKULL BASE TO MID-THIGH,78815,"3,407.00"
PET78816TF,PET WHOLE BODY,78816,"3,407.00"
S8085,F-18 FDG INJECTION,A9552,174.00
VAS99204,NEW PATIENT LEVEL IV,G0463,245.00
WC10060,I & D ABSCESS SIMPLE,10060,375.00
WC10061,I & D COMPLICATED/MULTI,10061,400.00
WC11042,"DEBRIDEMENT, SUBQ 1ST 20CM",11042,650.00
WC11043,DEBRIDE MUSCLE/FASCIA 1ST 20CM,11043,650.00
WC11044,DEBRIDE BONE 1ST 20CM,11044,"1,900.00"
WC11045,"DEBRIDE SUBQ, EA ADD 20CM",11045,600.00
WC11046,DEBRIDE MUSCLE/FASCIA EA ADDL,11046,600.00
WC11047,"DEBRIDE, BONE, EA ADDL 20 CM",11047,"1,800.00"
WC11055,PARING/CUTTING BENIGN CORN/CAL,11055,180.00
WC11056,PARING/CUTTING CORN/CAL 2-4 LE,11056,300.00
WC11057,PARING/CUTTING CORN/CALL 4+ LE,11057,350.00
WC11100,SKIN BIOPSY 1 LESION,11100,300.00
WC11101,"SKIN BIOPSY, EACH ADDL LESION",11101,250.00
WC11719,TRIMMING NONDYSTOPHIC NAILS,11719,120.00
WC11720,DEBRIDEMENT NAILS ANY METH 1-5,11720,120.00
WC11721,"DEBRIDEMENT NAILS, ANY METH,6+",11721,120.00
WC11730,"AVULSION NAIL PLATE, SMPL,SGL",11730,300.00
WC11732,"AVUL NAIL PLATE,SMPL, EA ADDL",11732,150.00
WC11750,EXC NAIL/MATRIX PERMANENT REM,11750,800.00
WC15271,APPL SKIN SUB T/A/L INIT 25CM,15271,"3,000.00"
WC15272,APPL SKIN SUB T/A/L EA ADL25CM,15272,"1,500.00"
WC15273,APPL SKIN SUB T/A/L 1ST 100CM,15273,"5,000.00"
WC15274,APPL SKIN SUB T/A/L EA ADL100C,15274,"1,500.00"
WC15275,APPL SKIN SUB F/S/E 1ST 25CM,15275,"3,000.00"
WC15276,APPL SKIN SUB F/S/E/M EA ADL25,15276,"1,500.00"
WC15277,APPL SKIN SUB F/S/E/M 100CM,15277,"3,000.00"
WC15278,APPL SKIN SUB F/S/E/M ADD 100C,15278,"1,500.00"
WC16020,DRESSING/DEBRIDE SMALL BURN,16020,350.00
WC16025,DRESSING/DEBRIDE MED BURN,16025,350.00
WC16030,DRESSING/DEBRIDE LARGE BURN,16030,650.00
WC17250,CHEM CAUTERY GRANULATION TISSU,17250,300.00
WC29445,RIGID LEG CAST APPLICATION,29445,500.00
WC29580,APPLICATION OF UNA BOOT,29580,260.00
WC29580BI,APPLICATION OF UNA BOOT BILAT,29580,520.00
WC29581,APPL COMP SYS;LEG INC ANK/FOOT,29581,260.00
WC29581BI,APPL COMP;LEG INC ANK/FT;BILAT,29581,520.00
WC69210,REM IMPACTED CERUMEN W/INSTR,69210,120.00
WC82962,GLUCOSE FINGER STICK,82962,20.00
WC93922,LTD BIL UP/LOW EXT ARTERIES,93922,250.00
WC93923,COMP BIL UP/LOW EXT ARTERIES,93923,300.00
WC96372,IM INJECTION,96372,120.00
WC97597,"DEBRIDEMENT, OPEN WD 1ST 20CM",97597,350.00
WC97598,"DEBRIDEMENT,OPEN WD EA ADD 20C",97598,300.00
WC97602,REM DEVITALIZED WOUND TISSUE,97602,350.00
WC97605,NEG PRESSURE WD THERAPY 50CM,97605,305.00
WC97606,NEG PRESS WD TX >50CM,97606,600.00
WC97607,NEG PRESS WD TX DISPOSABLE <50,97607,600.00
WC97608,NEG PRESS WD TX DISPOSABLE >50,97608,600.00
WC99183,HYPERBARIC O2 PER SESSION,99183,"1,375.00"
WC99201,NEW OFFICE/OUTPT VISIT LEVEL 1,G0463,189.00
WC99202,NEW OFFICE/OUTPT VISIT LEVEL 2,G0463,226.00
WC99203,NEW OFFICE/OUTPT VISIT LEVEL 3,G0463,301.00
WC99204,NEW OFFICE/OUTPT VISIT LEVEL 4,G0463,354.00
WC99205,NEW OFFICE/OUTPT VISIT LEVEL 5,G0463,401.00
WC99211,EST OFFICE/OUTPT VISIT LEVEL 1,G0463,189.00
WC99212,EST OFFICE/OUTPT VISIT LEVEL 2,G0463,226.00
WC99213,EST OFFICE/OUTPT VISIT LEVEL 3,G0463,301.00
WC99214,EST OFFICE/OUTPT VISIT LEVEL 4,G0463,354.00
WC99215,EST OFFICE/OUTPT VISIT LEVEL 5,G0463,401.00
WCC5271,APPL LC SKIN SUB T/A/L 25CM,C5271,"1,000.00"
WCC5272,APP LC SKIN SUB T/A/L ADD 25CM,C5272,500.00
WCC5273,APP LC SKIN SUB T/A/L 1ST 100C,C5273,"3,000.00"
WCC5274,APP LC SK SUB T/A/L EA ADD 100,C5274,"1,500.00"
WCC5275,APP LC SKIN SUB F/S/E/M 1ST 25,C5275,"1,000.00"
WCC5276,APP LC SK SUB F/S/E/M ADD 25CM,C5276,500.00
WCC5277,APP LC SK SUB F/S/E/M 1ST 100C,C5277,"1,000.00"
WCC5278,APP LC SK SUB F/S/E/M ADD 100C,C5278,500.00
WCG0277,HYPERBARIC O2 30 MIN MCR ONLY,G0277,240.00
WCQ4101,"SKIN SUB, APLIGRAF 1 SQ CM",Q4101,155.00
WCQ4102,"SKIN SUB, OASIS 1 SQ CM",Q4102,40.00
WCQ4106,"SKIN SUB, DERMAGRAFT 1 SQ CM",Q4106,165.00
WCQ4110,SKIN SUB PRIMATRIX 1 SQ CM,Q4110,145.00
WCQ4121,SKIN SUB THERSKIN 1 SQ CM,Q4121,130.00
WCQ4124,SKIN SUB OASIS ULTRA 1 SQ CM,Q4124,45.00
WCQ4131,"SKIN SUB, EPIFIX 1 SQ CM",Q4131,795.00
WCQ4132,"SKIN SUB GRAFIX CORE, 1 SQ CM",Q4132,430.00
WCQ4133,"SKIN SUB GRAFIX PRIME, 1 SQ CM",Q4133,430.00
WCQ4160,NUSHIELD,Q4160,395.00
WCQ4172,PURAPLY,Q4172,450.00
