"Service Description","CPT Code","Charge Type","Christiana Facility Price"
"KIT, EXTENSION BIFUR STRETCH COIL 60CM",,Hospital,"$6,417.50"
"KIT, EXTENTION 60CM",,Hospital,"$2,805.00"
"KIT, FEMORAL ARTERIAL CATH 18GA STERILE DISPOSABLE",,Hospital,$313.65
"KIT, FEMORAL DELIVERY",C1880,Hospital,"$5,950.00"
"KIT, FIBER SUTURE FOR FRACTURE STEM",,Hospital,"$1,593.75"
"KIT, FIDUCIAL MARKER SINGLE/PK 18GA 20CM",,Hospital,$446.25
"KIT, FILL POLYMER",,Hospital,"$1,062.50"
"KIT, FILTER AND ABC MOUTHPIECE",,Hospital,$59.29
"KIT, FILTER WITH MOUTHPIECE AND NOSECLIP",,Hospital,$4.25
"KIT, FIXATION FOR TCM400 TYPE D282",,Hospital,"$1,419.50"
"KIT, FIXATION MINI LONG",C1713,Hospital,$531.25
"KIT, FIXATOR MINI LENGTHENER",,Hospital,"$8,066.50"
"KIT, FLEXI-SEAL FECAL MANAGEMENT",,Hospital,$651.26
"KIT, FLEXIMA NASOBILIARY CATHETER 7.5FR",C2625,Hospital,$447.61
"KIT, FLOWABLE WOUND MATRIX 3CC",Q4114,Hospital,"$23,978.50"
"KIT, FLUID ADMINISTRATION",,Hospital,$10.63
"KIT, FOLEY CATH 14FR LATEX FREE W/URINE BAG",,Hospital,$26.01
"KIT, FOLEY CATH 16FR LATEX FREE W/URINE BAG",,Hospital,$26.01
"KIT, FOLEY CATH 16FR LATEX FREE W/URINE METER",,Hospital,$54.63
"KIT, FOLEY CATH W/14FR",,Hospital,$30.54
"KIT, FOLEY CATH W/16FR",,Hospital,$30.54
"KIT, FOLEY CATH W/18FR",,Hospital,$30.54
"KIT, FOOT PLATE SUPPORT MAXFRAME",,Hospital,"$4,155.48"
"KIT, FREELINK REMOTE CONTROL",,Hospital,"$5,080.45"
"KIT, FREELINK REMOTE CONTROL 71504",,Hospital,"$5,080.45"
"KIT, FUDICIAL MARKER TRIPLE/PK 18GA 20CM",,Hospital,$304.58
"KIT, FX ID STRUTS",,Hospital,"$2,059.13"
"KIT, GALT 3FR MICRO-ACCESS TEARAWAY .018 X 40CM",,Hospital,$148.75
"KIT, GEL PAD REPAIR",,Hospital,$57.80
"KIT, GENERAL SURGERY PBDS",,Hospital,$153.38
"KIT, GLENOID CEMENT SYRINGE SCRAPER",,Hospital,$427.13
"KIT, GPS APPLICATOR SPRAY",,Hospital,$148.75
"KIT, GPS II PLATELET CONCENTRATION SEPARATION",,Hospital,"$1,912.50"
"KIT, GRAFT FLEX HD PLIABLE PERFORATED THICK 6CMX16CM",,Hospital,"$10,552.18"
"KIT, GUIDANT LEAD REPAIR",,Hospital,$425.00
"KIT, GUIDE SHEATH 2.6 MM",,Hospital,$551.57
"KIT, HAMMERTOE NEXTRA MIDDLE PHALANX 3.5MM",C1713,Hospital,"$4,887.50"
"KIT, HAMMERTOE NEXTRA MIDDLE PHALANX 4.5MM",C1713,Hospital,"$4,653.75"
"KIT, HAMMERTOE NEXTRA MIDDLE PHALANX 5.5MM",C1713,Hospital,"$4,653.75"
"KIT, HAMMERTOE PRO-TOE INSTRUMENT STL",,Hospital,"$1,147.50"
"KIT, HAND PBDS",,Hospital,$162.48
"KIT, HEARTMATE II IMPLANT VAD",,Hospital,"$340,000.00"
"KIT, HEXAPOD LRF STRUT ID",,Hospital,"$2,071.88"
"KIT, HICKMAN REPAIR 10.5FR TRI",,Hospital,$302.98
"KIT, HICKMAN REPAIR 7FR DUAL",,Hospital,$544.00
"KIT, HICKMAN REPAIR 9.0FR DUAL",,Hospital,$748.00
"KIT, HICKMAN REPAIR 9.6FR SNGL",,Hospital,$956.25
"KIT, HIP ARTHROSCOPY",,Hospital,"$1,593.75"
"KIT, HIP ARTHROSCOPY W/BANANA BLADE",,Hospital,"$1,593.75"
"KIT, HIP PUSHLOCK , 3.5MM",,Hospital,$743.75
"KIT, HIP PUSHLOCK 2.9X10.7MM",,Hospital,$743.75
"KIT, HOSE 7/8"" STERILE",,Hospital,$42.13
"KIT, HVIS CUSTOM LABELS AND PEN",,Hospital,$12.75
"KIT, HYSTER COLLECTION W/DRAPE",,Hospital,$87.13
"KIT, IBALANCE PFJ BLADE SIZE 1",,Hospital,$633.25
"KIT, IBALANCE PFJ BLADE SIZE 2",,Hospital,$633.25
"KIT, IBALANCE PFJ BLADE SIZE 3",,Hospital,$633.25
"KIT, ICP COMP MONITOR",,Hospital,"$2,048.50"
"KIT, ICP DISP ADULT",,Hospital,$828.75
"KIT, ICP WITH LICOX IMC BOLT FITTING",,Hospital,"$2,733.64"
"KIT, IM PREP",,Hospital,$786.25
"KIT, IMPELLA CONSOLE",,Hospital,"$212,500.00"
"KIT, IMPELLA QUICK SET UP",,Hospital,$807.50
"KIT, IMPLANT ELITE COMPRESSION STAPLES 2-LEG",,Hospital,"$6,466.46"
"KIT, IMPLANT ELITE COMPRESSION STAPLES 2-LEG 73689",,Hospital,"$5,911.92"
"KIT, IMPLANT ELITE COMPRESSION STAPLES 4-LEG",,Hospital,"$6,590.22"
"KIT, IMPLANT PATIENT OPUS 2 NORDIC GREY",,Hospital,"$24,225.00"
"KIT, IMPLANT SPEED STAPLE 15X12X12MM",,Hospital,"$4,433.94"
"KIT, IMPLANT STAPLE SPEED 15X15X15MM",,Hospital,"$4,433.94"
"KIT, IMPLANT STAPLE SPEED 18X15X15MM",,Hospital,"$6,120.00"
"KIT, IMPLANT STAPLE SPEED 18X18X18MM",,Hospital,"$6,120.00"
"KIT, IMPLANT STAPLE SPEED 9X10X10MM",,Hospital,"$4,515.63"
"KIT, IMPLANT TITAN SPEED 20X20X20MM",,Hospital,"$5,788.16"
"KIT, IMPLANT ULTRA-DRIVE",,Hospital,"$6,375.00"
"KIT, IMPLANT ULTRA-DRIVE LOANER",,Hospital,"$6,375.00"
"KIT, INDIGO CATH RX + LG. ASPIRATION TUBE 4 FR 140CM",,Hospital,"$8,245.00"
"KIT, INFLATION DEVICE",,Hospital,$139.95
"KIT, INFLATION W/SYRINGES",,Hospital,$119.00
"KIT, INFUSION FOUNTAIN 10CM",C1725,Hospital,$467.50
"KIT, INFUSION, FOUNTAIN, 20CM",,Hospital,$552.50
"KIT, INSERTION 9.5FR IAB",,Hospital,$313.65
"KIT, INSERTION FEMORAL",,Hospital,$238.00
"KIT, INSERTION WITH INDUCERS",,Hospital,$504.69
"KIT, INSTAFIX ACCESSORY 2.0MM",,Hospital,"$1,294.13"
"KIT, INSTRUMENT FACET FIXATION",,Hospital,"$1,657.50"
"KIT, INSTRUMENT STAR ANKLE STRL",,Hospital,"$3,855.60"
"KIT, INTERNAL LIGAMENT BRACE REPAIR",,Hospital,"$4,143.75"
"KIT, INTERNAL LIGAMENT KNEE BRACE REPAIR",,Hospital,"$5,078.75"
"KIT, INTERSTIM LEAD INTRODUCER",C1894,Hospital,"$1,190.00"
"KIT, INTERSTIM TEST",C1778,Hospital,"$1,296.25"
"KIT, INTERSTIM TEST STIMULATOR LEAD",C1778,Hospital,$340.00
"KIT, INTERSTIM VERIFY TEST",,Hospital,"$2,210.00"
"KIT, INTRAOSSEOUS BIOPLASTY CORE DECOMP DELIVERY",,Hospital,"$2,443.75"
"KIT, INTRATHECAL CATH PROX REVISION 2.22CM",,Hospital,"$1,700.00"
"KIT, IPG",C1822,Hospital,"$87,078.25"
"KIT, IPG TEMPLATE",,Hospital,$650.25
"KIT, IPH PROCEDURE",,Hospital,"$12,750.00"
"KIT, IV START W/CHLORAPREP",,Hospital,$0.83
"KIT, IV START WITH CHLORAPREP FREPP",,Hospital,$0.99
"KIT, IVAS 11G 10MM",,Hospital,"$4,675.00"
"KIT, IVAS 11G 15MM",,Hospital,"$4,675.00"
"KIT, IVAS BONE BIOPSY 10G",,Hospital,$255.00
"KIT, IVAS BONE BIOPSY 11G",,Hospital,$255.00
"KIT, IVAS SYSTEM 10G 10MM (10/2)",,Hospital,"$4,848.91"
"KIT, IVAS SYSTEM 10G 15MM (15/2)",,Hospital,"$4,675.00"
"KIT, IVAS SYSTEM 10G 20MM (20/2)",,Hospital,"$4,675.00"
"KIT, JEJUNOSTOMY 7FR",,Hospital,$242.25
"KIT, JUGULAR PUNCTURE PEDIATRC",C1751,Hospital,$130.69
"KIT, JUGULAR SUBCLAVIAN FILTER",C1880,Hospital,"$3,931.25"
"KIT, KNEE SOMERSAULT LEFT CLOSED",,Hospital,"$2,762.50"
"KIT, KNEE SOMERSAULT LEFT OPEN",,Hospital,"$2,762.50"
"KIT, KNEE SOMERSAULT RIGHT CLOSED",,Hospital,"$2,762.50"
"KIT, KNEE SOMERSAULT RIGHT OPEN",,Hospital,"$2,762.50"
"KIT, KYPHON CEMENT MIXING",,Hospital,$669.38
"KIT, KYPHOPAK 15/3 FIRST FRACTURE",,Hospital,"$14,547.75"
"KIT, KYPHOPAK XPANDER 15/3 ADDITIONAL FRACTURE",,Hospital,"$8,903.75"
"KIT, KYPHOPAK XPANDER 20/3 ADDITIONAL FRACTURE",,Hospital,"$9,022.75"
"KIT, KYPHX EXPRESS FIRST FRACTURE 10/2",,Hospital,"$13,398.98"
"KIT, KYPHX EXPRESS FIRST FRACTURE 15/2",,Hospital,"$13,750.88"
"KIT, LAP HABIB 4X",,Hospital,"$14,423.86"
"KIT, LAPAROSCOPIC ANTI-FOGGING D-HELP",,Hospital,$174.25
"KIT, LAPAROSCOPIC CHOLE ENDO",,Hospital,"$1,341.78"
"KIT, LAPAROSCOPIC GASTR 18FR",,Hospital,$799.00
"KIT, LAPAROSCOPY CHOLE ENDO",,Hospital,"$1,217.70"
"KIT, LAPAROSCOPY DR MCGUIRK",,Hospital,$231.07
"KIT, LAR SIGMOID",,Hospital,"$2,035.75"
"KIT, LARGE PEC REPAIR",,Hospital,"$7,012.50"
"KIT, LASER SHEATH 12FR",C2629,Hospital,"$12,728.75"
"KIT, LASER SHEATH 14FR",C2629,Hospital,"$12,728.75"
"KIT, LASER SHEATH 16FR",C2629,Hospital,"$12,728.75"
"KIT, LATERAL ACCESS TIMBERLINE GEN 2",,Hospital,"$4,250.00"
"KIT, LATERAL MONITORING TIMBERLINE GEN 2",,Hospital,"$3,825.00"
"KIT, LAVAGE PROCEDURE RECIRCULATOR 8.0",,Hospital,"$12,750.00"
"KIT, LEAD",C1778,Hospital,"$2,125.00"
"KIT, LEAD ADAPTER",C1883,Hospital,"$2,125.00"
"KIT, LEAD ADAPTOR DYAD",,Hospital,"$3,612.50"
"KIT, LEAD ADAPTOR LV",,Hospital,"$2,125.00"
"KIT, LEAD LAMITRODE S-8 60CM",C1778,Hospital,"$12,728.75"
"KIT, LEAD OCTAD 1X8 LZ 6MM SP 60CM",C1897,Hospital,"$8,053.75"
"KIT, LEAD SLIM TIP AXIUM 90CM",,Hospital,"$12,750.00"
"KIT, LEAD SPINAL CORD STIM 30CM",C1778,Hospital,"$24,688.25"
"KIT, LEAD SPINAL STIMULATOR SURGICAL US MNPRO",C1778,Hospital,"$25,032.50"
"KIT, LEAD SPLICE",,Hospital,$573.75
"KIT, LEAD VECTRIS SURESCAN COMPACT MRI 1X8 60CM",C1778,Hospital,"$9,116.25"
"KIT, LEAD VECTRIS SURESCAN COMPACT MRI 1X8 75CM",C1778,Hospital,"$9,116.25"
"KIT, LEAD VECTRIS SURESCAN COMPACT MRI 1X8 90CM",C1778,Hospital,"$9,116.25"
"KIT, LEAD VECTRIS SURESCAN SUBCOMPACT MRI 1X8 60CM",C1778,Hospital,"$9,116.25"
"KIT, LEAD VECTRIS SURESCAN SUBCOMPACT MRI 1X8 75CM",C1778,Hospital,"$9,116.25"
"KIT, LEAD VECTRIS SURESCAN SUBCOMPACT MRI 1X8 90CM",C1778,Hospital,"$9,116.25"
"KIT, LEFT HEART MANIFOLD",,Hospital,$100.51
"KIT, LEVINE SUCTION IRRIGATION",,Hospital,$170.00
"KIT, LIPOSUCTION",,Hospital,$220.15
"KIT, LITE MULTI LAYER COMPRESSOR",,Hospital,$30.15
"KIT, LITHIUM INJECTATE FOR LIDCO",,Hospital,$505.75
"KIT, LOCATABLE GUIDE",,Hospital,"$4,441.25"
"KIT, LONE STAR RETRACTOR GYN SYSTEM",,Hospital,$475.91
"KIT, LUMBAR PUNCTURE 18G",,Hospital,$32.93
"KIT, LUMBAR PUNCTURE 20G",,Hospital,$31.45
"KIT, LVAD DRESSING CHANGE",,Hospital,$50.79
"KIT, LYSUS INFUSION SYSTEM  50CM",,Hospital,"$9,753.75"
"KIT, LYSUS INFUSION SYSTEM 12CM",,Hospital,"$9,753.75"
"KIT, LYSUS INFUSION SYSTEM 18CM",,Hospital,"$9,753.75"
"KIT, LYSUS INFUSION SYSTEM 30CM",,Hospital,"$9,753.75"
"KIT, LYSUS INFUSION SYSTEM 40CM",,Hospital,"$9,753.75"
"KIT, LYSUS INFUSION SYSTEM 6CM",,Hospital,"$8,478.75"
"KIT, MAC CATH W/CDC COMP/SHARPS SAFETY",,Hospital,$514.58
"KIT, MAC CIRCUIT",,Hospital,$12.29
"KIT, MAGELLAN BASIC ONE SOURCE",,Hospital,$935.00
"KIT, MAMMOSITE DRESSING CHANGE",,Hospital,$26.40
"KIT, MANUAL RETRACTION",,Hospital,$637.50
"KIT, MASSON TRICHROME",,Hospital,$497.21
"KIT, MAXCESS XLIF PROCEDURE",,Hospital,"$5,941.50"
"KIT, MEDICAL LINE ACCESSORIES",,Hospital,$19.13
"KIT, MEGA SOFT PATCH",,Hospital,$51.04
"KIT, MELKER CRICOTHYROTOMY 5FR",C1769,Hospital,"$1,023.57"
"KIT, MEMBRANE S44316",,Hospital,"$1,147.50"
"KIT, MIC G-16 INTRODUCER",,Hospital,$894.71
"KIT, MIC G-18 INTRODUCER",,Hospital,$894.63
"KIT, MIC G-20 INTRODUCER",,Hospital,$894.63
"KIT, MIC-G INTRODUCER 12FR",,Hospital,$894.71
"KIT, MIC-G INTRODUCER 14FR",,Hospital,$894.71
"KIT, MIC-KEY INTRODUCER G-18",,Hospital,$859.31
"KIT, MICRO-PUNCTURE W/NITINOL WIRE",C1769,Hospital,$195.50
"KIT, MICRO-VENTRICULAR  DRAIN",,Hospital,"$2,252.50"
"KIT, MICROPARTS 1.1MM",,Hospital,$86.70
"KIT, MICROPUCTURE STIFF WIRE 4FR",,Hospital,$153.00
"KIT, MICROPUNCTURE STIFF WIRE 5FR",,Hospital,$157.25
"KIT, MILD CENTRAL VERTEBRAL CANAL",,Hospital,"$10,625.00"
"KIT, MINI BEAD OSTEOSET RESORBABLE STANDARD CURE",,Hospital,"$3,030.25"
"KIT, MINI BIO-SUTURETAK",,Hospital,$743.75
"KIT, MINI CHRISTIANA",,Hospital,$39.78
"KIT, MINI IGNITE POWER MIX INJECT  4CC",,Hospital,"$6,987.00"
"KIT, MINI LOCAL OR",,Hospital,$36.68
"KIT, MINI SUPER DRI-AID",,Hospital,$63.75
"KIT, MINI TIGHTROPE REPAIR",,Hospital,"$2,231.25"
"KIT, MINI WILMINGTON",,Hospital,$29.45
"KIT, MISSION CORE BIOPSY 18G X 10CM",,Hospital,$235.03
"KIT, MISSION CORE BIOPSY 20G X 10CM",,Hospital,$235.03
"KIT, MISSION CORE BIOPSY INSTRUMENT 18G X 16CM",,Hospital,$235.03
"KIT, MISSION CORE BIOPSY INSTRUMENT 18G X 20CM",,Hospital,$235.03
"KIT, MISSION CORE BIOPSY INSTRUMENT 20G X 16CM",,Hospital,$235.03
"KIT, MISSION CORE BIOPSY INSTRUMENT 20G X 20CM",,Hospital,$235.03
"KIT, MIX I W/BOWL AND SPATULA",,Hospital,$41.44
"KIT, MIXED SYSTEM RONDO-CREME",L8619,Hospital,"$48,450.00"
"KIT, MIXING VERTECEM II",,Hospital,$956.25
"KIT, MONITORING TRANSPAC IV TRANSDUCER",,Hospital,$23.87
"KIT, MOUTH CARE ""ORA-SWAB""",,Hospital,$22.22
"KIT, MR PILLAR POST AND GAUGE LONG BIOPSY",,Hospital,"$2,783.75"
"KIT, MR PILLAR POST AND GAUGE SHORT BIOPSY",,Hospital,"$2,783.75"
"KIT, MR UNIVERSAL BIOPSY PROCEDURE 11GX115MM",,Hospital,"$2,762.50"
"KIT, MR UNIVERSAL BIOPSY PROCEDURE 11GX145MM",,Hospital,"$2,762.50"
"KIT, MR UNIVERSAL BIOPSY PROCEDURE 8GX115MM",,Hospital,"$2,762.50"
"KIT, MR UNIVERSAL BIOPSY PROCEDURE 8GX145MM",,Hospital,"$2,762.50"
"KIT, NAIL GAMM3 S LT 10X420X125MM",,Hospital,"$9,792.47"
"KIT, NAIL GAMMA LEFT LONG 11X300 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X300 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X300 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X320 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X320 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X320 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X340 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X340 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X340 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X360 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X360 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X380 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X380 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X380 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X400 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X400 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X400 130 DEGREE",,Hospital,$821.99
"KIT, NAIL GAMMA LEFT LONG 11X420 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X420 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X420 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X440 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X440 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LEFT LONG 11X440 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA LONG R1.5 TI RIGHT 11X360MM X 130 DEGREE",C1713,Hospital,"$9,792.47"
"KIT, NAIL GAMMA RIGHT LONG 11X300 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X300 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X300 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X320 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X320 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X320 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X340 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X340 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X340 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X360 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X360 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X360 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X380 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X380 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X380 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X400 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X400 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X400 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X420 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X420 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X420 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X440 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X440 125 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA RIGHT LONG 11X440 130 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL GAMMA3 LOCKING LONG RT 125 DEG 11X400MM",,Hospital,"$9,792.47"
"KIT, NAIL GAMMS LEFT LONG 11X360 120 DEGREE",,Hospital,"$8,233.99"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X260MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X280MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X300MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X320MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X340MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X360MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X380MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 LEFT 125 DEGREES  10X400MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X260MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X280MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X300MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X320MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X340MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X360MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X380MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1 0.5 RIGHT  125 DEGREES  10X400MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG  R1/5 TI 120-DEG 11X340MM RT",,Hospital,"$9,792.47"
"KIT, NAIL LONG 11X36MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG 11X380MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1 0.5 TI RT 125-DEGREES 11X300MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1 0.5 TI RT 125-DEGREES 11X420MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1 RT 125DEG 13X400MM RT",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1 TI RIGHT 125 DEGREES 11X340MM",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 120-DEG 11X320MM RT",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 120-DEG 11X380MM RT",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 120-DEG 11X420MM RT",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 125-DEG 13X360MM LT",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 125-DEG 13X380MM LT",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 125-DEG 13X400MM LT",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI 125-DEG 13X420MM LT",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEG 15X420MM",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X240MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X260MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X280MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X300MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X320MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X340MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X360MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X380MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X400MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X420MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X440MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X460MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI LEFT 125 DEGREES 11X480MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI RIGHT 125 DEG 11X320MM",C1713,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI RIGHT 125 DEGREES 13X340MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI RIGHT 125 DEGREES 13X360MM",,Hospital,"$9,792.47"
"KIT, NAIL LONG R1/5 TI RT 125-DEG 11X440MM",,Hospital,"$9,792.47"
"KIT, NAIL R1/5 LONG LEFT 11X340MMX130 STRL",C1713,Hospital,"$9,792.47"
"KIT, NAIL R1/5 LONG LEFT TI 11X360MMX130",C1713,Hospital,"$9,792.47"
"KIT, NAIL R1/5 LONG LEFT TI 11X380MMX130 STRL",,Hospital,"$9,792.47"
"KIT, NAIL R1/5 LONG LEFT TI 11X440MMX130 STRL",C1713,Hospital,"$9,792.47"
"KIT, NAIL TROCHANTERIC 10X170MM",,Hospital,"$7,304.14"
"KIT, NAIL TROCHANTERIC 11X180 120 DEGREE",,Hospital,"$5,652.08"
"KIT, NAIL TROCHANTERIC 11X180 125 DEGREE",,Hospital,"$5,652.08"
"KIT, NAIL TROCHANTERIC 11X180 130 DEGREE",,Hospital,"$5,652.08"
"KIT, NAIL VALOR LT SM 10.0MMX150MM",C1713,Hospital,"$16,388.00"
"KIT, NAIL VALOR RT SM 10X150MM",C1713,Hospital,"$17,391.00"
"KIT, NAVIGATED PEDICLE ACCESS",,Hospital,"$1,823.25"
"KIT, NEEDLE GUIDE COVER - 34247",,Hospital,$63.75
"KIT, NEEDLE GUIDE COVER - 43361",,Hospital,$63.75
"KIT, NEEDLE INTRODUCER NITINOL 21G 15CM TROCAR",,Hospital,$420.92
