BRONSON HEALTHCARE GROUP,,,
PHARMACY CHARGEMASTER,,,
"AS OF JANUARY 1, 2019",,,
,,,
Medication,11 Digit NDC Code,Charge Per 1 Unit,
CEFEPIME 2 GRAM SOLUTION FOR INJECTION,60505614504, 19.69 ,BBC
CEFEPIME 2 GRAM SOLUTION FOR INJECTION,60505614500, 19.69 ,BBC
CEFEPIME 2 GRAM SOLUTION FOR INJECTION,60505614700, 19.27 ,BBC
CEFEPIME 2 GRAM SOLUTION FOR INJECTION,60505614704, 19.27 ,BBC
CEFEPIME IV 0.01 MG/ML SYRINGE FOR DESENSITIZATION,09900000941, 0.18 ,BBC
CEFEPIME IV 0.1 MG/ML SYRINGE FOR DESENSITIZATION,09900000942, 1.68 ,BBC
CEFOTAXIME 1 GRAM SOLUTION FOR INJECTION,00143993125, 15.23 ,BBC
CEFOTAXIME 1 GRAM SOLUTION FOR INJECTION,00143993101, 15.23 ,BBC
CEFOTAXIME 2 GRAM SOLUTION FOR INJECTION,00039001901, 22.41 ,BBC
CEFOTAXIME 2 GRAM SOLUTION FOR INJECTION,00039001910, 22.41 ,BBC
CEFOTAXIME 500 MG SOLUTION FOR INJECTION,00143993001, 20.35 ,BBC
CEFOTAXIME 500 MG SOLUTION FOR INJECTION,00143993010, 20.35 ,BBC
CEFOXITIN 1 GRAM INTRAVENOUS SOLUTION,44567024525, 19.94 ,BBC
CEFOXITIN 2 GRAM INTRAVENOUS SOLUTION,44567024625, 23.85 ,BBC
CEFTAROLINE FOSAMIL 0.06 MCG CUSTOM IV FOR DESENSITIZATION,09900000955, 0.03 ,BBC
CEFTAROLINE FOSAMIL 0.6 MCG CUSTOM IV FOR DESENSITIZATION,09900000956, 0.03 ,BBC
CEFTAROLINE FOSAMIL 6 MCG CUSTOM IV FOR DESENSITIZATION,09900000957, 0.03 ,BBC
CEFTAROLINE FOSAMIL 60 MCG CUSTOM IV FOR DESENSITIZATION,09900000954, 0.18 ,BBC
CEFTAROLINE FOSAMIL 600 MCG CUSTOM IV FOR DESENSITIZATION,09900000958, 1.80 ,BBC
CEFTAROLINE FOSAMIL 600 MG CUSTOM INTRAVENOUS SOLUTION FOR DESENSITIZN,09900000959, 25.69 ,BBC
CEFTAROLINE FOSAMIL 600 MG INTRAVENOUS SOLUTION,00456060001, 615.58 ,BBC
CEFTAROLINE FOSAMIL 600 MG INTRAVENOUS SOLUTION,00456060010, 615.58 ,BBC
CEFTAZIDIME 2 GRAM SOLUTION FOR INJECTION,25021012850, 24.69 ,BBC
CEFTOLOZANE-TAZOBACTAM 1.5 GRAM INTRAVENOUS SOLUTION,67919003001, 374.30 ,BBC
CEFTRIAXONE 1 GM IV SYRINGE,09900000533, 1.80 ,BBC
CEFTRIAXONE 1 GRAM CUSTOM SOLUTION FOR DESENSITIZATION,09900000951, 1.80 ,BBC
CEFTRIAXONE 1 GRAM IM SOLR,00781320895, 17.90 ,BBC
CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,44567070125, 20.04 ,BBC
CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,00781320885, 19.41 ,BBC
CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,00409733201, 17.51 ,BBC
CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,00409733211, 17.51 ,BBC
CEFTRIAXONE 10 GRAM SOLUTION FOR INJECTION,00409733410, 63.82 ,BBC
CEFTRIAXONE 100 GRAM SOLUTION FOR INJECTION,66288610001, 21.75 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,68180064410, 26.70 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,68180064401, 26.70 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,60505075304, 25.00 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,60505614904, 24.98 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,60505614900, 24.98 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,60505610204, 17.02 ,BBC
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,00409733503, 16.83 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,60505075004, 25.26 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,60505075001, 25.26 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,60505615101, 25.25 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00409733720, 16.38 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00409733711, 16.38 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00409733701, 16.38 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00143985925, 16.27 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00143985901, 16.27 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,60505615104, 15.54 ,BBC
CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,00781320695, 12.03 ,BBC
CEFTRIAXONE IV 0.01 MG/ML SYRINGE FOR DESENSITIZATION,09900000939, 0.03 ,BBC
CEFTRIAXONE IV 0.1 MG/ML SYRINGE FOR DESENSITIZATION,09000000938, 0.33 ,BBC
CELECOXIB 100 MG CAPSULE,00025152031, 25.44 ,BBC
CELECOXIB 100 MG CAPSULE,59762151601, 2.67 ,BBC
CELECOXIB 100 MG CAPSULE,00904650261, 3.85 ,BBC
CELECOXIB 100 MG CAPSULE,51079019920, 5.67 ,BBC
CELECOXIB 100 MG CAPSULE,51079019901, 5.68 ,BBC
CELECOXIB 100 MG CAPSULE,68084096901, 4.57 ,BBC
CELECOXIB 100 MG CAPSULE,68084096911, 4.58 ,BBC
CELECOXIB 200 MG CAPSULE,00025152534, 41.72 ,BBC
CELECOXIB 200 MG CAPSULE,33342015711, 2.67 ,BBC
CELECOXIB 200 MG CAPSULE,69097042107, 2.04 ,BBC
CELECOXIB 200 MG CAPSULE,00904650361, 6.73 ,BBC
CELECOXIB 200 MG CAPSULE,68084097601, 6.92 ,BBC
CELECOXIB 200 MG CAPSULE,68084097611, 6.92 ,BBC
CELECOXIB 400 MG CAPSULE,59762151802, 5.59 ,BBC
CELECOXIB 400 MG CAPSULE,13668031060, 5.24 ,BBC
"CELLULOSE, OXIDIZED 4"" X 8"" PADS",09900000604, 279.50 ,BBC
CEPHALEXIN 250 MG CAPSULE,00093314501, 2.91 ,BBC
CEPHALEXIN 250 MG CAPSULE,60687015201, 2.88 ,BBC
CEPHALEXIN 250 MG/5 ML ORAL SUSPENSION,00093417773, 2.09 ,BBC
CEPHALEXIN 500 MG CAPSULE,00093314701, 1.94 ,BBC
CEPHALEXIN 500 MG CAPSULE,60687016301, 2.29 ,BBC
CEPHALEXIN 500 MG CAPSULE,60687016311, 2.29 ,BBC
CEPHALEXIN 500 MG CAPSULE,50268015215, 2.00 ,BBC
CEPHALEXIN 500 MG CAPSULE,50268015211, 2.00 ,BBC
CEPHALEXIN 500 MG CAPSULE,67877021901, 2.28 ,BBC
CEVIMELINE 30 MG CAPSULE,63395020113, 25.64 ,BBC
CHERRY FLAVOR (BULK) SYRUP,00395266216, 0.28 ,BBC
CHLORDIAZEPOXIDE 10 MG CAPSULE,51079037501, 3.26 ,BBC
CHLORDIAZEPOXIDE 10 MG CAPSULE,51079037520, 3.26 ,BBC
CHLORDIAZEPOXIDE 25 MG CAPSULE,00555015902, 1.55 ,BBC
CHLORDIAZEPOXIDE 25 MG CAPSULE,51079014101, 3.94 ,BBC
CHLORDIAZEPOXIDE 5 MG CAPSULE,51079037401, 4.16 ,BBC
CHLORDIAZEPOXIDE 5 MG CAPSULE,51079037420, 4.15 ,BBC
CHLORDIAZEPOXIDE 5 MG CAPSULE,00555015802, 1.79 ,BBC
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,50383072016, 0.26 ,BBC
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,00116200116, 0.09 ,BBC
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,09900000023, 0.26 ,BBC
CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,63323047727, 4.17 ,BBC
CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,00143920910, 3.91 ,BBC
CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,00143920901, 3.91 ,BBC
CHLOROPROCAINE (PF) 30 MG/ML (3 %) INJECTION SOLUTION,63323047827, 4.38 ,BBC
CHLOROPROCAINE (PF) 30 MG/ML (3 %) INJECTION SOLUTION,00143921010, 4.11 ,BBC
CHLOROPROCAINE (PF) 30 MG/ML (3 %) INJECTION SOLUTION,00143921001, 4.11 ,BBC
CHLOROTHIAZIDE 250 MG TABLET,00378015001, 4.43 ,BBC
CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,63323065820, 175.16 ,BBC
CHLORPHENIRAMINE 4 MG TABLET,96295038809, 1.22 ,BBC
CHLORPHENIRAMINE 4 MG TABLET,00536100601, 0.26 ,BBC
CHLORPHENIRAMINE 4 MG TABLET,00904001261, 0.66 ,BBC
CHLORPROMAZINE 10 MG TABLET,00832030000, 7.88 ,BBC
CHLORPROMAZINE 10 MG TABLET,51079051801, 12.39 ,BBC
CHLORPROMAZINE 10 MG TABLET,51079051820, 12.38 ,BBC
CHLORPROMAZINE 10 MG TABLET,00781591301, 9.31 ,BBC
CHLORPROMAZINE 100 MG TABLET,51079051601, 35.97 ,BBC
CHLORPROMAZINE 100 MG TABLET,51079051620, 35.97 ,BBC
CHLORPROMAZINE 100 MG TABLET,00832030300, 20.72 ,BBC
CHLORPROMAZINE 25 MG TABLET,51079051901, 15.48 ,BBC
CHLORPROMAZINE 25 MG TABLET,51079051920, 15.48 ,BBC
CHLORPROMAZINE 25 MG TABLET,00832030100, 12.37 ,BBC
CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,00641139831, 55.63 ,BBC
CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,00641139835, 55.63 ,BBC
CHLORTHALIDONE 25 MG TABLET,51079005801, 7.27 ,BBC
CHLORTHALIDONE 25 MG TABLET,51079005820, 7.27 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",00904582461, 0.78 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",00904582460, 0.33 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",00536333401, 0.35 ,BBC
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TABLET,00904582360, 0.26 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAPSULE",00904598660, 0.61 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAPSULE",50268086815, 2.62 ,BBC
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAPSULE",50268086811, 2.63 ,BBC
CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET,49884046564, 7.30 ,BBC
CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET,49884046565, 7.30 ,BBC
CHONDROITIN-SOD HYALURON 3 %-4 %(0.35 ML)1 %(0.4 ML)INTRAOCULAR SYRING,08065183135, 519.00 ,BBC
CHONDROITIN-SOD HYALURON 3 %-4 %(0.5 ML)1 %(0.55 ML)INTRAOCULAR SYRING,08065183150, 329.09 ,BBC
CHONDROITIN-SOD HYALURON 4 %-3 % (40 MG-30 MG/ML) INTRAOCULAR SYRINGE,08065183905, 436.02 ,BBC
CHROMIUM CHLORIDE 4 MCG/ML INTRAVENOUS SOLUTION,00409409301, 24.80 ,BBC
CILOSTAZOL 100 MG TABLET,00185022360, 2.69 ,BBC
CILOSTAZOL 100 MG TABLET,60505252201, 3.24 ,BBC
CILOSTAZOL 100 MG TABLET,50268017715, 4.55 ,BBC
CILOSTAZOL 100 MG TABLET,50268017711, 4.55 ,BBC
CINACALCET 30 MG TABLET,55513007330, 93.06 ,BBC
CIPROFLOXACIN 0.3 % EYE DROPS,50383028205, 7.86 ,BBC
CIPROFLOXACIN 0.3 % EYE DROPS,61314065605, 4.01 ,BBC
CIPROFLOXACIN 0.3 % EYE DROPS,00065065605, 78.78 ,BBC
"CIPROFLOXACIN 0.3 %-DEXAMETHASONE 0.1 % EAR DROPS,SUSPENSION",00065853302, 94.95 ,BBC
CIPROFLOXACIN 6 % (6 MG/0.1 ML) INTRATYMPANIC SUSPENSION,69251020101, 981.30 ,BBC
CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,00074438010, 11.45 ,BBC
CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,00781903980, 23.98 ,BBC
CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,00781903995, 23.98 ,BBC
CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,00781315395, 23.98 ,BBC
CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,00781315380, 23.98 ,BBC
CITALOPRAM 10 MG TABLET,00378623101, 0.38 ,BBC
CITALOPRAM 10 MG TABLET,00904608461, 1.22 ,BBC
CITALOPRAM 20 MG TABLET,57664050818, 0.75 ,BBC
CITALOPRAM 20 MG TABLET,00904608561, 1.18 ,BBC
CITALOPRAM 40 MG TABLET,00904608661, 1.43 ,BBC
CITALOPRAM 40 MG TABLET,00378623301, 1.15 ,BBC
CITRATE DEXTROSE SOLUTION,00942064104, 0.08 ,BBC
CITRATE DEXTROSE SOLUTION,09900000932, 0.35 ,BBC
CLARITHROMYCIN 500 MG TABLET,00781196260, 3.93 ,BBC
CLARITHROMYCIN 500 MG TABLET,68084065125, 12.44 ,BBC
CLARITHROMYCIN 500 MG TABLET,68084065195, 12.44 ,BBC
CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,00009077520, 5.02 ,BBC
CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,47781046068, 6.96 ,BBC
CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,00009077526, 5.02 ,BBC
CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,63323028204, 6.37 ,BBC
CLINDAMYCIN 2 % VAGINAL CREAM,00168027740, 5.42 ,BBC
CLINDAMYCIN 600 MG (IV PREMIX),09900000157, 1.30 ,BBC
CLINDAMYCIN 600 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK,00338954924, 0.40 ,BBC
CLINDAMYCIN 600 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK,00338954960, 0.40 ,BBC
CLINDAMYCIN 600 MG/50 ML IVPB IN D5W OR NS CUSTOM,00338954924, 0.40 ,BBC
CLINDAMYCIN 600 MG/50 ML IVPB IN D5W OR NS CUSTOM,00338954960, 0.40 ,BBC
CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,00574012901, 4.44 ,BBC
CLINDAMYCIN 900 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK,00338955324, 0.48 ,BBC
CLINDAMYCIN 900 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK,00338955390, 0.47 ,BBC
CLINDAMYCIN 900 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK,00338955350, 0.48 ,BBC
CLINDAMYCIN 900 MG/50 ML IVPB IN D5W OR NS CUSTOM,00338955324, 0.48 ,BBC
CLINDAMYCIN 900 MG/50 ML IVPB IN D5W OR NS CUSTOM,00338955390, 0.47 ,BBC
CLINDAMYCIN 900 MG/50 ML IVPB IN D5W OR NS CUSTOM,00781329009, 0.55 ,BBC
CLINDAMYCIN HCL 150 MG CAPSULE,63304069201, 1.55 ,BBC
CLINDAMYCIN HCL 150 MG CAPSULE,63739005910, 2.00 ,BBC
CLINDAMYCIN HCL 150 MG CAPSULE,00904595961, 3.62 ,BBC
CLINDAMYCIN HCL 150 MG CAPSULE,68084024301, 3.69 ,BBC
CLINDAMYCIN HCL 150 MG CAPSULE,68084024311, 3.69 ,BBC
CLOBAZAM 10 MG TABLET,67386031401, 62.09 ,BBC
CLOBETASOL 0.05 % TOPICAL CREAM,00168016315, 13.59 ,BBC
CLOBETASOL 0.05 % TOPICAL CREAM,51672125801, 3.56 ,BBC
CLOBETASOL 0.05 % TOPICAL CREAM,51672125803, 3.12 ,BBC
CLONAZEPAM 0.5 MG TABLET,00228300311, 0.25 ,BBC
CLONAZEPAM 0.5 MG TABLET,63739026310, 0.82 ,BBC
CLONAZEPAM 0.5 MG TABLET,00904610161, 0.72 ,BBC
CLONAZEPAM 0.5 MG TABLET,43547040610, 0.26 ,BBC
CLONAZEPAM 0.5 MG TABLET,00378191010, 0.60 ,BBC
CLONAZEPAM 1 MG TABLET,00781556701, 1.47 ,BBC
CLONAZEPAM 1 MG TABLET,00004005801, 10.62 ,BBC
CLONAZEPAM 1 MG TABLET,43547040710, 0.33 ,BBC
CLONAZEPAM 1 MG TABLET,51079088201, 1.47 ,BBC
CLONAZEPAM 1 MG TABLET,51079088220, 1.47 ,BBC
CLONAZEPAM 2 MG TABLET,51079088301, 1.47 ,BBC
CLONAZEPAM 2 MG TABLET,51079088320, 1.47 ,BBC
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087116, 45.94 ,BBC
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087199, 45.94 ,BBC
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087216, 63.92 ,BBC
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087299, 63.92 ,BBC
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087399, 81.97 ,BBC
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,00378087316, 81.97 ,BBC
CLONIDINE HCL 0.1 MG TABLET,51079029901, 0.99 ,BBC
CLONIDINE HCL 0.1 MG TABLET,00904565661, 1.03 ,BBC
CLONIDINE HCL 0.1 MG TABLET,51079029920, 0.99 ,BBC
CLONIDINE HCL 0.2 MG TABLET,51079030001, 1.51 ,BBC
CLONIDINE HCL 0.2 MG TABLET,00904565761, 1.25 ,BBC
CLONIDINE HCL 0.2 MG TABLET,51079030020, 1.50 ,BBC
CLONIDINE HCL 0.2 MG TABLET,29300013601, 0.71 ,BBC
CLONIDINE HCL 0.3 MG TABLET,00904565861, 1.60 ,BBC
CLONIDINE HCL 0.3 MG TABLET,51079030101, 1.88 ,BBC
CLONIDINE HCL 0.3 MG TABLET,51079030120, 1.88 ,BBC
CLONIDINE HCL 0.3 MG TABLET,29300013701, 0.61 ,BBC
CLONIDINE HCL 0.3 MG TABLET,52817018210, 2.56 ,BBC
CLOPIDOGREL 75 MG TABLET,00904629461, 3.36 ,BBC
CLOPIDOGREL 75 MG TABLET,51079055720, 4.44 ,BBC
CLOPIDOGREL 75 MG TABLET,51079055701, 4.45 ,BBC
CLOPIDOGREL 75 MG TABLET,68084053601, 3.62 ,BBC
CLOPIDOGREL 75 MG TABLET,68084053611, 3.62 ,BBC
CLORAZEPATE DIPOTASSIUM 3.75 MG TABLET,00378003001, 3.67 ,BBC
CLORAZEPATE DIPOTASSIUM 3.75 MG TABLET,51672404201, 11.17 ,BBC
CLOTRIMAZOLE 1 % TOPICAL CREAM,51672127506, 1.03 ,BBC
CLOTRIMAZOLE 1 % TOPICAL SOLUTION,51672126003, 5.18 ,BBC
CLOTRIMAZOLE 10 MG TROCHE,00054814622, 3.31 ,BBC
CLOTRIMAZOLE 10 MG TROCHE,00054414622, 4.00 ,BBC
CLOZAPINE 100 MG TABLET,00078012705, 48.36 ,BBC
CLOZAPINE 100 MG TABLET,00093777201, 4.46 ,BBC
CLOZAPINE 100 MG TABLET,00078012761, 48.36 ,BBC
CLOZAPINE 100 MG TABLET,51079092220, 5.24 ,BBC
CLOZAPINE 100 MG TABLET,51079092201, 5.25 ,BBC
CLOZAPINE 25 MG TABLET,00093435919, 2.45 ,BBC
CLOZAPINE 25 MG TABLET,00093435993, 2.44 ,BBC
CLOZAPINE 25 MG TABLET,00078012605, 18.66 ,BBC
CLOZAPINE 25 MG TABLET,51079092120, 4.36 ,BBC
CLOZAPINE 25 MG TABLET,51079092101, 4.37 ,BBC
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) INTRAVENOUS SOLUTION",00169720101," 6,164.48 ",BBC
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) INTRAVENOUS SOLUTION",00169721111," 6,164.48 ",BBC
"COAGULATION FACTOR VIIA RECOMB 5 MG (5,000 MCG) INTRAVENOUS SOLUTION",00169720501," 25,043.20 ",BBC
COCAINE 4 % TOPICAL SOLUTION,00527172874, 132.43 ,BBC
CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID,00121177510, 0.96 ,BBC
CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID,00121155000, 0.96 ,BBC
CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID,00121155010, 0.96 ,BBC
CODEINE SULFATE 30 MG TABLET,00054024424, 5.63 ,BBC
CODEINE SULFATE 30 MG TABLET,00527169801, 6.51 ,BBC
CODEINE-BUTALBITAL-ASA-CAFFEINE 30 MG-50 MG-325 MG-40 MG CAPSULE,00591354601, 6.75 ,BBC
COLCHICINE 0.6 MG TABLET,64764011901, 24.16 ,BBC
COLCHICINE 0.6 MG TABLET,60687038911, 24.49 ,BBC
COLCHICINE 0.6 MG TABLET,66993016502, 18.51 ,BBC
COLCHICINE 0.6 MG TABLET,60687038921, 24.49 ,BBC
COLESTIPOL 5 GRAM ORAL PACKET,00115521218, 10.89 ,BBC
COLISTIN (COLISTIMETHATE SODIUM) 150 MG SOLUTION FOR INJECTION,39822061501, 116.64 ,BBC
COLISTIN (COLISTIMETHATE SODIUM) 150 MG SOLUTION FOR INJECTION,42023010701, 116.55 ,BBC
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,00064501030, 20.88 ,BBC
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,50484001030, 22.99 ,BBC
CONJUGATED ESTROGENS 0.3 MG TABLET,00046110081, 18.53 ,BBC
CONJUGATED ESTROGENS 0.625 MG TABLET,00046110281, 18.53 ,BBC
CONJUGATED ESTROGENS 0.625 MG/GRAM VAGINAL CREAM,00046087221, 38.82 ,BBC
CONJUGATED ESTROGENS 1.25 MG TABLET,00046110481, 18.53 ,BBC
CONJUGATED ESTROGENS 25 MG SOLUTION FOR INJECTION,00046074905, 985.48 ,BBC
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,00781344071, 73.43 ,BBC
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,00781344095, 73.43 ,BBC
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,67457022702, 292.75 ,BBC
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,00548590000, 353.88 ,BBC
CUPRIC CHLORIDE 0.4 MG/ML INTRAVENOUS SOLUTION,00409409201, 24.80 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET",00904421713, 0.54 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET",50268085515, 3.76 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET",50268085511, 3.76 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET",77333093825, 2.99 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET",77333093810, 2.98 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",00517003125, 29.10 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",70069000510, 21.82 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",70069000501, 21.82 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",00143962125, 19.74 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",00143962101, 19.74 ,BBC
"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",63323004401, 15.86 ,BBC
CYANOCOBALAMIN (VIT B-12) 100 MCG TABLET,00536354201, 0.69 ,BBC
CYANOCOBALAMIN (VIT B-12) 250 MCG TABLET,00904421813, 0.31 ,BBC
CYANOCOBALAMIN (VIT B-12) 250 MCG TABLET,50268085315, 3.41 ,BBC
CYANOCOBALAMIN (VIT B-12) 250 MCG TABLET,50268085311, 3.41 ,BBC
CYCLOBENZAPRINE 10 MG TABLET,00904780961, 0.96 ,BBC
CYCLOBENZAPRINE 10 MG TABLET,51079064420, 1.27 ,BBC
CYCLOBENZAPRINE 10 MG TABLET,51079064401, 1.27 ,BBC
CYCLOBENZAPRINE 10 MG TABLET,63739053110, 1.36 ,BBC
CYCLOBENZAPRINE 5 MG TABLET,68084075325, 4.43 ,BBC
CYCLOPENTOLATE 1 % EYE DROPS,24208073501, 19.81 ,BBC
CYCLOPENTOLATE 1 % EYE DROPS,17478010002, 11.03 ,BBC
CYCLOPENTOLATE 1 % EYE DROPS,00065039602, 43.35 ,BBC
CYCLOPENTOLATE 2 % EYE DROPS,17478009702, 18.45 ,BBC
CYCLOPENTOLATE 2 % EYE DROPS,00065039702, 56.76 ,BBC
CYCLOPENTOLATE-PHENYLEPHRINE 0.2 %-1 % EYE DROPS,00065035902, 45.33 ,BBC
CYCLOPHOSPHAMIDE 1 GRAM INTRAVENOUS SOLUTION,00781324494," 2,152.24 ",BBC
CYCLOPHOSPHAMIDE 50 MG CAPSULE,00054038325, 30.82 ,BBC
CYCLOSPORINE 100 MG CAPSULE,00078024115, 48.71 ,BBC
CYCLOSPORINE 25 MG CAPSULE,00078024015, 12.20 ,BBC
CYCLOSPORINE 250 MG/5 ML INTRAVENOUS SOLUTION,00078010901, 36.43 ,BBC
CYCLOSPORINE 250 MG/5 ML INTRAVENOUS SOLUTION,00574086610, 30.92 ,BBC
CYPROHEPTADINE 4 MG TABLET,60258085001, 2.57 ,BBC
CYPROHEPTADINE 4 MG TABLET,52817021010, 4.32 ,BBC
DABIGATRAN ETEXILATE 75 MG CAPSULE,00597014960, 16.70 ,BBC
DABIGATRAN ETEXILATE 75 MG CAPSULE,00597035556, 19.46 ,BBC
DALBAVANCIN 500 MG INTRAVENOUS SOLUTION,57970010001," 2,992.96 ",BBC
"DALFAMPRIDINE ER 10 MG TABLET,EXTENDED RELEASE,12 HR",10144042760, 166.00 ,BBC
DANTROLENE 20 MG INTRAVENOUS SOLUTION,27505000368, 228.09 ,BBC
DANTROLENE 20 MG INTRAVENOUS SOLUTION,27505000367, 218.92 ,BBC
DAPSONE 25 MG TABLET,49938010230, 7.90 ,BBC
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,67919001101," 1,333.35 ",BBC
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,67919001201," 1,333.35 ",BBC
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,67457081350," 1,150.72 ",BBC
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,63323087115, 514.61 ,BBC
