Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
36000885,HC APPL SKIN GRAFT TRUNK 100 SQ CM EACH ADDL 25 SQ CM,0361,15272,,,,WCC,0761,,,$315.00,
36000886,HC APPL SKIN GRAFT TRUNK 100+ SQ CM 1ST 100 SQ CM,0361,15273,,,,WCC,0761,,,"$3,319.00",
36000887,HC APPL SKIN GRAFT TRUNK 100+ SQ CM EACH ADDL 100 SQ CM,0361,15274,,,,WCC,0761,,,$923.00,
36000888,HC APPL SKIN GRAFT FACE 100 SQ CM 1ST 25 SQ CM,0361,15275,,,,WCC,0761,,,"$2,013.00",
36000889,HC APPL SKIN GRAFT FACE 100 SQ CM EACH ADDL 25 SQ CM,0361,15276,,,,WCC,0761,,,$315.00,
36000890,HC APPL SKIN GRAFT FACE 100+ SQ CM 1ST 100 SQ CM,0361,15277,,,,WCC,0761,,,"$2,013.00",
36000891,HC APPL SKIN GRAFT FACE 100+ SQ CM EACH ADDL 100 SQ CM,0361,15278,,,,WCC,0761,,,"$1,510.00",
36000894,HC ABDOMINAL PARACENTESIS W/O IMAGING,0361,49082,,,,ER,0450,,,"$1,292.00",
36000895,HC ABDOMINAL PARACENTESIS W IMAGING,0361,49083,,,,,,,,"$2,018.00",
36000898,HC DEST NRV CERV/THOR SGL,0361,64633,,,,,,,,"$2,364.00",
36000899,HC DEST NRV CERV/THOR SGL EA ADD,0361,64634,,,,,,,,$269.00,
36000910,HC CHOLECYSTOSTOMY PERCUTANEOUS COMPLETE,0361,47490,,,,,,,,"$5,481.00",
36000911,HC ABLATION RENAL PERCUTANEOUS ONE OR MORE TUMORS,0361,50592,,,,,,,,"$8,155.00",
36000916,HC REMOVE LUNG CATH,0361,32552,,,,,,,,"$1,992.00",
36000918,HC TUBE THORACOSTOMY CHEST TUBE INSERTION,0361,32551,,,,,,,,"$1,327.00",
36000919,HC CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE,0761,64615,,,,,,,,$647.00,
36000922,HC URETERAL INJ THRU EXISTING CATH,0361,50684,,,,,,,,$927.00,
36000923,HC URETERAL INJ FOR VISUALIZATION,0361,50690,,,,,,,,$313.00,
36000930,HC TX FX RADIUS/ULNA SHAFT W/MANIP CLOSED,0361,25565,,,,ER,0450,,,"$2,763.00",
36000932,HC THROMBOLYTIC DECLOTTING,0361,36593,,,,CP/CDU,0761,,,$585.00,
36000933,HC REMOVE URETER STENT PERCUT,0361,50384,,,,,,,,"$2,513.00",
36000937,HC INSERT INTRAVASCULAR STENT INITIAL W S/I,0361,37236,,,,,,,,"$24,033.00",
36000938,HC INSERT INTRAVASCULAR STENT ADDL W S/I,0361,37237,,,,,,,,"$13,108.00",
36000939,HC INSERT INTRAVASCULAR STENT VENOUS INITIAL W S/I,0361,37238,,,,,,,,"$28,795.00",
36000941,HC CHEMODENERVATION MUSC NECK,0761,64616,,,,,,,,$647.00,
36000942,HC CHEMODENERVATION MUSC LARYNX EMG,0761,64617,,,,,,,,$647.00,
36000959,HC CHANGE OF CYSTOSTOMY TUBE,0361,51705,,,,ER,0450,,,"$1,617.00",
36000967,HC INJ PX FOR CHOLAGIOGRAM PERC COMPLETE DIAGNOSTIC,0361,47531,,,,,,,,"$5,555.00",
36000968,HC INJ PX FOR CHOLANGIOGRAM PERC COMPLETE DIAGNOSTIC NEW ACCESS,0361,47532,,,,,,,,"$5,555.00",
36000969,HC PLACE BILIARY DRAIN CATH EXTERNAL,0361,47533,,,,,,,,"$5,473.00",
36000970,HC PLACE BILIAR DRAIN CATH INTERNAL-EXTERNAL,0361,47534,,,,,,,,"$3,092.00",
36000971,HC CONVERSION EXT BILLIARY DRAIN CATH,0361,47535,,,,,,,,"$3,092.00",
36000972,HC EXCHANGE BILIARY DRANAGE CATH,0361,47536,,,,,,,,"$3,092.00",
36000973,HC REMOVAL BILIARY DRAINAGE CATH,0360,47537,,,,,,,,"$2,037.00",
36000974,HC PERQ PLMT BILE DUCT STENT EXISTING ACCESS,0361,47538,,,,,,,,"$5,848.00",
36000975,HC PERQ PLMT BILE DUCT STENT NEW ACCESS,0361,47539,,,,,,,,"$5,848.00",
36000976,HC PERQ PLMT BILE DUCT STENT NEW ACCESS W DRAINAGE CATH,0361,47540,,,,,,,,"$5,848.00",
36000977,HC PLMT ACCESS BIL TREE SM BWL,0361,47541,,,,,,,,"$8,333.00",
36000980,HC REMOVAL CALCULI GALLBALDDER DUCT,0361,47544,,,,,,,,$694.00,
36000982,HC NJX PX NFROSGRM &/URTRGRM NEW ACCESS,0361,50430,,,,MDIN,0761,,,"$1,599.00",
36000983,HC NJX PX NFROSGRM &/URTRGRM EXISTING ACCESS,0361,50431,,,,MDIN,0761,,,"$1,536.00",
36000984,HC PLMT NEPHROSTOMY CATHETER,0361,50432,,,,MDIN,0761,,,"$2,666.00",
36000987,HC EXCHANGE NEPHROSTOMY CATH,0361,50435,,,,MDIN,0761,,,"$1,851.00",
36000988,HC PLMT URETERAL STENT PERCUT EXISTING NEPH TRACT,0361,50693,,,,MDIN,0761,,,"$5,659.00",
36000989,HC PLMT URETERAL STENT PERCUT W SEPARATE NEPHOSTOMY CATH,0361,50694,,,,MDIN,0761,,,"$5,662.00",
36000990,HC PLMT URETERAL STENT PERCUT WO SEPARATE NEPHOSTOMY CATH,0361,50695,,,,MDIN,0761,,,"$5,659.00",
36000995,HC INTRO CATH DIALYSIS CIRCUIT DX ANGRPH FLUOR S&I,0361,36901,,,,,,,,"$1,251.00",
36000996,HC INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP,0361,36902,,,,,,,,"$7,377.00",
36000997,HC EPIDURAL LUMBAR SACRAL WO IMAGING,0361,62322,,,,,,,,$944.00,
36000998,HC EPIDURAL LUMBAR SACRAL W IMAGING,0320,62323,,,,,,,,"$1,135.00",
36000999,HC INJECT SPINE W/O IMAGING W/CATH CERVICAL/THORACIC,0361,62324,,,,,,,,$944.00,
36001000,HC INJECT SPINE W/IMAGING W/CATH CERVICAL/THORACIC,0361,62325,,,,,,,,"$1,135.00",
36001001,HC ANGIOPLASTY BALLOON TRNSLUM INITIAL ARTERY,0361,37246,,,,,,,,"$7,498.00",
36001002,HC ANGIOPLASTY BALLOON TRNSLUM INITIAL VEIN,0361,37248,,,,,,,,"$7,498.00",
36001003,HC THROMBECTOMY DIALYSIS CIRCUIT,0361,36904,,,,,,,,"$5,393.00",
36001004,HC ANGIOGRAM A-V SHUNT W ANGIOP W STENT,0361,36903,,,,,,,,"$14,193.00",
36001005,HC THROMBECTOMY A-V SHUNT W ANGIOPLASTY,0361,36905,,,,,,,,"$12,760.00",
36001006,HC THROMBECTOMY A-V SHUNT W ANGIOP W STENT,0361,36906,,,,,,,,"$18,428.00",
36001007,HC ANGIOPLASTY A-V SHUNT CENTRAL SEGMENT,0361,36907,,,,,,,,"$7,498.00",
36001017,HC PUNCTURE ASPIRATION ABSCESS,0361,10160,,,,ER,0450,,,"$1,019.00",
36001023,HC DIAGNOSTIC BONE MARROW BIOPSIES & ASPIRATIONS,0361,38222,,,,,,,,"$2,688.00",
36010001,HC BLADDER INSTILLATION OF ANTICARCIONGENIC AGENT,0361,51720,,,,ER,0450,,,$346.00,
36070000,HC INJECTION JAW JOINT X-RAY,0361,21116,,,,,,,,$417.00,
36070002,HC INJECT PROC SPLENOPORTOGRAM,0361,38200,,,,ER,0450,,,$64.00,
36070003,HC BIOPSY TISSUE PELVIS/HIP DEEP,0361,27041,,,,,,,,"$2,307.00",
36070004,HC BRONCHOSCOPY W/STENT,0361,31631,,,,,,,,"$12,700.00",
36070005,HC INSTILLATION CH TUBE/CATH FBRNLYSIS SUBQ DAY,0361,32562,,,,,,,,"$1,225.00",
36070006,HC ABLATION TUMOR PULM UNIL 1 OR MORE,0361,32998,,,,,,,,"$5,941.00",
36070007,HC EMBOLECTOMY ARTERY INCISION FEMPOP,0361,34201,,,,,,,,"$6,990.00",
36070008,HC EMBOLECTOMY ARTERY INCISION POPLITEAL-TIBIO,0361,34203,,,,,,,,"$8,000.00",
36070009,HC REPAIR VESSEL EXTREMITY LOWER,0361,35226,,,,,,,,"$1,724.00",
36070010,HC REPAIR VESSEL EXTREMITY LOWER W/GRAFT VEIN,0361,35256,,,,,,,,"$9,578.00",
36070011,HC REPAIR VESSEL EXTREMITY LOWER W/OTHER GRAFT,0361,35286,,,,,,,,"$4,832.00",
36070013,HC ABLATION ENDOVENOUS EXTREMITY RADIOFREQ 2ND,0361,36476,,,,,,,,"$2,875.00",
36070014,HC ABLATION ENDOVENOUS EXTREMITY LASER 2ND,0361,36479,,,,,,,,"$3,670.00",
36070015,HC INSERT CVC TUNNELED PORT < 5YRS,0361,36560,,,,,,,,"$3,075.00",
36070016,HC INSERT CVC TUNNELED PORT W/PUMP,0361,36563,,,,,,,,"$9,578.00",
36070017,HC INSERT CVC TUNNELED PORT 2 CATH 2 SITE,0360,36566,,,,,,,,"$9,578.00",
36070018,HC INSERT PICC W/PORT 5 YRS OR OLDER,0361,36571,,,,,,,,"$6,256.00",
36070019,HC REPLACE TUNNELED CVC W/PUMP,0361,36583,,,,,,,,"$6,998.00",
36070020,HC REMOVAL OBSTRUCT MATERIAL FROM CVC DEV LUMEN,0361,36596,,,,,,,,"$2,032.00",
36070021,HC THROMBOLYSIS CEREBRAL IV INFUSION,0361,37195,,,,ER,0450,,,$584.00,
36070022,HC PHLEBECTOMY STAB VARICOSE VEINS 1 EXTREM 10-20,0361,37765,,,,,,,,"$4,400.00",
36070023,HC PHLEBECTOMY STAB VARICOSE VEINS 1 EXTREM >20,0361,37766,,,,,,,,"$7,185.00",
36070024,HC DILATE ESOPHAGUS OVER GUIDEWIRE,0361,43453,,,,,,,,"$2,491.00",
36070025,HC INSERT TUNNELED CATH INTRAPERITONEAL W/PORT,0361,49419,,,,,,,,"$4,555.00",
36070026,HC REMOVE TUNNELED INTRAPERITONEAL CATH,0360,49422,,,,,,,,"$5,269.00",
36070027,HC NEPHROLITHOTOMY/PYELOSTOLITHOTOMY PERC <2CM,0361,50080,,,,,,,,"$14,999.00",
36070028,HC NEPHROLITHOTOMY/PYELOSTOLITHOTOMY PERC >2CM,0361,50081,,,,,,,,"$10,145.00",
36070029,HC CHANGE URETER STENT PERCUT,0361,50382,,,,,,,,"$2,466.00",
36070030,HC REMOVE URETER STENT TRANSURETHRAL,0361,50386,,,,,,,,"$3,593.00",
36070031,HC CHANGE EXTERNAL/INTERNAL URETER CATH,0361,50387,,,,,,,,"$3,192.00",
36070032,HC REMOVE RENAL TUBE FLUOROSCOPIC,0361,50389,,,,,,,,"$1,832.00",
36070033,HC MANOMETRIC STUDY RENAL,0361,50396,,,,,,,,"$1,679.00",
36070034,HC ASPIRATION BLADDER TROCAR/INTRACATHETER,0361,51101,,,,,,,,"$2,160.00",
36070035,HC INJECT URETHROCYSTOGRAM CHAIN,0361,51605,,,,,,,,"$1,038.00",
36070036,HC INSERT CATH TRANSCERV FALLOPIAN TUBE DIAGNOSTIC,0361,58345,,,,,,,,"$2,419.00",
36070037,HC INJ/INFUSE NEUROLYTIC AGENT SUBARACHNOID,0361,62280,,,,,,,,$888.00,
36070038,HC BIOPSY TISSUE THIGH/KNEE SUPERFICIAL,0361,27323,,,,,,,,"$2,495.00",
36070039,HC DEBRIDE SKIN AT FX SITE,0361,11010,,,,ER,0450,,,"$1,336.00",
36070040,HC REPAIR LAC SIMPLE DEHISCENCE SUPERFICIAL,0360,12020,,,,ER,0450,,,$503.00,
36070041,HC EXPLORE WOUND OF NECK,0361,20100,,,,ER,0450,,,"$1,069.00",
36070042,HC EXPLORE WOUND OF ABDOMEN,0361,20102,,,,ER,0450,,,"$3,604.00",
36070043,HC EXPLORE WOUND OF EXTREMITY,0361,20103,,,,ER,0450,,,"$1,324.00",
36070044,HC CLOSED TX NOSE FX W/O STABILIZATION,0361,21315,,,,ER,0450,,,"$2,066.00",
36070045,HC TX SHOULDER BLADE FX W/MANIP,0361,23575,,,,ER,0450,,,"$2,763.00",
36070046,HC TX HUMERUS FRACTURE W/MANIP,0361,23605,,,,ER,0450,,,"$2,620.00",
36070047,HC TX HUMERUS FRACTURE W/O MANIP,0361,23620,,,,ER,0450,,,$242.00,
36070048,HC TX DISLOC SHOULDER W/MANIP W/GRT HUMERAL TUBSTY,0361,23665,,,,ER,0450,,,"$2,763.00",
36070049,HC TX DISLOC SHOULDER W/MANIP W/NECK FX,0360,23675,,,,ER,0450,,,"$2,763.00",
36070050,HC UPPER ARM/ELBOW PX NOS,0361,24999,,,,ER,0450,,,$418.00,
36070051,HC REPAIR HAND TENDON WO/GRAFT,0361,26410,,,,ER,0450,,,"$7,097.00",
36070052,HC TX METACARPAL FX W/MANIP,0361,26605,,,,ER,0450,,,$352.00,
36070053,HC TX HAND DISLOC W/MANIP,0361,26670,,,,ER,0450,,,$309.00,
36070054,HC TX KNUCKLE DISLOC W/MANIP,0361,26700,,,,ER,0450,,,$327.00,
36070055,HC TX FINGER FX WO/MANIP EA,0361,26725,,,,ER,0450,,,$541.00,
36070056,HC TX FINGER FX W/MANIP EA,0361,26742,,,,ER,0450,,,"$2,763.00",
36070057,HC TX FX PHALANX DISTAL OPEN,0361,26765,,,,ER,0450,,,"$3,393.00",
36070058,HC TX DISLOC (I-P) JOINT SINGLE OPEN,0361,26785,,,,ER,0450,,,"$4,029.00",
36070059,HC AMPUTATE FINGER/THUMB SGL W/CLOSURE DIRECT,0361,26951,,,,ER,0450,,,"$4,732.00",
36070060,HC TX DISLOC HIP TRAUMA W/ANES CLOSED,0361,27252,,,,ER,0450,,,"$2,483.00",
36070061,HC TX FX FEMORAL SHAFT W/MANIP CLOSED,0361,27502,,,,ER,0450,,,"$1,720.00",
36070062,HC TX FX FEMORAL DISTAL W/MANIP CLOSED,0361,27510,,,,ER,0450,,,"$2,378.00",
36070063,HC TX FX TIBIAL PROX W/ OR W/O MANIP W/TRACT CLOSED,0361,27532,,,,ER,0450,,,"$7,097.00",
36070064,HC TX DISLOC KNEE W/O ANES CLOSED,0361,27550,,,,ER,0450,,,$309.00,
36070065,HC TX POSTERIOR MALLEOLUS FX W/MANIP CLSD,0361,27768,,,,ER,0450,,,"$3,543.00",
36070066,HC TX FX FIBULA SHAFT/PROXIMAL W/MANIP CLOSED,0361,27781,,,,ER,0450,,,"$3,812.00",
36070067,HC TX FX FIBULAR DISTAL W/MANIP CLOSED,0361,27788,,,,ER,0450,,,$450.00,
36070068,HC TX FX ANKLE BIMALLEOLAR W/O MANIP CLOSED,0361,27808,,,,ER,0450,,,$309.00,
36070069,HC TX FX ANKLE BIMALLEOLAR W/MANIP CLOSED,0361,27810,,,,ER,0450,,,"$2,763.00",
36070070,HC TX FX ANKLE TRIMALLEOLAR W/MANIP CLOSED,0361,27818,,,,ER,0450,,,"$3,543.00",
36070071,HC TX FX TIBIA DISTAL WGT BEARING W/MANIP CLOSED,0361,27825,,,,ER,0450,,,"$3,059.00",
36070072,HC TX DISLOC ANKLE W/O ANES CLOSED,0361,27840,,,,ER,0450,,,$549.00,
36070073,HC REMOVE FB FOOT SUBQ,0361,28190,,,,WCC,0761,ER,0450,"$1,083.00",
36070074,HC REPAIR TENDON FOOT EXTENSOR EA,0361,28208,,,,ER,0450,,,"$2,620.00",
36070075,HC TX FX PHALANX W/MANIP CLOSED,0361,28515,,,,ER,0450,,,$491.00,
36070076,HC TX DISLOC METATARSOPHALANG JOINT W/O ANES CLOSED,0361,28630,,,,ER,0450,,,$276.00,
36070077,HC APPLICATION CAST ARM LONG,0361,29065,,,,ER,0450,,,$292.00,
36070078,HC DRAIN ABSCESS/HEMATOMA NASAL,0361,30000,,,,ER,0450,,,"$1,350.00",
36070079,HC REPAIR VESSEL EXTREMITY UPPER,0361,35206,,,,ER,0450,,,"$3,278.00",
36070080,HC REPAIR VESSEL HAND/FINGER,0361,35207,,,,ER,0450,,,"$3,833.00",
36070081,HC PLACE NEEDLE INFUSION INTRAOSSEOUS,0361,36680,,,,ER,0450,,,$378.00,
36070082,HC REPAIR LACERATION MOUTH FLR/TONGUE > 2.6 CM/CPLX,0361,41252,,,,ER,0450,,,"$1,722.00",
36070084,HC EXCISION HEMORRHOID THROMBOSED EXTERNAL,0361,46320,,,,ER,0450,,,"$2,255.00",
36070085,HC CYSTOTOMY/CYSTOSTOMY W/DRAINAGE,0361,51040,,,,,,,,"$5,826.00",
36070086,HC CATHETERIZATION BLADDER COMPLICATED,0361,51703,,,,ER,0450,,,$277.00,
36070087,HC DILATE URETHRA STRICTURE FILIFORM MALE INITIAL,0361,53620,,,,ER,0450,,,"$2,264.00",
36070089,HC MANIPULATION FORESKIN W/PREPUTIAL STRETCHING,0361,54450,,,,ER,0450,,,"$1,195.00",
36070090,HC COLPORRHAPHY NON-OBSTETRIC,0361,57200,,,,ER,0450,,,"$3,704.00",
36070091,HC REMOVE FB EYELID EMBEDDED,0361,67938,,,,ER,0450,,,$332.00,
36070092,HC ASPIRATION NASOTRACH,0361,31720,,,,ER,0450,RESP,0761,$216.00,
36070093,HC TRIM SKIN LESIONS OVER 4,0361,11057,,,,WCC,0761,ER,0450,$350.00,
36070094,HC PREP WND FACE/NECK/HAND/FOOT/GEN 1ST 100 SQ CM,0361,15004,,,,WCC,0761,,,$923.00,
36070096,HC TX THUMB DISLOC W/MANIP,0361,26641,,,,ER,0450,,,$582.00,
36070097,HC TRIM SKIN LESIONS 2 TO 4,0361,11056,,,,WCC,0761,ER,0450,$288.00,
36070098,"HC TENOTOMY SQ TOE, SINGLE",0510,28010,,,,WCC,0761,,,"$2,835.00",
36070099,"HC AMPUTATE TOE, MTP JOINT",0361,28820,,,,ER,0450,,,"$4,732.00",
36070133,HC BRONCHOSCOPY DIAGNOSTIC W/WASHINGS,0361,31622,,,,,,,,"$2,368.00",
36070139,HC MULTIPLE NERVE BLOCK INJECTIONS RIB NERVES,0361,64421,,,,,,,,"$1,240.00",
36070150,HC OR EXTRACORPOREAL SHOCK WAVE LITHO,0790,,,,,,,,,"$16,784.00",
36070151,HC OR PHACO EMULSIFICATION W/ LENS,0360,,,,,,,,,"$6,136.00",
36070152,HC OR DESTRUCTION OF VEIN,0360,,,,,,,,,$218.00,
36070153,HC OR INJECTION EPIDURAL,0360,,,,,,,,,"$1,398.00",
36070154,HC OR BLOOD PATCH,0360,,,,,,,,,"$1,398.00",
36070155,HC OR LUMBAR PUNCTURE,0360,,,,,,,,,"$1,398.00",
36070156,HC OR INJECTION TRIGGER POINT,0360,,,,,,,,,$678.00,
36070157,HC OR INJ PV FACET JNT LV1,0360,,,,,,,,,"$1,435.00",
36070158,HC OR INJ PV FACET JNT LV2,0360,,,,,,,,,"$2,040.00",
36070159,HC OR INJ PV FACET JNT LV3,0360,,,,,,,,,"$2,681.00",
36070160,HC OR RADIO FREQ ABLATION LV1,0360,,,,,,,,,"$1,435.00",
36070161,HC OR RADIO FREQ ABLATION LV2,0360,,,,,,,,,"$2,040.00",
36070162,HC OR RADIO FREQ ABLATION LV3,0360,,,,,,,,,"$2,648.00",
36070163,HC OR INJECTION OF JOINT,0360,,,,,,,,,$674.00,
36070164,HC OR INJ TRANSFORMINAL BILATERAL,0360,,,,,,,,,"$2,163.00",
36070165,HC DEBRIDE NON SELECTIVE,0510,97602,,,,WCC,0761,,,$219.00,
36070166,HC OR BILATERAL INJECTION TRIGGER POINT,0360,,50,,,,,,,"$1,354.00",
36070167,HC OR BILATERAL EXTRACORPOREAL SHOCK WAVE LITHO,0790,,50,,,,,,,"$25,017.00",
36070179,HC LARYNGOSCOPY INDIRECT W/REMOVE FB,0361,31511,,,,ER,0450,,,$264.00,
36070180,HC GRAFT FULL THICK FREE SCALP/ARM/LEG <20CM,0361,15220,,,,ER,0450,,,"$3,764.00",
36070190,HC BLOCK SYMPATHECTOMY NERVE LV 1,0360,,,,,,,,,"$1,398.00",
36070201,"HC REMOVAL/REPAIR CAST AND STRAPPING, BOOT OR BODY",0510,29700,,,,WCC,0761,ER,0450,$310.00,
36070202,HC DRAINAGE OF BURSA OF FOOT,0361,28001,,,,WCC,0761,,,"$2,663.00",
36070203,HC PREP WND FOOT/ARM/LEG 1ST 100 SQ CM,0761,15002,,,,,,,,"$1,585.00",
36070204,HC PREP WND FOOT/ARM/LEG ADDL100 SQ CM,0761,15003,,,,,,,,"$1,189.00",
36070205,HC PREP WND FACE/NECK/HAND/FOOD/,0361,15005,,,,WCC,0761,,,"$1,189.00",
36070206,HC AUTOGRAFT TRUNK/ARM/LEG 1ST 100SQ CM 1% BODY,0361,15100,,,,WCC,0761,,,"$7,407.00",
36070207,HC APPL SKIN GRAFT SPLIT HEAD/GENITALIA/HAND/FEET/DIGIT 1ST 100CM CHLD,0361,15120,,,,WCC,0761,,,"$8,296.00",
36070208,HC APPL SKIN GRAFT SPLIT HEAD/GENITALIA/HAND/FEET/DIGIT ADDL 100CM CHD,0361,15121,,,,WCC,0761,,,"$4,666.00",
36070209,HC APPL SKIN GRAFT SPLIT TRUNK/ARM/LEG ADDL 100CM CHLD,0510,15101,,,,WCC,0761,,,"$5,555.00",
36070210,HC LINE DISRUPTED CVC PERIPH PICC 5 YRS OR OLDER,0361,36569,,,,ER,0450,,,"$1,165.00",
36070212,HC EPIDRM AUTOGRAFT TRUNK/ARM/LEG 1ST 100SQ CM,0361,15110,,,,WCC,0761,,,"$4,156.00",
36070213,HC EPIDRM AUTOGRAFT TRUNK/ARM/LEG EACH ADDITIONAL 100SQ CM,0361,15111,,,,WCC,0761,,,"$1,155.00",
36070214,HC EPIDRM AUTOGRAFT FACE/SCALP/NECK/GENITALIA/HANDS/FEET 1ST 100SQ CM,0361,15115,,,,WCC,0761,,,"$4,156.00",
36070215,HC EPIDRM AUTOGRAFT FACE/SCALP/NECK/GENITALIA/HANDS/FEET EACH 100SQ CM,0361,15116,,,,WCC,0761,,,"$1,155.00",
36070216,HC NEG PRESSURE WOUND THERAPY </=50 SQ CM,0361,97607,,,,,,,,$360.00,
36070217,HC NEG PRESSURE WOUND THERAPY >50 SQ CM,0510,97606,,,,WCC,0761,,,$407.00,
36070218,HC EV ENDOVAS TAA REPAIR W/L SUBCLAVIAN,0361,33880,,,,,,,,"$24,610.00",
36070219,HC INSTILLATION CH TUBE/CATH FBRNLYSIS INITIAL DAY,0361,32561,,,,,,,,"$1,992.00",
36070220,HC CLOSED TX DISLOC RADIOCARPAL/INTERCARPAL 1/> BONES W/MANIP,0361,25660,,,,ER,0450,,,$582.00,
36070221,HC NJX PLTLT PLASMA W/IMG HARVEST/PREPARATION,0361,0232T,,,,GEN SURG,0360,AMB SURG,0360,$768.00,
36070222,HC EXC B9 LESION MRGN XCP SK TG S/N/H/F/G > 4.0CM,0361,11426,,,,ER,0450,,,"$4,170.00",
36070223,HC REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL,0361,37223,,,,,,,,"$8,356.00",
36070224,HC REVASCULARIZATION ILIAC ART ANGIOP EA IPSI VSL,0361,37222,,,,,,,,"$5,895.00",
36070225,HC THROMBENDARTERCTOMY COMMON FEMORAL,0361,35371,,,,,,,,"$9,590.00",
36070226,HC THROMBENDARTERCTOMY ILIOFEMORAL,0361,35355,,,,,,,,"$9,590.00",
36070227,HC THROMBENDARTERCTOMY SUPERFICIAL FEMORAL ARTERY,0361,35302,,,,,,,,"$9,590.00",
36070228,HC EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,0361,11420,,,,ER,0450,,,"$2,399.00",
36070229,HC APHERESIS FOR PLASMA PHERESIS,0361,36514,,,,,,,,"$2,049.00",
36070230,HC ANGIOGRAM VISCERAL SELECTIVE,0329,75726,,,,,,,,"$5,917.00",
36071001,HC SURGERY PX TIME PER MIN LV 1,0360,,,,,,,,,$29.00,$708.00
36071002,HC SURGERY PX TIME PER MIN LV 2,0360,,,,,,,,,$29.00,"$2,040.00"
36071003,HC SURGERY PX TIME PER MIN LV 3,0360,,,,,,,,,$58.00,"$2,322.00"
36071004,HC SURGERY PX TIME PER MIN LV 4,0360,,,,,,,,,$90.00,"$4,562.00"
36071005,HC SURGERY PX TIME PER MIN LV 5,0360,,,,,,,,,$90.00,"$4,524.00"
36071006,HC SURGERY PX TIME PER MIN LV 6,0360,,,,,,,,,$117.00,"$9,052.00"
36071007,HC SURGERY PX TIME PER MIN LV 7,0360,,,,,,,,,$125.00,"$7,535.00"
37000008,HC ANESTHESIA GENERAL PER 15 MINUTES,0370,,,,,,,,,$983.00,$327.00
37000009,HC ANESTHESIA REGIONAL OR BLOCK PER 15 MINUTES,0379,,,,,,,,,$574.00,$492.00
37000012,HC MOD SED SAME PHYS INITIAL 15 MINS <5 YRS,0372,99151,,,,,,,,$198.00,
37000013,HC MOD SED SAME PHYS INITIAL 15 MINS 5/> YRS,0372,99152,,,,ER,0450,,,$198.00,
37000014,HC MOD SED SAME PHYS EACH ADDL 15 MINS,0372,99153,,,,,,,,$133.00,
37000015,HC MOD SED OTHER PHYS INITIAL 15 MINS <5 YRS,0372,99155,,,,,,,,$198.00,
37000016,HC MOD SED OTHER PHYS INITIAL 15 MINS 5/> YRS,0372,99156,,,,,,,,$198.00,
37000017,HC MOD SED OTHER PHYS EACH ADDL 15 MINS,0372,99157,,,,,,,,$133.00,
37000018,HC RAD MOD SED SAME PHYS INITIAL 15 MINS <5 YRS,0371,99151,,,,,,,,$198.00,
37000019,HC RAD MOD SED SAME PHYS INITIAL 15 MINS 5/> YRS,0371,99152,,,,,,,,$198.00,
37000020,HC RAD MOD SED SAME PHYS EACH ADDL 15 MINS,0371,99153,,,,,,,,$133.00,
37050001,HC ANESTHESIA SPINAL,0370,,,,,,,,,"$1,260.00",
37050002,HC ANESTHESIA EPIDURAL,0370,,,,,,,,,"$1,487.00",
37070000,HC ANESTHESIA MOD/MAC PER 15 MINUTES,0370,,,,,,,,,$655.00,$218.00
38070000,HC PATHOGEN REDUCED PLASMA SD,0383,P9071,,,,,,,,$179.00,
38070001,HC PATHOGEN REDUCED PLASMA POOL,0383,P9070,,,,,,,,$180.00,
38070003,HC PLATELETS PATHOGEN REDUCED,0384,P9073,,,,,,,,"$1,208.00",
39000001,HC TRANSFUSION BLOOD/BLOOD COMPONENTS,0391,36430,,,,,,,,"$1,212.00",
39000003,HC RC PROC RED BLOOD CELLS,0390,P9021,,,,,,,,$189.00,
39000005,HC RC PROC PLASMA FRESH FROZEN,0390,P9017,,,,,,,,$179.00,
39000006,HC RC PROC CRYOPRECIPITATE,0390,P9012,,,,,,,,$176.00,
39000010,HC RC PROC PLATELET PHERESIS,0390,P9035,,,,,,,,"$1,213.00",
39000011,HC RC PROC RBC LEUKOPOOR,0390,P9016,,,,,,,,$588.00,
39000013,HC RC PROC IRRADIATED RBC LP,0390,P9040,,,,,,,,$735.00,
39000014,HC RBC LP CMV NEG IRR,0390,P9058,,,,,,,,$840.00,
39000015,HC PLATELET PHERESIS LP CMV NEG IRR,0390,P9053,,,,,,,,"$1,301.00",
39070000,HC PLATELETS PHERESIS LEUK IRRADIATED EA,0390,P9037,,,,,,,,$998.00,
39070001,HC PLASMA FRZ BETWEEN 8-24 HRS EA UNIT,0390,P9059,,,,,,,,$106.00,
39070006,HC THAWING FFP PER UNIT,0300,86927,,,,,,,,$524.00,
39070007,HC RBC SERUM PRETX ID DILUTION,0300,86976,,,,,,,,$83.00,
39070008,HC RBC SERUM PRETX INCUB DRUGS,0300,86975,,,,,,,,$83.00,
39070009,HC HEMOLYSINS AGGLUTININS INCUB,0300,86941,,,,,,,,$116.00,
