Technical Description,Charge
MR CARD FUNC WO/W & STRESS,3598.00
MR CARD FUNC WO/W & STRESS,3598.00
MR CARDIAC FUNC W/O&W CONTRAST,6573.00
MR CARDIAC FUNC W/O&W CONTRAST,6573.00
MR CARDIAC FUNC WO & STRESS,3984.00
MR CARDIAC FUNC WO & STRESS,3541.00
MR CARDIAC FUNCT WO/CONTRAST,2170.00
MR CARDIAC FUNCT WO/CONTRAST,2170.00
MR ELBOW LT POST ARTHROGRAM,3991.00
MR ELBOW LT POST ARTHROGRAM,3991.00
MR ELBOW LT W&WO CONTRAST,4176.00
MR ELBOW LT W&WO CONTRAST,4176.00
MR ELBOW LT W/CONTRAST,3991.00
MR ELBOW LT W/CONTRAST,3991.00
MR ELBOW LT WO CONTRAST,3576.00
MR ELBOW LT WO CONTRAST,3576.00
MR ELBOW RT POST ARTHROGRAM,3991.00
MR ELBOW RT POST ARTHROGRAM,3991.00
MR ELBOW RT W&WO CONTRAST,4176.00
MR ELBOW RT W&WO CONTRAST,4176.00
MR ELBOW RT W/CONTRAST,3991.00
MR ELBOW RT W/CONTRAST,3991.00
MR ELBOW RT WO CONTRAST,3576.00
MR ELBOW RT WO CONTRAST,3576.00
MR FEMUR LT W&WO CONTRAST,5092.00
MR FEMUR LT W&WO CONTRAST,5092.00
MR FEMUR LT W/CONTRAST,4644.00
MR FEMUR LT W/CONTRAST,4644.00
MR FEMUR LT WO CONTRAST,3657.00
MR FEMUR LT WO CONTRAST,3657.00
MR FEMUR RT W&WO CONTRAST,5092.00
MR FEMUR RT W&WO CONTRAST,5092.00
MR FEMUR RT W/CONTRAST,4644.00
MR FEMUR RT W/CONTRAST,4644.00
MR FEMUR RT WO CONTRAST,3657.00
MR FEMUR RT WO CONTRAST,3657.00
MR FINGER LT W&WO CONTRAST,4176.00
MR FINGER LT W&WO CONTRAST,4176.00
MR FINGER LT W/CONTRAST,3991.00
MR FINGER LT W/CONTRAST,3991.00
MR FINGER LT WO CONTRAST,3576.00
MR FINGER LT WO CONTRAST,3576.00
MR FINGER RT W&WO CONTRAST,4176.00
MR FINGER RT W&WO CONTRAST,4176.00
MR FINGER RT W/CONTRAST,3991.00
MR FINGER RT W/CONTRAST,3991.00
MR FINGER RT WO CONTRAST,3576.00
MR FINGER RT WO CONTRAST,3576.00
MR FOOT LT W&WO CONTRAST,5092.00
MR FOOT LT W&WO CONTRAST,5092.00
MR FOOT LT W/CONTRAST,4644.00
MR FOOT LT W/CONTRAST,4644.00
MR FOOT LT WO CONTRAST,3657.00
MR FOOT LT WO CONTRAST,3657.00
MR FOOT RT W&WO CONTRAST,5092.00
MR FOOT RT W&WO CONTRAST,5092.00
MR FOOT RT W/CONTRAST,4644.00
MR FOOT RT W/CONTRAST,4644.00
MR FOOT RT WO CONTRAST,3657.00
MR FOOT RT WO CONTRAST,3657.00
MR FOREARM LT W&WO CONTRAST,4728.00
MR FOREARM LT W&WO CONTRAST,4728.00
MR FOREARM LT W/CONTRAST,4913.00
MR FOREARM LT W/CONTRAST,4913.00
MR FOREARM LT WO CONTRAST,3873.00
MR FOREARM LT WO CONTRAST,3873.00
MR FOREARM RT W&WO CONTRAST,4728.00
MR FOREARM RT W&WO CONTRAST,4728.00
MR FOREARM RT W/CONTRAST,4913.00
MR FOREARM RT W/CONTRAST,4913.00
MR FOREARM RT WO CONTRAST,3873.00
MR FOREARM RT WO CONTRAST,3873.00
MR GUID RADIOTHERAY PLAN,2876.00
MR GUID RADIOTHERAY PLAN,2876.00
MR GUIDANCE NEEDLE BIOPSY,3711.00
MR GUIDANCE NEEDLE BIOPSY,3711.00
MR HAND LT W&WO CONTRAST,4728.00
MR HAND LT W&WO CONTRAST,4728.00
MR HAND LT W/CONTRAST,4913.00
MR HAND LT W/CONTRAST,4913.00
MR HAND LT WO CONTRAST,3873.00
MR HAND LT WO CONTRAST,3873.00
MR HAND RT W&WO CONTRAST,4728.00
MR HAND RT W&WO CONTRAST,4728.00
MR HAND RT W/CONTRAST,4913.00
MR HAND RT W/CONTRAST,4913.00
MR HAND RT WO CONTRAST,3873.00
MR HAND RT WO CONTRAST,3873.00
MR HEEL LT W&WO CONTRAST,5092.00
MR HEEL LT W&WO CONTRAST,5092.00
MR HEEL LT W/CONTRAST,4644.00
MR HEEL LT W/CONTRAST,4644.00
MR HEEL LT WO CONTRAST,3657.00
MR HEEL LT WO CONTRAST,3657.00
MR HEEL RT W&WO CONTRAST,5092.00
MR HEEL RT W&WO CONTRAST,5092.00
MR HEEL RT W/CONTRAST,4644.00
MR HEEL RT W/CONTRAST,4644.00
MR HEEL RT WO CONTRAST,3657.00
MR HEEL RT WO CONTRAST,3657.00
MR HIP LT POST ARTHROGRAM,3896.00
MR HIP LT POST ARTHROGRAM,3896.00
MR HIP RT POST ARTHROGRAM,3896.00
MR HIP RT POST ARTHROGRAM,3896.00
MR HUMERUS LT W&WO CONTRAST,4728.00
MR HUMERUS LT W&WO CONTRAST,4728.00
MR HUMERUS LT W/CONTRAST,4913.00
MR HUMERUS LT W/CONTRAST,4913.00
MR HUMERUS LT WO CONTRAST,3873.00
MR HUMERUS LT WO CONTRAST,3873.00
MR HUMERUS RT W&WO CONTRAST,4728.00
MR HUMERUS RT W&WO CONTRAST,4728.00
MR HUMERUS RT W/CONTRAST,4913.00
MR HUMERUS RT W/CONTRAST,4913.00
MR HUMERUS RT WO CONTRAST,3873.00
MR HUMERUS RT WO CONTRAST,3873.00
MR KNEE LT POST ARTHROGRAM,3896.00
MR KNEE LT POST ARTHROGRAM,3896.00
MR KNEE LT W&WO CONTRAST,5408.00
MR KNEE LT W&WO CONTRAST,5408.00
MR KNEE LT W/CONTRAST,3896.00
MR KNEE LT W/CONTRAST,3896.00
MR KNEE LT WO CONTRAST,3986.00
MR KNEE LT WO CONTRAST,3986.00
MR KNEE RT POST ARTHROGRAM,3896.00
MR KNEE RT POST ARTHROGRAM,3896.00
MR KNEE RT W&WO CONTRAST,5408.00
MR KNEE RT W&WO CONTRAST,5408.00
MR KNEE RT W/CONTRAST,3896.00
MR KNEE RT W/CONTRAST,3896.00
MR KNEE RT WO CONTRAST,3986.00
MR KNEE RT WO CONTRAST,3986.00
MR SACRUM W/CONTRAST,4232.00
MR SACRUM W/CONTRAST,4232.00
MR SACRUM WO CONTRAST,3775.00
MR SACRUM WO CONTRAST,3775.00
MR SACRUM WWO CONTRAST,5127.00
MR SACRUM WWO CONTRAST,5127.00
MR SCAPULA LT W&WO CONTRAST,4176.00
MR SCAPULA LT W&WO CONTRAST,4176.00
MR SCAPULA LT W/CONTRAST,3991.00
MR SCAPULA LT W/CONTRAST,3991.00
MR SCAPULA LT WO CONTRAST,3576.00
MR SCAPULA LT WO CONTRAST,3576.00
MR SCAPULA RT W&WO CONTRAST,4176.00
MR SCAPULA RT W&WO CONTRAST,4176.00
MR SCAPULA RT W/CONTRAST,3991.00
MR SCAPULA RT W/CONTRAST,3991.00
MR SCAPULA RT WO CONTRAST,3576.00
MR SCAPULA RT WO CONTRAST,3576.00
MR SHOULDER LT POST ARTHROGRAM,3991.00
MR SHOULDER LT POST ARTHROGRAM,3991.00
MR SHOULDER LT W&WO CONTRAST,4176.00
MR SHOULDER LT W&WO CONTRAST,4176.00
MR SHOULDER LT W/CONTRAST,3991.00
MR SHOULDER LT W/CONTRAST,3991.00
MR SHOULDER LT WO CONTRAST,3576.00
MR SHOULDER LT WO CONTRAST,3576.00
MR SHOULDER RT POST ARTHROGRAM,3991.00
MR SHOULDER RT POST ARTHROGRAM,3991.00
MR SHOULDER RT W&WO CONTRAST,4176.00
MR SHOULDER RT W&WO CONTRAST,4176.00
MR SHOULDER RT W/CONTRAST,3991.00
MR SHOULDER RT W/CONTRAST,3991.00
MR SHOULDER RT WO CONTRAST,3576.00
MR SHOULDER RT WO CONTRAST,3576.00
MR SI JOINTS W&WO CONTRAST,5127.00
MR SI JOINTS W&WO CONTRAST,5127.00
MR SI JOINTS W/CONTRAST,4232.00
MR SI JOINTS W/CONTRAST,4232.00
MR SI JOINTS WO CONTRAST,3775.00
MR SI JOINTS WO CONTRAST,3775.00
MR THIGH LT W&WO CONTRAST,5092.00
MR THIGH LT W&WO CONTRAST,5092.00
MR THIGH LT W/CONTRAST,4644.00
MR THIGH LT W/CONTRAST,4644.00
MR THIGH LT WO CONTRAST,3657.00
MR THIGH LT WO CONTRAST,3657.00
MR THIGH RT W&WO CONTRAST,5092.00
MR THIGH RT W&WO CONTRAST,5092.00
MR THIGH RT W/CONTRAST,4644.00
MR THIGH RT W/CONTRAST,4644.00
MR THIGH RT WO CONTRAST,3657.00
MR THIGH RT WO CONTRAST,3657.00
MR TIB/FIB LT W&WO CONTRAST,5092.00
MR TIB/FIB LT W&WO CONTRAST,5092.00
MR TIB/FIB LT W/CONTRAST,4644.00
MR TIB/FIB LT W/CONTRAST,4644.00
MR TIB/FIB LT WO CONTRAST,3657.00
MR TIB/FIB LT WO CONTRAST,3657.00
MR TIB/FIB RT W&WO CONTRAST,5092.00
MR TIB/FIB RT W&WO CONTRAST,5092.00
MR TIB/FIB RT W/CONTRAST,4644.00
MR TIB/FIB RT W/CONTRAST,4644.00
MR TIB/FIB RT WO CONTRAST,3657.00
MR TIB/FIB RT WO CONTRAST,3657.00
MR TOES LT W&WO CONTRAST,5408.00
MR TOES LT W&WO CONTRAST,5408.00
MR TOES LT W/CONTRAST,3896.00
MR TOES LT W/CONTRAST,3896.00
MR TOES LT WO CONTRAST,3986.00
MR TOES LT WO CONTRAST,3986.00
MR TOES RT W&WO CONTRAST,5408.00
MR TOES RT W&WO CONTRAST,5408.00
MR TOES RT W/CONTRAST,3896.00
MR TOES RT W/CONTRAST,3896.00
MR TOES RT WO CONTRAST,3986.00
MR TOES RT WO CONTRAST,3986.00
MR WRIST LT POST ARTHROGRAM,3991.00
MR WRIST LT POST ARTHROGRAM,3991.00
MR WRIST LT W&WO CONTRAST,4176.00
MR WRIST LT W&WO CONTRAST,4176.00
MR WRIST LT W/CONTRAST,3991.00
MR WRIST LT W/CONTRAST,3991.00
MR WRIST LT WO CONTRAST,3576.00
MR WRIST LT WO CONTRAST,3576.00
MR WRIST RT POST ARTHROGRAM,3991.00
MR WRIST RT POST ARTHROGRAM,3991.00
MR WRIST RT W&WO CONTRAST,4176.00
MR WRIST RT W&WO CONTRAST,4176.00
MR WRIST RT W/CONTRAST,3991.00
MR WRIST RT W/CONTRAST,3991.00
MR WRIST RT WO CONTRAST,3576.00
MR WRIST RT WO CONTRAST,3576.00
MR:3D INDEPEND WORK STATION,737.00
MR:3D INDEPEND WORK STATION,737.00
MR:3D NO INDEPEND WORK STATION,685.00
MR:3D NO INDEPEND WORK STATION,685.00
MR:BRAIN FUNCTION W/O PE,1133.00
MR:BRAIN FUNCTION W/O PE,1133.00
MR:BRAIN FUNCTION WITH PE,782.00
MR:BRAIN FUNCTION WITH PE,782.00
MR:CHEST INC BRACH PLEX W/WO C,5071.00
MR:CHEST INC BRACH PLEX W/WO C,5071.00
MR:NECK INC BRACH PLEX W/WO CO,4829.00
MR:NECK INC BRACH PLEX W/WO CO,4829.00
MR:NEUROGRAPHY LEFT,2876.00
MR:NEUROGRAPHY LEFT,2876.00
MR:NEUROGRAPHY RIGHT,2876.00
MR:NEUROGRAPHY RIGHT,2876.00
MR:SHOU INC BRACH PLEX W/WO BL,4728.00
MR:SHOU INC BRACH PLEX W/WO BL,4728.00
MR:SHOU INC BRACH PLEX W/WO LT,4728.00
MR:SHOU INC BRACH PLEX W/WO LT,4728.00
MR:SHOU INC BRACH PLEX W/WO RT,4728.00
MR:SHOU INC BRACH PLEX W/WO RT,4728.00
MRA HEAD W/O CONT FOLLOWED BY,6632.00
MRA HEAD W/O CONTRAST,4585.00
MRA HEAD WITH CONTRAST,5300.00
MRA NECK WITH CONTRAST,2885.00
MRA NECK WITHOUT & WITH CONTRA,4658.00
"MRA W/CONTRAST, ABDOMEN",3094.00
"MRA W/O + W CONTRAST, ABDOMEN",3702.00
"MRA W/O CONTRAST, ABDOMEN",2365.00
MRA: SPINE,2491.00
MRA:BILAT LOWER EXTREM W/CON,2359.00
MRA:BILAT LOWER EXTREM W/CON,2359.00
MRA:BILAT LOWER EXTREM W/O CON,2172.00
MRA:BILAT LOWER EXTREM W/O CON,2172.00
MRA:BILAT LOWER EXTREM WO/W,7209.00
MRA:BILAT LOWER EXTREM WO/W,7209.00
MRA:CHEST WITH CONTRAST,2962.00
MRA:CHEST WITH CONTRAST,2962.00
MRA:CHEST WITHOUT CONTRAST,2526.00
MRA:CHEST WITHOUT CONTRAST,2526.00
MRA:CHEST WITHOUT/WITH CONT,4647.00
MRA:CHEST WITHOUT/WITH CONT.,4647.00
MRA:HEAD W/O CONT FOLLOWED BY,6632.00
MRA:HEAD W/O CONTRAST,4585.00
MRA:HEAD WITH CONTRAST,5300.00
MRA:LOWER EXTREM W/CON LT,2359.00
MRA:LOWER EXTREM W/CON LT,2359.00
MRA:LOWER EXTREM W/CON RT,2359.00
MRA:LOWER EXTREM W/CON RT,2359.00
MRA:LOWER EXTREM WO/CON LT,2172.00
MRA:LOWER EXTREM WO/CON LT,2172.00
MRA:LOWER EXTREM WO/CON RT,2172.00
MRA:LOWER EXTREM WO/CON RT,2172.00
MRA:LOWER EXTREM WO/W CON LT,7209.00
MRA:LOWER EXTREM WO/W CON LT,7209.00
MRA:LOWER EXTREM WO/W CON RT,7209.00
MRA:LOWER EXTREM WO/W CON RT,7209.00
MRA:NECK W/O CONTRAST,3608.00
MRA:NECK W/O CONTRAST,3608.00
MRA:NECK WITH CONTRAST,2885.00
MRA:NECK WITHOUT & WITH CONTRA,4658.00
MRA:PELVIS W/CONTRAST,5158.00
MRA:PELVIS W/CONTRAST,5158.00
MRA:PELVIS WO CONTRAST,4798.00
MRA:PELVIS WO CONTRAST,4798.00
MRA:PELVIS WO/W CONTRAST,5433.00
MRA:PELVIS WO/W CONTRAST,5433.00
MRA:SPINE,2491.00
"MRA:UPPER EXTREM W/CON,LT",5913.00
"MRA:UPPER EXTREM W/CON,LT",5913.00
"MRA:UPPER EXTREM W/CON,RT",5913.00
"MRA:UPPER EXTREM W/CON,RT",5913.00
"MRA:UPPER EXTREM WO CON, LT",5913.00
"MRA:UPPER EXTREM WO CON,LT",5913.00
"MRA:UPPER EXTREM WO CON,RT",5913.00
"MRA:UPPER EXTREM WO CON,RT",5913.00
"MRA:UPPER EXTREM WO/W CON,LT",5913.00
"MRA:UPPER EXTREM WO/W CON,LT",5913.00
"MRA:UPPER EXTREM WO/W CON,RT",5913.00
"MRA:UPPER EXTREM WO/W CON,RT",5913.00
"MRA:W/CONTRAST, ABDOMEN",3094.00
"MRA:W/O CONTRAST, ABDOMEN",2365.00
"MRA:W/O+W CONTRAST, ABDOMEN",3702.00
MRI BAR TO BAR,1148.00
MRI BRAIN DWI FAIR ONLY,5022.00
MRI BRAIN DWI FLAIR ONLY,5022.00
MRI BRAIN SHUNT HASTE,5022.00
MRI BRAIN SHUNT HASTE,5022.00
MRI BREAST GUIDANCE NEEDLE BX,3711.00
MRI CARDIAC MAPPING:ADD ON,683.00
MRI CARDIAC MAPPING:ADD ON,683.00
MRI CHEST BRACH PLEX WO CON,4002.00
MRI CHEST BRACH PLEX WO CON,4002.00
MRI CRT-D AMPLIA QUAD,44600.00
MRI FETAL EACH ADDL GESTATION,12.00
MRI FETAL EACH ADDL GESTATION,12.00
MRI FETAL SINGLE OR 1 GESTATON,3143.00
MRI FETAL SINGLE OR 1 GESTATON,3143.00
MRI GUIDANCE TISSUE ABLATION,482.00
MRI HIP LT W/O CONTRAST,3986.00
MRI HIP RT W/O CONTRAST,3986.00
MRI HIP W/CONTRAST BL,3896.00
MRI HIP W/CONTRAST LT,3896.00
MRI HIP W/CONTRAST RT,3896.00
MRI HIP W/O & W/CONTRAST LT,5408.00
MRI HIP W/O & W/CONTRAT RT,5408.00
MRI HIP W/O & WITH CONT BILATE,5408.00
MRI HIP W/O CONTRASTS BILATERA,3986.00
MRI INTRODUCER 20MM HANDPIECE,346.00
MRI LE LOC NDLE 20GA 100MM,190.00
MRI LIMITED W/CONTRAST,2876.00
MRI LIVER,4299.00
MRI LIVER W/WO GADOXET PER ML,6428.00
MRI LIVER W/WO GADOXET PER ML,6428.00
MRI LUNGS,4002.00
MRI MEDIASTINUM,4002.00
MRI NASO-PHARYNX,3069.00
MRI NECK INC BRACH PLEX WO CON,3069.00
MRI NECK INC BRACH PLEX WO CON,3069.00
MRI PELVIS MSK W/O CONTRAST,3775.00
MRI PELVIS MSK W/O CONTRAST,3775.00
MRI PELVIS MSK WO/W CONTRAST,5127.00
MRI PELVIS MSK WO/W CONTRAST,5127.00
MRI PELVIS W/O CONTRAST,3775.00
MRI PROCEDURE RM .5HR,1431.00
MRI PROCEDURE RM .5HR,1431.00
MRI PROCEDURE RM 1.5HRS,2655.00
MRI PROCEDURE RM 1.5HRS,2655.00
MRI PROCEDURE RM 1HR,2042.00
MRI PROCEDURE RM 1HR,2042.00
MRI PROCEDURE RM 2.5HRS,3881.00
MRI PROCEDURE RM 2.5HRS,3881.00
MRI PROCEDURE RM 2HRS,3266.00
MRI PROCEDURE RM 2HRS,3266.00
MRI PROCEDURE RM 3HRS,4492.00
MRI PROCEDURE RM 3HRS,4492.00
MRI PROSTATE ENDO/COIL W&WO IV,4232.00
MRI PROSTATE ENDO/COIL W&WO IV,4232.00
MRI PROSTATE WITH & W/O IV CON,4232.00
MRI PROSTATE WITH & W/O IV CON,4232.00
MRI SHLDR BRACH PLEX WO CON LT,3873.00
MRI SHLDR BRACH PLEX WO CON LT,3873.00
MRI SHLDR BRACH PLEX WO CON RT,3873.00
MRI SHLDR BRACH PLEX WO CON RT,3873.00
MRI SHLDR BRACHPLEX WO CON BLT,3873.00
MRI SHLDR BRACHPLEX WO CON BLT,3873.00
MRI SPECTROSCOPY,2441.00
MRI TMJ BILATERAL,2011.00
MRI TOTAL BODY BONE SURVEY,2876.00
MRI TOTAL BODY BONE SURVEY,2876.00
MRI/CHEST,4002.00
MRI: MANDIBLE,2011.00
MRI: TESTICULAR,4232.00
MRI: TMJ,2011.00
MRI:ABDOMEN W/CONTRAST,4949.00
MRI:ABDOMEN W/CONTRAST,4949.00
MRI:ABDOMEN WO/CONTRAST,4299.00
MRI:ABDOMEN WO/CONTRAST,4299.00
MRI:ABDOMEN WO/W CONTRAST,6428.00
MRI:ABDOMEN WO/W CONTRAST,6428.00
MRI:BONE MARROW BLOOD SUPPLY/P,4117.00
MRI:BRAIN W/CONTRAST,5829.00
MRI:BRAIN W/CONTRAST,5829.00
MRI:BRAIN W/O CONTRAST,5022.00
MRI:BRAIN W/O CONTRAST,5022.00
MRI:BRAIN W/WO CONTR,7213.00
"MRI:BREASAT WO/W CONTRAST,LT",2823.00
"MRI:BREAST W/CONTRAST, BLT",3702.00
"MRI:BREAST W/CONTRAST, LT",2575.00
"MRI:BREAST W/CONTRAST,BLT",3702.00
"MRI:BREAST W/CONTRAST,LT",2575.00
"MRI:BREAST W/CONTRAST,RT",2575.00
"MRI:BREAST W/CONTRAST,RT",2575.00
MRI:BREAST WO/W CONTRAST BLT,3702.00
"MRI:BREAST WO/W CONTRAST, LT",2823.00
"MRI:BREAST WO/W CONTRAST, RT",2823.00
"MRI:BREAST WO/W CONTRAST,BLT",3702.00
"MRI:BREAST WO/W CONTRAST,RT",2823.00
MRI:CHEST,4002.00
MRI:CHEST WITH CONTRAST,4655.00
MRI:CHEST WITH CONTRAST,4655.00
MRI:CHEST WO/W CONTRAST,5071.00
MRI:CHEST WO/W CONTRAST,5071.00
MRI:C-SPINE W/WO CONT,5430.00
MRI:GUIDED NEEDLE PLACEMENT,3711.00
MRI:GUIDED NEEDLE PLACEMENT,3711.00
MRI:HIP LT W/O CONTRAST,3986.00
MRI:HIP RT W/O CONTRAST,3986.00
MRI:HIP W/CONTRAST BL,3896.00
MRI:HIP W/CONTRAST LT,3896.00
MRI:HIP W/CONTRAST RT,3896.00
MRI:HIP W/O & W/CONTRAST LT,5408.00
MRI:HIP W/O & W/CONTRAST RT,5408.00
MRI:HIP W/O & WITH CONT BILATE,5408.00
MRI:HIP W/O CONTRASTS BILATERA,3986.00
MRI:LIMITED W/CONTRAST,2876.00
MRI:LIVER,4299.00
MRI:L-SPINE W/WO CONT,5381.00
MRI:LUMBAR W/O CONTRAST,4684.00
MRI:MANDIBLE,2011.00
MRI:MEDIASTINUM,4002.00
MRI:MRCP W/SECRETIN,4299.00
MRI:MRCP W/SECRETIN,4299.00
MRI:MRCP(ABDOMEN W/O CONTRAST),4299.00
MRI:MRCP(ABDOMEN W/O CONTRAST),4299.00
MRI:NECK W/CONTRAST,3079.00
MRI:NECK W/CONTRAST,3079.00
MRI:NECK W/O CONTRAST,3069.00
MRI:NECK W/O CONTRAST,3069.00
MRI:NECK W/O/W CONTRAST,4829.00
MRI:NECK W/O/W CONTRAST,4829.00
MRI:ORBIT/FACE/NECK W/O CONTRA,3069.00
MRI:ORBITS W/CONTRAST,3079.00
MRI:ORBITS W/CONTRAST,3079.00
MRI:ORBITS W/O CONTRAST,3069.00
MRI:ORBITS W/O CONTRAST,3069.00
MRI:ORBITS W/O/W CONTRAST,4829.00
MRI:ORBITS W/O/W CONTRAST,4829.00
MRI:ORBITS/FACE/NECK W/CONTRAS,3079.00
MRI:ORBITS/FACE/NECK WO/W CONT,4829.00
MRI:PELVIS W/O CONTRAST,3775.00
MRI:PELVIS WO/W CONTRAST,5127.00
MRI:PELVIS WO/W CONTRAST,5127.00
MRI:SINUS/FACE W/CONTRAST,3079.00
MRI:SINUS/FACE W/CONTRAST,3079.00
MRI:SINUS/FACE W/O CONTRAST,3069.00
MRI:SINUS/FACE W/O CONTRAST,3069.00
MRI:SINUS/FACE W/O/W CONTRAST,4829.00
MRI:SINUS/FACE W/O/W CONTRAST,4829.00
MRI:SPECTROSCOPY,2441.00
MRI:SPINAL CORD CERV W/CONTRAS,6046.00
MRI:SPINAL CORD CERV W/CONTRAS,6046.00
MRI:SPNL CANAL&CONT LUMBAR W/C,5918.00
MRI:SPNL CANAL&CONT LUMBAR W/C,5918.00
MRI:SPNL CANAL&CONT. THOR. W/C,5628.00
MRI:SPNL CANAL&CONT.THOR.W/C,5628.00
MRI:SPNL CORD CERVICAL W/O CON,4744.00
MRI:SPNL CORD CERVICAL W/O CON,4744.00
MRI:SPNL CORD LUMBAR W/O CONTR,4684.00
MRI:SPNL CORD THORACIC W/O CON,3980.00
MRI:TESTICULAR,4232.00
MRI:THORACIC W/O CONTRAST,3980.00
MRI:TMJ BILATERAL,2011.00
MRI:T-SPINE W/WO CONT,5519.00
MRI:UNLISTED PROCEDURE,2876.00
MRI:UNLISTED PROCEDURE,2876.00
MRSA - PCR,257.00
MS OT PHYS/QHP EA,351.00
MS PHYS/QHP <5 YR,351.00
MS PHYS/QHP <5 YR,351.00
MS PHYS/QHP 5/>YR,351.00
MS PHYS/QHP EA,351.00
MSI-EPI DERM GLU,24.00
MSLT/MWT DAY NAP SER PART,4629.00
MSLT/MWT DAY NAP SERIES,4629.00
MSU CDE BAT CT ANGIO HEAD WCON,2351.00
MSU CDE BAT CT ANGIO NECK WCON,2351.00
MSU CODE BAT CT PERFUSION,2822.00
MTHFR MUTATION DETECTION,96.00
MTU EST PT 0-2 H - NO NURSING,138.00
MTU EST PT 0-2 H W/NURSING INT,181.00
MTU EST PT 2-8 H - NO NURSING,250.00
MTU EST PT 2-8 H W/NURSING INT,358.00
MTU EST PT 8-16 H - NO NURSING,378.00
MTU EST PT 8-16 H W/NURSING,541.00
MTU HIGH COMPLEXITY OVERNIGHT,2137.00
MTU LOW COMPLEXITY OVERNIGHT,1069.00
MTU MOD COMPLEXITY OVERNIGHT,1603.00
MTU NEW PT 0-2 H - NO NURSING,138.00
MTU NEW PT 0-2 H W/NURSNG INT,181.00
MTU NEW PT 2-8 H - NO NURSING,250.00
MTU NEW PT 2-8 H W/NURSNG INT,358.00
MTU NEW PT 8-16 H - NO NURSING,378.00
MTU NEW PT 8-16 H W/NURSING,541.00
MULTIFETAL PREG REDUCTION(S),852.00
MULTIFETAL PREG REDUCTION(S),776.00
MULTILEAD TRIAL CABLE,800.00
MULTILEXICAL NEIGHBORHOOD TEST,247.00
MULTIPLE FAMILY GROUP PSYCHOTX,381.00
"MULTIVITAMIN A,D&C DROPS 1MLOR",0.75
MULTIVITAMIN/MIN THER TAB,0.86
MULTIVITAMINS PEDIATRIC DROPS,9.45
MULTIVITAMINS TAB CHEW,0.56
MULTIVITAMINS W/F 0.5MG/ML DRO,1.23
MULTIVITAMINS W/F 1MG TAB CHEW,0.73
"MULTIVITAMINS,THERAPEUTIC LIQU",0.53
"MULTIVITAMINS,THERAPEUTIC TA",0.85
MULTIVITAMINS-12 INJ,7.62
MUMPS IGG AB,193.00
MUPIROCIN 2% TOPICAL OINTMENT,29.48
MUSCLE TEST-EXTREM OR TRUNK,225.00
"MUSCLE-SKIN GRAFT, HEAD/NECK",5738.00
MYCOBACT BIOCHEM,232.00
MYCOPHENOLATE 200MG/ML SUSP,25.64
MYCOPHENOLATE 250MG CAP,10.67
MYCOPHENOLATE 500MG INJ,359.09
MYCOPHENOLATE 500MG TAB,21.76
MYCOPHENOLIC ACID (MPA),208.00
MYCOPHENOLIC ACID 180MG TAB,16.10
MYCOPHENOLIC ACID 360MG TAB,33.70
MYCOPLASMA PNEUMONIA IGG AB,12.00
MYCOPLASMA PNEUMONIAE,139.00
"MYCOPLASMA PNEUMONIAE,IGM",12.00
"MYELGRM,2 0R MORE REG.PANTO.",1623.00
"MYELGRM,CERV C1-C2 PUNC",1414.00
"MYELGRM,CERV/NON-IONIC",1414.00
"MYELGRM,LUMB/NON-IONIC",2968.00
"MYELGRM,LUMB:PANYOPAQUE",2968.00
"MYELGRM,THOR/NON-IONIC",896.00
"MYELGRM,THOR:PANTOPAQUE",896.00
MYELIN BASIC PROTEIN,31.00
"MYELOGRAM,2 OR MORE NON-IONIC",1623.00
"MYELOGRM,CERV:PANTOPAQUE",1414.00
MYELOMA STAGING WORK-UP,172.00
MYNX DEVICE CLSRE BLK GRN6-7FR,420.00
MYO PERF SPECT MULTI W/WALL EJ,5112.00
MYO PERF SPECT SINGLE W/WALL E,2670.00
MYO PERF SPECTCT MULT W/WALL E,5112.00
MYO PERF SPECTCT SING W/WALL E,2670.00
MYOCARD IMAGING W/WO QUANT SPE,3060.00
MYOCARD PERF IMAG SPECT MULTI,2990.00
MYOCARD W/WO QUANT SPECT CT,3060.00
MYOCARDIAL INFARCT IMAGING,1343.00
"MYOGLOBIN, SERUM",14.00
"MYOGLOBIN, URINE",14.00
MYOMECTOMY VAG METH 1-4 MYOMAS,8101.00
MYOVIEW,456.00
N,220.00
N AG NEG BLD,300.00
N BLOCK INJ INTERCOST MLT,2090.00
"N BLOCK INJ, INTERCOST, SNG",1686.00
N.GONORRHOEAE,104.00
"NA, CSF",39.00
"NA,BODY FLUID",39.00
"NA,RANDOM URINE",61.00
NA-24HR. URINE,61.00
NACL 10ML,2.09
NACL 150ML,15.22
NADOLOL 20MG TAB\,12.22
NADOLOL 40MG TABLET,9.65
NAFCILLIN 20MG/ML SYR,0.55
NAFCILLIN 2G/D5W 50ML IVPB,69.16
NAFCILLIN INJ 1GM,66.50
NAFCILLIN PB,52.02
NAFCILLIN SODIUM 2G INJ,54.11
NAIL & MATRIX REMOVAL,995.00
NAIL .062IN PERC INTMEDUL REPL,406.00
NAIL 0D12MM 340MM FEM NLEX,3067.00
"NAIL 1 1/2""",264.00
NAIL 10.5MM 300MM RT TROCH FEM,4446.00
NAIL 10.5MM 310MM TIB PHNX,3244.00
NAIL 10.5MM 320MM RT,3033.00
