CDM DESCRIPTION,PRIMARY PRICE
PCMKR 2CH VERSA DR VEDR01,"$21,756.00 "
PCMKR ACCENT SR RF,"$23,671.00 "
PCMKR ASSURITY S-IS1 50MM,"$16,438.00 "
PCMKR CRD ADVISA SR MRI,"$19,716.00 "
PCMKR CRD SR ESSENTIO,"$17,703.00 "
PCMKR CRT STRATOS LV,"$27,600.00 "
PCMKR CRT-P RF BI-V ANTHEM,"$27,600.00 "
PCMKR Eluna SR-T ProMRI,"$17,447.00 "
PCMKR ESSENTIO DR- MRI,"$19,976.00 "
PCMKR ESSENTIO SR- MRI,"$17,447.00 "
PCMKR ETRINSA,"$16,438.00 "
PCMKR ETRINSA 8 DR-T,"$20,226.00 "
PCMKR ILIVIA W MONITORING,"$37,230.00 "
PCMKR IPG MRI REVO,"$25,435.00 "
PCN-G PROC/BENZ INJ 1.2 MU  -,$420.00 
P-CYTOPATH SMEAR,$94.00 
PED DOPPLER COLOR FLOW VEL MAP,$560.00 
PED DOPPLER ECHO PULSE WAVE,$703.00 
"PED ECHO (2D,COLOR, DOPPLER)","$2,050.00 "
PED TRANSTHOR ECHO CONG HT DIS,"$1,358.00 "
PED VENT INITIAL DAY,"$1,360.00 "
PEDICLE LG,"$6,382.00 "
PEDICLE SM,"$6,382.00 "
PEEK FLOW METER,$146.00 
PEG ELECTROLYTE SOLN 4000ML,$100.00 
PEG FULL THREAD 2.5MMX18MM,$482.00 
PEG FULL THREAD 2.5MMX20MM,$482.00 
PEG LCK/NON-LCK,$522.00 
PEG REMOVAL,$307.00 
PEG REPLACEMENT,$853.00 
PEG THREAD MULTIDIREC 2.5X18MM,$758.00 
PEG THREAD MULTIDIREC 2.5X20MM,$758.00 
PEG THREAD MULTIDIREC 2.5X22MM,$674.00 
PEG24 GSTRM JJN 60CM 200CM,$375.00 
PEGASPARGASE INJ 3750 UNIT/5ML,"$30,381.00 "
PEGFILGRASTIM 6 MG/0.6 ML DVC,"$21,030.00 "
PEGFILGRASTIM INJ 6 MG/0.6 ML,"$21,540.00 "
PELVIC SELECT OR SUPRASELECT,"$6,179.00 "
PELVIS & HIPS INF/CHILD 2+VIEW,$477.00 
PELVIS (1 OR 2 VIEWS),$303.00 
PELVIS-COMPLETE/3VIEW MINIMUM,$398.00 
PEMBROLIZUMAB INJ 1 MG,$317.00 
PEMETREXED 100 INJ 10 MG,$428.00 
PEMETREXED 500 INJ 10 MG,$428.00 
"PEN G 5,000,000 UNITS+IV BAG",$161.00 
PEN G BENZ-12 INJ 100000 UNITS,$95.00 
PEN G BENZ-24 INJ 100000 UNITS,$97.00 
PEN G BENZ-6 INJ 100000 UNITS,$109.00 
"PEN G POT. INJ 5,000,000 UNITS",$214.00 
PEN VK PO SUS 250MG/5ML-100ML,$23.00 
PENICILLIN G IGE,$47.00 
PENICILLIN V IGE,$47.00 
PENICILLIN VK TAB 500 MG U/D,$10.00 
PENILE PROSTHESIS INFLATABLE,"$6,825.00 "
PENL PROS DEACTIVATION PK,$760.00 
PENTACEL(DTAP-HIB-IPV)VACCINE,$582.00 
PENTOXIFYLLIN TAB 400 MG U/D,$10.00 
PERC INSERTION ARTERIAL,$297.00 
PERC LAA CLOSURE W/ IMPLANT,"$18,998.00 "
PERC NEPHROLITHOTOMY UP TO 2CM,"$7,462.00 "
PERC PFP/ASD CLOSURE W/ IMP,"$26,218.00 "
PERC VSD CLOSURE W/ IMP,"$26,270.00 "
PERC.PLACEMENT G-TUBE,"$2,266.00 "
PERCLOSE PROGUIDE 6F,$948.00 
PERCU CENTRAL VENOUS CATH <5YR,"$1,620.00 "
PERCU PLACE/GASTROSTOMY TUBE,"$2,266.00 "
PERCUTANEOUS ASP SPINE,"$1,528.00 "
PERCUTANEOUS ASP SPINE,"$1,373.00 "
Perfluron,"$2,381.00 "
PERFLUTREN LIPID MICRO1.1MG/ML,"$1,196.00 "
PERIACTIN (CYPROHEPTADINE),$188.00 
PERICARDIOCENTESIS,"$2,284.00 "
PERICARDIOCENTESIS INITIAL,"$2,193.00 "
PERICARDIOCENTESIS SUBSQ,$582.00 
PERICARDIOCENTESIS SUBSQ,$582.00 
PERINEOGRAM/VAGINOGRAM,$699.00 
PERIPHERAL IVUS,"$4,754.00 "
PERIPHERAL IVUS-ADDL VESSEL,"$2,601.00 "
Peripheral RTLNK PLUS 1.25mm,"$7,128.00 "
PERIPHERAL TNA IV - 24 HR BAG,"$1,072.00 "
PERIPHERAL VAS. C/D-BILATERAL,"$1,150.00 "
PERIPHERAL VASCULAR C/D - LEFT,$773.00 
PERIPHERAL VASCULAR C/D-RIGHT,$773.00 
PERITONEAL LAVAGE W/ IMAGING,"$1,082.00 "
PERITONEAL LVG 9FR,$474.00 
PERMETHRIN 5% CREAM 60 GM TUBE,$234.00 
PERPHENAZINE PO 4 MG  - J,$10.00 
PERSANTINE THALLIUM STRESS,"$6,146.00 "
PERTUSSIS CULTURE,$149.00 
PERTUSSIS IGM,$85.00 
PERTUZUMAB INJ 1 MG,$54.00 
PET-CT SCAN WB PI,"$6,779.00 "
PET-CT SCAN WB PS,"$6,779.00 "
PET-CT SCAN/SKULL THIGH PI,"$6,452.00 "
PET-CT SCAN/SKULL THIGH PS,"$6,452.00 "
"PETROLAT,WHT/MIN OPH OINT 3.5G",$91.00 
PETROLATUM GAUZE 3X18,$21.00 
PG 20FR SIL PUL METH SYR,"$1,098.00 "
PG FX 2.5MM 10MM ORTH FT,$379.00 
PG FX 2.5MM 12MM ORTH FT,$379.00 
PG FX 2.5MM 14MM ORTH FT,$482.00 
PG FX 2.5MM 14MM ORTH P/T,$455.00 
PG FX 2.5MM 16MM ORTH FT,$426.00 
PG FX 2.5MM 16MM ORTH P/T,$482.00 
PG FX 2.5MM 18MM ORTH P/T,$482.00 
PG FX 2.5MM 20MM ORTH P/T,$482.00 
PG FX 2.5MM 22MM ORTH FT,$482.00 
PG FX 2.5MM 22MM ORTH P/T,$482.00 
PG FX 2.5MM 24MM ORTH FT,$426.00 
PG FX 2.5MM 24MM ORTH P/T,$482.00 
PG FX 2.5MM 26MM ORTH FT,$426.00 
PG FX 2.5MM 26MM ORTH P/T,$482.00 
PG FX 2.5MM 28MM ORTH FT,$379.00 
PG FX 2.5MM 30MM ORTH FT,$379.00 
PG FX 2.5MM 30MM ORTH P/T,$426.00 
PG FX 2MM 10MM ORTH SMTH,$526.00 
PG FX 2MM 12MM ORTH SMTH,$455.00 
PG FX 2MM 14MM ORTH SMTH,$482.00 
PG FX 2MM 16MM ORTH SMTH,$482.00 
PG FX 2MM 18MM ORTH SMTH,$553.00 
PG FX 2MM 20MM ORTH SMTH,$482.00 
PG FX 2MM 22MM ORTH SMTH,$482.00 
PG FX 2MM 24MM ORTH SMTH,$482.00 
PG FX 2MM 26MM ORTH SMTH,$482.00 
PG FX 2MM 28MM ORTH SMTH,$379.00 
PG GEMINUS FX DIST VOLR RDS,$520.00 
PGW .018 SV SHORT 300CM ST,$521.00 
PH (VENOUS),$38.00 
PH ARTERIAL,$38.00 
PH BODY FLUID,$56.00 
PH FECES,$56.00 
PH MONITOR STUDY-24 HR,"$2,367.00 "
PHASE I EVALUATION,$132.00 
PHASE II - REC RM 0-30 MIN,$357.00 
PHASE II EVALUATION INITIAL,$132.00 
PHASE II-REC RM EA ADDL 15 MIN,$357.00 
PHENAZOPYRIDINE 100MG TAB U/D,$10.00 
PHENAZOPYRIDINE 200MG TAB U/D,$10.00 
PHENCYCLIDINE DRUG SCREEN,$437.00 
PHENOBARBITAL,$149.00 
PHENOBARBITAL 32.4 MG TAB,$10.00 
PHENOBARBITAL INJ 65MG/1ML,$48.00 
PHENOBARBITAL LIQ 20MG/5ML U/D,$10.00 
PHENYLEPHRINE 100 IV 10MG/1ML,$47.00 
PHENYLEPHRINE 30MG/NS 250ML,$214.00 
PHENYLEPHRINE 50MG/5ML VIAL,$214.00 
PHENYLEPHRINE 60 MG/NS 500ML,$300.00 
PHENYLEPHRINE DRIP 30MG/250ML,$210.00 
PHENYLEPHRINE INJ 1 MG/10ML,$27.00 
PHENYLEPHRINE INJ 10MG/1ML,$57.00 
PHENYLEPHRINE IV 100 MG/250 ML,$463.00 
PHENYLEPHRINE NAS SP/DRP 0.5%,$42.00 
PHENYLEPHRINE OPH SOLN 10% 5ML,$347.00 
PHENYLEPHRINE OPH SOLN 2.5%,$108.00 
PHENYTOIN 250MG/5ML INJ,$29.00 
PHENYTOIN CAP 100 MG UNIT DOSE,$10.00 
PHENYTOIN LIQ 100MG/4ML U/D,$10.00 
PHENYTOIN SOD INJ 100 MG/2 ML,$28.00 
PHLEBOTOMY THERAPEUTIC,$344.00 
PHLEBOTOMY THERAPEUTIC,$269.00 
PHOS SERINE IGA AB,$131.00 
PHOS SERINE IGG AB,$131.00 
PHOS-NAK 250MG POWDER PACKET,$10.00 
PHOSPHATE ENEMA ADULT 133 ML,$21.00 
PHOSPHATIDYLGLYCEROL,$210.00 
PHOSPHOLIID NEUT LAC,$95.00 
PHOSPHOLIPID AB,$342.00 
PHOSPHOLIPID NEUT HEXAGONAL,$71.00 
PHOSPHOLIPID SERINE IGG,$176.00 
PHOSPHOLIPID SERINE IGM,$131.00 
PHOSPHORUS,$56.00 
PHOSPHORUS 24 HR URINE,$75.00 
PHY SUTURE/PACKING REMOVAL,$302.00 
PHYSOSTIGMINE INJ 2MG/2ML,$44.00 
PHYTONADIONE 1 MG/0.5 ML AMP,$28.00 
PHYTONADIONE INJ 10MG/1ML,$390.00 
PHYTONADIONE INJ 10MG/1ML,$390.00 
PHYTONADIONE ORAL SOLN 5MG/5ML,$165.00 
PICC 1/2LUM 4/5F,$449.00 
PICC 5FR,"$1,157.00 "
PICC 6FR,"$1,308.00 "
PICC POWERLINE CT 6F 2LMN,"$1,394.00 "
PICC POWERLINE CT 6F 3LMN,"$1,642.00 "
PICC SMART MORPHEUS CT 5F 65CM,"$1,989.00 "
Pill Cam 12 hr Capsule,"$2,507.00 "
PILOCARPINE OPH SOLN 1% -15ML,$603.00 
PILOCARPINE OPH SOLN 2% - 15ML,$618.00 
PIN ADLT MYFLD RD ORNG SCR FIT,$146.00 
PIN APX HLF CANC 120MM 35MM 5,$337.00 
PIN CHLD MYFLD RD ORNG SCR FIT,$158.00 
PIN FIXATION TEMP,$964.00 
PIN FX .9MM TROC PNT 1 END,$18.00 
PIN FX 1.1MM SLF REINF 40MM,$726.00 
PIN FX 1.1MM TROC PNT 1 END,$18.00 
PIN FX 1.3MM 1 PIN RSRB STRG,"$1,296.00 "
PIN FX 1.6MM TROC PNT 1 END,$18.00 
PIN FX 2.4MM DMD PT 1 END 229,$38.00 
PIN FX 2.4MM THRD DMD PT 1 END,$83.00 
PIN FX 2.4MM TROC PNT 1 END,$38.00 
PIN FX 2.8MM DMD PT 1 END 229,$38.00 
PIN FX 2.8MM THRD DMD PT 1 END,$83.00 
PIN FX 2.8MM TROC PNT 1 END,$38.00 
PIN FX 2MM DMD PT 1 END 229MM,$38.00 
PIN FX 2MM THRD DMD PT 1 END,$99.00 
PIN FX 2MM TROC PNT 1 END TROC,$38.00 
PIN FX 3.2MM DMD PT 1 END 229,$44.00 
PIN FX 3.2MM THRD DMD PT 1 END,$83.00 
PIN FX 3.2MM TROC PNT 1 END,$44.00 
PIN FX 3.3MM RGDFX PLLA CX SFT,"$2,143.00 "
PIN FX 3.6MM DMD PT 1 END 229,$48.00 
PIN FX 3.6MM THRD DMD PT 1 END,$83.00 
PIN FX 3.6MM TROC PNT 1 END,$48.00 
PIN FX 4.8MM DMD PT 1 END 229,$48.00 
PIN FX 4.8MM THRD DMD PT 1 END,$83.00 
PIN FX 4MM DMD PT 1 END 229MM,$48.00 
PIN FX 9IN 3.2MM STNM CMPRH SS,$590.00 
PIN FX AMK 1/8 DIA X 3,$463.00 
PIN FX DSTRCT SHRP SS SPNL,$258.00 
PIN FX SS 1.8MM BTRS 20MM DIST,$335.00 
PIN FX SS 1.8MM BTRS 22MM DIST,$335.00 
PIN GUIDE,$860.00 
PIN GUIDE 3.2MMX343MM BRAD PT,$725.00 
PIN GUIDE TROC PT 1.3X140,$123.00 
PIN HLF 15MM 3MM JTX SHRT TI,$654.00 
PIN HLF 30MM 4MM JTX SHRT ORTH,$728.00 
PIN HLF 50MM 6MM JTX LNG TI,"$1,019.00 "
PIN HP,$871.00 
PIN HP THREADED HEADED,"$1,134.00 "
PIN JTX HLF 20MM 3MM SHRT TI,$624.00 
PIN LCP PSTN 4.5MM SS CRLGE,$912.00 
PIN MG2 HLD KN HEX SS HD NS,$374.00 
PIN NTR NL XTRNFX 508MM 3.2MM,$686.00 
PIN PERI-LOC VLP 2.7X14MM PF,$663.00 
PIN PRV FX 2.4MM,$553.00 
PIN RGDFX FX FEM 3.3MM BRSS CX,"$2,214.00 "
PIN S.O.C 11MM L X 2.0MM D,$611.00 
PIN S.O.C 21-40MM LX2.0MM D,$721.00 
PIN S.O.C 9MM L X 2.0MM D,$611.00 
PIN STABILIS KRSH FX ANKL 225,$248.00 
PIN WHIRLEY BIRD,$765.00 
PIN XTRNFX 50MM 5MM JTX TI,"$1,886.00 "
PINN 100 W/GRIPTION CUP 54MM,"$7,891.00 "
PINNACLE ACETABULAR LINER,"$5,260.00 "
PINWORM PREP,$64.00 
PIOGLITAZONE TAB 15 MG,$10.00 
PIPERACILL/TAZ 4.5GM +MINIBAG,$214.00 
PIPERACILLIN/TAZ 3.375G IV +MB,$214.00 
PIPERACILLIN/TAZ INJ 2.25GM,$214.00 
PIPERACILLIN/TAZ INJ 3.375GM,$214.00 
PIPERACILLIN/TAZO 2.25G IV +MB,$214.00 
PIPERACILLIN/TAZOB INJ 4.5 GM,$214.00 
PIT FUNCTION BASE,$240.00 
PIT PHERESIS L/R,"$2,240.00 "
PK CSTMPK SRG PRC OPTH,"$2,127.00 "
PKU NEONATAL II CHRG ONLY,$109.00 
PL BN AXSOS 3 LT TIBIAL 8HOLE,"$8,629.00 "
PL GLENOID 28MM,"$9,914.00 "
PL LT DISTAL FIBULA 4HOLE,"$2,894.00 "
PLACE NEEDLE INTRAOOSSEOUS INF,$336.00 
PLACE/G-J TUBE-REDUCED SERVICE,"$2,143.00 "
PLACEMENT PICC GT 5YR,"$2,277.00 "
PLACEMENT TEMP CATH/TLC,"$2,870.00 "
PLACEMENT TEMP CATH/TLC,"$3,392.00 "
PLACEMENT TUNNELED CATH,"$4,313.00 "
PLACEMENT-LONG GI TUBE,$600.00 
PLASMA FFP PROCESS,$213.00 
PLASMA FREE HGB,$97.00 
PLASMA FROZEN 8 TO 24 HRS,$261.00 
PLASMA THAW,$72.00 
PLASMINOGEN,$249.00 
PLASMODIUM SP PCR,$367.00 
PLATE,"$3,937.00 "
PLATE 4 HOLE 1.0MM,"$2,539.00 "
PLATE 4HOLE STR MED,$389.00 
PLATE 4HOLE STR REG,$363.00 
PLATE 4HOLE X 2.0MM,"$1,865.00 "
PLATE 6HOLE X 2.0MM,"$2,586.00 "
PLATE 8HOLE X 2.4MM,"$1,705.00 "
PLATE 9 HOLE CLUSTER END,"$4,345.00 "
PLATE ANGLE 2.0MMX3MMX3MM,"$1,492.00 "
PLATE ANGLED 6HOLE X 2.0MM,"$2,083.00 "
PLATE ANTERIOR HIGH NECK,"$7,967.00 "
PLATE COMPRESS LNG 4HOLE 2.0MM,$351.00 
PLATE CVD 14 HOLE COMP,"$3,152.00 "
PLATE DVR ANATOMIC XEXTEND RT,"$7,154.00 "
PLATE FLOOR ORBITAL 1.5/0.5,"$3,110.00 "
PLATE HOLD SLEEVE TROCAR 2.4MM,$596.00 
PLATE LEFT RT 2X2,"$1,332.00 "
PLATE LOCKING SMALL FRAG 7HOLE,"$1,862.00 "
PLATE ORBITAL FLOOR SM,"$3,072.00 "
PLATE VECTRA CERV 1 LEV 12MM,"$7,449.00 "
PLATE VECTRA CERV 1 LEV 14MM,"$7,449.00 "
PLATE VECTRA CERV 2 LEV 28MM,"$7,994.00 "
PLATE VECTRA CERV 2 LEV 30MM,"$7,994.00 "
PLATE VECTRA CERV 2 LEV 34MM,"$7,994.00 "
PLATE VECTRA CERV 3 LEV 48MM,"$8,534.00 "
PLATE VECTRA CERV 4 LEV,"$9,206.00 "
PLATE WRIST FUSION,"$12,954.00 "
PLATELET AB DIRECT IMMUNOASSAY,$218.00 
PLATELET AB INDIRECT,$264.00 
PLATELET AB SERUM,$264.00 
PLATELET AGGREGATION,$250.00 
PLATELET ANTIBODIES,$312.00 
PLATELET ASSOCIATED IGA,$218.00 
PLATELET ASSOCIATED IGG,$186.00 
PLATELET ASSOCIATED IGM,$218.00 
PLATELET CIRCULATING IGA,$312.00 
PLATELET CIRCULATING IGG,$312.00 
PLATELET CIRCULATING IGM,$312.00 
PLATELET COUNT AUTOMATIED,$62.00 
PLATELET FACTOR 4,$198.00 
PLATELET FUNCTION SCREEN,$190.00 
PLATELET NEUTRALIZATION TIME,$95.00 
PLATELET PHERESIS,"$1,411.00 "
PLATELETS LEUKOREDUCED 1 UNIT,$209.00 
PLATELETS PHERESIS IRR EACH UN,"$2,652.00 "
PLDGT CV THK1/16IN 3/8X3/16IN,$30.00 
PLDGT EMBL GEL-BLOCK 3X5MM,$468.00 
PLEUR DRAIN W/INSRT CATH W/O,"$1,684.00 "
PLEURX DRNG 1000ML BT,$380.00 
PLEURX DRNG 500ML BT,$363.00 
PLG DOME HL ACTB,$541.00 
PLG PIN PORT ICD DF-1CNCT,$250.00 
PLG PRFX SRG 1IN 1.35IN SM PP,"$1,487.00 "
PLG VASC NTNL MESH SLFEXP,"$4,377.00 "
PLT .6MM 6 HL 1.5MM SCR ORBT,$653.00 
PLT .6MM 8 HL 1.5MM SCR ORBT,$779.00 
PLT .6MM MXLFCL 16 HL STRG 2MM,$753.00 
PLT .6MM MXLFCL 4 HL STRG 2MM,$351.00 
PLT .6MM MXLFCL 6 HL STRG 1MM,"$1,184.00 "
PLT .75MM MXLFCL 17 HL STRG,"$1,269.00 "
PLT .7MM 12 HL L LOPRFL 2MM,$958.00 
PLT 100D 5 HL L LT OBLQ RGD,"$1,194.00 "
PLT 100D 5 HL L RT OBLQ RGD,"$1,115.00 "
PLT 100D XLNG LT MXLFCL 3X3 HL,$844.00 
PLT 100D XLNG RT MXLFCL 3X3 HL,$844.00 
PLT 103MM SS 3.5MM SCR SM FRAG,$876.00 
PLT 104MM SS SM FRAG SET 5 HL,$674.00 
PLT 106MM SS 3.5MM SCR SM FRAG,"$2,318.00 "
PLT 111MM SS 3.5MM SCR SM FRAG,"$1,954.00 "
PLT 117MM SS 3.5MM SCR 6 HL VA,"$8,948.00 "
PLT 117MM SS SM FRAG SET 10 HL,"$1,033.00 "
PLT 119MM SS LG FRAG SET 7 HL,$466.00 
PLT 12 HL RGD 1.5 MM SCR ORBT,"$1,405.00 "
PLT 121MM 10 HL 3.5MM 100D,$559.00 
PLT 124MM SS 3.5MM SCR SM FRAG,"$1,967.00 "
PLT 135D STD BRL 93MM SS 4 HL,"$2,231.00 "
PLT 137MM SS 3.5MM SCR SM FRAG,"$2,094.00 "
PLT 141MM SS SM FRAG SET 12 HL,"$1,036.00 "
PLT 144MM SS 8 HL BN RT DIST,"$3,543.00 "
PLT 145MM 12 HL 3.5MM 100D,$559.00 
PLT 158MM SS 3.5MM SCR 6 HL,"$8,038.00 "
PLT 163MM SS 3.5MM SCR SM FRAG,"$2,307.00 "
PLT 189MM SS 3.5MM SCR SM FRAG,"$3,348.00 "
PLT 1MM MNDB 2 HL MESH STRP 2,"$1,431.00 "
PLT 20 HL ADP 1.5 MM SCR,"$1,551.00 "
PLT 20MM 4 HL ANT CSPN TI ABC,"$4,735.00 "
PLT 21MM LCK ANT CSPN TI ATL,"$6,778.00 "
PLT 22MM 4 HL ANT CSPN TI ABC,"$4,508.00 "
PLT 231MM SS 4.5/5MM SCR 10 HL,"$9,977.00 "
PLT 23MM LCK ANT CSPN TI,"$6,219.00 "
PLT 23MM LCK ANT CSPN TI ATL,"$6,607.00 "
PLT 247MM SS 4.5/5MM SCR 8 HL,"$8,744.00 "
PLT 24MM 4 HL ANT CSPN TI ABC,"$4,508.00 "
PLT 24MM TI 2.4MM SCR 4 HL LC,"$1,270.00 "
PLT 24X24MM RSRB 1.5MM SCR,"$4,161.00 "
PLT 25MM 2 HL 3.5MM 100D,$396.00 
PLT 25MM LCK ANT CSPN TI,"$6,219.00 "
PLT 25MM LCK ANT CSPN TI ATL,"$6,607.00 "
PLT 25X5MM 4 HL STRG RSRB 1.5,"$1,551.00 "
PLT 26MM 4 HL ANT CSPN TI ABC,"$4,508.00 "
PLT 27.5MM LCK ANT CSPN TI,"$5,548.00 "
PLT 27.5MM LCK ANT CSPN TI ATL,"$6,207.00 "
PLT 28MM 4 HL ANT CSPN TI ABC,"$4,508.00 "
PLT 29MM TL 1.5MM SCR 6HL,"$1,055.00 "
PLT 2X4 HL MTRX 1.5 MM SCR,$948.00 
PLT 3.5 MM SCR 3 HL 1/3 TBLR,"$1,168.00 "
PLT 3.5X1IN 7 HL XTD DVR BN LT,"$4,219.00 "
PLT 30MM 4 HL ANT CSPN TI ABC,"$4,508.00 "
PLT 34MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 35MM 9 HL 1.3MM SCR ORBT,"$1,115.00 "
PLT 35MM LCK ANT CSPN TI ATL,"$7,325.00 "
PLT 35MM TI 2MM SCR 6 HL STRG,"$1,157.00 "
PLT 36MM TI 2.4MM SCR 6 HL LC,"$1,499.00 "
PLT 37.5MM LCK ANT CSPN TI,"$6,964.00 "
PLT 37.5MM LCK ANT CSPN TI ATL,"$7,325.00 "
PLT 37MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 38.1MM MLSPN LOPRFL SPNL,"$3,622.00 "
PLT 39.6-44.5MM MLSPN LOPRFL,"$8,455.00 "
PLT 39MM TI 2MM SCR 7 HL BN LT,"$1,640.00 "
PLT 4 HL STRG LOPRFL 1.5 MM,$279.00 
PLT 4 HL X 1.5 MM SCR CRNFCL,"$1,205.00 "
PLT 4 HL X LOPRFL 1.5 MM SCR,"$1,294.00 "
PLT 4 HL Y LOPRFL 1.5 MM SCR,$884.00 
PLT 40MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 40MM LCK ANT CSPN TI,"$6,964.00 "
PLT 40MM LCK ANT CSPN TI ATL,"$7,325.00 "
PLT 40MM TI 1.5MM SCR 3 HLE/HD,"$1,217.00 "
PLT 42.5MM LCK ANT CSPN TI,"$6,762.00 "
PLT 42.5MM LCK ANT CSPN TI ATL,"$7,325.00 "
PLT 42MM SS 2.4MM SCR 6X2 HL 2,"$5,348.00 "
PLT 43MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 44.5-54.7MM MLSPN LOPRFL,"$8,455.00 "
PLT 45MM LCK ANT CSPN TI ATL,"$5,935.00 "
PLT 46MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 46MM SS 2MM SCR 7 HL LCP,"$4,630.00 "
PLT 49MM 4 HL 3.5MM 100D,$396.00 
PLT 49MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 5 HL Y LOPRFL 1.5 MM SCR,"$1,127.00 "
PLT 50MM LCK ANT CSPN TI ATL,"$7,085.00 "
PLT 52.5MM LCK ANT CSPN TI,"$8,315.00 "
PLT 52.5MM LCK ANT CSPN TI ATL,"$6,186.00 "
PLT 52MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 52MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 53MM TI 2MM SCR 2 HLE/HD 8,"$1,314.00 "
PLT 54.6-74.9MM MLSPN LOPRFL,"$6,434.00 "
PLT 55MM 6 HL ANT CSPN TI ABC,"$4,884.00 "
PLT 55MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 55MM LCK ANT CSPN TI ATL,"$7,735.00 "
PLT 57.5MM LCK ANT CSPN TI,"$6,039.00 "
PLT 57.5MM LCK ANT CSPN TI ATL,"$7,936.00 "
PLT 57MM 3.5MM SCR SM FRAG SET,$912.00 
PLT 57MM SS SM FRAG SET 5 HL,$965.00 
PLT 58MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 58MM SS 3.5MM SCR SM FRAG,"$1,799.00 "
PLT 59MM SS 3.5MM SCR 3 HL VA,"$3,205.00 "
PLT 60MM LCK ANT CSPN TI,"$8,073.00 "
PLT 60MM LCK ANT CSPN TI ATL,"$8,140.00 "
PLT 61MM 5 HL 3.5MM 100D,$403.00 
PLT 61MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 61MM SS 4.5MM SCR LG FRAG,"$1,953.00 "
PLT 62.5MM LCK ANT CSPN TI,"$6,754.00 "
PLT 62.5MM LCK ANT CSPN TI ATL,"$6,370.00 "
PLT 62MM SS 3.5MM SCR 5 HL 1/3,"$1,157.00 "
PLT 62MM SS 3.5MM SCR 5 HL VA,"$2,775.00 "
PLT 63MM TI 2.4MM SCR 8 HL LC,"$2,149.00 "
PLT 64MM 8 HL ANT CSPN TI ABC,"$5,352.00 "
PLT 64MM SS 3.5MM SCR 4 HL VA,"$5,658.00 "
PLT 64MM SS 3.5MM SCR SM FRAG,$750.00 
PLT 67MM 2 HL,"$1,711.00 "
PLT 7 HL,$927.00 
PLT 7 HL T 1.3 MM SCR CRNFCL,"$1,115.00 "
PLT 70MM 10 HL ANT CSPN TI ABC,"$5,822.00 "
PLT 70MM SS 3.5MM SCR 6 HL LCK,"$2,818.00 "
PLT 72MM SS 3.5MM SCR SM FRAG,"$1,616.00 "
PLT 73MM 10 HL ANT CSPN TI ABC,"$5,822.00 "
PLT 73MM 6 HL 3.5MM 100D,$482.00 
PLT 76MM 10 HL ANT CSPN TI ABC,"$5,822.00 "
PLT 77MM SS 3.5MM SCR SM FRAG,$807.00 
PLT 79MM 10 HL ANT CSPN TI ABC,"$5,822.00 "
PLT 81MM SS SM FRAG SET 7 HL,$984.00 
PLT 82MM 10 HL ANT CSPN TI ABC,"$5,822.00 "
PLT 82MM SS 3.5MM SCR SM FRAG,"$2,174.00 "
PLT 84MM SS 3.5MM SCR SM FRAG,"$2,859.00 "
PLT 85MM 12 HL ANT CSPN TI ABC,"$6,386.00 "
PLT 85MM 7 HL 3.5MM 100D,$482.00 
PLT 88MM SS SM FRAG SET 3 HL,$758.00 
PLT 90MM SS 3.5MM SCR SM FRAG,$834.00 
PLT 93MM SS SM FRAG SET 8 HL,"$1,033.00 "
PLT 94MM SS 2.7MM SCR MN FRAG,"$2,380.00 "
PLT 96MM SS 4 HL BN RT DIST,"$3,543.00 "
PLT 97MM 8 HL 3.5MM 100D,$482.00 
PLT AB IGA,$312.00 
PLT AB IGM,$312.00 
PLT BN 1.6MM 7 HL STRG,"$4,089.00 "
PLT BN 105MM CNTR SS 3.5MM SCR,"$1,831.00 "
PLT BN AU 100X100X.4MM RECT,"$9,142.00 "
PLT BN CRNMXF 120X120MM TI,"$30,090.00 "
PLT BN FIB DIST LAT 106MM,"$3,860.00 "
PLT BN MNDB 2MM PRM RECON CSTM,"$29,070.00 "
PLT BN VARIAX 5HOLE,"$1,836.00 "
PLT BRD 178MM SS 4.5MM SCR LG,"$1,747.00 "
PLT BRD 29MM MNDB 4 HL STRG 2,"$2,027.00 "
PLT BUR HL SHNT CRNFCL BN,$800.00 
PLT CHECKMATE BN MTP RT TI,"$3,570.00 "
PLT CIRCULATING AB IGG,$312.00 
PLT CMF 16HL STRG LOPRFL TI,$817.00 
PLT CMF 2HL STRG LOPRFL 12MM,$291.00 
PLT CMF 4HL LOPRFL TI,"$1,184.00 "
PLT CMF 4HL STRG LOPRFL 6MM TI,$501.00 
PLT CMF 8HL STRG TI,$578.00 
