Charge Code,Description,CPT/HCPCS,Fee
2150824,NON-LOCKING SCREW 3.5 X 22 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150825,NON-LOCKING SCREW 3.5 X 24 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150826,NON-LOCKING SCREW 3.5 X 26 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150827,NON-LOCKING SCREW 3.5 X 28 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150828,NON-LOCKING SCREW 3.5 X 30 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150829,NON-LOCKING SCREW 3.5 X 32 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150830,NON-LOCKING SCREW 3.5 X 34 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150831,NON-LOCKING SCREW 3.5 X 36 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150832,NON-LOCKING SCREW 3.5 X 38 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150833,NON-LOCKING SCREW 3.5 X 40 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150834,NON-LOCKING SCREW 3.5 X 8 MM CROSSCHECK PLATING SYSTEM,C1713,"$1,008.00 "
2150835,SCREWS 7.0 MUC 40MMX16MM CHARLOTTE F&A SYSTEM,C1713,"$3,989.00 "
2150836,NUT 10 MM,,$36.00 
2150837,NUT 10MM (PACK OF 20),,$684.00 
2150838,NUTS COLLET,,$209.00 
2150840,SCREWS 7.0 MUC 105MMX32MM CHARLOTTE F&A SYSTEM,C1713,"$3,989.00 "
2150841,NUTS QUICK EZ FRAMETM WALKER,,$303.00 
2150845,2.0 X 10MM NON-LOCKING SCREW (GOLD),C1713,$616.00 
2150846,2.0 X 12MM NON-LOCKING SCREW (GOLD),C1713,$616.00 
2150847,2.0 X 14MM NON-LOCKING SCREW (GOLD),C1713,$616.00 
2150849,SCREW GRIPPER ORTHOLOC 3DI PLATING SYSTEM,C1713,$911.00 
2150850,ALLOGRAFT SCAFFOLDS FUSIONFLEX 10X20X4MM,,"$3,471.00 "
2150853,2.5 X 10MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150854,2.5 X 10MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150855,2.5 X 12MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150856,2.5 X 12MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150857,2.5 X 14MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150858,2.5 X 14MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150859,2.5 X 16MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150860,2.5 X 16MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150862,2.5 X 18MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150863,2.5 X 20MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150871,2.5 X 8MM LOCKING SCREW (LIGHT BLUE),C1713,$857.00 
2150872,2.5 X 8MM NON-LOCKING SCREW (GREEN),C1713,$616.00 
2150876,OP LOCKING SCREW 4.0 X 16MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150877,OP LOCKING SCREW 4.0 X 18MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150878,OP LOCKING SCREW 4.0 X 20MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150879,OP LOCKING SCREW 4.0 X 22MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150880,OP LOCKING SCREW 4.0 X 24MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,066.00 "
2150881,OP LOCKING SCREW 4.0 X 25MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,070.00 "
2150882,OP LOCKING SCREW 4.0 X 26MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,073.00 "
2150883,OP LOCKING SCREW 4.0 X 28MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,077.00 "
2150884,OP LOCKING SCREW 4.0 X 30MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,080.00 "
2150885,OP LOCKING SCREW 4.0 X 32MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,084.00 "
2150886,OP LOCKING SCREW 4.0 X 34MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,088.00 "
2150887,OP LOCKING SCREW 4.0 X 35MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,091.00 "
2150888,OP LOCKING SCREW 4.0 X 36MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,095.00 "
2150889,OP LOCKING SCREW 4.0 X 38MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,098.00 "
2150890,OP LOCKING SCREW 4.0 X 40MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150891,OP LOCKING SCREW 4.0 X 45MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150892,OP LOCKING SCREW 4.0 X 50MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150893,OP LOCKING SCREW 4.0 X 55MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150894,OP LOCKING SCREW 4.0 X 60MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,062.00 "
2150895,OP LOCKING SCREW 5.5 X 16MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150896,OP LOCKING SCREW 5.5 X 18MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150897,OP LOCKING SCREW 5.5 X 20MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150898,OP LOCKING SCREW 5.5 X 22MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150899,OP LOCKING SCREW 5.5 X 24MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150900,OP LOCKING SCREW 5.5 X 25MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150901,OP LOCKING SCREW 5.5 X 26MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150902,OP LOCKING SCREW 5.5 X 28MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150903,OP LOCKING SCREW 5.5 X 30MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150904,OP LOCKING SCREW 5.5 X 32MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150905,OP LOCKING SCREW 5.5 X 34MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150906,OP LOCKING SCREW 5.5 X 35MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150907,OP LOCKING SCREW 5.5 X 36MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150908,OP LOCKING SCREW 5.5 X 38MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150909,OP LOCKING SCREW 5.5 X 40MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150910,OP LOCKING SCREW 5.5 X 45MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150911,OP LOCKING SCREW 5.5 X 50MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150912,OP LOCKING SCREW 5.5 X 55MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150913,OP LOCKING SCREW 5.5 X 60MM SALVATION 3DI PLATING SYSTEM,C1713,"$1,134.00 "
2150915,OSTEOPENIC SCREW 4.0 X 16MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150916,OSTEOPENIC SCREW 4.0 X 18MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150917,OSTEOPENIC SCREW 4.0 X 20MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150918,OSTEOPENIC SCREW 4.0 X 22MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150919,OSTEOPENIC SCREW 4.0 X 24MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150920,OSTEOPENIC SCREW 4.0 X 25MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150921,OSTEOPENIC SCREW 4.0 X 26MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150922,OSTEOPENIC SCREW 4.0 X 28MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150923,OSTEOPENIC SCREW 4.0 X 30MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150924,OSTEOPENIC SCREW 4.0 X 32MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150925,OSTEOPENIC SCREW 4.0 X 34MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150926,OSTEOPENIC SCREW 4.0 X 35MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150927,OSTEOPENIC SCREW 4.0 X 36MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150928,OSTEOPENIC SCREW 4.0 X 38MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150929,OSTEOPENIC SCREW 4.0 X 40MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150930,OSTEOPENIC SCREW 4.0 X 45MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150931,OSTEOPENIC SCREW 4.0 X 50MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150932,OSTEOPENIC SCREW 4.0 X 55MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150933,OSTEOPENIC SCREW 4.0 X 60MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150934,OSTEOPENIC SCREW 5.5 X 16MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150935,OSTEOPENIC SCREW 5.5 X 18MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150936,OSTEOPENIC SCREW 5.5 X 20MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150937,OSTEOPENIC SCREW 5.5 X 22MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150938,OSTEOPENIC SCREW 5.5 X 24MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150939,OSTEOPENIC SCREW 5.5 X 25MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150940,OSTEOPENIC SCREW 5.5 X 26MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150941,OSTEOPENIC SCREW 5.5 X 28MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150942,OSTEOPENIC SCREW 5.5 X 30MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150943,OSTEOPENIC SCREW 5.5 X 32MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150944,OSTEOPENIC SCREW 5.5 X 34MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150945,OSTEOPENIC SCREW 5.5 X 35MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150946,OSTEOPENIC SCREW 5.5 X 36MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150947,OSTEOPENIC SCREW 5.5 X 38MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150948,OSTEOPENIC SCREW 5.5 X 40MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150949,OSTEOPENIC SCREW 5.5 X 45MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150950,OSTEOPENIC SCREW 5.5 X 50MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150951,OSTEOPENIC SCREW 5.5 X 55MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150952,OSTEOPENIC SCREW 5.5 X 60MM SALVATION 3DI PLATING SYSTEM,C1713,$605.00 
2150954,OSTEOSET 2 DBM BONE GRAFT SUBSTITUTE 3.0MM 5CC,,"$3,824.00 "
2150955,OSTEOSET 2 DBM BONE GRAFT SUBSTITUTE 4.8MM 10CC,,"$6,146.00 "
2150957,OSTEOSET BONE GRAFT SUBSTITUTE 3.0MM 5CC,C1713,"$1,955.00 "
2150958,OSTEOSET BONE GRAFT SUBSTITUTE 4.8MM 10CC,C1713,"$3,082.00 "
2150959,OSTEOSET BONE GRAFT SUBSTITUTE 4.8MM 20CC,C1713,"$4,457.00 "
2150960,OSTEOSET BONE GRAFT SUBSTITUTE 4.8MM 5CC,C1713,"$1,973.00 "
2150961,OSTEOSET PELLET INJECTOR 3.0MM 1.25CC,,"$1,941.00 "
2150962,OSTEOSET PELLET INJECTOR 4.8MM 5 CC,,"$2,376.00 "
2150963,OSTEOSET RESORBABLE BEAD KIT FAST CURE 25CC,C1713,"$5,285.00 "
2150964,OSTEOSET RESORBABLE BEAD KIT STANDARD CURE 25CC,C1713,"$5,285.00 "
2150969,OSTEOTOMIES DPS CALCANEAL 10MM STEP,C1713,"$6,254.00 "
2150971,OSTEOTOMIES DPS CALCANEAL 8MM STEP,C1713,"$6,254.00 "
2150972,PADS AUGMATRIX 2CC,,"$1,998.00 "
2150973,PADS AUGMATRIX 4CC,,"$3,287.00 "
2150974,PADS FOOT EZ FRAME STERILE,,$447.00 
2150975,PASTE AUGMATRIX 10CC,,"$8,219.00 "
2150976,PASTE AUGMATRIX 2CC,,"$2,934.00 "
2150977,PASTE AUGMATRIX 5CC,,"$5,519.00 "
2150982,PHALINX ANGLED MEDIUM,C1713,"$4,533.00 "
2150984,PHALINX CANNULATED EXTRA SMALL,C1713,"$4,875.00 "
2150985,PHALINX CANNULATED LARGE,C1713,"$4,875.00 "
2150986,PHALINX CANNULATED MEDIUM,C1713,"$5,555.00 "
2150987,PHALINX CANNULATED SMALL,C1713,"$4,756.00 "
2150992,PIN CLAMP CONVERGING,,"$2,938.00 "
2150993,PIN COLLET,,$987.00 
2150994,PIN CONNECTOR ASSEMBLY,,"$2,391.00 "
2150999,PINS 3.2MM X 102MM SMOOTH,,$162.00 
2151000,PINS HALF 2.5X80MM 15MM THD,C1713,$458.00 
2151001,PINS HALF 3MMX180MM 20MM THREAD TIN COATED,,$551.00 
2151005,PINS HALF 3X20X 100MM STERILE TI NITRIDE COATING,,$551.00 
2151020,PINS INBONE STEINMANN 2.4MM,,$119.00 
2151021,PINS SIDEKICK TRANSFIXING 4X300 W/ WIRE HOLE TIP,,"$1,106.00 "
2151022,PINS TEMP FIX 2.0MM THREADED ORTHOLOC 3DI PLATING SYSTEM,,$389.00 
2151023,PINS TEMP FIX TAL RESECT GUIDE,,$429.00 
2151024,PINS TEMP FIX TALAR GUIDE LONG,,$429.00 
2151025,PINS TEMP FIXATION 1.1MM,,$389.00 
2151026,PINS TEMP FIXATION 1.4MM,,$389.00 
2151027,PINS TEMP FIXATION LG,,$350.00 
2151030,PINS TRANSFIXING 4X300MM,,$951.00 
2151031,PINS TRANSFIXING 5MMX300MM,,$951.00 
2151035,PIP ALLOGRAFT 2.0 X 15 MM,C1762,"$6,480.00 "
2151036,PIP ALLOGRAFT 2.0 X 15 MM ANGLED,C1762,"$6,480.00 "
2151037,PIP ALLOGRAFT 2.7 X 18 MM,C1762,"$6,480.00 "
2151038,PIP ALLOGRAFT 2.7 X 18 MM ANGLED,C1762,"$6,480.00 "
2151039,PLATE 1 HOLE,,$476.00 
2151042,PLATE DARCO 4-HOLE NO WEDGE 15.5MM,C1713,"$6,020.00 "
2151043,PLATE TACK EVOLVE EPS,,$389.00 
2151044,PLATE WIRE,,$256.00 
2151045,PLATES 1ST RAY 4 HOLE,C1713,"$1,998.00 "
2151046,PLATES 2 HOLE,,$476.00 
2151047,PLATES 3 HOLE,,$569.00 
2151048,PLATES 3 HOLE T 20MM,C1713,"$8,108.00 "
2151049,PLATES 3 HOLE T 25MM,C1713,"$8,108.00 "
2151050,PLATES 3 HOLE T 30MM,C1713,"$8,108.00 "
2151051,PLATES 4 HOLE,,$569.00 
2151052,PLATES 4 HOLE T 20MM,C1713,"$8,907.00 "
2151053,PLATES 4 HOLE T 25MM,C1713,"$8,907.00 "
2151054,PLATES 4 HOLE T 30MM,C1713,"$8,907.00 "
2151055,PLATES AFP TARSAL FUSION 12MM,C1713,"$4,972.00 "
2151056,PLATES AFP TARSAL FUSION 14MM,C1713,"$4,972.00 "
2151057,PLATES AFP TARSAL FUSION 16MM,C1713,"$4,972.00 "
2151058,"IMPLANT, TENDON HUNTER 2MMX24.5CM",C1889,"$5,559.00 "
2151059,RING SIDEKICK FULL 160MM CIRCULAR,,"$4,551.00 "
2151060,PLATES CLAW 2.7MM 20MM CHARLOTTE F&A SYSTEM,C1713,"$5,368.00 "
2151061,PLATES CLAW 2.7MM 25MM CHARLOTTE F&A SYSTEM,C1713,"$5,368.00 "
2151062,PLATES CLAW 3.5MM 2 HOLE 20MM CHARLOTTE F&A SYSTEM,C1713,"$6,657.00 "
2151064,PLATES CLAW 3.5MM 2 HOLE 30MM CHARLOTTE F&A SYSTEM,C1713,"$6,657.00 "
2151065,PLATES CLAW 3.5MM 4 HOLE 20MM CHARLOTTE F&A SYSTEM,C1713,"$8,165.00 "
2151066,PLATES CLAW 3.5MM 4 HOLE 25MM CHARLOTTE F&A SYSTEM,C1713,"$8,165.00 "
2151067,PLATES CLAW 3.5MM 4 HOLE 30MM CHARLOTTE F&A SYSTEM,C1713,"$8,165.00 "
2151068,PLATES CLAW II 2 HOLE 30MM ORTHOLOC 3DSI,C1713,"$7,301.00 "
2151069,PLATES CLAW II 4 HOLE 20MM ORTHOLOC 3DSI,C1713,"$8,907.00 "
2151070,PLATES CLAW II 4 HOLE 25MM ORTHOLOC 3DSI,C1713,"$8,907.00 "
2151071,PLATES CLAW II STRAIGHT 20X20MM ORTHOLOC 3DSI,C1713,"$8,108.00 "
2151072,PLATES CLAW II STRAIGHT 20X25MM ORTHOLOC 3DSI,C1713,"$8,108.00 "
2151073,PLATES CLAW II STRAIGHT 25X25MM ORTHOLOC 3DSI,C1713,"$8,108.00 "
2151074,PLATES CORONOID LRG BUTTRESS EVOLVE TRIAD,C1713,"$2,088.00 "
2151075,PLATES CORONOID MED BUTTRESS EVOLVE TRIAD,C1713,"$1,905.00 "
2151076,PLATES CORONOID SML BUTTRESS EVOLVE TRIAD,C1713,"$1,743.00 "
2151077,PLATES COTTON WEDGE 0MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$6,945.00 "
2151078,PLATES COTTON WEDGE 4.5MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$6,945.00 "
2151079,PLATES COTTON WEDGE 5.5MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$6,945.00 "
2151080,PLATES COTTON WEDGE 6.5MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$6,945.00 "
2151081,PLATES CPS CALCANEUS LRG 74MM,C1713,"$6,110.00 "
2151082,PLATES CPS CALCANEUS MED 64MM,C1713,"$6,110.00 "
2151083,PLATES CPS CALCANEUS SML 54MM,C1713,"$6,110.00 "
2151084,PLATES DARCO MPJ LARGE 45MM 6 HOLES 2 COMP SLOTS,C1713,"$6,286.00 "
2151085,PLATES DARCO MPJ MEDIUM 35MM 6 HOLES 2 COMP SLOTS,C1713,"$6,286.00 "
2151086,PLATES DARCO MPJ SMALL 28MM 4 HOLES 0 COMP SLOTS,C1713,"$6,286.00 "
2151087,PLATES EVANS OPENING WEDGE 0MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$7,402.00 "
2151088,PLATES EVANS OPENING WEDGE 10MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$7,402.00 "
2151089,PLATES EVANS OPENING WEDGE 6MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$7,402.00 "
2151090,PLATES EVANS OPENING WEDGE 8MM ORTHOLOC 3DI PLATING SYSTEM,C1713,"$7,402.00 "
2151091,PLATES EVOLVE RH SZ 1,C1713,"$6,124.00 "
2151092,PLATES EVOLVE RH SZ 1 LONG,C1713,"$6,124.00 "
2151093,PLATES EVOLVE RH SZ 2,C1713,"$6,124.00 "
2151094,PLATES EVOLVE RH SZ 2 LONG,C1713,"$6,124.00 "
2151095,PLATES EVOLVE RH SZ 3,C1713,"$6,124.00 "
2151096,PLATES EVOLVE RH SZ 3 LONG,C1713,"$6,124.00 "
2151097,PLATES EVOLVE RH SZ 4,C1713,"$6,124.00 "
2151098,PLATES EVOLVE RH SZ 4 LONG,C1713,"$6,124.00 "
2151099,PLATE EXTENSION DOUBLE HOLE LEFT,,"$1,991.00 "
2151100,PLATE EXTENSION DOUBLE HOLE RIGHT,,"$1,991.00 "
2151101,PLATES EZ FRAME WALKING,C1713,"$8,536.00 "
2151104,PLATES LATERAL TT FUSION LRG ORTHOLOC 3DI PLATING SYSTEM,C1713,"$8,745.00 "
2151105,PLATES LATERAL TT FUSION SML ORTHOLOC 3DI PLATING SYSTEM,C1713,"$8,745.00 "
2151106,PLATES LATERAL TTC FUSION LRG LT ORTHOLOC 3DI PLATING SYS,C1713,"$9,533.00 "
2151107,PLATES LATERAL TTC FUSION LRG RT ORTHOLOC 3DI PLATING SYS,C1713,"$9,533.00 "
2151109,PLATES LATERAL TTC FUSION SML RT ORTHOLOC 3DI PLATING SYS,C1713,"$9,533.00 "
2151110,PLATES LESS MET L ORTHOLOC PLATING SYSTEM,C1713,"$2,848.00 "
2151111,PLATES LESS MET STRAIGHT 3 HOLE ORTHOLOC PLATING SYSTEM,C1713,"$2,430.00 "
2151113,PLATES LESS MET STRAIGHT 6 HOLE ORTHOLOC PLATING SYSTEM,C1713,"$2,430.00 "
2151114,PLATES LESS MET T 6 HOLE ORTHOLOC PLATING SYSTEM,C1713,"$2,848.00 "
2151115,PLATES LESS MET T 7 HOLE ORTHOLOC PLATING SYSTEM,C1713,"$2,848.00 "
2151120,PLATES LOCON-T DISTAL RADIAL LDORSAL MED,C1713,"$4,338.00 "
2151121,PLATES LOCON-T DISTAL RADIAL LDORSAL SML,C1713,"$4,338.00 "
2151123,PLATES LOCON-T DISTAL RADIAL R DORSAL MED,C1713,"$4,338.00 "
2151124,PLATES LOCON-T DISTAL RADIAL R DORSAL SML,C1713,"$4,338.00 "
2151125,PLATES LPS DARCO LAPIDUS 1MM STEP,C1713,"$6,286.00 "
2151126,PLATES LPS DARCO LAPIDUS 2MM STEP,C1713,"$6,286.00 "
2151127,PLATES LPS DARCO LAPIDUS 3MM STEP,C1713,"$6,286.00 "
2151128,PLATES LPS DARCO LAPIDUS 4MM STEP,C1713,"$6,286.00 "
2151129,PLATES LPS DARCO LAPIDUS 5MM STEP,C1713,"$6,286.00 "
2151130,PLATES LPS DARCO LAPIDUS 6MM STEP,C1713,"$6,286.00 "
2151131,RAYHACK RADIAL MALUNION PLATE SS,C1713,"$5,181.00 "
2151132,PLATES MEDIAL COLUMN FUSION LRG,C1713,"$8,396.00 "
2151133,PLATES MEDIAL COLUMN FUSION MED,C1713,"$9,382.00 "
2151134,RAYHACK LPL BONE PLATE ULNAR S/S,C1713,"$5,285.00 "
2151135,PLATES MTP FUSION EXTLEFT,C1713,"$5,141.00 "
2151136,PLATES MTP FUSION SMALL LEFT,C1713,"$5,141.00 "
2151137,PLATES MTP FUSION SMALL RIGHT,C1713,"$5,141.00 "
2151138,PLATES MTP FUSION STANDARD LEFT,C1713,"$5,141.00 "
2151139,PLATES MTP FUSION STANDARD RIGHT,C1713,"$5,141.00 "
2151140,PLATES N/C FUSION LG,C1713,"$8,910.00 "
2151141,"PLATE, POSTERIOR FIBULA LEFT LG",C1713,"$7,150.00 "
2151142,IMPLANT BREAST INSPIRA MOD PROFILE 445 CC,C1789,"$2,880.00 "
2151143,SIZER IMPLANT NSPIRA P4.5 CM MOD PROFILE OD13.5 CM 445 CC,,$900.00 
2151144,CEMENT BONE ENDURANCE SMARTSET 20 GM HIGH VISCOSITY,,$117.00 
2151145,SHELL ACETAB GROUP G 3H 60MM,C1776,"$4,320.00 "
2151147,PLATE BONE DVR MINI CONTOUR L43 MM X W24 MM RADIUS RIGHT,C1713,"$2,880.00 "
2151148,PEG FIXATION DVR L14 MM OD2.2 MM RADIUS,C1713,$365.00 
2151149,SCREW BONE DVR SQUARE L16 MM OD2.7 MM,C1713,$365.00 
2151150,SCREW BONE DVR L18 MM OD2.7 MM,C1713,$365.00 
2151151,SCREW BONE DVR L20 MM OD2.7 MM,C1713,$365.00 
2151152,SCREW BONE DVR L22 MM OD2.7 MM,C1713,$365.00 
2151153,SCREW BONE DVR L20 MM OD2.7 MM NONLOCK,C1713,$184.00 
2151154,SCREW BONE DVR L26 MM OD2.7 MM,C1713,$184.00 
2151155,"VPC SCREW, 3.4 X 30MM",C1713,"$1,980.00 "
2151156,"K-WIRE COCR, 1.1 X 105MM",,$108.00 
2151157,DRILL MAX VPC CANN 2.4MM,,"$1,296.00 "
2151158,SCREW BONE LCP T4 LOW PROFILE L24 MM OD1.5 MM,C1713,$204.00 
2151159,PLATE BONE LCP 3 HOLE HEAD 8 HOLE SHFT 1.5 MM,C1713,"$2,128.00 "
2151160,SCREW BONE LCP L16 MM OD1.5 MM,C1713,$204.00 
2151161,END CAP SPINAL TITANIUM OD14 MM PARALLEL 12 MM CORE,,"$4,751.00 "
2151162,GRAFT BONE 12 D L38 MM X W14 MM X H32 MM BRIGADE,,"$21,000.00 "
2151165,STENT AIRWAY POLYFLEX L60 MM OD11 MM ID18 MM,C1874,"$6,300.00 "
2151166,STENT AIRWAY POLYFLEX SILICONE L60 MM OD12 MM ID20 MM,C1874,"$6,300.00 "
2151167,SCREW BONE DART-FIRE L34 MM OD3 MM SELF DRILL SELF TAP,C1713,"$1,224.00 "
2151230,CATHETER SUPPORT ELITECROSS L82 CM STRT,C1887,$833.00 
2151231,INSERT TIBIAL 4 8MM ANKLE POLY INFINITY,C1776,"$7,143.00 "
2151238,CATHETER SUPPORT ELITECROSS L82 CM ANGLED,C1887,$833.00 
2151240,INSERT TIBIAL 5+ 8MM ANKLE POLY INFINITY,C1776,"$7,143.00 "
2151243,CATHETER SUPPORT ELITECROSS L132 CM STRT,C1887,$833.00 
2151256,CATHETER SUPPORT ELITECROSS L132 CM ANGLED,C1887,$833.00 
2151272,SYSTEM WOUND DEBRIDEMENT AND CLEANSING OR DUOPACK,,$234.00 
2151397,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 48MM,C1776,"$3,934.00 "
2151398,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 50MM,C1776,"$3,934.00 "
2151399,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 52MM,C1776,"$3,934.00 "
2151400,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 54MM,C1776,"$3,934.00 "
2151401,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 56MM,C1776,"$3,934.00 "
2151402,SHELL ACETABULAR  DOUBLE MOBILITY SIZE 58MM,C1776,"$3,934.00 "
2151403,PUSHER SUTURE LOW PROFILE FAST FIX,C1713,"$2,333.00 "
2151404,SCREW BONE L35 MM OD9.5 MM SPINE FIREBIRD,,"$1,098.00 "
2151406,SCREW BONE L40 MM OD9.5 MM SPINE SELF TAP MODULAR,,"$1,098.00 "
2151407,LINER ACETABULAR G7 E1 S OD42 MM 2 MOBILITY,C1776,"$8,154.00 "
2151427,SHELL ACETABULAR G7 E OFFSET OD52 MM HIP LIMIT 3 HOLE,C1776,"$11,898.00 "
2151481,"CAGE SPINAL COROENT TI LI, 9 X 9 X 26MM, 4 DEGREES",,"$9,360.00 "
2151487,SCREW RELINE-O 9.5 X 40MM 2S POLYAXIAL,,"$3,222.00 "
2151897,CATHETER URINARY CYSTOSURE 16 FR SILICONE,,$234.00 
