Supply Name,Calculated Charge
KIT JEJUNOSTOMY L45 CM OD22 FR 7-10 ML 2 PORT FEEDING TUBE GUIDEWIRE SYRINGE PREFILLED WATER CATHETER TIP SYRINGE LUBRICANT BALLOON JEJUNAL TRANSGASTRIC MIC SILICONE,$937.36
TUBE FEEDING L15CM L1CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L22CM L1CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L22CM L1.2CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L30CM L1.2CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L15CM L1.5CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L30CM L1.5CM OD16FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L3CM OD16FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L3.5CM OD16FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L2.3CM OD18FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L2.5CM OD18FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L30CM L2.7CM OD18FR 3-5ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L2.7CM OD18FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L3CM OD18FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
TUBE FEEDING L45CM L3.5CM OD18FR 7-10ML LOW PROFILE CANNULA EXTENSION SET CONNECTOR CLAMP CATHETER TIP SYRINGE GAUZE PAD TRANSGASTRIC JEJUNAL MIC-KEY SILICONE,"$1,417.81"
ANCHOR SUTURE T FASTENER LOW PROFILE EXTERNAL RETENTION ABSORBABLE MONOFILAMENT PRELOADED NEEDLE CURVED HEMOSTAT STERILE DISPOSABLE SAF-T-PEXY BIOSYN,$474.55
SET ADMINISTRATION OD20FR SERIAL DILATOR MIC F/16FR FEEDING TUBE,$409.81
SET ADMINISTRATION OD22FR SERIAL DILATOR MIC F/18FR FEEDING TUBE,$409.81
SET ADMINISTRATION OD24FR SERIAL ENTERAL DILATOR MIC F/FEEDING TUBE,$409.81
STENT TRACHEAL L59 MM L80 CM OD6 MM COVERED I-CAST SILICONE,"$10,267.50"
INTRODUCER VASCULAR 10 FR 75 CM LENGTH ADULT,$402.55
INTRODUCER CATHETER RADIOPQ 12FRX75CM TISS PERFORMER G28434,$402.55
SHEATHS ANSEL 5F 45CM,$254.40
INTRODUCER SHEATH RADIOPQ 6FRX55CM HYDRPHLC CTD ANSEL2 FLEXOR G29996,$225.00
INTRODUCER SHEATH RADIOPQ 5FRX90CM HYDRPHLC CTD SHTTL G30009,$415.00
CATH DIAG PERIPH RADIOPQ CRV ANG 4FRX135CM .035IN GW NYLON STAINLESS STEEL BRD HYDRPHYL SLIP CATH BEACON G48153,$275.98
INTRODUCER SHEATH 12FRX45CM SS SILHOUETTE TRANSITIONLESS COAXIAL CATHETER FLEXOR G47701,$228.25
CATH DIAG PERIPH RADIOPQ CRV ANG 5.5FRX135CM .035IN GW NYLON STAINLESS STEEL BRD HYDRPHYL SLIP CATH BEACON G48154,$311.25
CATH DIAG PERIPH RADIOPQ CRV MULTIPURP A 4FRX.035INX100CM .035IN GW LO PRO TORCON NB ADVANTAGE BEACON G56350,$54.00
INTRODUCER VASCULAR 4 FR 90 CM LENGTH ADULT FLEXOR,$415.00
INTRODUCER SHEATH 4FRX110CM SS SILHOUETTE TRANSITIONLESS COAXIAL CATHETER FLEXOR SHUTTLE G48193,$415.00
INTRODUCER SHEATH RADIOPQ 7FRX55CM HYDRPHLC CTD FLEXOR G49043,$228.25
INTRODUCER SHEATH RADIOPQ 12FRX80CM PUR STRAIGHT TIP DILATOR GUIDEWIRE CHECK FLO FLEXOR G49487,$332.00
INTRODUCER SHEATH RADIOPQ 6FRX110CM PUR STRAIGHT TIP DILATOR GUIDEWIRE FLEXOR SHUTTLE G50141,$415.00
INTRODUCER SHEATH RADIOPQ 7FRX110 PUR STRAIGHT TIP DILATOR GUIDEWIRE FLEXOR G50142,$415.00
CATH DIAG COR RADIOPQ 100CMX4FRX.035IN .035IN GW STAINLESS STEEL LO PRO TORCON NB ADVANTAGE BEACON G27858,$180.90
STENT PERIPHERAL BILIARY 6X16MMX80CM OVER THE WIRE STAINLESS STEEL FORMULA 418 G56613,"$3,607.50"
STENT UROLOGICAL L20MM L80CM OD6MM ODSEC5 6FR .018IN STAINLESS STEEL RENAL BALLOON EXPANDABLE GUIDEWIRE GUIDING CATHETER SHEATH STERILE LATEX FREE IMPLANTABLE DISPOSABLE FORMULA 418,"$3,607.50"
STENT FORMULA 418 RENAL STENT 7X16,"$3,315.00"
GUIDEWIRE VASC .035INX260CM STR FLX TP SS COR PTFE COATD FX TPR HIWIRE G00655,$49.37
GUIDEWIRE VASC .035INX260CM XTRA STFF 149598,$103.68
GUIDEWIRE VASCULAR L260 CM L7 CM OD.025 IN J CURVED L2.5 MM TAPERED FIXED CORE STAINLESS STEEL PTFE HEPARIN ADULT,$63.95
GUIDEWIRE VASCULAR L260 CM L6 CM OD.035 IN J CURVED L2.5 MM TAPERED FIXED CORE STAINLESS STEEL PTFE ADULT,$82.13
GUIDEWIRE VASCULAR L145 CM L15 CM OD.035 IN BENSTON L6 CM STAINLESS STEEL PTFE,$58.50
DILATOR VASCULAR RADIOPQ 6FRX20CM STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00937,$23.63
DILATOR VASCULAR RADIOPQ 7FRX20CM STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00973,$23.63
DILATOR VASCULAR RADIOPQ 8FRX20CM STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00980,$23.63
DILATOR VASCULAR RADIOPQ 5FRX20CM STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00983,$23.63
DILATOR VASCULAR RADIOPQ 9FRX20CM STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00992,$23.63
DILATOR VASCULAR RADIOPQ 10FR STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00993,$23.63
DILATOR VASCULAR RADIOPQ 11FR STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00994,$23.63
DILATOR VASCULAR RADIOPQ 12FR STANDARD VESSEL .038IN GUIDEWIRE COMPATIBLE G00995,$23.63
GUIDEWIRE VASC .035INX180X1.5 J ROSN TP SS COR HEP CTD CRV G01264,$43.25
NEEDLE BIOPSY L15 CM OD20 GA TREPHINE TROCAR TIP STYLET LUNG FRANSEEN F/CUTTING TISSUE,$49.14
NEEDLE BIOPSY L20 CM OD20 GA TREPHINE TROCAR TIP STYLET LUNG FRANSEEN F/CUTTING TISSUE,$49.14
NEEDLE BIOPSY L15 CM OD22 GA TREPHINE TROCAR TIP STYLET LUNG FRANSEEN F/CUTTING TISSUE,$103.50
NEEDLE BIOPSY L20 CM OD22 GA TREPHINE TROCAR TIP STYLET LUNG FRANSEEN F/CUTTING TISSUE,$49.14
NEEDLE BIOPSY L10 CM OD22 GA TREPHINE TROCAR TIP STYLET LUNG FRANSEEN F/CUTTING TISSUE,$49.14
CATHETER BLN PERIPH SEMI COMPLIANT OTW 5FX80X2 G01391,$63.00
CATHETER GASTROSTOMY L25 CM OD16 FR .038 IN MULTIPURPOSE DRAIN LOCKING LOOP TROCAR 6 SIDEPORT DEUTSCH ULTRATHANE HYDROPHILIC,$339.80
NEEDLE BIOPSY L10 CM OD20 GA LUNG FRANSEEN,$49.14
GUIDEWIRE VASC .035INX220CM J ROSN TP SS COR HEP CTD CRV G01623,$50.27
GUIDEWIRE VASC .035INX260CMX1.5MM J TP SS PTFE COATD G02246,$73.13
NEEDLE LOCALIZATION L15 CM OD21 GA MODIFIED LESION REPOSITIONAL BREAST KOPANS DISPOSABLE,$111.15
NEEDLE BIOPSY L15 CM OD18 GA ECHO TIP CHIBA DISPOSABLE,$58.50
NEEDLE BIOPSY L15 CM OD20 FR ECHO TIP CHIBA DISPOSABLE,$58.50
GUIDEWIRE VASC .035INX180CMX3MM J TP SS PTFE COATD SAFE T J G04149,$97.38
NEEDLE PROCEDURE L20 CM OD18 GA BLUNT ECHO TIP PERCUTANEOUS HAWKINS-AKINS DISPOSABLE F/INTERVENTIONAL RADIOLOGY,$143.60
CATH DIAG PERIPH RADIOPQ CURVE PIGATIL 4FRX100CM .035IN GW NYLON STAINLESS STEEL TEN SIDE PORT CERB FLX ATRMTC TP ROYAL FLUSH G05062,$108.00
FORCEPS BIOPSY L120 CM OD3 FR FLEXIBLE STANDARD CUP SPECIMEN RETRIEVAL MYOCARDIAL STERILE DISPOSABLE,"$2,988.38"
FORCEPS BIOPSY L60 CM OD3 FR FLEXIBLE STANDARD CUP MYOCARDIAL,"$2,988.38"
FORCEPS SPECIMEN RETRIEVAL L60 CM OD5.2 FR FLEXIBLE STANDARD CUP MYOCARDIAL STERILE DISPOSABLE,"$2,988.38"
FORCEPS SPECIMEN RETRIEVAL L120 CM OD5.2 FR FLEXIBLE ELONGATED CUP MYOCARDIAL STERILE DISPOSABLE,"$2,988.38"
ADAPTER HEMOSTATIC OD9 FR SELF ADJUSTING SEAL TUBING HEMOSTASIS CHECK-FLO,$42.30
INTRODUCER SHEATH 18FR PERQ .038 GW COMP PEEL AWY G06444,$171.27
INTRODUCER SHEATH 24FRX13CM PERQ .038 GW COMP PEEL AWY G06446,$163.80
INTRODUCER SHEATH 10FRX40CM PERQ CATHETER CANNULA TROCAR STYLET ROSCH UCHIDA G06929,"$1,877.46"
INTRODUCER SHEATH 12FRX13CM PERQ J TIP STRAIGHT GUIDEWIRE PERFORMER G07369,$189.00
INTRODUCER SHEATH 7FRX0.035INX13CM PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO PERFORMER G07377,$83.48
INTRODUCER SHEATH 10FRX13CM PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO PERFORMER G07417,$189.00
INTRODUCER SHEATH 9FRX30CM PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO FLEXOR G07465,$225.00
INTRODUCER SHEATH 13CMX8FRX0.038IN PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO PERFORMER G07490,$83.70
INTRODUCER SHEATH 9FRX0.038IN PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO PERFORMER G07564,$97.34
INTRODUCER SHEATH 8FRX13CMX0.038IN PERQ J TIP STRAIGHT GUIDEWIRE FLEXOR G07856,$225.00
INTRODUCER SHEATH L13 CM OD9 FR ID3.2 MM .038 IN RADIOPAQUE BAND RB DESIGN SMALL CHECK-FLO VALVE PERIPHERAL FLEXOR ADULT,$225.00
INTRODUCER SHEATH 8FRX0.038INX30CM PERQ J TIP STRAIGHT GUIDEWIRE FLEXOR G07878,$225.00
INTRODUCER SHEATH 14FRX13CM PERQ J TIP STRAIGHT GUIDEWIRE PERFORMER G08024,$189.00
COIL EMBOLIZATION COATED .018INX6-2MMX7CM PLATINUM TORNADO G08259,$323.70
COIL EMBOLIZATION COATED .018INX3-2MMX2CM PLATINUM TORNADO G08261,$323.70
INTRODUCER SHEATH 7FRX30CM PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO FLEXOR G08273,$225.00
SET BIOPSY L60 CM L20 MM OD18 GA ODSEC7 FR CATHETER INTRODUCER CANNULA LIVER,"$1,759.39"
COIL EMBOLIZATION COATED .018INX5-2MMX5CM PLATINUM TORNADO G08356,$323.70
COIL EMBOLIZATION COATED .018INX4-2MMX4CM PLATINUM TORNADO G08357,$323.70
SET GASTROSTOMY L30 CM OD14 FR MKDT 6 SIDE PORT LOCKING PIGTAIL SINGLE LUMEN MALLINCKRODT INSTITUTE MODIFICATION LUER LOCK PLUG WILLS-OGLESBY ULTRATHANE F/GASTROENTERIC FEEDING,$747.25
INTRODUCER SHEATH RADIOPQ 7FRX20CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING APRIMA G08426,$289.71
GUIDEWIRE VASC .018INX60CM STD TP NITNL PLTN PTFE COATD SFT G08427,$132.39
INTRODUCER SHEATH RADIOPQ 5FRX0.021INX7CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO PERFORMER G08434,$84.15
INTRODUCER SHEATH RADIOPQ 6FRX0.038INX13CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO FLEXOR G08681,$225.00
INTRODUCER SHEATH RADIOPQ 6FRX30CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING FLEXOR G08867,$211.50
CATH DIAG PERIPH RADIOPQ CRV MNTE 1 7FRX100CM .038IN GW NYLON STAINLESS STEEL SIDE PORT SHRT TORCON NB ADVANTAGE BEACON G08943,$54.00
INTRODUCER SHEATH RADIOPQ 6FRX30CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO FLEXOR G08969,$211.50
CATH DIAG PERIPH RADIOPQ CURVE APC DAVIS 8FRX100CM .038IN GW NYLON STAINLESS STEEL TWELVE SIDE HOLE LO PRO TORCON NB ADVANTAGE BEACON G08970,$10.80
INTRODUCER SHEATH RADIOPQ 6FRX7CMX0..021IN PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO PERFORMER G09170,$85.95
INTRODUCER SHEATH RADIOPQ 11FRX30CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CK FLO G09256,$568.55
CATHETER DRAINAGE L40 CM OD8.5 FR .038 IN 32 SIDE PORT MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND BILIARY ULTRATHANE AQ STERILE DISPOSABLE,$296.89
CATHETER DRAINAGE L40 CM OD10.2 FR .038 IN 32 SIDE PORT MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND BILIARY ULTRATHANE AQ STERILE DISPOSABLE,$296.89
CATHETER DRAINAGE L40 CM OD12 FR .038 IN 32 SIDE PORT MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND BILIARY ULTRATHANE AQ STERILE DISPOSABLE,$296.89
CATHETER DRAINAGE L40 CM OD14 FR .038 IN 32 SIDE PORT MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND BILIARY ULTRATHANE AQ STERILE DISPOSABLE,$296.89
CATHETER DRAINAGE L25 CM OD8.5 FR .038 IN 6 SIDE PORT MULTIPURPOSE MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND ULTRATHANE AQ STERILE DISPOSABLE,$289.59
CATHETER DRAINAGE L25 CM OD12 FR .038 IN 6 SIDE PORT MULTIPURPOSE MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND ULTRATHANE AQ STERILE DISPOSABLE,$289.59
CATHETER DRAINAGE L25 CM OD14 FR .038 IN 6 SIDE PORT MULTIPURPOSE MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND ULTRATHANE AQ STERILE DISPOSABLE,$289.59
INTRODUCER SHEATH RADIOPQ 16FRX82CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO PERFORMER G09582,$402.55
CATHETER DRAINAGE L25 CM OD8.5 FR .038 IN PIGTAIL SINGLE LUMEN MULTIPURPOSE MAC-LOC LOCKING LOOP 5 SIDEPORT INTRO TIP DESIGN DAWSON-MUELLER ULTRATHANE AQ,$270.46
CATHETER DRAINAGE L25 CM OD10.2 FR .038 IN PIGTAIL SINGLE LUMEN MULTIPURPOSE MAC-LOC LOCKING LOOP 5 SIDEPORT INTRO TIP DESIGN DAWSON-MUELLER ULTRATHANE AQ,$270.46
CATHETER DRAINAGE L45 CM OD12 FR ODSEC18 GA .038 IN 6 SIDE PORT MULTIPURPOSE MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND TROCAR STYLET NEEDLE SINGLE LUMEN ULTRATHANE,$326.73
CATHETER DRAINAGE L40 CM OD18 FR .038 IN PIGTAIL 32 SIDE PORT LUER LOCK COPE TYPE LOOP BILIARY ULTRATHANE AQ,$376.24
COIL EMBOLIZATION COATED .035INX8-4MMX8CM PLATINUM TORNADO G10411,$323.70
COIL EMBOLIZATION COATED .035INX8-5MMX8CM PLATINUM TORNADO G10412,$323.70
COIL EMBOLIZATION COATED .035INX10-5MMX12.5CM PLATINUM TORNADO G10413,$323.70
COIL EMBOLIZATION COATED .035INX4-3MMX2.6CM PLATINUM TORNADO G10414,$323.70
COIL EMBOLIZATION COATED .035INX5-3MMX4.1CM PLATINUM TORNADO G10415,$323.70
COIL EMBOLIZATION COATED .035INX6-3MMX5.8CM PLATINUM TORNADO G10416,$323.70
COIL EMBOLIZATION COATED .035INX7-3MMX8CM PLATINUM TORNADO G10417,$323.70
CATHETER BLN PERIPH 5.3FX10X80 G10851,$357.94
SET CATHETERIZATION OD5.5 FR .015 IN FALLOPIAN TUBE TORQUE CONTROL NITINOL,$748.04
INTRODUCER SHEATH RADIOPQ 7FRX0.038INX13CM HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO FLEXOR G11211,$225.00
GUIDEWIRE VASC .018INX120CM CRV TP NITNL PLTN PTFE COATD SHRT G11365,$946.82
CATHETER ANGIOGRAPHIC L100 CM OD5 FR .038 IN SHETTY-050181 BEACON TORCON NB ADVANTAGE,$180.77
CATH DIAG PERIPH RADIOPQ CRV SIM2 5FRX100CM .038IN GW NYLON STAINLESS STEEL CEREBRAL SLIP CATH BEACON G11992,$216.00
CATH INTRO PERIPH RADIOPQ 9FRX70CM .038IN GW NYLON STAINLESS STEEL BRD TOUHY BRST G12606,$225.00
INTRODUCER SHEATH RADIOPQ 6FRX0.038INX40CM HYDRPHLC CTD RAABE MODIFICATION WITHOUT GUIDEWIRE SHORT DILATOR TIP HEMOSTASIS VALVE CK FLO G12675,$236.55
INTRODUCER VASCULAR RADIOPQ 20FRX40CM HYDRPHLC CTD PERFORMER G12830,"$1,489.85"
INTRODUCER VASCULAR RADIOPQ 24FRX65CM HYDRPHLC CTD CHECK FLO PERFORMER G12833,"$1,489.85"
INTRODUCER SHEATH RADIOPQ 8FRX0.038INX40CM HYDRPHLC CTD RAABE MODIFICATION SHORT DILATOR TIP CHECK FLO FLEXOR G12884,$236.55
INTRODUCER SHEATH RADIOPQ 13CMX10FRX0.038IN HYDRPHLC CTD LARGE VALVE ASSEMBLY CHECK FLO FLEXOR G13031,$228.25
INTRODUCER SHEATH RADIOPQ 10FRX80CM HYDRPHLC CTD LARGE VALVE ASSEMBLY FLEXOR G13033,$332.00
SET BIOPSY L70 CM L20 MM OD19 GA ODSEC7 FR VALVE ADAPTER STIFFENING CANNULA DESILETS-HOFFMAN INTRODUCER SHEATH CATHETER F/RENAL ACCESS,"$1,888.25"
INTRODUCER SHEATH RADIOPQ 5FRX0.018IN HYDRPHLC CTD TOUHY BRST PERFORMER G13278,$475.59
CATH DIAG PERIPH RADIOPQ CRV VISC 5FRX80CMX.038IN .038IN GW NYLON STAINLESS STEEL BRD SLIP CATH BEACON G13433,$216.00
CATHETER INTRAUTERINE 7FRX30CM 30CM 7FR BALLOON TIP G17870,$171.00
CANNULA INTRAUTERINE L18 CM OD12 FR C5-3 ML BALLOON SYRINGE CERVICAL SILICONE,$313.33
GUIDEWIRE ENDOSCOPIC 0.035INX60X7CM BILIARY ANGLED TIP STIFF SHAFT NITINOL SLIP COATED ROADRUNNER G17850,$289.17
CATHETER SALPINGOGRAPHY L40 CM OD5 FR 65 DEG BEACON SELECTIVE ANGLED RADIOPAQUE (G17359),$231.36
CATH DIAG PERIPH RADIOPQ 2.3FRX.014INX90CM .014IN GW STAINLESS STEEL BRD CXI G18372,$643.25
CATH DIAG PERIPH RADIOPQ 2.3FRX150CMX.014IN .014IN GW STAINLESS STEEL BRD CXI G18376,$643.25
STENT PERIPHERAL DRUG ELUTING 6X40MMX125CM OVER THE WIRE NITNOL ZILVER PTX XXXXXXXXX G38463,"$4,582.50"
STENT PERIPHERAL DRUG ELUTING 6X60MMX125CM OVER THE WIRE NITNOL ZILVER PTX XXXXXXXXX G38479,"$5,830.50"
STENT PERIPHERAL DRUG ELUTING 6X80MMX125CM OVER THE WIRE NITINOL ZILVER PTX G38480,"$7,000.50"
STENT PERIPHERAL DRUG ELUTING 7X40MMX125CM OVER THE WIRE NITINOL ZILVER PTX G38486,"$4,582.50"
STENT PERIPHERAL DRUG ELUTING 7X60MMX125CM OVER THE WIRE NITINOL ZILVER PTX G38487,"$2,915.25"
STENT PERIPHERAL DRUG ELUTING 7X80MMX125CM OVER THE WIRE NITINOL ZILVER PTX G38488,"$7,000.50"
STENT PERIPHERAL DRUG ELUTING 6X100MMX125CM OVER THE WIRE NITINOL ZLIVER PTX XXXXXXXXX G38481,"$7,000.50"
STENT PERIPHERAL DRUG ELUTING 7X100MMX125CM OVER THE WIRE NITINOL ZILVER PTX G38489,"$7,000.50"
GUIDEWIRE VASC .035INX10X110CM CRV TP NITNL PLTN PTFE COATD SHRT G26957,$228.25
CATH DIAG PERIPH RADIOPQ CRV ROBTS UTRN CRV 5FRX80CM .035IN GW DBL WRE TORCON NB ADVANTAGE BEACON G26973,$54.00
COIL EMBOLIZATION COATED .035INX10MMX14CM PLATINUM NESTER G26991,$323.70
COIL EMBOLIZATION COATED .035INX12MMX14CM PLATINUM NESTER G26992,$323.70
COIL EMBOLIZATION COATED .035INX6MMX14CM PLATINUM NESTER G26994,$323.70
COIL EMBOLIZATION COATED .035INX8MMX14CM PLATINUM NESTER G26995,$323.70
INTRODUCER CATHETER RADIOPQ 85CMX18FRX5.9MM TISS PERFORMER G27025,$402.55
CATHETER DRAINAGE L60 CM OD10.2 FR .038 IN MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND MULTIPURPOSE HYDROPHILIC,$567.22
INTRODUCER SHEATH RADIOPQ 7CMX3FRX0.021IN HYDRPHLC CTD ANSEL1 CK FLO G28955,$108.77
INTRODUCER SHEATH RADIOPQ 6FRX45CM HYDRPHLC CTD ANSEL1 FLEXOR G29982,$202.50
INTRODUCER SHEATH RADIOPQ 6FRX45CM HYDRPHLC CTD ANSEL2 FLEXOR G29983,$202.50
INTRODUCER SHEATH RADIOPQ 7FRX45CM HYDRPHLC CTD ANSEL1 FLEXOR G29985,$216.50
INTRODUCER SHEATH RADIOPQ 7FRX45CM HYDRPHLC CTD ANSEL2 FLEXOR G29986,$216.50
INTRODUCER SHEATH L90 CM OD6 FR ID2.2 MM .018-.038 IN MULTIPURPOSE ANSEL GUIDING CHECK-FLO VALVE PERIPHERAL FLEXOR ADULT,$415.00
INTRODUCER SHEATH RADIOPQ 7FRX0.1INX55CM HYDRPHLC CTD ANSEL2 FLEXOR G29999,$240.12
CATHETER BALLOON DILATATION L23 CM OD9 FR C2 ML INTRAUTERINE,$290.50
CATH DIAG PERIPH RADIOPQ CRV KMP 4FRX40CM .038IN GW MULTIPURPOE SLIP CATH G31018,$188.91
CATH DIAG PERIPH RADIOPQ CRV PGTL 5FRX100CM .035IN GW NYLON SIDE PORT SZ10 AUROUS BEACON G31216,$459.61
INTRODUCER SHEATH RADIOPQ 5FRX0.038INX30CM HYDRPHLC CTD ANSEL2 CHECK FLO FLEXOR G32194,$225.00
INTRODUCER SHEATH RADIOPQ 10FRX40CM HYDRPHLC CTD ANSEL2 FLEXOR G32233,$240.70
FILTER VASCULAR L50 MM L65 CM OD30 MM ODSEC8.5 FR RETRIEVABLE MRI SAFE FEMORAL GUNTHER TULIP STERILE DISPOSABLE,"$3,412.50"
FILTER VASCULAR L50 MM L65 CM OD30 MM ODSEC8.5 FR PRELOADED 3 WAY STOPCOCK JUGULAR GUNTHER TULIP STERILE DISPOSABLE,"$3,412.50"
INTRODUCER SHEATH RADIOPQ 10FRX38.5CM HYDRPHLC CTD ANSEL2 G36126,"$2,242.50"
STENT PERIPHERAL BILIARY 12X40MMX80CM OVER THE WIRE NITINOL ZILVER 635 G36229,"$2,535.00"
STENT PERIPHERAL BILIARY 12X60MMX80CM OVER THE WIRE NITINOL ZILVER 635 G36230,"$2,535.00"
STENT PERIPHERAL BILIARY 12X80MMX80CM OVER THE WIRE NITINOL ZILVER 635 G36231,"$2,535.00"
STENT PERIPHERAL BILIARY 14X80MMX80CM OVER THE WIRE NITINOL ZILVER 635 G36236,"$2,535.00"
CATH DIAG PERIPH RADIOPQ CRV SIM2 6.5FRX125CM .035IN GW NYLON STAINLESS STEEL BRD HYDRPHYL SLIP CATH BEACON G36363,$311.25
NEEDLE BIOPSY L22.1 CM L15 CM OD14 GA ODSEC11 GA BONE ACCESS OSTEO-SITE MURPHY COAXIAL M2,$417.12
NEEDLE BIOPSY L22.1 CM L15 CM OD16 GA ODSEC13 GA BONE ACCESS OSTEO-SITE MURPHY COAXIAL M2,$417.12
STENT PERIPHERAL ILIAC ARTERY 6FRX8X40MMX80CM OVER THE WIRE NITINOL ZILVER 635 G43856,"$2,535.00"
STENT PERIPHERAL ILIAC ARTERY 6FRX8X60MMX80CM OVER THE WIRE NITINOL ZILVER 635 G43857,"$2,535.00"
STENT PERIPHERAL ILIAC ARTERY 6FRX10X40MMX80CM OVER THE WIRE NITINOL ZILVER 635 G43866,"$2,535.00"
STENT PERIPHERAL ILIAC ARTERY 6FRX10X60MMX80CM OVER THE WIRE NITINOL ZILVER 635 G43867,"$2,535.00"
STENT PERIPHERAL ILIAC ARTERY 6FRX10X80MMX80CM OVER THE WIRE NITINOL ZILVER 635 G43868,"$2,535.00"
