Roper St. Francis Healthcare Hospital Facilities,,
2019 Standard Charges,,
,,
ITEM,DESCRIPTION,CHARGE
2747,lidocaine-prilocaine 2.5%-2.5% Cream 5 gm,$20.70 
29676,"LIGHT CHAIN ASSAY, EA",$64.00 
6182,linaclotide 290 mcg Cap,$51.65 
5955,linagliptin 5 mg Tab,$47.70 
2504,lindane 1% Lotion 60 mL,$490.50 
2503,lindane 1% Shampoo 60 mL,$490.50 
4664,linezolid 100 mg/5 mL Oral Liquid 150 mL,$501.00 
4199,linezolid 2 mg/mL IV Soln 300 mL,$245.80 
4239,linezolid 600 mg Tab,$108.20 
1937,liothyronine 10 mcg/mL IV Soln 1 mL,"$1,049.10 "
869,liothyronine 25 mcg Tab,$3.25 
868,liothyronine 5 mcg Tab,$3.05 
873,liotrix (levothyroxine 12.5 mcg-liothyronine 3.1 mcg) Tab,$2.65 
871,liotrix (levothyroxine 25 mcg-liothyronine 6.25 mcg) Tab,$2.65 
872,liotrix (levothyroxine 50 mcg-liothyronine 12.5 mcg) Tab,$3.15 
21174,LIPASE BK,$177.00 
21788,LIPASE BODY FLUID,$177.00 
21176,LIPID PANEL,$191.00 
29298,LIPOPROTEIN(A),$138.00 
1753,liposomal DOXOrubicin 2 mg/mL IV Disp 10 mL,"$3,907.90 "
5741,liposomal DOXOrubicin 2 mg/mL IV Disp 25 mL,"$9,899.95 "
5572,Liquid Protein Oral Supplement,$5.80 
5971,Liquid Protein Vitamin C Zinc Arginine,$9.40 
5651,liraglutide 18 mg/3 mL Subcut Soln 3 mL,"$1,060.15 "
874,lisinopril 10 mg Tab,$2.65 
876,lisinopril 20 mg Tab,$2.65 
875,lisinopril 5 mg Tab,$2.65 
21882,LISTERIA MONOCYTOGENES,$84.00 
21908,LISTERIA MONOCYTOGENES - BCID,$84.00 
21178,LITHIUM,$231.00 
879,lithium 300 mg ER Tab,$2.65 
880,lithium 300 mg Tab,$2.65 
1938,lithium 300 mg/5 mL (8 mEq/5 mL) Oral Syrup 500 mL,$2.65 
881,lithium 450 mg ER Tab,$2.65 
51372,LITHOTRIPSY (OR),"$17,472.00 "
28410,LIVER - KIDNEY MICROSOME AB,$371.00 
5653,l-methylfolate 7.5 mg Tab,$8.05 
289,lomustine 10 mg Cap,$88.05 
291,lomustine 100 mg Cap,$278.05 
290,lomustine 40 mg Cap,$228.10 
1942,loperamide 1 mg/5 mL Oral Liquid 10 mL,$1.55 
292,loperamide 2 mg Cap,$2.65 
4834,lopinavir-ritonavir 200 mg-50 mg Tab,$39.50 
4327,lopinavir-ritonavir 400 mg-100 mg/5 mL Oral Liquid 160 mL,$74.00 
882,loratadine 10 mg Tab,$2.65 
4418,loratadine 5 mg/5 mL Oral Syrup 120 mL,$2.65 
3535,loratadine-PSE 10 mg-240 mg ER Tab,$2.65 
883,loratadine-PSE 5 mg-120 mg ER Tab,$5.05 
884,LORazepam 0.5 mg Tab,$4.80 
885,LORazepam 1 mg Tab,$4.80 
3981,LORazepam 2 mg/mL Inj Soln 1 mL,$48.80 
4687,LORazepam 2 mg/mL Inj Soln 10 mL,$48.80 
4860,LORazepam 2 mg/mL Oral Conc 30 mL,$4.80 
3982,LORazepam 4 mg/mL Inj Soln 1 mL,$48.80 
889,losartan 25 mg Tab,$2.65 
3541,losartan 50 mg Tab,$2.65 
6034,loteprednol 0.5% Ophth Gel 5 gm,$658.00 
6043,loteprednol 0.5% Ophth Susp 10 mL,"$1,237.80 "
5743,loteprednol 0.5% Ophth Susp 5 mL,$820.10 
5892,loteprednol ophthalmic 0.5% Oin,$925.95 
890,lovastatin 20 mg Tab,$2.65 
5229,lovastatin-niacin 20 mg-1000 mg ER Tab,$16.65 
5227,lovastatin-niacin 20 mg-500 mg ER Tab,$33.20 
5226,lovastatin-niacin 20 mg-750 mg ER Tab,$38.20 
5228,lovastatin-niacin 40 mg-1000 mg ER Tab,$18.75 
295,loxapine 25 mg Cap,$3.05 
293,loxapine 5 mg Cap,$2.65 
14758,LTD-1 MUSC EXTREM/NON-LIMB MUSC,$255.00 
4869,lubiprostone 24 mcg Cap,$28.00 
5602,lubiprostone 8 mcg Cap,$28.00 
27550,LUI FREEZE THAW ELUTION,$566.00 
55046,LUMBAR FACET NEUROLYSIS,"$4,076.00 "
6170,lurasidone 20 mg tablet,$139.35 
6199,lurasidone 40 mg Tab,$134.20 
60168,LV PACING AND RECORD ADD-ON,"$3,398.00 "
29776,LYME DIS WSTRN BLOT EA-P,$84.00 
20760,LYME DISEASE WESTERN BLOT,$40.00 
28416,LYMES AB,$139.00 
4224,lymphocyte immune globulin anti-thymocyte (equine) 50 mg/mL IV Soln 5 mL,"$1,298.45 "
29340,LYMPHOCYTE SUBSET PANEL 5 - SFX,$162.00 
5245,lysine 500 mg Tab,$0.15 
28418,LYSOZYME SERUM (MURAMIDASE),$514.00 
26206,M. TUBERCULOSIS SUSCEPTIBILITY,$19.00 
28556,MACROAMYLASE ISO,$123.00 
74450,MAESTRO V-BLOCK,"$30,000.00 "
4408,mafenide 5% Topical Powder for Recon,$138.75 
21182,MAGNESIUM BLOOD BK,$131.00 
894,magnesium chloride-calcium carbonate 64 mg-112 mg DR Tab,$0.15 
1390,magnesium citrate 1.745 g/30 mL Oral Liquid 296 mL,$1.30 
893,magnesium gluconate 500 mg Tab,$0.20 
2508,magnesium hydroxide 8% Oral Susp 30 mL,$0.70 
897,magnesium oxide 400 mg (241.3 mg elemental magnesium) Tab,$0.15 
6010,magnesium sulfate 1 g/125 mL IV Soln 125 mL,$38.20 
4556,magnesium sulfate 1 gm/100 ml premix,$38.20 
4556,magnesium sulfate 1 gm/100 ml premix,$38.20 
5209,magnesium sulfate 2 g / 50 mL,$73.45 
4571,magnesium sulfate 4 gm/100 ml premix,$38.20 
2977,magnesium sulfate 40 mg/mL Inj Soln 1000 mL,$38.65 
3539,magnesium sulfate 50% Inj Soln 10 mL,$38.20 
1948,magnesium sulfate 50% Inj Soln 2 mL,$38.20 
5692,Magnesium Sulfate 6gm premade D5W/150ml,$38.20 
2510,magnesium sulfate Oral and Topical Powder-Recon 454 gm,$1.40 
21552,MAGNESIUM THERAPEUTIC,$134.00 
21554,MAGNESIUM URINE 24 HR,$93.00 
21184,MAGNESIUM URINE RANDOM,$100.00 
22058,"MAGNESIUM, RBC",$46.00 
26184,"MAGNESIUM, URINE - REF LAB",$29.00 
23068,MALARIA SMEAR,$233.00 
29608,MAN ISH EA SPEC 1ST PROBE,$271.00 
29000,MANGANESE PLASMA,$264.00 
29002,MANGANESE WHOLE BLOOD,$93.00 
1383,mannitol 20% IV Soln 500 mL,$58.40 
1949,mannitol 25% IV Soln 50 mL,$38.20 
5746,mannitol Inh Kit,$20.35 
21842,MANNOSE-BINDING LECTIN (MBL),$98.00 
21782,"MANUAL ISH EA SPEC, ADDL PROBE",$271.00 
899,maprotiline 25 mg Tab,$5.95 
5390,maraviroc 150 mg Tab,$111.05 
5391,maraviroc 300 mg Tab,$111.05 
79784,MATRISTEM POWDER 1 MG (1000 MG),$7.00 
79782,MATRISTEM POWDER 1 MG (500 MG),$8.00 
79998,MD-VENDOR SUPPLIED DEVICE,$1.00 
1419,measles/mumps/rubella virus vaccine Subcut Inj,$321.80 
2813,mechlorethamine 10 mg Inj,"$1,069.95 "
901,meclizine 12.5 mg Tab,$3.15 
902,meclizine 25 mg Tab,$2.65 
296,meclofenamate 50 mg Cap,$21.25 
22044,MECONIUM DRUG SCREEN,$126.00 
16200,MED SURG PRIVATE,"$2,107.00 "
16204,MED SURG PRIVATE OTHER,"$2,107.00 "
16202,MED SURG SEMI-PRIVATE,"$2,107.00 "
904,medroxyPROGESTERone 10 mg Tab,$2.65 
1952,medroxyPROGESTERone 150 mg/mL IM Susp 1 mL,$422.75 
903,medroxyPROGESTERone 2.5 mg Tab,$2.65 
1951,medroxyPROGESTERone 400 mg/mL IM Susp 2.5 mL,$689.60 
13626,MEDS (SQ/IM),$131.00 
13627,MEDS (SQ/IM) BK W/PROC,$75.00 
13681,MEDS INTRA-ART BK W/PROC,$200.00 
13829,MEDS IV PUSH ADD NEW BK W/PROC,$65.00 
13841,MEDS IV PUSH ADD SAME BK W/PROC,$65.00 
13828,MEDS IV PUSH EA ADD NEW DRUG,$65.00 
13840,MEDS IV PUSH EA ADD SAME DRUG,$65.00 
13636,MEDS IV PUSH INITIAL DRUG,$200.00 
13637,MEDS IVP INTL DRUG BK W/PROC,$200.00 
907,megestrol 40 mg Tab,$2.65 
1954,megestrol 40 mg/mL Oral Susp 10 mL,$11.50 
23156,MELANIN URINE RANDOM,$207.00 
6372,melatonin 3 mg Tab,$0.30 
6373,melatonin 5 mg Tab,$0.30 
4639,meloxicam 7.5 mg Tab,$2.65 
908,melphalan 2 mg Tab,$53.10 
1955,melphalan 50 mg IV Inj,"$4,472.00 "
4651,memantine 10 mg Tab UD,$31.90 
5238,memantine 5 mg Tab,$31.90 
22040,MENINGITIS/ENCEPH PANEL CSF,$682.00 
6090,meningococcal conjugate vaccine group ACYW IM Soln 0.5 mL,$295.20 
2853,meningococcal polysaccharide vaccine group ACYW single dose Subcut Inj,$565.65 
5981,menthol-zinc oxide 0.44%-20.625% Topical Oint 71 gm,$20.60 
909,mepenzolate 25 mg Tab,$11.65 
29008,MEPERIDINE (DEMEROL),$326.00 
4783,meperidine 10 mg/mL Inj Soln 25 mL,$48.80 
1960,meperidine 100 mg/mL Inj Soln 1 mL,$48.80 
4361,meperidine 25 mg/0.5 mL Inj Soln 0.5 mL,$48.80 
1957,meperidine 25 mg/mL Inj Soln 1 mL,$48.80 
4362,meperidine 50 mg/mL Inj Soln 1 mL,$48.80 
1959,meperidine 75 mg/mL Inj Soln 1 mL,$48.80 
3049,mepivacaine 1% PF Inj Soln 30 mL,$38.20 
2516,mepivacaine 1.5% PF Inj Soln 30 mL,$43.35 
2518,mepivacaine 2% PF Inj Soln 20 mL,$38.20 
5516,mepivacaine 3% Inj Soln 1.8 mL,$38.20 
6177,Mepolizumab 100 mg inj,"$10,502.25 "
913,meprobamate 200 mg Tab,$33.40 
914,meprobamate 400 mg Tab,$11.90 
915,mercaptopurine 50 mg Tab,$8.95 
28422,MERCURY BLOOD,$101.00 
29012,MERCURY URINE,$101.00 
2810,meropenem 1 g FlipTop vial,$57.80 
6299,meropenem 1 g/ 50 mL Duplex,$112.45 
2811,meropenem 500 mg FlipTop vial,$38.20 
6158,meropenem 500 mg/50 mL Duplex,$80.10 
6335,meropenem-vaborbactam 1 g-1 g Pow,$755.20 
6201,mesalamine 1.2 g Tab,$38.45 
4763,mesalamine 1000 mg Rectal Supp,$151.95 
299,mesalamine 250 mg ER Cap,$3.60 
1962,mesalamine 4 g/60 mL Enema 60 mL,$79.60 
6000,mesalamine 400 mg DR Cap,$18.15 
5451,mesalamine 500 mg ER Cap,$24.10 
72810,MESH (IMPLANTABLE) LEVEL 1,$150.00 
72828,MESH (IMPLANTABLE) LEVEL 10,"$3,947.00 "
72830,MESH (IMPLANTABLE) LEVEL 11,"$6,663.00 "
72832,MESH (IMPLANTABLE) LEVEL 12,"$9,693.00 "
72812,MESH (IMPLANTABLE) LEVEL 2,$483.00 
72814,MESH (IMPLANTABLE) LEVEL 3,$706.00 
72816,MESH (IMPLANTABLE) LEVEL 4,"$1,118.00 "
72818,MESH (IMPLANTABLE) LEVEL 5,"$1,330.00 "
72820,MESH (IMPLANTABLE) LEVEL 6,"$1,733.00 "
72822,MESH (IMPLANTABLE) LEVEL 7,"$1,833.00 "
72824,MESH (IMPLANTABLE) LEVEL 8,"$2,191.00 "
72826,MESH (IMPLANTABLE) LEVEL 9,"$2,574.00 "
1963,mesna 100 mg/mL Inj Soln 10 mL,$38.20 
4507,mesna 400 mg Tab,$369.65 
29664,METANEPHRINES BLOOD,$175.00 
28426,METANEPHRINES URINE 24 HR,$119.00 
4673,metaxalone 800 mg Tab,$12.35 
46034,METERED DOSE INHALER INITIAL,$184.00 
46032,METERED DOSE INHALER SUBSEQUENT,$184.00 
4373,metFORMIN 500 mg ER Tab,$2.65 
922,metFORMIN 500 mg Tab,$2.65 
4689,metFORMIN 750 mg ER Tab,$2.65 
921,metFORMIN 850 mg Tab,$2.65 
5225,metFORMIN-pioglitazone 500 mg-15 mg Tab,$19.15 
5224,metFORMIN-pioglitazone 850 mg-15 mg Tab,$44.65 
5236,metFORMIN-rosiglitazone 1000 mg-2 mg Tab,$12.05 
5235,metFORMIN-rosiglitazone 1000 mg-4 mg Tab,$20.45 
5233,metFORMIN-rosiglitazone 500 mg-2 mg Tab,$12.05 
5234,metFORMIN-rosiglitazone 500 mg-4 mg Tab,$12.05 
5397,methacholine 100 mg Inh Recon Powder,$268.95 
133,methadone 10 mg Tab,$4.80 
5708,methadone 10 mg/mL Inj Soln 20 mL,$74.35 
4842,methadone 10 mg/mL Oral Conc 30 mL,$4.80 
3555,methadone 5 mg Tab,$4.80 
5266,methazolAMIDE 50 mg Tab,$25.30 
21186,METHEMOGLOBIN QUANT - P,$78.00 
925,methenamine hippurate 1 g Tab,$8.85 
927,methenamine mandelate 1 g Tab,$6.30 
5269,methenamine-sodium acid phosphate 500 mg-500 mg Tab,$2.70 
928,methIMAzole 10 mg Tab,$2.65 
929,methIMAzole 5 mg Tab,$2.65 
930,methocarbamol 500 mg Tab,$2.65 
931,methocarbamol 750 mg Tab,$2.65 
2909,methohexital 500 mg IV Inj,$284.70 
21190,METHOTREXATE (MEXATE),$835.00 
5607,methotrexate 10 mg Tab,$133.90 
933,methotrexate 2.5 mg Tab,$14.15 
5840,methotrexate 25 mg/mL Inj Soln 10 mL,$47.45 
1970,methotrexate 25 mg/mL PF Inj Soln 2 mL,$13.40 
3028,methotrexate 25 mg/mL PF Inj Soln 40 mL,$81.05 
5895,methotrexate 5 mg Tab,$66.95 
300,methsuximide 300 mg Cap,$15.30 
934,methyclothiazide 5 mg Tab,$9.50 
2748,methyl salicylate Cream,$1.25 
1391,methyl salicylate Topical Oil 60 mL,$5.25 
2641,methylcellulose 2 g/19 g Pow UD,$0.25 
937,methyldopa 250 mg Tab,$2.65 
938,methyldopa 500 mg Tab,$2.65 
1974,methyldopate 50 mg/mL IV Soln 5 mL,$254.50 
1298,methylene blue 10 mg/mL Inj Soln 1 mL,$86.50 
1299,methylene blue 10 mg/mL Inj Soln 10 mL,$722.90 
6218,methylene blue 5 mg/mL Sol,$739.80 
942,methylergonovine 0.2 mg Tab,$277.75 
1975,methylergonovine 0.2 mg/mL Inj Soln 1 mL,$57.90 
29300,METHYLMALONIC ACID,$377.00 
5553,methylnaltrexone 12 mg/0.6 mL Subcut Soln 0.6 mL,$538.30 
6181,methylnaltrexone 8 mg/0.4 mL Subcut Soln 0.4 mL,$538.35 
944,methylphenidate 10 mg Tab,$4.80 
945,methylphenidate 20 mg Tab,$4.80 
946,methylphenidate 20 mg/8 hr ER Tab,$11.80 
943,methylphenidate 5 mg Tab,$4.80 
1981,methylPREDNISolone 1 g Inj,$133.75 
1979,methylPREDNISolone 125 mg preservative-free Inj,$41.60 
948,methylPREDNISolone 16 mg Tab,$25.50 
5343,methylPREDNISolone 2 g Inj,$332.50 
947,methylPREDNISolone 4 mg Tab,$4.75 
1978,methylPREDNISolone 40 mg preservative-free Inj,$38.20 
1976,methylPREDNISolone 40 mg/mL Inj Susp 1 mL,$38.20 
1980,methylPREDNISolone 500 mg Inj,$91.55 
1977,methylPREDNISolone 80 mg/mL Inj Susp 1 mL,$50.70 
953,metoclopramide 10 mg Tab,$2.65 
951,metoclopramide 5 mg Tab,$2.65 
1984,metoclopramide 5 mg/5 mL Oral Syrup 10 mL,$2.65 
1987,metoclopramide 5 mg/mL Inj Soln 2 mL,$38.20 
956,metOLazone 10 mg Tab,$7.25 
954,metOLazone 2.5 mg Tab,$8.35 
955,metOLazone 5 mg Tab,$6.90 
960,metoprolol succinate 100 mg ER Tab,$7.30 
4602,metoprolol succinate 25 mg ER Tab,$3.10 
959,metoprolol succinate 50 mg ER Tab,$5.10 
1988,metoprolol tartrate 1 mg/mL Inj Soln 5 mL,$38.20 
958,metoprolol tartrate 100 mg Tab,$2.65 
4697,metoprolol tartrate 25 mg Tab,$2.65 
957,metoprolol tartrate 50 mg Tab,$2.65 
2976,metroNIDAZOLE 0.75% Cream 45 gm,$482.20 
2521,metroNIDAZOLE 0.75% Topical Gel 45 gm,$465.30 
2522,metroNIDAZOLE 0.75% Vag Gel with applicator 70 gm,$440.85 
964,metroNIDAZOLE 250 mg Tab,$2.65 
4620,metroNIDAZOLE 250 mg/50 mL Sol,$38.20 
965,metroNIDAZOLE 500 mg Tab,$2.65 
2130,metroNIDAZOLE 500 mg/100 mL IV Soln 100 mL,$38.20 
2130,metroNIDAZOLE 500 mg/100 mL IV Soln 100 mL,$38.20 
301,mexiletine 150 mg Cap,$3.70 
302,mexiletine 200 mg Cap,$3.55 
5511,mexiletine 250 mg Cap,$5.25 
28432,MHE IGG AB TITER - P,$131.00 
28434,MHE IGM AB TITER - P,$131.00 
6227,micafungin 100 mg Pow,$397.45 
4793,micafungin 50 mg IV Inj,$38.20 
2643,miconazole 100 mg Vag Supp,$0.40 
2523,miconazole 2% Cream 15 gm,$29.10 
3563,miconazole 2% Cream 28.4 gm,$1.75 
3278,miconazole 2% Topical Powder 90 gm,$3.65 
2524,miconazole 2% Vag Cream 45 gm,$5.70 
445,miconazole 200 mg Vag Supp,$11.60 
21960,MICROALBUMIN 24 HOUR URINE QUANT,$138.00 
21962,MICROALBUMIN RANDOM URINE QUANT,$138.00 
28558,MICROALBUMIN URINE RANDOM QUANT,$211.00 
23292,MICRODISSECTION MANUAL,$98.00 
5316,microfibrillar collagen hemostat Film,$291.15 
22074,MICROPOLYSPORA FAENI ABS,$67.00 
1993,midazolam 1 mg/mL Inj Soln 2 mL,$48.80 
1992,midazolam 1 mg/mL Inj Soln 5 mL,$48.80 
4693,midazolam 1 mg/mL-NaCl 0.9% Inj Soln 100 mL,$215.55 
5796,midazolam 2 mg/mL Oral Syrup 5 mL,$18.05 
1994,midazolam 5 mg/mL Inj Soln 1 mL,$48.80 
1991,midazolam 5 mg/mL Inj Soln 10 mL,$48.80 
6244,midazolam 5 mg/mL Inj Soln 5 mL,$48.80 
1990,midazolam 5 mg/mL PF Inj Soln 2 mL,$48.80 
74398,MIDDLE EAR PROSTHESIS SEMI-IMPLNT,"$1,346.00 "
13402,MIDLINE PLACEMENT,"$1,032.00 "
967,midodrine 5 mg Tab,$4.35 
4646,miglitol 25 mg Tab,$9.85 
5890,milnacipran 25 mg Tab,$22.65 
5645,milnacipran 50 mg Tab,$22.65 
1995,milrinone 1 mg/mL IV Soln 20 mL,$38.20 
2137,milrinone 40 mg/200 mL (200 mcg/mL) D5W Premix,$122.55 
5948,mineral oil Enema 133 mL,$1.65 
2502,mineral oil Liquid 10 mL,$42.25 
2723,mineral oil Oral Liquid 473 mL,$0.35 
305,minocycline 100 mg Cap,$3.10 
2812,minocycline 100 mg IV Inj,$675.30 
304,minocycline 50 mg Cap,$2.65 
12120,MINOR PROC/SURGERY LEVEL 1 BRKLY,$91.00 
12122,MINOR PROC/SURGERY LEVEL 2 BRKLY,$179.00 
12124,MINOR PROC/SURGERY LEVEL 3 BRKLY,$321.00 
12126,MINOR PROC/SURGERY LEVEL 4 BRKLY,$591.00 
12128,MINOR PROC/SURGERY LEVEL 5 BRKLY,$886.00 
969,minoxidil 10 mg Tab,$2.65 
968,minoxidil 2.5 mg Tab,$2.65 
6073,mirabegron 25 mg ER Tab,$50.85 
6051,mirabegron 50 mg ER Tab,$50.85 
5674,mirtazapine 15 mg Dis Tab,$3.50 
3097,mirtazapine 15 mg Tab,$2.65 
971,mirtazapine 30 mg Tab,$2.65 
29574,MISC ANAT PATH REF,$243.33 
72762,MISC CARDIAC IMPLANT,"$5,133.00 "
74391,MISC GENERAL IMPLANT,"$1,908.11 "
74389,MISC ORTHO IMPLANT,"$1,242.20 "
4318,miSOPROStol   25 mcg 1/4 of a 100 mcg Tablet,$2.65 
973,miSOPROStol  100 mcg Tab,$4.25 
972,miSOPROStol  200 mcg Tab,$6.40 
4319,miSOPROStol  50 mcg 1/2 of a 100 mcg Tablet,$2.65 
40428,MIST THERAPY-CELLERATION,$335.00 
21728,MITITANE LEVEL,$216.00 
28074,MITOCHONDRIAL SCRN AB,$487.00 
5662,mitoMYcin 0.2 mg Ophth Kit,"$1,198.35 "
5843,mitoMYcin 40 mg IV Inj,"$2,601.65 "
1996,mitoXANTRONE 2 mg/mL IV Soln 10 mL,$386.10 
37562,MLC DEVICE IMRT PER PLAN,$794.00 
31736,MM DIG DIAG MAM BILAT TOMO,$599.00 
31738,MM DIG DIAG MAM UNILAT TOMO,$353.00 
31714,MM DIG MAM BILAT SCRN GLBL TOMO,$244.00 
31722,MM DIG MAM UNILAT SCRN GLBL TOMO,$148.00 
31712,MM DIG SCRN MAM BILAT TOMO,$244.00 
31720,MM DIG SCRN MAM UNILAT TOMO,$148.00 
31718,MM DIG SCRN MAM W/IMP GLBL TOMO,$389.00 
31716,MM DIG SCRN MAM W/IMPLANTS TOMO,$389.00 
31606,MM DUCTOGRAM/GALAC SINGLE DUCT,"$1,013.00 "
31740,MM TOMO DIG DIAG MAM BILAT/UNILAT,$69.00 
31724,MM TOMO DIG SCRN MAM BILAT,$69.00 
31732,MM TOMO DIG SCRN MAM UNILAT,$69.00 
34298,MM US AXILLARY LYMPH NODES,$699.00 
34086,MM US BREAST UNILAT LIMITED,$509.00 
14124,MN RE-ASSMNT INDIV PER 15 MIN,$27.00 
14144,MNT GROUP (2 OR MORE) EA 30 MINS,$27.00 
14140,MNT INDIV ASSESS/TRNG EA 15 MINS,$32.00 
14142,MNT INDIV REASSESS/TRNG EA 15MINS,$27.00 
3809,modafinil 200 mg Tab,$7.95 
3565,moexipril 7.5 mg Tab,$3.80 
21744,MOLD IDENTIFICATION,$85.00 
2526,mometasone 0.1% Cream 15 gm,$22.65 
2527,mometasone 0.1% Lotion 30 mL,$35.70 
2749,mometasone 0.1% Topical Oint 15 gm,$21.70 
3969,mometasone 50 mcg/inh Nasal Spray 17 gm,"$1,030.75 "
21470,MONO SCREEN BK,$313.00 
3303,montelukast 10 mg Tab,$2.65 
4827,montelukast 4 mg Oral Granule,$34.80 
3783,montelukast 5 mg Chew Tab,$2.65 
2009,morphine 0.5 mg/mL PF Inj Soln 10 mL,$48.80 
3126,morphine 1 mg/mL Inj Soln 30 mL,$53.85 
3599,morphine 1 mg/mL PF Inj Sol 2 mL,$48.80 
2008,morphine 1 mg/mL PF Inj Soln 10 mL,$48.80 
4692,morphine 1 mg/mL-NaCl 0.9% IV Soln 100 mL,$50.10 
3178,morphine 10 mg/5 mL Oral Soln 5 mL,$4.80 
3976,morphine 10 mg/mL Inj Soln 1 mL,$48.80 
1999,morphine 10 mg/mL PF Inj Soln 20 mL,$48.80 
985,morphine 100 mg/12 hours ER Tab,$17.30 
4455,morphine 100 mg/24 hours ER Cap,$48.20 
976,morphine 15 mg Tab,$4.80 
981,morphine 15 mg/12 hr ER Tab,$4.80 
2006,morphine 2 mg/mL preservative-free Sol,$48.80 
3814,morphine 20 mg/mL Oral Conc 30 mL,$4.80 
5932,morphine 25 mg/mL PF Inj Soln 10 mL,$48.80 
2000,morphine 25 mg/mL PF Inj Soln 20 mL,$48.80 
978,morphine 30 mg Tab,$4.80 
979,morphine 30 mg/12 hr ER Tab,$5.40 
6151,morphine 4 mg/mL preservative-free Sol,$48.80 
3970,morphine 5 mg/mL preservative-free Sol,$48.80 
4317,morphine 50 mg/mL Inj Soln 20 mL,$56.75 
4688,morphine liposomal 10 mg/mL preservative-free Inj Susp ER 1.5 mL,"$2,131.80 "
5963,morphine NEONATAL 0.4 mg/mL Oral Soln 1 mL,$4.80 
79184,MORPHINE PUMP PROGRAMMABLE,"$30,174.00 "
2011,morrhuate sodium 50 mg/mL Inj Soln 30 mL,$353.20 
5565,moxifloxacin 0.5% Ophth Soln 3 mL,$53.00 
4774,moxifloxacin 400 mg Tab,$111.05 
4775,moxifloxacin 400 mg/250 mL IV Soln 250 mL,$274.85 
36452,MR ARTHRO ANKLE W/CTRST,"$3,657.00 "
36448,MR ARTHRO ELBOW W/CTRST,"$3,657.00 "
36434,MR ARTHRO HIP W/CTRST,"$3,657.00 "
36450,MR ARTHRO KNEE W/CTRST,"$3,657.00 "
36446,MR ARTHRO SHOULDER W/CTRST,"$3,657.00 "
36438,MR ARTHRO WRIST W/CTRST,"$3,657.00 "
36214,MR CHEST W/CONTRAST MRI,"$3,657.00 "
36436,MR ENTEROGRAPHY W/WO CTRST MRI,"$4,100.00 "
30512,MR REDUCED/DISC MRI PROC,$707.00 
49002,MSLT MULT SLEEP LATENCY TST GT 6H,"$2,783.00 "
49010,MSLT MULT SLEEP LATENCY TST LT 6H,"$2,783.00 "
28938,MTHFR GENE ANALYSIS,$202.00 
14060,MULTILAYER COMPRESS LEG BILAT,$409.00 
14056,MULTILAYER COMPRESS LEG UNILAT,$409.00 
2667,Multiple Vitamins IV Soln 10 mL,$40.20 
2667,Multiple Vitamins IV Soln 10 mL,$40.20 
2667,Multiple Vitamins IV Soln 10 mL,$40.20 
2725,Multiple Vitamins Oral Liquid 237 mL,$0.15 
987,Multiple Vitamins Tab,$0.15 
988,Multiple Vitamins with Minerals Chew Tab,$0.15 
6313,multivitamin with minerals Antioxidant Multiple Vitamins and Minerals Cap,$0.20 
29026,MUMPS AB,$96.00 
4139,mupirocin 2% Cream 15 gm,$535.85 
3606,mupirocin 2% Nasal Oint 1 gm,$83.30 
2531,mupirocin 2% Topical Oint 22 gm,$36.60 
26208,MYCOBACTERIUM AVIUM MIC,$122.00 
26212,MYCOBACTERIUM CULTURE TYPING,$50.00 
26210,MYCOBACTERIUM IDENTIFICATION,$50.00 
26214,MYCOBACTERIUM MIC,$122.00 
4312,mycophenolate mofetil 200 mg/mL Oral Susp 160 mL,$160.65 
3242,mycophenolate mofetil 250 mg Cap,$2.65 
3932,mycophenolate mofetil 500 mg IV Inj,$532.80 
21748,MYCOPHENOLIC ACID,$112.00 
5426,mycophenolic acid 180 mg DR Tab,$13.50 
29242,MYCOPLASMA PNEUMONIA IGG AB,$187.00 
28076,MYCOPLASMA PNEUMONIA IGM AB,$470.00 
21876,MYCOPLASMA PNEUMONIAE,$84.00 
28458,MYELIN BASIC PROTEIN CSF,$856.00 
62180,MYOCARDIAL STRAIN IMAGING,$908.00 
23072,MYOGLOBIN RANDOM URINE,$268.00 
21192,MYOGLOBIN SERUM,$268.00 
29406,N TELOPEPTIDE BLOOD,$218.00 
28460,N TELOPEPTIDE URINE,$140.00 
4758,nab-PACLitaxel 100 mg IV Inj,"$5,113.00 "
989,nabumetone 500 mg Tab,$2.65 
994,nadolol 20 mg Tab,$16.75 
990,nadolol 40 mg Tab,$19.70 
2817,nafcillin 1 g ADD-vantage,$67.05 
2986,nafcillin 1 g FlipTop vial,$38.20 
6347,nafcillin 10 g Pow,$254.20 
2818,nafcillin 2 g ADD-vantage,$119.40 
2985,nafcillin 2 g FlipTop vial,$55.30 
3622,naftifine 1% Cream 30 gm,$866.55 
5928,naftifine 1% Cream 60 gm,$551.25 
2532,naftifine 1% Topical Gel 40 gm,"$1,108.90 "
72660,NAIL IMPLANT LEVEL 1,"$1,740.00 "
72662,NAIL IMPLANT LEVEL 2,"$4,802.00 "
72664,NAIL IMPLANT LEVEL 3,"$1,724.25 "
2014,nalbuphine 10 mg/mL Inj Soln 1 mL,$38.20 
6001,nalbuphine 10 mg/mL Inj Soln 10 mL,$38.20 
6293,naloxegol 25 mg Tab,$50.95 
2017,naloxone 0.4 mg/mL Inj Soln 1 mL,$91.15 
2017,naloxone 0.4 mg/mL Inj Soln 1 mL,$91.15 
