Charge Description,Charge Amount
KIT KYPHO FRACTURE KPX153PB,"$12,330.50 "
KIT LAP JEJUNAL/TRANSGASTRIC 10229,"$1,335.00 "
KIT LAPAROSCOPIC CARE W\D HELP,$304.08 
KIT LAPAROSCOPIC INSTRUMENT W/ACCESSORIES MIC-KEY J/TJ 16,"$1,335.00 "
KIT LEAD 435135,"$7,857.50 "
KIT LEAD ACCESSORY 518-027,$708.00 
KIT LEAD BLUE PERC 1058-50B,"$4,500.00 "
KIT LEAD INTRODUCER 3550-18,"$1,680.00 "
KIT LONG NAIL   3530-1380S,"$13,595.40 "
KIT LONG NAIL  3430-1360S,"$12,227.25 "
KIT MANIFOLD,$300.00 
KIT MANUAL RETRACTION 20MRK,$900.00 
KIT MATRIX SURGIFLO 2993,"$1,195.20 "
KIT MERIT INFLATION DEVICE,$228.66 
KIT MICRO SUTURETAK AR-1320DSC,"$1,500.00 "
KIT MIDAS REX DIFFUSER PA700,$172.26 
KIT MORCELLATOR GYNECARE,"$2,272.80 "
KIT NAIL LONG 3525-1400S,"$13,595.40 "
KIT NAIL LONG 3530-1440S,"$15,862.00 "
KIT NERVE BLOCK AB-19608-KS,$560.22 
KIT NEURO MONITOR DRILL,"$1,836.00 "
KIT OATS 10MM AR-8981-10S,"$2,970.00 "
KIT OCTRODE LEAD 60CM 3186,"$8,750.00 "
KIT ORAL CLEANSING/SUCTION KIT,$96.48 
KIT ORAL SUCTION W/ CHG RINSE,$124.26 
KIT PATIENT REMOTE PTRC1000,"$4,550.00 "
KIT PEDICAL ACCESS 9733497,"$4,349.34 "
KIT PIN 1.5X40 948230,"$2,046.00 "
KIT PIN 2.0X40 948231,"$2,106.00 "
KIT PIN PX00-0200,"$1,170.00 "
KIT PLEURX DRAINABLE LINE LOCKABLE,$350.10 
KIT POSITIONING SHOULDER 5345,$333.96 
KIT PRIORITY PACK INFLATION DEVICE,$270.00 
KIT PROCEDURE ECTRA II 4116,"$1,518.30 "
KIT PROCEDURE TRU CLEAR 7209827,"$1,886.04 "
KIT PROXIMAL REVISION 8596SC,"$2,400.00 "
KIT PULSAVAC HIP 00515048601,$211.20 
KIT PULSAVAC KNEE 00515047601,$214.92 
KIT RATIO DISPENSER MEGELLAN SA-4400,$270.00 
KIT REPAIR INTERNALBRACE LIGAMENT AR-1678-CP,"$5,850.00 "
KIT REVISION 3550-10,"$1,740.00 "
KIT RHINO BLUE  G2 6FR G53178,"$2,871.48 "
KIT RHINO BLUE G2 8FR G53179,"$2,871.48 "
KIT RIGHT HEART,$85.50 
KIT ROTATOR CUFF GREEN 9894,$210.84 
KIT ROTATOR CUFF RETRIVER 9893,$211.56 
KIT SCREW 300-20-02,"$1,200.00 "
KIT SHOULDER SUSPENSION,$498.78 
KIT SLIDEONE 800070,"$3,612.00 "
KIT SLING SECURE TVTS4,"$4,190.38 "
KIT SNARE GOOSE NECK EV3 AMPLATZ 10MM DIA 120MML,"$1,900.80 "
KIT SPY ELITE SINGLE LC3006,"$3,570.00 "
KIT STERILE INTER-PHALANGEAL,"$1,350.00 "
KIT SUPRAPUBIC 16FR SF-S16-100,$264.00 
KIT SUPRAPUBIC 18FR SF-S18-101,$264.00 
KIT SURGICAL W\DRILL BIT,"$1,350.00 "
KIT TALAT-FIT 341-1000-SP,"$3,947.40 "
KIT TEMP PACING CATH INTRODUCER,"$1,200.00 "
KIT TFCC MENDER 7210752,$819.00 
KIT TOURNIQUET 51/2 DLP 79003,$31.26 
KIT TRACH SUCT 12FR,$41.04 
KIT TRACH SUCT 14FR,$35.22 
KIT TRANSTIBIAL ACL W\O SAW BLADE AR-1898S,$870.00 
KIT UROLOGIST PROCEDURAL,"$1,342.68 "
KIT VAMP PLUS TRIPLE TRANSDUCE,$237.60 
KIT VEIN HARVESTING VH400,"$3,850.00 "
KIT VEIN HARVESTING VSP550EX,"$5,100.00 "
KIT WASHERLOC EZLOC 909836,"$3,828.00 "
KIT WASHERLOC TOGGLELOC 909846,"$4,590.00 "
KITS FILL FOR MENTOR 350-8400,$97.50 
KLAMMER TI-CLAMP 12 FF490T,$708.48 
KLAMMER TI-CLAMP 16 FF491T,$878.04 
KLAMMER TI-CLAMP 20 FF492T,$798.18 
KLEPPINGER BIPOLAR  DIS BC3310,$810.00 
KNEE SYSTEM FEM RIGHT WITH SCREW    185264,"$21,042.00 "
KNEE SYSTEM FEM RT 62.5MM 185263,"$28,915.25 "
KNEE SYSTEM FEM RT 67.5MM 185265,"$21,042.00 "
KNIFE ACL GRAFT 10MM 232110,"$1,140.00 "
KNIFE ARTHR BANANA 70-0071-113,$258.00 
KNIFE SERRATED FLAT 010640,$263.34 
KNIFE X LONG   1563-00,"$1,200.00 "
KNOT PUSHER 72202675,$932.40 
KNOT PUSHER CUTTER 4721,$930.00 
KNOT PUSHER SUTURE AR-4515,"$1,074.00 "
KNOT PUSHER/CUTTER CETERIX CTX-C001,$930.00 
KNOTLESS FIXATION DEVICE,"$2,970.00 "
KNOTLESS FIXATION DEVICE,"$2,970.00 "
K-WIRE  0.035 X 4,$162.00 
K-WIRE .045X6 210-40-004,$90.00 
K-WIRE .062 1642-06-062,$105.60 
K-WIRE .062 80-0950,$276.00 
K-WIRE .062 KW-.062,$111.96 
K-WIRE .062 WS-1605ST,$264.00 
K-WIRE .062 WS-1606ST,$264.00 
K-WIRE .28 47-0186-004-14,$46.44 
K-WIRE .35 47-0186-044,$46.44 
K-WIRE .45 47-186-60,$55.68 
K-WIRE .6 W/TROC PT 70 292.06,$70.20 
K-WIRE .62 47-186-76,$55.68 
K-WIRE .8 W/TROC PT 70 292.08,$70.20 
K-WIRE 0.035X5 210-24-004,$72.00 
K-WIRE 0.045 AR-8932-30,"$1,500.00 "
K-WIRE 0.062X6 210-60-004,$90.00 
"KWIRE 0.35X 5"" DW1111",$98.34 
K-WIRE 0.9 X 100 DOUBLE,$60.48 
K-WIRE 0.9X100 SGL TROCAR,$51.00 
K-WIRE 04.616.500,"$1,380.00 "
K-WIRE 062 KW062-SS,$111.96 
K-WIRE 1.0 W/TRO PT 150 292.10,$81.00 
K-WIRE 1.0X50 4901-10-15,$32.88 
K-WIRE 1.1 X 100 DOUBLE TROCAR,$60.48 
K-WIRE 1.25 00-2366-080-00,$203.52 
K-WIRE 1.25X150 292.12,$78.60 
K-WIRE 1.25X250 4901-12-15,$34.86 
K-WIRE 1.4 45-80200,$129.60 
K-WIRE 1.4MM 702459,$826.20 
K-WIRE 1.6 02.606.003,$369.00 
K-WIRE 1.6 292.71,$146.64 
K-WIRE 1.6/065,$90.00 
K-WIRE 1.6/100,$90.00 
K-WIRE 1.6MM AR-14016,$114.00 
K-WIRE 1.6MM AR-8941KT,$189.00 
K-WIRE 1.6MM AR-8943-38,$174.00 
K-WIRE 1.6MM OLIVE TIP 02.111.500.10,$147.24 
K-WIRE 1.6MM OLIVE TIP 02.111.501.10,$147.24 
K-WIRE 1.6MM X 6 AR-8941-6,$345.00 
K-WIRE 1.6MM X 7 AR-8941-7,$345.00 
K-WIRE 1.6X150 ZIM 4901-16-15,$34.86 
K-WIRE 1.6X9 THREADED 1147-86,$84.24 
K-WIRE 10/10 - LENGTH 100MM,$192.00 
K-WIRE 115516ND,$198.00 
K-WIRE 14179-9,$153.60 
K-WIRE 2.0 290.20.280,$122.88 
K-WIRE 2.0 292.20,$78.60 
K-WIRE 2.0 SNPG20,$167.88 
K-WIRE 2.0MM 2312-01-310,$864.00 
K-WIRE 2.0MM 292.656,$337.56 
K-WIRE 2.0X150 ZIM 4901-20-15,$34.86 
K-WIRE 2.0X152,$162.84 
KWIRE 2.5/3.0 KW1105,$96.00 
KWIRE 2.5MM SYN 292.26,$977.76 
K-WIRE 2.8 292.81,$531.00 
K-WIRE 3.2X300MM 702627,$658.80 
K-WIRE 316-0003,$135.00 
K-WIRE 3X285 1806-0050S,$768.30 
K-WIRE 8290-16-006,$148.80 
K-WIRE DEPUY ACE,$162.84 
K-WIRE DOUBLE TROCAR .035 X 6,$162.00 
K-WIRE INSERT 1.25MM,"$1,572.00 "
K-WIRE JONES 56010228,$156.00 
K-WIRE NIT 8801069,$810.00 
K-WIRE SYNTHES 1.6X150 292.16,$78.60 
K-WIRE THREADED 1.4X150MM 702448,"$1,976.40 "
K-WIRE WS-1407ST,$270.00 
K-WIRE WS-1607ST,$270.00 
K-WIRES K100-11S,$51.00 
K-WIRES WS-0906ST,$270.00 
K-Y LUBRICATING EX GEL ,$21.57 
KYPHON CEMENT DELIVERY GUN,"$2,970.00 "
KYPHON V 13 GUAGE BEVEL NEEDLE,$540.00 
KYPHON V BONE BIOPSY DEVICE 15GA,$660.00 
KYPHON V OSTEO INTRODUCER SYSTEM,$540.00 
KYPHON V VERTEBROPLASY SYSTEM,"$5,700.00 "
KYPHON V VETEBROPLASTY SYSTEM,"$5,400.00 "
KYPHOPAK 15/3 ADD FX KPX153NB,"$8,253.00 "
KYPHOPAK 20/3 ADD FX KPX203NB,"$8,253.00 "
KYPHOPAK EXPRES TRAY 10/2 ADDT,"$8,253.00 "
KYPHOPAK EXPRESS TRAY 10.2,"$13,125.00 "
KYPHOPAK FIRST FX 10\3 KPX103PB,"$12,435.50 "
KYPHOPAK TRAY XPANDER 20/3,"$12,435.50 "
KYPHOPLASTY  EXPRESS KIT 20.2,"$13,125.00 "
KYPHOPLASTY EXPRESS CDS 15.2,"$13,125.00 "
L HOOK  LIGASURE DEVICE LF5637,"$4,188.42 "
LABETALOL HCL 100 MG PO TABS ,$12.25 
LABETALOL HCL 200 MG PO TABS ,$12.25 
LABETALOL HCL 5 MG/ML IV SOLN ,$42.00 
LABRALTAPE WHITE/BLACK AR-7276T,$420.00 
LACOSAMIDE 10 MG/ML PO SOLN ,$43.56 
LACOSAMIDE 200 MG/20ML IV SOLN ,$324.76 
LACOSAMIDE 50 MG PO TABS ,$37.61 
LACTASE 3000 UNITS PO TABS ,$1.00 
LACTATED RINGERS (AMNIO BOLUS) SOLN ,$65.00 
LACTATED RINGERS (AMNIO INFUSION) SOLN ,$65.00 
LACTATED RINGERS IV BOLUS ,$65.00 
LACTATED RINGERS IV SOLN ,$65.00 
LACTATED RINGERS IV SOLN NON-DEHP ,$128.01 
LACTATED RINGERS IV SOLN WEIGHT BASED BOLUS ,$65.00 
LACTULOSE 10 G PO PACK ,$12.25 
LACTULOSE 10 GM/15ML PO SOLN ,$12.25 
LACTULOSE ENEMA ,$34.67 
LAMIVUDINE 10 MG/ML PO SOLN ,$400.32 
LAMIVUDINE 100 MG PO TABS ,$12.25 
LAMIVUDINE 150 MG PO TABS ,$12.25 
LAMIVUDINE-ZIDOVUDINE 150-300 MG PO TABS ,$12.25 
LAMOTRIGINE 100 MG PO TABS ,$12.25 
LAMOTRIGINE 25 MG PO TABS ,$12.25 
LANOLIN EX OINT ,$3.00 
LANSOPRAZOLE 15 MG PO CPDR ,$1.00 
LANSOPRAZOLE 15 MG PO TBDP ,$40.63 
LANSOPRAZOLE 30 MG PO CPDR ,$12.25 
LANSOPRAZOLE 30 MG PO TBDP ,$33.83 
LANTHANUM CARBONATE 500 MG PO CHEW ,$24.99 
LAP SEALER 10MM LS1037 VALLAB,"$2,519.70 "
LAPAROSCOPIC RENAL CRYO SUPPLY,"$22,687.00 "
LAPATINIB DITOSYLATE 250 MG PO TABS ,$322.10 
LAPBAND KIT ACESSSTD VG B-2104,"$3,570.00 "
LAP-BAND LARGE W\ACCESS B-2245,"$11,686.50 "
LAP-BAND STAND W\ACCESS B-2240,"$11,686.50 "
LAPRA TY XC200,$844.80 
LASER SHIELD ETT,"$1,068.00 "
LATANOPROST 0.005 % OP SOLN ,$42.44 
LEAD  4968-35,"$2,700.00 "
LEAD  SILICONE VENTRICLE    5071-53,"$2,700.00 "
LEAD 1882TC/46,"$2,700.00 "
LEAD 2088TC/58,"$2,700.00 "
LEAD 3889-28 SNS,"$12,442.50 "
LEAD 39286-65,"$18,480.00 "
LEAD 3MM 60CM 3228,"$23,625.00 "
LEAD 429678,"$5,670.00 "
LEAD 46CM 2088TC,"$2,700.00 "
LEAD 5071-35,"$2,700.00 "
LEAD 50CM SC-2316-50,"$11,200.00 "
LEAD 52CM 2088TC/52CM,"$2,700.00 "
LEAD 52CM 7120Q/52CM,"$18,854.50 "
LEAD 55CM 6935M55,"$12,600.00 "
LEAD 60CM 7120/60,"$11,725.00 "
LEAD 6947M55,"$12,600.00 "
LEAD 6947M62,"$12,600.00 "
LEAD 70CM SC-2352-70,"$5,250.00 "
LEAD 7120Q 58,"$18,854.50 "
LEAD 78CM 419678,"$5,670.00 "
LEAD ACUITY LV STRAIGHT TIP IS4 FOUR-POLE CONNECTOR 86CM,"$11,900.00 "
LEAD ACUITY SPIRAL,"$8,750.00 "
LEAD ACUITY X4,"$11,900.00 "
LEAD ACUITY X4 LV 95CM,"$11,900.00 "
LEAD ACUITY X4 SPIRAL LV 86CM,"$11,900.00 "
LEAD ADAPTOR 15CM BIS-IS-15,"$3,000.00 "
LEAD ADAPTOR C/IS-10,"$3,000.00 "
LEAD ATRIAL 45CM 457445,"$2,700.00 "
LEAD ATRIAL 46CM 1888TC-46,"$2,700.00 "
LEAD ATRIAL S2J748,"$3,000.00 "
LEAD ATTAIN ABILITY CS 4FR 78CM OTW LV BIPOLAR,"$5,670.00 "
LEAD ATTAIN ABILITY CS 4FR 88CM OTW LV BIPOLAR,"$5,670.00 "
LEAD ATTAIN ABILITY CS 5.3FR 78CM OTW LV BIPOLAR,"$5,670.00 "
LEAD ATTAIN ABILITY CS 5.3FR 88CM OTW LV BIPOLAR,"$5,670.00 "
LEAD ATTAIN ABILITY CS STRAIGHT 78CM,"$5,670.00 "
LEAD ATTAIN LEFT VENTRICULAR 78CM,"$8,977.50 "
LEAD ATTAIN LEFT VENTRICULAR 88CM,"$5,670.00 "
LEAD ATTAIN PERFORMA LV 78CM,"$8,977.50 "
LEAD ATTAIN PERFORMA LV 88CM,"$8,977.50 "
LEAD ATTAIN PERFORMA QUADPOLE LV 88CM,"$8,977.50 "
LEAD BIPOL SELOX ST 53,"$2,430.00 "
LEAD BIPOL SELOX ST 53 346366,"$2,430.00 "
LEAD BIPOL SELOX ST 60 346367,"$2,430.00 "
LEAD BIPOLAR 4470 52,"$3,324.00 "
LEAD BIPOLAR VNS 304-20,"$20,429.50 "
LEAD CAPSURE 52CM,"$2,700.00 "
LEAD CAPSURE ATRIAL 45CM,"$2,700.00 "
LEAD CAPSURE ATRIAL 5076-35,"$2,700.00 "
LEAD CAPSURE ATRIAL 5076-45,"$2,700.00 "
LEAD CAPSURE FIX ATRIAL 35CM,"$2,700.00 "
LEAD CAPSURE MRI 45CM,"$4,170.00 "
LEAD CAPSURE MRI 52CM,"$4,170.00 "
LEAD CAPSURE SENSE 45CM,"$2,700.00 "
LEAD CAPSURE SENSE 52CM,"$2,700.00 "
LEAD CAPSURE SENSE 58CM,"$2,700.00 "
LEAD CAPSURE SPNOVUS,"$2,700.00 "
LEAD CAPSURE VENT 5076-52,"$2,700.00 "
LEAD CAPSURE VENT 52CM,"$2,700.00 "
LEAD CAPSURE VENT 58CM,"$2,700.00 "
LEAD CAPSUREFIX 45 4076-45,"$2,700.00 "
LEAD CAPSUREFIX NOVUS POLY 45CM BIPOLAR PACE/SENSE,"$2,700.00 "
LEAD CAPSUREFIX NOVUS SILICONE 45CM BIPOLAR PACE/SENSE,"$2,700.00 "
LEAD CELERITY 2D 85,"$7,000.00 "
LEAD COIL TD 65/16 LINOX,"$14,000.00 "
LEAD COROX OTW-S 75-BP 355148,"$5,603.50 "
LEAD DEXTRUS 4136,"$3,450.00 "
LEAD DEXTRUS 4137,"$3,570.00 "
LEAD DEXTRUS 45CM,"$3,000.00 "
LEAD DEXTRUS 53CM,"$3,570.00 "
LEAD DURATA 7121Q/65,"$11,725.00 "
LEAD DURATA 7121Q-52CM,"$18,854.50 "
LEAD DURATA DUAL COIL 52CM,"$11,725.00 "
LEAD DURATA DUAL COIL 58CM,"$11,725.00 "
LEAD DURATA DUAL COIL 60CM,"$11,725.00 "
LEAD DURATA DUAL COIL 65CM,"$11,725.00 "
LEAD DURATA SINGLE COIL 52CM,"$11,725.00 "
LEAD DURATA SINGLE COIL 60CM,"$11,725.00 "
LEAD DURATA SINGLE COIL RV LEAD 58CM,"$11,725.00 "
LEAD DURATA SINGLE COIL RV LEAD 65CM,"$11,725.00 "
LEAD DURATO SINGLE COIL 58CM,"$11,725.00 "
LEAD EASYTRAK 2 IS 1,"$8,750.00 "
LEAD EASYTRAK 3 IS 1,"$8,750.00 "
LEAD ELAFIX S2J 748,"$2,832.90 "
LEAD ELAFIX S2J748,"$2,832.90 "
LEAD EMBLEM S-ICD,"$15,750.00 "
LEAD ENDOTAK G 0175,"$18,900.00 "
LEAD ENDOTAK G 0184,"$14,700.00 "
LEAD ENDOTAK G 0185,"$14,700.00 "
LEAD ENDOTAK RELIANCE DUAL COIL LEAD,"$16,100.00 "
LEAD ENDOTAK RELIANCE G 0174,"$15,498.00 "
LEAD ENDOTAK RELIANCE G 0184,"$14,700.00 "
LEAD ENDOTAK RELIANCE ICD,"$16,100.00 "
LEAD ENDOTAK RELIANCE S,"$14,000.00 "
LEAD ENDOTAK RELIANCE SINGLE COIL,"$16,100.00 "
LEAD EPICARDIAL LEFT VENT 511211,"$2,700.00 "
LEAD FINELINE II  4457,"$3,000.00 "
LEAD FINELINE II 4456,"$3,000.00 "
LEAD FINELINE II EX,"$3,000.00 "
LEAD FINELINE II EX STEROX,"$3,324.00 "
LEAD FINELINE II EZ,"$3,000.00 "
LEAD HC ENDOTAK RELIANCE,"$16,100.00 "
LEAD ICD OPTISURED LDA220/65,"$13,300.00 "
LEAD ICD PLEXA MRI 75CM,"$12,250.00 "
LEAD ICD RELIANCE,"$16,100.00 "
LEAD INGEVITY MRI 45CM,"$3,946.38 "
LEAD INGEVITY MRI 52CM,"$3,946.38 "
LEAD INGEVITY MRI ACTIVE STRAIGHT TIP 59CM,"$3,946.38 "
LEAD INGEVITY MRI PASSIVE J  TIP 45CM,"$4,320.00 "
LEAD INGEVITY MRI PASSIVE J TIP 52CM,"$4,320.00 "
LEAD INGEVITY MRI PASSIVE STRAIGHT TIP 52CM,"$4,320.00 "
LEAD INGEVITY MRI PASSIVE STRAIGHT TIP 59CM,"$4,320.00 "
LEAD ISOFLEX 1948-52,"$2,700.00 "
LEAD ISOFLEX J 46CM,"$2,700.00 "
LEAD ISOFLEX STRAIGHT 52CM,"$2,700.00 "
LEAD ISOFLEX STRAIGHT 58CM,"$2,700.00 "
LEAD KIT 50CM SC-8336-50,"$24,500.00 "
LEAD LINOS SMART SD 65/18 359067,"$11,907.00 "
LEAD LINOX SD 60/16,"$14,000.00 "
LEAD LINOX SMART,"$11,907.00 "
LEAD LINOX SMART S DX 64/16,"$11,907.00 "
LEAD LINOX SMART TD 65/16,"$11,907.00 "
LEAD LV QUARTER 86CM,"$8,400.00 "
LEAD LV SENTUS 85CM,"$8,053.50 "
LEAD LV SENTUS L-75/49,"$8,053.50 "
LEAD LV SENTUS PROMRI,"$8,053.50 "
LEAD LV SENTUS S,"$8,053.50 "
LEAD MRI 5086MRI-45,"$4,170.00 "
LEAD MRI 5086MRI-52,"$4,170.00 "
LEAD MRI 5086MRI-58,"$4,170.00 "
LEAD MRI 5086MRI-58,"$4,170.00 "
LEAD MYOPORE BP35 360882,"$4,590.00 "
LEAD MYOPORE BP54 360883,"$4,590.00 "
LEAD OPTISURE 58CM,"$11,725.00 "
LEAD OPTISURE DUAL COIL 52CM,"$11,725.00 "
LEAD OPTISURE SINGLE COIL 52CM,"$11,725.00 "
LEAD OPTISURE SINGLE COIL DF4 EXT/RET HELIX 65CM,"$11,725.00 "
LEAD OPTISURED 58CM,"$11,725.00 "
LEAD PACING 4472,"$4,050.00 "
LEAD PACING ATRIAL TEMP 6500,$178.02 
LEAD PLEXA PROMRI 65/15,"$12,250.00 "
LEAD PLEXA PROMRI S65,"$12,250.00 "
LEAD PROTEGO S 60CM,"$11,907.00 "
LEAD PROTEGO S 65CM,"$11,907.00 "
LEAD PROTEGO SD  DUAL COIL,"$11,907.00 "
LEAD Q TRAK,"$17,500.00 "
LEAD QUADRAPOLAR 3093-28,"$11,952.50 "
LEAD QUARTER LV SMALL 75CM,"$8,400.00 "
LEAD QUARTET 75CM,"$8,400.00 "
LEAD QUARTET LV 75CM DOUBLE BEND,"$8,400.00 "
LEAD QUARTET LV 86CM,"$8,400.00 "
LEAD QUARTET LV 86CM QL,"$8,400.00 "
LEAD QUARTET LV 92CM,"$8,400.00 "
LEAD QUICKFLEX MICRO 1258T/ 76CM,"$4,165.00 "
LEAD QUICKFLEX MICRO 1258T/ 86CM,"$4,165.00 "
LEAD QUICKFLEX MICRO 1258T/ 92CM,"$4,165.00 "
LEAD R VENTRICULAR 7122Q/52,"$18,854.50 "
LEAD RA 4086,"$3,000.00 "
LEAD RA 5076-85,"$2,700.00 "
LEAD RA BIPOAR 4456 52,"$3,324.00 "
LEAD RA DEXTRUS 4135,"$3,000.00 "
LEAD RV 4087,"$3,324.00 "
LEAD RV 5076-110,"$2,700.00 "
LEAD RV DEFIB 7120Q/58,"$11,725.00 "
LEAD RV P752,"$3,000.00 "
LEAD SELECT SECURE,"$2,700.00 "
LEAD SELOX JT 45 346369,"$2,430.00 "
LEAD SELOX JT 45CM,"$2,430.00 "
LEAD SETROX S 45 350973,"$2,430.00 "
LEAD SETROX S 45CM,"$2,430.00 "
LEAD SETROX S 53 350974,"$2,430.00 "
LEAD SETROX S 53CM,"$2,430.00 "
LEAD SETROX S 60,"$2,430.00 "
LEAD SIELLO S 45CM,"$4,200.00 "
LEAD SIELLO S 53CM,"$4,200.00 "
LEAD SIELLO S 60CM,"$4,200.00 "
LEAD SOLIA S 45CM,"$3,030.00 "
LEAD SOLIA S 53CM,"$3,030.00 "
LEAD SOLIA S 60CM,"$3,030.00 "
LEAD SPRINT QUATTRO 55CM DUAL COIL ACTIVE FIXATION,"$12,600.00 "
LEAD SPRINT QUATTRO 55CM SINGLE COIL ACTIVE FIXATION,"$12,600.00 "
LEAD SPRINT QUATTRO 58CM,"$12,600.00 "
LEAD SPRINT QUATTRO 62CM DUAL COIL ACTIVE FIXATION,"$12,600.00 "
LEAD SPRINT QUATTRO 62CM SINGLE COIL ACTIVE FIXATION,"$12,600.00 "
LEAD SPRINT QUATTRO 65CM,"$12,600.00 "
LEAD SPRINT QUATTRO 65CM,"$12,600.00 "
LEAD SPRINT QUATTRO 65CM,"$12,600.00 "
LEAD SPRINT QUATTRO 72CM,"$12,600.00 "
LEAD TENDRIL 46CM,"$2,700.00 "
LEAD TENDRIL 52CM 1688TC-52,"$2,700.00 "
LEAD TENDRIL MRI  46CM,"$2,700.00 "
LEAD TENDRIL MRI  52CM,"$2,700.00 "
LEAD TENDRIL MRI 58CM,"$2,700.00 "
LEAD TENDRIL ST 46CM,"$2,700.00 "
LEAD TENDRIL STS 52CM,"$2,700.00 "
LEAD TENDRIL STS 58CM,"$2,700.00 "
LEAD TILDA JT 45CM,"$2,832.00 "
LEAD TILDA R 45CM,"$2,832.00 "
LEAD TILDA R 45CM,"$2,832.00 "
LEAD TILDA R 53CM,"$2,832.00 "
LEAD TILDA R 60CM,"$2,832.00 "
LEAD TILDA R45,"$2,832.00 "
LEAD TILDA R53,"$2,832.00 "
LEAD TILDA T 53CM,"$2,832.00 "
LEAD TILDA T 60CM,"$3,000.00 "
LEAD TILDA T53,"$2,832.00 "
LEAD V CAPSURE 4076-52,"$2,700.00 "
LEAD V CAPSURE SENSE 4074-52,"$2,700.00 "
LEAD VENTRIC BIPOLAR 4074-52,"$2,700.00 "
LEAD VENTRICAL ELAPASS P 759,"$3,000.00 "
LEAD VENTRICAL P 752,"$3,000.00 "
LEAD VENTRICULAR 45 4574/45,"$1,500.00 "
LEAD VENTRICULAR 45 4574/45,"$2,700.00 "
LEAD VENTRICULAR 5076-58,"$2,700.00 "
LEAD VENTRICULAR ELAPASS P 752,"$3,000.00 "
LEAD VENTRICULAR PACING TEMP 6495,$399.00 
LEFLUNOMIDE 10 MG PO TABS ,$12.25 
LEG  CONTRALATERAL   PLC231000,"$15,785.00 "
LET/LAT ,$28.39 
LETROZOLE 2.5 MG PO TABS ,$12.25 
LEUCOVORIN CALCIUM 100 MG IJ SOLR ,$51.32 
LEUCOVORIN CALCIUM 200 MG IJ SOLR ,$53.58 
LEUCOVORIN CALCIUM 25 MG PO TABS ,$12.25 
LEUCOVORIN CALCIUM 5 MG PO TABS ,$12.25 
LEUPROLIDE ACETATE (3 MONTH) 11.25 MG IM KIT ,"$13,491.37 "
LEUPROLIDE ACETATE (3 MONTH) 22.5 MG IM KIT ,"$2,868.04 "
LEUPROLIDE ACETATE (4 MONTH) 30 MG IM KIT ,"$5,633.00 "
LEUPROLIDE ACETATE (6 MONTH) 45 MG IM KIT ,"$5,692.00 "
LEUPROLIDE ACETATE 3.75 MG IM KIT ,"$4,507.40 "
LEUPROLIDE ACETATE 7.5 MG IM KIT ,$985.37 
LEVALBUTEROL HCL 0.63 MG/3ML IN NEBU ,$12.25 
LEVALBUTEROL HCL 1.25 MG/0.5ML IN NEBU ,$12.25 
LEVALBUTEROL HCL 1.25 MG/3ML IN NEBU ,$12.25 
LEVALBUTEROL TARTRATE 45 MCG/ACT IN AERO ,$544.74 
LEVEL 1 BLOOD SET,$231.96 
LEVETIRACETAM 100 MG/ML PO SOLN ,$18.77 
LEVETIRACETAM 250 MG PO TABS ,$12.25 
LEVETIRACETAM 500 MG PO TABS ,$12.25 
LEVETIRACETAM 500 MG/5ML IV SOLN ,$42.00 
LEVETIRACETAM ER 500 MG PO TB24 ,$12.25 
LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN ,$191.80 
LEVETIRACETAM IN NACL 1500 MG/100ML IV SOLN ,$184.60 
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN ,$138.00 
LEVOBUNOLOL HCL 0.5 % OP SOLN ,$109.71 
LEVOCARNITINE 1 GM/10ML PO SOLN ,$34.60 
LEVOFLOXACIN 250 MG PO TABS ,$12.25 
LEVOFLOXACIN 500 MG PO TABS ,$12.25 
LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN ,$138.00 
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN ,$138.00 
LEVONORGESTREL 1.5 MG PO TABS ,$13.29 
LEVONORGESTREL 13.5 MG IU IUD ,"$3,924.68 "
LEVONORGESTREL 20 MCG/24HR IU IUD ,"$4,513.59 "
LEVOTHYROXINE SODIUM 100 MCG IV SOLR ,$558.25 
LEVOTHYROXINE SODIUM 100 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 112 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 125 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 150 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 200 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 25 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 50 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 75 MCG PO TABS ,$12.25 
LEVOTHYROXINE SODIUM 88 MCG PO TABS ,$12.25 
LIDOCAINE 5 % EX OINT ,$96.97 
LIDOCAINE 5 % EX PTCH ,$12.25 
LIDOCAINE BUFFERED ,$42.00 
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN ,$47.26 
LIDOCAINE HCL (PF) 0.5 % IJ SOLN ,$42.00 
LIDOCAINE HCL (PF) 1 % IJ SOLN ,$42.00 
LIDOCAINE HCL (PF) 2 % IJ SOLN ,$42.00 
LIDOCAINE HCL (PF) 4 % IJ SOLN ,$46.03 
