HOSPITAL,DESCRIPTION, STD CHARGE 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$0.80 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$0.80 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$3.29 
UPMC PINNACLE MEMORIAL,PYRIDOXINE (VITAMIN B6) 100 MG-ML INJECTION SOLUTION,$35.60 
UPMC PINNACLE MEMORIAL,FOLIC ACID 5 MG-ML INJECTION SOLUTION,$17.55 
UPMC PINNACLE MEMORIAL,LIDOCAINE 20 MG-ML (2 %) INJECTION SOLUTION,$1.33 
UPMC PINNACLE MEMORIAL,LIDOCAINE (PF) 20 MG-ML (2 %) INJECTION SOLUTION,$0.78 
UPMC PINNACLE MEMORIAL,PROTAMINE 10 MG-ML INTRAVENOUS SOLUTION,$8.95 
UPMC PINNACLE MEMORIAL,HEPARIN (PORCINE) 5000 UNIT-ML INJECTION SOLUTION,$1.04 
UPMC PINNACLE MEMORIAL,HEPARIN (PORCINE) 5000 UNIT-ML INJECTION SOLUTION,$1.04 
UPMC PINNACLE MEMORIAL,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION,$0.62 
UPMC PINNACLE MEMORIAL,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION,$0.63 
UPMC PINNACLE MEMORIAL,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION,$1.60 
UPMC PINNACLE MEMORIAL,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION,$0.78 
UPMC PINNACLE MEMORIAL,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION,$0.78 
UPMC PINNACLE MEMORIAL,NAROPIN (PF) 2 MG-ML (0.2 %) INJECTION SOLUTION,$1.04 
UPMC PINNACLE MEMORIAL,NAROPIN (PF) 5 MG-ML (0.5 %) INJECTION SOLUTION,$0.23 
UPMC PINNACLE MEMORIAL,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION,$45.35 
UPMC PINNACLE MEMORIAL,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION,$6.69 
UPMC PINNACLE MEMORIAL,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION,$45.35 
UPMC PINNACLE MEMORIAL,DIMENHYDRINATE 50 MG-ML INJECTION SOLUTION,$31.53 
UPMC PINNACLE MEMORIAL,OCTREOTIDE ACETATE 500 MCG-ML INJECTION SOLUTION,$3.61 
UPMC PINNACLE MEMORIAL,OCTREOTIDE ACETATE 200 MCG-ML INJECTION SOLUTION,$4.71 
UPMC PINNACLE MEMORIAL,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$156.23 
UPMC PINNACLE MEMORIAL,MORPHINE 10 MG-ML INJECTION SOLUTION,$7.95 
UPMC PINNACLE MEMORIAL,MORPHINE 2 MG-ML INJECTION SOLUTION,$14.45 
UPMC PINNACLE MEMORIAL,MORPHINE 4 MG-ML INTRAVENOUS SOLUTION,$6.92 
UPMC PINNACLE MEMORIAL,SENSORCAINE 0.25 % (2.5 MG-ML) INJECTION SOLUTION,$2.96 
UPMC PINNACLE MEMORIAL,SENSORCAINE-MPF 0.5 % (5 MG-ML) INJECTION SOLUTION,$6.35 
UPMC PINNACLE MEMORIAL,SENSORCAINE 0.5 % (5 MG-ML) INJECTION SOLUTION,$3.35 
UPMC PINNACLE MEMORIAL,HALOPERIDOL LACTATE 5 MG-ML INJECTION SOLUTION,$3.59 
UPMC PINNACLE MEMORIAL,NESACAINE 10 MG-ML (1 %) INJECTION SOLUTION,$18.59 
UPMC PINNACLE MEMORIAL,NESACAINE-MPF 30 MG-ML (3 %) INJECTION SOLUTION,$40.23 
UPMC PINNACLE MEMORIAL,XYLOCAINE-EPINEPHRINE 1 %-1:100000 INJECTION SOLUTION,$4.98 
UPMC PINNACLE MEMORIAL,XYLOCAINE-EPINEPHRINE 2 %-1:100000 INJECTION SOLUTION,$3.35 
UPMC PINNACLE MEMORIAL,XYLOCAINE 10 MG-ML (1 %) INJECTION SOLUTION,$0.25 
UPMC PINNACLE MEMORIAL,XYLOCAINE 20 MG-ML (2 %) INJECTION SOLUTION,$0.17 
UPMC PINNACLE MEMORIAL,XYLOCAINE-MPF-EPINEPHRINE 2 %-1:200000 INJECTION SOLUTION,$5.50 
UPMC PINNACLE MEMORIAL,XYLOCAINE-MPF 10 MG-ML (1 %) INJECTION SOLUTION,$2.93 
UPMC PINNACLE MEMORIAL,XYLOCAINE-MPF 20 MG-ML (2 %) INJECTION SOLUTION,$0.78 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG-ML INJECTION SOLUTION,$0.93 
UPMC PINNACLE MEMORIAL,MEROPENEM 500 MG INTRAVENOUS SOLUTION,$5.74 
UPMC PINNACLE MEMORIAL,MEROPENEM 1 GRAM INTRAVENOUS SOLUTION,$3.58 
UPMC PINNACLE MEMORIAL,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION,$0.95 
UPMC PINNACLE MEMORIAL,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION,$59.42 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 30 MG-0.3 ML SUBCUTANEOUS SYRINGE,$5.38 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 100 MG-ML SUBCUTANEOUS SYRINGE,$5.06 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 40 MG-0.4 ML SUBCUTANEOUS SYRINGE,$5.09 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 60 MG-0.6 ML SUBCUTANEOUS SYRINGE,$4.84 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 80 MG-0.8 ML SUBCUTANEOUS SYRINGE,$5.07 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 30 MG-0.3 ML SUBCUTANEOUS SYRINGE,$5.38 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 100 MG-ML SUBCUTANEOUS SYRINGE,$5.07 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 40 MG-0.4 ML SUBCUTANEOUS SYRINGE,$5.09 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 150 MG-ML SUBCUTANEOUS SYRINGE,$5.03 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 120 MG-0.8 ML SUBCUTANEOUS SYRINGE,$4.93 
UPMC PINNACLE MEMORIAL,ENOXAPARIN 150 MG-ML SUBCUTANEOUS SYRINGE,$4.90 
UPMC PINNACLE MEMORIAL,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION,$628.27 
UPMC PINNACLE MEMORIAL,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION,$628.28 
UPMC PINNACLE MEMORIAL,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION,$628.30 
UPMC PINNACLE MEMORIAL,HYDRALAZINE 20 MG-ML INJECTION SOLUTION,$6.92 
UPMC PINNACLE MEMORIAL,HYDRALAZINE 20 MG-ML INJECTION SOLUTION,$6.35 
UPMC PINNACLE MEMORIAL,HYDRALAZINE 20 MG-ML INJECTION SOLUTION,$7.50 
UPMC PINNACLE MEMORIAL,AMIODARONE 50 MG-ML INTRAVENOUS SOLUTION,$1.16 
UPMC PINNACLE MEMORIAL,LEVOTHYROXINE 100 MCG INTRAVENOUS SOLUTION,$230.86 
UPMC PINNACLE MEMORIAL,ADENOSINE 3 MG-ML INTRAVENOUS SOLUTION,$1.57 
UPMC PINNACLE MEMORIAL,ESMOLOL 100 MG-10 ML (10 MG-ML) INTRAVENOUS SOLUTION,$3.10 
UPMC PINNACLE MEMORIAL,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,$193.19 
UPMC PINNACLE MEMORIAL,DIPHENHYDRAMINE 50 MG-ML INJECTION SOLUTION,$1.97 
UPMC PINNACLE MEMORIAL,TERBUTALINE 1 MG-ML SUBCUTANEOUS SOLUTION,$2.20 
UPMC PINNACLE MEMORIAL,ACETYLCYSTEINE 200 MG-ML (20 %) SOLUTION,$10.85 
UPMC PINNACLE MEMORIAL,FAMOTIDINE (PF) 20 MG-2 ML INTRAVENOUS SOLUTION,$3.85 
UPMC PINNACLE MEMORIAL,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,$1.93 
UPMC PINNACLE MEMORIAL,TIGECYCLINE 50 MG INTRAVENOUS SOLUTION,$11.07 
UPMC PINNACLE MEMORIAL,POTASSIUM CHLORIDE 2 MEQ-ML INTRAVENOUS SOLUTION,$0.81 
UPMC PINNACLE MEMORIAL,LATUDA 20 MG TABLET,$217.60 
UPMC PINNACLE MEMORIAL,LATUDA 40 MG TABLET,$217.60 
UPMC PINNACLE MEMORIAL,LATUDA 40 MG TABLET,$217.60 
UPMC PINNACLE MEMORIAL,LATUDA 80 MG TABLET,$217.60 
UPMC PINNACLE MEMORIAL,GRANIX 480 MCG-0.8 ML SUBCUTANEOUS SYRINGE,$3.37 
UPMC PINNACLE MEMORIAL,GRANIX 480 MCG-0.8 ML SUBCUTANEOUS SYRINGE,$3.37 
UPMC PINNACLE MEMORIAL,BACID 1 BILLION CELL-250 MG TABLET,$1.10 
UPMC PINNACLE MEMORIAL,CARBIDOPA 10 MG-LEVODOPA 100 MG TABLET,$2.20 
UPMC PINNACLE MEMORIAL,DILTIAZEM 30 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,DILTIAZEM 60 MG TABLET,$0.74 
UPMC PINNACLE MEMORIAL,METOCLOPRAMIDE 5 MG TABLET,$0.65 
UPMC PINNACLE MEMORIAL,HYDROCHLOROTHIAZIDE 25 MG TABLET,$0.24 
UPMC PINNACLE MEMORIAL,PHENOBARBITAL 16.2 MG TABLET,$2.50 
UPMC PINNACLE MEMORIAL,PHENOBARBITAL 32.4 MG TABLET,$3.10 
UPMC PINNACLE MEMORIAL,SIMETHICONE 80 MG CHEWABLE TABLET,$0.25 
UPMC PINNACLE MEMORIAL,CLONAZEPAM 0.5 MG TABLET,$0.30 
UPMC PINNACLE MEMORIAL,LISINOPRIL 20 MG TABLET,$0.55 
UPMC PINNACLE MEMORIAL,MAGNESIUM OXIDE 400 MG (241.3 MG MAGNESIUM) TABLET,$0.29 
UPMC PINNACLE MEMORIAL,SENNOSIDES 8.6 MG-DOCUSATE SODIUM 50 MG TABLET,$0.18 
UPMC PINNACLE MEMORIAL,ASPIRIN 81 MG CHEWABLE TABLET,$0.19 
UPMC PINNACLE MEMORIAL,DOCUSATE SODIUM 100 MG CAPSULE,$0.15 
UPMC PINNACLE MEMORIAL,LAMOTRIGINE 100 MG TABLET,$0.35 
UPMC PINNACLE MEMORIAL,ASPIRIN 81 MG TABLETDELAYED RELEASE,$0.25 
UPMC PINNACLE MEMORIAL,ASPIRIN 81 MG TABLETDELAYED RELEASE,$0.25 
UPMC PINNACLE MEMORIAL,ASPIRIN 325 MG TABLETDELAYED RELEASE,$0.20 
UPMC PINNACLE MEMORIAL,CYCLOBENZAPRINE 10 MG TABLET,$0.30 
UPMC PINNACLE MEMORIAL,SIMVASTATIN 5 MG TABLET,$1.10 
UPMC PINNACLE MEMORIAL,FAMOTIDINE 20 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,MUCINEX D 60 MG-600 MG TABLETEXTENDED RELEASE,$2.20 
UPMC PINNACLE MEMORIAL,MUCINEX MINI-MELTS 100 MG ORAL GRANULES IN PACKET,$3.15 
UPMC PINNACLE MEMORIAL,KCENTRA 500 UNIT (400-620 UNIT) INTRAVENOUS SOLUTION,$8.92 
UPMC PINNACLE MEMORIAL,CALCITRIOL 0.25 MCG CAPSULE,$1.10 
UPMC PINNACLE MEMORIAL,CALCITRIOL 0.25 MCG CAPSULE,$1.19 
UPMC PINNACLE MEMORIAL,ULORIC 40 MG TABLET,$58.15 
UPMC PINNACLE MEMORIAL,RISA-BID 1 BILLION CELL-250 MG TABLET,$1.09 
UPMC PINNACLE MEMORIAL,RISAMINE 0.44 %-20.6 % TOPICAL OINTMENT,$17.60 
UPMC PINNACLE MEMORIAL,ATOMOXETINE 40 MG CAPSULE,$27.85 
UPMC PINNACLE MEMORIAL,NIACIN ER 500 MG TABLETEXTENDED RELEASE 24 HR,$3.58 
UPMC PINNACLE MEMORIAL,WELCHOL 625 MG TABLET,$12.72 
UPMC PINNACLE MEMORIAL,XIFAXAN 550 MG TABLET,$194.45 
UPMC PINNACLE MEMORIAL,RELISTOR 12 MG-0.6 ML SUBCUTANEOUS SOLUTION,$5.00 
UPMC PINNACLE MEMORIAL,MIRTAZAPINE 15 MG DISINTEGRATING TABLET,$2.45 
UPMC PINNACLE MEMORIAL,MIRTAZAPINE 30 MG DISINTEGRATING TABLET,$3.55 
UPMC PINNACLE MEMORIAL,ZIDOVUDINE 10 MG-ML SYRUP,$0.83 
UPMC PINNACLE MEMORIAL,GLYBURIDE 5 MG-METFORMIN 500 MG TABLET,$0.20 
UPMC PINNACLE MEMORIAL,SUMATRIPTAN 25 MG TABLET,$3.65 
UPMC PINNACLE MEMORIAL,ASPIRIN 325 MG TABLET,$0.35 
UPMC PINNACLE MEMORIAL,CHILDRENS ASPIRIN 81 MG CHEWABLE TABLET,$0.19 
UPMC PINNACLE MEMORIAL,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) CHEWABLE TABLET,$0.35 
UPMC PINNACLE MEMORIAL,SODIUM BICARBONATE 650 MG TABLET,$0.35 
UPMC PINNACLE MEMORIAL,AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$2.35 
UPMC PINNACLE MEMORIAL,AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$2.15 
UPMC PINNACLE MEMORIAL,AMOXICILLIN 200 MG-POTASSIUM CLAVULANATE 28.5 MG-5 ML ORAL SUSPENSION,$4.62 
UPMC PINNACLE MEMORIAL,IBUPROFEN 100 MG-5 ML ORAL SUSPENSION,$3.75 
UPMC PINNACLE MEMORIAL,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG-15 ML ORAL SOLUTION,$19.05 
UPMC PINNACLE MEMORIAL,POTASSIUM CHLORIDE 20 MEQ-15 ML ORAL LIQUID,$67.82 
UPMC PINNACLE MEMORIAL,INSTA-CHAR 25 GRAM-120 ML ORAL SUSPENSION,$120.95 
UPMC PINNACLE MEMORIAL,OXYCODONE 5 MG-5 ML ORAL SOLUTION,$28.25 
UPMC PINNACLE MEMORIAL,KLOR-CON M20 MEQ TABLETEXTENDED RELEASE,$1.87 
UPMC PINNACLE MEMORIAL,KLOR-CON M20 MEQ TABLETEXTENDED RELEASE,$1.85 
UPMC PINNACLE MEMORIAL,TRANSDERM-SCOP 1.5 MG TRANSDERMAL PATCH (1 MG OVER 3 DAYS),$93.25 
UPMC PINNACLE MEMORIAL,COLCHICINE 0.6 MG TABLET,$29.73 
UPMC PINNACLE MEMORIAL,FLUCONAZOLE 50 MG TABLET,$3.50 
UPMC PINNACLE MEMORIAL,KETAMINE 10 MG-ML INJECTION SOLUTION,$12.06 
UPMC PINNACLE MEMORIAL,KETAMINE 10 MG-ML INJECTION SOLUTION,$10.83 
UPMC PINNACLE MEMORIAL,ISOSULFAN BLUE 1 % SUBCUTANEOUS SOLUTION,$96.31 
UPMC PINNACLE MEMORIAL,LEVETIRACETAM 500 MG-100 ML IN SODIUM CHLORIDE (ISO-OSM) IV PIGGYBACK,$2.55 
UPMC PINNACLE MEMORIAL,LEVETIRACETAM 1000 MG-100 ML IN SODIUM CHLORIDE(ISO-OSM) IV PIGGYBACK,$2.01 
UPMC PINNACLE MEMORIAL,ZOLEDRONIC ACID 4 MG-5 ML INTRAVENOUS SOLUTION,$20.15 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$1.87 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$0.80 
UPMC PINNACLE MEMORIAL,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION,$0.80 
UPMC PINNACLE MEMORIAL,HALOPERIDOL LACTATE 5 MG-ML INJECTION SOLUTION,$2.34 
UPMC PINNACLE MEMORIAL,ADENOSINE (DIAGNOSTIC) 3 MG-ML INTRAVENOUS SOLUTION,$3.09 
UPMC PINNACLE MEMORIAL,SILVER SULFADIAZINE 1 % TOPICAL CREAM,$22.54 
UPMC PINNACLE MEMORIAL,SILVER SULFADIAZINE 1 % TOPICAL CREAM,$191.15 
UPMC PINNACLE MEMORIAL,CEFUROXIME AXETIL 250 MG TABLET,$12.92 
UPMC PINNACLE MEMORIAL,CEFUROXIME AXETIL 500 MG TABLET,$4.13 
UPMC PINNACLE MEMORIAL,GABAPENTIN 300 MG CAPSULE,$0.68 
UPMC PINNACLE MEMORIAL,MYCOPHENOLATE MOFETIL 200 MG-ML ORAL SUSPENSION,$44.92 
UPMC PINNACLE MEMORIAL,LINEZOLID 600 MG TABLET,$17.50 
UPMC PINNACLE MEMORIAL,DRONABINOL 2.5 MG CAPSULE,$13.75 
UPMC PINNACLE MEMORIAL,AMLODIPINE 5 MG-BENAZEPRIL 10 MG CAPSULE,$1.60 
UPMC PINNACLE MEMORIAL,AMLODIPINE 5 MG-BENAZEPRIL 20 MG CAPSULE,$1.29 
UPMC PINNACLE MEMORIAL,VENLAFAXINE 37.5 MG TABLET,$2.05 
UPMC PINNACLE MEMORIAL,QUETIAPINE 200 MG TABLET,$1.83 
UPMC PINNACLE MEMORIAL,ESCITALOPRAM 5 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,CLONIDINE HCL 0.1 MG TABLET,$0.20 
UPMC PINNACLE MEMORIAL,FAMOTIDINE 20 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,FAMOTIDINE 20 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,ZONISAMIDE 25 MG CAPSULE,$0.65 
UPMC PINNACLE MEMORIAL,FLUCONAZOLE 50 MG TABLET,$3.49 
UPMC PINNACLE MEMORIAL,LISINOPRIL 5 MG TABLET,$0.69 
UPMC PINNACLE MEMORIAL,ABACAVIR 300 MG TABLET,$33.00 
UPMC PINNACLE MEMORIAL,NIFEDIPINE 10 MG CAPSULE,$4.70 
UPMC PINNACLE MEMORIAL,MISOPROSTOL 200 MCG TABLET,$7.05 
UPMC PINNACLE MEMORIAL,PAROXETINE 10 MG TABLET,$2.51 
UPMC PINNACLE MEMORIAL,PAROXETINE 20 MG TABLET,$0.95 
UPMC PINNACLE MEMORIAL,PAROXETINE 30 MG TABLET,$2.95 
UPMC PINNACLE MEMORIAL,PAROXETINE 30 MG TABLET,$2.93 
UPMC PINNACLE MEMORIAL,NITROFURANTOIN MACROCRYSTAL 50 MG CAPSULE,$8.76 
UPMC PINNACLE MEMORIAL,ISOSORBIDE DINITRATE 10 MG TABLET,$2.20 
UPMC PINNACLE MEMORIAL,HYDROCHLOROTHIAZIDE 25 MG TABLET,$0.15 
UPMC PINNACLE MEMORIAL,CARBIDOPA 25 MG-LEVODOPA 100 MG TABLET,$0.75 
UPMC PINNACLE MEMORIAL,CARBIDOPA 25 MG-LEVODOPA 100 MG TABLET,$0.93 
UPMC PINNACLE MEMORIAL,CARBIDOPA 25 MG-LEVODOPA 250 MG TABLET,$1.20 
UPMC PINNACLE MEMORIAL,ATORVASTATIN 10 MG TABLET,$0.97 
UPMC PINNACLE MEMORIAL,ATORVASTATIN 20 MG TABLET,$1.35 
UPMC PINNACLE MEMORIAL,ZIPRASIDONE 20 MG CAPSULE,$12.24 
UPMC PINNACLE MEMORIAL,ZIPRASIDONE 40 MG CAPSULE,$12.24 
UPMC PINNACLE MEMORIAL,ACYCLOVIR 200 MG CAPSULE,$1.40 
UPMC PINNACLE MEMORIAL,ACYCLOVIR 400 MG TABLET,$1.29 
UPMC PINNACLE MEMORIAL,GLIPIZIDE ER 5 MG TABLET EXTENDED RELEASE 24 HR,$2.75 
UPMC PINNACLE MEMORIAL,GLIPIZIDE ER 5 MG TABLET EXTENDED RELEASE 24 HR,$2.75 
UPMC PINNACLE MEMORIAL,GLIPIZIDE ER 10 MG TABLET EXTENDED RELEASE 24 HR,$3.50 
UPMC PINNACLE MEMORIAL,MIRTAZAPINE 15 MG TABLET,$0.45 
UPMC PINNACLE MEMORIAL,MIRTAZAPINE 15 MG TABLET,$0.70 
UPMC PINNACLE MEMORIAL,MIRTAZAPINE 30 MG TABLET,$0.95 
UPMC PINNACLE MEMORIAL,PROMETHAZINE 12.5 MG TABLET,$2.20 
UPMC PINNACLE MEMORIAL,PROMETHAZINE 12.5 MG TABLET,$2.20 
UPMC PINNACLE MEMORIAL,PROMETHAZINE 25 MG TABLET,$0.50 
UPMC PINNACLE MEMORIAL,OXYCODONE 15 MG TABLET,$3.26 
UPMC PINNACLE MEMORIAL,LISINOPRIL 5 MG TABLET,$0.68 
UPMC PINNACLE MEMORIAL,PRIMIDONE 50 MG TABLET,$0.95 
UPMC PINNACLE MEMORIAL,PRIMIDONE 50 MG TABLET,$1.88 
UPMC PINNACLE MEMORIAL,PRIMIDONE 250 MG TABLET,$2.45 
UPMC PINNACLE MEMORIAL,SPIRONOLACTONE 25 MG TABLET,$1.05 
UPMC PINNACLE MEMORIAL,VALACYCLOVIR 500 MG TABLET,$8.50 
UPMC PINNACLE MEMORIAL,ONDANSETRON HCL 4 MG TABLET,$0.46 
UPMC PINNACLE MEMORIAL,AZATHIOPRINE 50 MG TABLET,$2.20 
UPMC PINNACLE MEMORIAL,SULFAMETHOXAZOLE 800 MG-TRIMETHOPRIM 160 MG TABLET,$0.85 
UPMC PINNACLE MEMORIAL,MIDODRINE 2.5 MG TABLET,$3.40 
UPMC PINNACLE MEMORIAL,MIDODRINE 5 MG TABLET,$3.45 
UPMC PINNACLE MEMORIAL,CLINDAMYCIN HCL 150 MG CAPSULE,$0.95 
UPMC PINNACLE MEMORIAL,HYDROXYZINE HCL 10 MG TABLET,$0.85 
UPMC PINNACLE MEMORIAL,HYDROXYZINE HCL 10 MG TABLET,$0.85 
UPMC PINNACLE MEMORIAL,HYDROXYZINE HCL 25 MG TABLET,$0.90 
UPMC PINNACLE MEMORIAL,HYDROXYZINE HCL 25 MG TABLET,$0.91 
UPMC PINNACLE MEMORIAL,HYDROXYZINE HCL 50 MG TABLET,$1.35 
UPMC PINNACLE MEMORIAL,HYDROXYCHLOROQUINE 200 MG TABLET,$7.25 
UPMC PINNACLE MEMORIAL,RISPERIDONE 0.25 MG TABLET,$0.91 
UPMC PINNACLE MEMORIAL,METHIMAZOLE 5 MG TABLET,$1.85 
UPMC PINNACLE MEMORIAL,METHIMAZOLE 10 MG TABLET,$2.28 
UPMC PINNACLE MEMORIAL,CARBIDOPA ER 50 MG-LEVODOPA 200 MG TABLETEXTENDED RELEASE,$3.10 
UPMC PINNACLE MEMORIAL,HYDROXYUREA 500 MG CAPSULE,$4.25 
UPMC PINNACLE MEMORIAL,HYDROXYUREA 500 MG CAPSULE,$4.25 
UPMC PINNACLE MEMORIAL,FLUDROCORTISONE 0.1 MG TABLET,$2.60 
UPMC PINNACLE MEMORIAL,FLUDROCORTISONE 0.1 MG TABLET,$2.60 
UPMC PINNACLE MEMORIAL,NALTREXONE 50 MG TABLET,$9.35 
UPMC PINNACLE MEMORIAL,TAMSULOSIN 0.4 MG CAPSULE,$1.75 
UPMC PINNACLE MEMORIAL,DANTROLENE 25 MG CAPSULE,$7.60 
UPMC PINNACLE MEMORIAL,DANTROLENE 25 MG CAPSULE,$7.60 
UPMC PINNACLE MEMORIAL,DIVALPROEX ER 250 MG TABLETEXTENDED RELEASE 24 HR,$4.15 
UPMC PINNACLE MEMORIAL,DIVALPROEX 125 MG CAPSULEDELAYED RELEASE SPRINKLE,$3.94 
UPMC PINNACLE MEMORIAL,DIVALPROEX 125 MG CAPSULEDELAYED RELEASE SPRINKLE,$3.95 
UPMC PINNACLE MEMORIAL,LAMOTRIGINE 25 MG TABLET,$0.55 
UPMC PINNACLE MEMORIAL,LAMOTRIGINE 100 MG TABLET,$0.78 
UPMC PINNACLE MEMORIAL,LAMOTRIGINE 100 MG TABLET,$0.71 
UPMC PINNACLE MEMORIAL,FENOFIBRATE 160 MG TABLET,$11.95 
UPMC PINNACLE MEMORIAL,TOPIRAMATE 25 MG TABLET,$0.66 
UPMC PINNACLE MEMORIAL,TOPIRAMATE 100 MG TABLET,$1.13 
UPMC PINNACLE MEMORIAL,LOSARTAN 25 MG TABLET,$1.87 
UPMC PINNACLE MEMORIAL,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,$1.10 
UPMC PINNACLE MEMORIAL,RIFAMPIN 300 MG CAPSULE,$3.60 
UPMC PINNACLE MEMORIAL,POTASSIUM CHLORIDE ER 20 MEQ TABLETEXTENDED RELEASE(PART-CRYST),$1.83 
UPMC PINNACLE MEMORIAL,BETHANECHOL CHLORIDE 10 MG TABLET,$1.55 
UPMC PINNACLE MEMORIAL,DIGOXIN 125 MCG TABLET,$5.15 
UPMC PINNACLE MEMORIAL,DIGOXIN 125 MCG TABLET,$5.18 
UPMC PINNACLE MEMORIAL,AMIODARONE 200 MG TABLET,$0.95 
UPMC PINNACLE MEMORIAL,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$2.10 
UPMC PINNACLE MEMORIAL,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$2.10 
UPMC PINNACLE MEMORIAL,CARISOPRODOL 350 MG TABLET,$1.20 
UPMC PINNACLE MEMORIAL,BENZTROPINE 0.5 MG TABLET,$1.40 
UPMC PINNACLE MEMORIAL,BENZTROPINE 1 MG TABLET,$1.84 
UPMC PINNACLE MEMORIAL,ENALAPRIL MALEATE 5 MG TABLET,$2.05 
UPMC PINNACLE MEMORIAL,ENALAPRIL MALEATE 10 MG TABLET,$1.70 
UPMC PINNACLE MEMORIAL,FINASTERIDE 5 MG TABLET,$3.12 
UPMC PINNACLE MEMORIAL,OXYBUTYNIN CHLORIDE 5 MG TABLET,$2.18 
UPMC PINNACLE MEMORIAL,ACETAZOLAMIDE ER 500 MG CAPSULEEXTENDED RELEASE,$18.35 
UPMC PINNACLE MEMORIAL,MORPHINE ER 15 MG TABLETEXTENDED RELEASE,$2.60 
UPMC PINNACLE MEMORIAL,MORPHINE ER 30 MG TABLETEXTENDED RELEASE,$4.90 
UPMC PINNACLE MEMORIAL,DIVALPROEX ER 500 MG TABLETEXTENDED RELEASE 24 HR,$6.54 
UPMC PINNACLE MEMORIAL,HYDROMORPHONE 2 MG TABLET,$0.79 
UPMC PINNACLE MEMORIAL,HEALTHYLAX 17 GRAM ORAL POWDER PACKET,$6.15 
UPMC PINNACLE MEMORIAL,HEALTHYLAX 17 GRAM ORAL POWDER PACKET,$6.15 
UPMC PINNACLE MEMORIAL,PRAMIPEXOLE 0.25 MG TABLET,$1.10 
UPMC PINNACLE MEMORIAL,CARBAMAZEPINE 200 MG TABLET,$3.10 
UPMC PINNACLE MEMORIAL,NITROFURANTOIN MONOHYDRATE-MACROCRYSTALS 100 MG CAPSULE,$13.75 
UPMC PINNACLE MEMORIAL,NITROFURANTOIN MONOHYDRATE-MACROCRYSTALS 100 MG CAPSULE,$13.65 
UPMC PINNACLE MEMORIAL,VITAMIN D2 50000 UNIT CAPSULE,$5.30 
UPMC PINNACLE MEMORIAL,HYDROCORTISONE 10 MG TABLET,$6.40 
UPMC PINNACLE MEMORIAL,CALCITRIOL 0.25 MCG CAPSULE,$1.30 
UPMC PINNACLE MEMORIAL,CALCIUM ACETATE 667 MG CAPSULE,$3.70 
UPMC PINNACLE MEMORIAL,CALCIUM ACETATE 667 MG CAPSULE,$3.69 
