"Category","Department","Charge","Cost"
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VALVE, HEMOSTASIS HVA-100",$80.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VDV232 COMPRESSION SCREW",$284.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRALEX 0010303",$2260.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO 3.1x4.7 MESH",$2184.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO 4.3x5.5 MESH",$3237.20
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO 6x10 MESH",$6630.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO 7x10 MESH",$5600.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO LARGE CIRCLE MESH",$2496.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VENTRIO SMALL CIRCLE MESH",$1755.20
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VIABIL,STENT 8X6X40",$11156.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","VIVIGEN CELULR BONE MATRIX 1CC",$2307.20
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","WALL STENT ENDOPROTHESES 16X60",$4768.68
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","WIRE GUIDE 3.2MM 357.399",$470.40
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","WIRE GUIDE BALL TIP 351.706S",$560.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","X063-0015 FIXCET FACET CMP SCR",$7000.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","X094-1006 SPACER,CERVICAL CORT",$4800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","X094-1007 CERVICAL CORTICAL SP",$5400.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","X094-1008 CERVICL INTRBDY SPCR",$4800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","X094-1009 SPACER,CERVICAL CRTL",$4800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","XIENCE NANO STENT 2.25MMx8MM",$1732.50
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","XL-115363 REV SHOULD HUM BEARI",$3600.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","XL-115364 HUMERAL BEARING",$3600.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","XL-200148 DUAL MOBILITY LINER",$5700.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBH1 TTL HIP PRS FIT/CMNT XLPE",$16000.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBH2 TTL HIP PRS FIT/CMNT ADVN",$19200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-H3  BIPOLAR HIP HIGH DEMAND",$11200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-H4 UNIPOLAR HIP HIGH DEMAND",$10800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-H5  BIPOLAR HIP, STANDARD",$7200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-H6  UNIPOLAR HIP, STANDARD",$6800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-HUC1  UPCHARGE, VITAMIN E",$1200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-HUC2  UPCHARGE CERAMIC HEAD",$800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBK1 TTL KNEE PRIM ADV CMENTD",$13600.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBK1NP PRIM ADV KNEE W/O PATEL",$12800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBK2 TTL KNEE PRIM PREM CMENTD",$15200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBK2NP PRIM PREM KNEE W/O PTLA",$14400.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-K5  UNI-COMPARTMENT KNEE",$12800.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBK5M UNI-COMPARTMENT KNEE OX",$16400.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-KUC1  UPCHARGE, VITAMIN E",$1200.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-S1  HEMI SHOULDER",$17400.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-S2  TOTAL SHOULDER",$21600.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-S3  REVERSE SHOULDER",$36000.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZB-S4  SHOULDER RESURFACING",$16000.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZBSUC1 UPCHG AUGMENTED GLENOID",$2400.00
"MED SURG SUPPLY-IMPLANT","STORES PROCESSING DISTRIBUTION","ZCB00 14.5 DIOPTER LENS",$600.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","00045654PF PRO BALLOON 3x20X80",$520.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","000793 GUIDEWIRE PEG SYSTEM",$300.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","00-2360-205-27  STD DRILL BIT",$487.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","003696  VACURETTE ADAPTOR",$33.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","00-5049-055-00 fml bone cmt pk",$1132.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","00711144 ADVANCE CAPSULE DEL S",$740.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0092100 BLAKEMORE SPECIALTY TB",$1541.72
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0092300 BLAKEMORE SPECIALTY TB",$1541.72
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","01.019.034 LOCKING SCREW",$1262.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0100-000  GUIDE PIN",$534.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0101-900  BALL NOSE GUIDE WIRE",$1234.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","01123215 CAPSURE HERNIA MESH S",$1200.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0113126 OPTIX ABSORB HERN TACK",$1940.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0124-12 SET,EXT MK BLS 30CM 12",$31.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0166L-30  FOLEY CATHETER",$27.72
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","02.111.500.10  redc wire w/stp",$81.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","02.113.001 DRILL TIP GUIDEWIRE",$182.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","02.226.000 THREADED GUIDE WIRE",$182.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","021151-30C CANNULA SPROTTE",$50.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0219-100  CALIBRATED DRILL BIT",$1232.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0234020290  ACL fixation pack",$1240.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0234108200 versitomic strl pp",$1504.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0288  CALIBRATED DRILL BIT",$1267.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0297-03 GELFILM",$772.52
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.010.060 DRILL BIT",$1156.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.010.103 DRILL BIT 3.2MM",$823.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.010.104 DRILL BIT",$911.16
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.010.115 GUIDE WIRE",$462.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.010061 CALIBRATED DRILL BIT",$1156.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.019.016 DRILL BIT",$1022.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.019.026 GUIDE ROD W/STOP",$187.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.037.002  FLEXIBLE DRILL BIT",$3936.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.113.024 CALLIBRATED DRILL T",$590.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.130.100  DRILL BIT, WIRE DR",$408.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.130.102  DRILL BIT 1.0",$408.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.130.112  DRILL BIT 1.3",$408.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.501.012 DRILL BIT",$872.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.503.477  DRILL BIT,MANDIBLE",$1120.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.511.244  DRILL BIT",$904.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.511.246 DRILL BIT",$912.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.511.248 MATRIX WAVE DRL BIT",$912.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","03.603.246 DRILL BIT 1.1MM",$856.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-0310U LARYGO HANDLE",$29.96
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-309U LARYNGOSCOPE HANDLE",$29.96
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-331U MAC 1 BLADE",$55.86
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-333UMAC 3 BLADE",$47.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-334U MAC 4 BLADE",$47.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","040-342U MILLER 2 BLADE",$47.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0408-801-500 HOOD,FLYTE HELMET",$140.58
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","056122 URETHRAL CATHETER",$17.37
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0600029 DUPLOSPRAY TIP 30ML LE",$367.48
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","0711175 TALON GRASP FORCEPS",$572.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","080003 SAFEGRD CARPL TNL KNIFE",$694.65
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","098004  NAVIGATION PROBE COVER",$182.44
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1001-90183 BEVEL SPINAL NEEDLE",$600.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","10061 DLP SUCTION TUBE",$60.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","10061 DLP SUCTION TUBE",$2696.31
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1010090 AVITENE COLLAGEN HEMO",$488.17
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1012068-03 HI-TRQ VERSACORE GW",$300.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1012068-08 HI-TRQ VERSACORE GW",$300.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","10294701 HEALON GV OPTHALMIC V",$200.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","10-403 MYOSURE TISSUE RMVL DVC",$3400.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1068234 EXT BONE GROWTH STIM",$12800.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","10F CLS-2510 PL-AW Sheath25CM",$204.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","11-00031  DRILL BIT",$2124.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","11-00032  DRILL BIT",$2124.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110003484 STEINMAN PIN",$440.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110010571 G7 SUCTION CUP",$280.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110030 FORNISEE DEVICE FS-30",$720.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110030166 SPACER MOLD ADAPTOR",$63.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110035 FORNISEE DEVICE FS-35",$720.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","110040 FORNISEE DEVICE FS-40",$720.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-60012 DRILL TAP",$480.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-90005 DRILL BIT",$640.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-90012 DRILL TAP",$480.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-90022 TEMPLATE",$368.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-90125 DRILL BIT",$640.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1101-90126 DRILL BIT",$640.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","11-80529  SPINAL GUIDE WIRE",$552.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","11F EVLTN SHORTIE RL CONTR STH",$4924.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","11F EVOLUTION RL CNTRLD RT STH",$6160.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","12 FR Glight LaserSheath 50CM",$11580.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1200BMAK BONE MRW ASPIRATN KIT",$272.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","12F NES CURVED INNER FEMORL IN",$820.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","137647000 CEMENT CENTRALIZER",$334.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","13F EVOLUTION RL CNTRLD RT STH",$6160.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","13MM NEEDLES EYE SNRE FEMRL WS",$4612.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","14 FR Glight LaserSheath 50CM",$12180.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1422 FOLEY CATHETER",$19.91
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1424 FOLEY CATHETER",$19.91
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","14F 33CM GORE DRYSEAL FLEX STH",$1220.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1501262 TISSEAL FIBRIN SEAL 4M",$571.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","15520006  INLINE WALKER",$141.64
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1624  FOLEY CATHETER",$23.73
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","16F 33CM GORE DRYSEAL FLEX STH",$1220.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","16F NES CURVED OUTER FEMORL IN",$2044.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1826-6DC SURG NEEDLE .5 CIRC T",$10.49
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","185.615 CONTOUR INJEC STENT",$537.68
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","185-612 CONTOUR INJ STENT 22FR",$537.68
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","185-613 CONTOUR INJ STENT",$537.68
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","185-614 CONTOUR INJECT STENT",$537.68
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","18F 33CM GORE DRYSEAL FLEX STH",$1648.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","1900-015-040 TOOL,RES O.E. 4MM",$490.16
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","2.0 X 8 Euphora SC Balloon",$598.11
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","200072 K-WIRE",$148.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","200162 FLESH #7 PIGMENT",$136.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","200172 FLESH TONE #2",$136.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","201012 SURFACE ELECTRODE SET",$1400.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","20132-214 FIAPC PROBE",$855.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","20132-218 CIRCUMFERENTIAL PROB",$8798.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","2083 SURGICEL SNOW, ABSBL HEMO",$513.21
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","20F COONS DILATOR JCD20-38-20",$104.27
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","20F OBRIEN SUPRAPUBC PA G16121",$460.80
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","20MM NEEDLES EYE SNR FEMRL WST",$4612.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","212604  FERGUSON SUTURE NEEDLE",$9.16
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","21-345 D-HELP SCOPE WARMER",$222.92
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","214141 EXPRESSEW SUTURE NEEDLE",$876.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","21553  VACURETTE SUCTION TIP",$19.42
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","21664  VACURETTE TIP 5MM",$20.91
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","21665  VACURETTE TIP 6MM",$20.91
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","217842010 DRILL PIN PACK",$1424.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","218034  ACL KIT, RIGID LOOP",$2404.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","2203012Q TRUCLEAR RECIP MORCEL",$3196.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","227456000 QUICKSET DRILL BIT",$897.41
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","22F COONS DILATOR JCD22-38-20",$104.27
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","232300 ACL DISPOS KIT",$2600.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","250342 #9 PIGMENTATION NEEDLE",$200.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","260-160 CLEAR RENAL SHEATH",$229.08
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","26-8145  CANNULATED DRILL BIT",$833.04
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","291.230.98 GUIDEWIRE",$536.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","292.12 GUIDE WIRE 1.25MM",$43.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","292.26 GUIDE WIRE 2.5MM",$54.04
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","292.69 CALIBRATED DRILL BIT",$669.83
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","301-0318LTEZ ANS MASK ETC02POM",$32.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","30-1538 DISPOSABLE BIPOLAR CRD",$56.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","301-B3120 MILLER BLADE",$17.04
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","301-B3130 MILLER LARYNG BLADE",$17.04
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","30-403LITE MYOSURE TISSUE RML",$2180.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","307.034 CANNULA, SUBCHONDROPLA",$1700.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.141 DRILL BIT",$361.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.201 DRILL BIT",$361.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.21 DRILL BIT",$397.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.221 CANNULATED DRILL BIT",$2041.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.28 DRILL BIT",$397.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","310.507 DRILL BIT",$725.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3122040 SMARTSET BONE CEMENT",$240.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","31-323220 DRILL BIT",$320.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","31-323230 DRILL BIT",$320.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3142 TIP,SCISSOR ENDOCUT,DISP",$134.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3152S TIP,SCISSOR,MINI ENDOCUT",$134.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","316.396 DRILL BIT",$361.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","316.402 DRILL BIT",$361.20
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","316-1017 CANNULATED DRILL",$1560.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","320-1613 DRILL BIT",$720.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","320-1615 DRILL BIT",$720.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","323-01 GELFOAM SPONGE",$49.43
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","324.212 DRILL BIT",$910.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","342-01  GELFOAM SZ 100",$70.82
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","351.709S GUIDEWIRE",$593.60
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","351.76S GUIDEWIRE",$848.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","353-01 COMPRESSED GELFOAM",$138.81
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3531 EXTRNL NEUROSTIMULTR UNIT",$1600.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","357.099 DRILL BIT",$1142.40
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3608-90035 CERVICAL PUNCH",$840.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","3608-90053  DRILL BIT 3.5MM",$1036.00
"MED SURG SUPPLY-STERILE SUPPLY","STORES PROCESSING DISTRIBUTION","36505 DISPOSABLE DRIVER BLADE",$997.60
