Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,6303125000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"500 REMINGTON BOULEVARD BOLINGBROOK, IL (41.679388, -88.083883)",https://www.amitahealth.org/locations/hospitals/bolingbrook,https://www.amitahealth.org/contact-us,https://www.mapquest.com/places/adventist-bolingbrook-hospital-bolingbrook-il-7624379,TRUE
140286,KISHWAUKEE COMMUNITY HOSPITAL,1 KISH HOSPITAL DRIVE,DEKALB,IL,60115,DE KALB,8157561521,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1 KISH HOSPITAL DRIVE DEKALB, IL (41.96188, -88.72226)",https://www.nm.org/locations/kishwaukee-hospital,https://www.nm.org/locations/kishwaukee-hospital-joint-center,https://www.nm.org/locations/dekalb,TRUE
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,2173372000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1400 WEST PARK AVENUE URBANA, IL (40.117391, -88.227123)",https://www.osfhealthcare.org/heart-of-mary/,https://www.osfhealthcare.org/practices/48/1360/osf-heart-of-mary-medical-center/,https://www.osfhealthcare.org/heart-of-mary/directions/,TRUE
210009,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,4109559540,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Above the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Below the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Below the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Above the national average,,Same as the national average,,Below the national average,,Below the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,"600 NORTH WOLFE STREET BALTIMORE, MD (39.297502, -76.590807)",https://www.hopkinsmedicine.org/the_johns_hopkins_hospital/index.html,https://www.hopkinsmedicine.org/the_johns_hopkins_hospital/getting_here/directions_jhh.html,https://www.hopkinsmedicine.org/the_johns_hopkins_hospital/about/phone.html,TRUE
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,6183323060,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period.,"5900 BOND AVENUE CENTREVILLE, IL (38.571324, -90.10767)",https://www.touchette.org/,http://touchette.org/contact-us,http://touchette.org/about-us,TRUE
180025,FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,NELSON,5023505000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"4305 NEW SHEPHERDSVILLE ROAD BARDSTOWN, KY (37.863995, -85.52376)",http://www.kentuckyonehealth.org/flaget-memorial-hospital-welcome,https://www.healthgrades.com/hospital-directory/kentucky-ky/flaget-memorial-hospital-hgstb3854176180025,https://www.yellowpages.com/bardstown-ky/mip/flaget-memorial-hospital-503908770,TRUE
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,WEBSTER,5155733101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"802 KENYON RD FORT DODGE, IA (42.490278, -94.191337)",https://www.unitypoint.org/fortdodge/default.aspx,https://www.unitypoint.org/fortdodge/clinic.aspx?id=890,https://www.unitypoint.org/fortdodge/about-trinity.aspx,TRUE
180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,MC CRACKEN,2704442444,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1530 LONE OAK ROAD PADUCAH, KY (37.052989, -88.647857)",https://www.mercy.com/locations/hospitals/paducah/lourdes-hospital,https://www.mercy.com/locations/hospitals/paducah/lourdes-hospital/patient-information,https://www.ahd.com/free_profile/180102/Mercy_Health-Lourdes_Hospital/Paducah/Kentucky/,TRUE
200008,MERCY HOSPITAL PORTLAND ME,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,2078793000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"144 STATE STREET PORTLAND, ME (43.652088, -70.265209)",https://northernlighthealth.org/Mercy-Hospital,https://mercyhospital.org/About-Mercy/Careers/Directions.aspx,https://mercyhospital.org/Healthcare-Services/Diabetes-The-Mattina-R-Proctor-Diabetes-Center/Location.aspx,TRUE
130067,IDAHO DOCTORS HOSPITAL,350 N MERIDIAN STREET,BLACKFOOT,ID,83221,BINGHAM,2087822900,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"350 N MERIDIAN STREET BLACKFOOT, ID (43.196301, -112.356124)",https://www.binghammemorial.org/,https://www.binghammemorial.org/idaho-physicians-clinic,http://www.hospital-data.com/hospitals/IDAHO-DOCTORS-HOSPITAL-BLACKFOOT.html,TRUE
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,MADISON,8596233131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"801 EASTERN BYPASS RICHMOND, KY (37.73176, -84.293078)",https://www.baptisthealth.com/richmond/pages/default.aspx,https://www.baptisthealth.com/richmond/pages/contact/phone-directory.aspx,https://www.baptisthealth.com/richmond/pages/services/primary-care/locations.aspx,TRUE
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,JOHNSON,3193561616,Acute Care Hospitals,Government - State,TRUE,TRUE,3,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"200 HAWKINS DRIVE IOWA CITY, IA (41.661203, -91.550759)",https://uihc.org/,https://uihc.org/locations/university-iowa-hospitals-clinics,https://uihc.org/contact-us,TRUE
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GWINNETT,7707362498,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1700 MEDICAL WAY SNELLVILLE, GA (33.877259, -84.019645)",https://eastsidemedical.com/,https://www.facebook.com/EastsideMedicalCenter/,https://eastsidemedgroup.com/,TRUE
190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,NEW ORLEANS,LA,70121,JEFFERSON,5048423000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,"1516 JEFFERSON HWY NEW ORLEANS, LA (29.962771, -90.145205)",https://www.ochsner.org/locations/ochsner-medical-center,https://www.ochsner.org/locations,https://www.ochsner.org/patients-visitors/about-us/contact-us,TRUE
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,5049885263,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1415 TULANE AVE NEW ORLEANS, LA (29.955263, -90.076121)",https://tulanehealthcare.com/,https://www.mapquest.com/us/louisiana/tulane-medical-center-304649285,http://www.ohr.tulane.edu/medical-center.cfm,TRUE
220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,SUFFOLK,6175062000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,"2100 DORCHESTER AVENUE BOSTON, MA (42.277963, -71.066483)",https://www.carneyhospital.org/,https://www.carneyhospital.org/contact-us,https://www.carneyhospital.org/about-us/careers,TRUE
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,8477232210,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"1775 DEMPSTER ST PARK RIDGE, IL (42.039748, -87.848146)",https://www.advocatehealth.com/luth/,https://locations.advocatehealth.com/advocate-medical-group-park-ridge-1775-dempster-st,https://www.advocatehealth.com/luth/patients-visitors/contact-us/,TRUE
190133,ALLEN PARISH HOSPITAL,108 6TH AVENUE,KINDER,LA,70648,ALLEN,3377382527,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"108 6TH AVENUE KINDER, LA (30.491453, -92.855648)",http://www.allenparishhospital.com/,http://www.allenparishhospital.com/getpage.php?name=contact,http://www.allenparishhospital.com/getpage.php?name=employment,TRUE
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,1060,HAMPSHIRE,4135822000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"30 LOCUST STREET NORTHAMPTON, MA (42.331626, -72.653372)",https://www.cooleydickinson.org/about-us/contact-us/locations-directions/,https://www.cooleydickinson.org/,https://www.cooleydickinson.org/programs-services/womens-health/,TRUE
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,PLYMOUTH,5089417000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"680 CENTER STREET BROCKTON, MA (42.08621, -70.991083)",https://www.signature-healthcare.org/,https://www.signature-healthcare.org/about,https://www.signature-healthcare.org/locations/brockton-hospital-(1),TRUE
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,11217 LAKEVIEW AVENUE,LENEXA,KS,66219,JOHNSON,9133227401,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"11217 LAKEVIEW AVENUE LENEXA, KS (38.924376, -94.769705)",https://www.mishhospital.com/,https://www.mishhospital.com/directory,https://www.mishhospital.com/location,TRUE
