Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
17232,SCREW LOCKING P/T T2 4X25MM,297
17233,SCREW LOCKING P/T T2 4X30MM,297
17234,SCREW LOCKING P/T T2 4X35MM,297
17235,SCREW LOCKING P/T T2 4X40MM,297
17236,SCREW LOCKING P/T T2 4X45MM,297
17237,SCREW LOCKING P/T T2 4X50MM,297
17238,SCREW LOCKING P/T T2 4X55MM,297
17239,SCREW LOCKING P/T T2 4X60MM,297
17240,SCREW LOCKING P/T T2 5X25MM,297
17241,SCREW LOCKING P/T T2 5X37.5MM,297
17242,SCREW LOCKING P/T T2 5X42.5MM,297
17243,SCREW LOCKING P/T T2 5X47.5MM,297
17244,SCREW LOCKING P/T T2 5X50MM,297
17245,SCREW LOCKING P/T T2 5X52.5MM,297
17246,SCREW LOCKING P/T T2 5X57.5MM,297
17247,SCREW LOCKING P/T T2 5X80MM,297
17248,SCREW LOCKING P/T T2 5X90MM,297
17249,CAP END NAIL GAMMA3 15.5 +5,293
17250,CAP END NAIL GAMMA3 15.5 +10,293
17251,SCREW LAG LOCK TI 10.5X75MM,818
17252,SCREW LAG LOCK TI 10.5X90MM,818
17253,SCREW LAG LOCK TI 10.5X95MM,818
17254,SCREW LAG LOCK TI 10.5X110MM,818
17255,SCREW LAG LOCK TI 10.5X115MM,818
17256,SCREW LAG LOCK TI 10.5X120MM,818
17257,SCREW LAG LOCK TI 10.5X125MM,767
17258,SCREW LAG LOCK TI 10.5X130MM,767
17259,NAIL TROCHAN 130 DEG TI 11X180,2165
17260,NAIL TROCHAN 125 DEG TI 10X300,3279
17261,NAIL TROCHAN 125 DEG TI 10X340,3279
17262,NAIL TROCHAN 125 DEG TI 10X360,3279
17263,NAIL TROCHAN 125 DEG TI 10X380,3279
17264,NAIL TROCHAN 125 DEG TI 10X400,3279
17265,NAIL TROCHAN 125 DEG TI 10X420,3279
17266,NAIL TROCHAN 125 DEG TI 10X440,3279
17267,NAIL TROCHAN 130 DEG TI 10X300,3279
17268,NAIL TROCHAN 130 DEG TI 10X320,3279
17269,NAIL TROCHAN 130 DEG TI 10X340,3279
17270,NAIL TROCHAN 130 DEG TI 10X360,3279
17271,NAIL TROCHAN 130 DEG TI 10X380,3279
17272,NAIL TROCHAN 130 DEG TI 10X400,3279
17273,NAIL TROCHAN 130 DEG TI 10X420,3279
17274,NAIL TROCHAN 130 DEG TI 10X440,3279
17275,NAIL IIMHS GM 3 1.5 10X300 125,3279
17276,NAIL IIMHS GM 3 1.5 10X320 125,3279
17277,NAIL IIMHS GM 3 1.5 10X340 125,3279
17278,NAIL IIMHS GM 3 1.5 10X368 125,3279
17279,NAIL IIMHS GM 3 1.5 10X400 125,3279
17280,NAIL IIMHS GM 3 1.5 10X420 125,3279
17281,NAIL IIMHS GM 3 1.5 10X440 125,3279
17282,NAIL IIMHS GM 3 1.5 10X400 130,3279
17283,NAIL IIMHS GM 3 1.5 10X320 130,3279
17284,NAIL IIMHS GM 3 1.5 10X340 130,3279
17285,NAIL IIMHS GM 3 1.5 10X380 130,3279
17286,NAIL IIMHS GM 3 1.5 10X400 130,3279
17287,NAIL IIMHS GM 3 1.5 10X420 130,3279
17288,NAIL IIMHS GM 3 1.5 10X440 130,3279
17289,CABLE/SLEEVE BEADED D-M 1.6MM,524
17290,CABLE/SLEEVE BEADED D-M 2.0MM,524
17291,CABLE GRIP VITALLIUM DALL SM,2120
17292,CABLE GRIP VITALLIUM DALL MED,2120
17293,PLATE GRIP COBALT MED 2X100MM,2120
17294,PLATE GRIP COCR MEDIUM 2X200MM,3549
17295,PLATE GRIP COCR LARGE 2X160MM,2783
17296,PLATE GRIP COCR LARGE 2X200MM,3549
17297,CABLE DALL MILES 1.6X750MM,480
17298,PLATE DHS STD BRRL 140D 2H,1382
17299,PLATE DHS STD BRRL 145D 2H,1382
17300,PLATE DHS STD BRRL 150D 2H,1382
17301,PLATE BONE ULNA RAYHACK GEN II,2858
17302,OSTEOSET PELLET INJ 1.25ML 3MM,1100
17303,OSTEOSET PELLET INJ 5ML 4.8MM,1350
17304,HEAD MOD EVOLVE STD 18MM,3770
17305,HEAD MOD EVOLVE STD 18MM +2,3770
17306,HEAD MOD EVOLVE STD 18MM +4,3770
17307,HEAD MOD EVOLVE STD 4.5MM,4484
17308,HEAD MOD EVOLVE STD 4.5MM +2,4484
17309,HEAD MOD EVOLVE STD 5.5MM +2,5480
17310,HEAD MOD EVOLVE STD 6.5MM +2,4484
17311,HEAD MOD EVOLVE STD 7.5MM +2,4484
17312,HEAD MOD EVOLVE STD 8.5MM +2,4484
17313,HEAD MOD EVOLVE STD 9.5MM +2,4484
17314,HEAD MOD EVOLVE STD 4.5MM +4,4484
17315,HEAD MOD EVOLVE STD 5.5MM +4,4484
17316,HEAD MOD EVOLVE STD 6.5MM +4,5156
17317,HEAD MOD EVOLVE STD 7.5MM +4,4484
17318,HEAD MOD EVOLVE STD 8.5MM +4,4484
17319,HEAD MOD EVOLVE STD 9.5MM +4,4484
17320,BIT DRILL 2.05MM VUEPOINT,580
17321,EXTRACTOR NCOMPASS STONE  1.7F,378
17322,EXTRACTOR NGAGE NITINOL 1.7FX8,393
17323,SHEATH FLEXOR PARALL 12/14 34C,254
17324,CONTROLLER POCKET HM2,16500
17325,DILATOR HERCULES 10-11-12 WIRE,378
17326,DILATOR HERCULES 12-13.5-15 WI,378
17327,DILATOR HERCULES 15-16.5-18 WI,378
17328,PICK VEIN SHRT ST,7
17329,SHAFT FIBULAR 10CM FROZEN,1592
17330,WEDGE ILIAC CREST 10MM PERSERV,1327
17331,CHIP CANCELLOUS 15CC FREEZE,1965
17332,CHIP CANCELLOUS 5CC FREEZE,252
17333,CHIP CANCELLOUS 60CC FREEZE,1368
17334,CHIP CANCELLOUS 90CC FREEZE,1893
17335,CHIP CANCELLOUS 90CC CRUSHED,2796
17336,TENDON SEMI-TENDINOSUS >=230MM,2571
17337,CHIP CANCELLOUS 15CC PRESERVON,430
17338,CHIP CANCELLOUS 60CC PRESERVON,1608
17339,CHIP CANCELLOUS 90CC PRESERVON,2164
17340,SCREW POLYAXIAL 5.5 TI 8.5X60,1658
17341,SCREW POLYAXIAL 5.5 TI 8.5X80,1932
17342,SCREW POLYAXIAL 5.5 TI 9.5X45,1350
17343,ENSEAL TRIO 35CM CVD,917
17344,TOOL LEGEND BALL 7.5X6 DIAMOND,240
17345,IMPLANT MPFL BIO-COMP 6X23MM,2974
17346,CATH ASCENDRA INTRATHECAL,1800
17347,KIT ASCENDRA ACCESSORY,400
17348,KIT LACRICATH DCP PRODURE BI,1110
17349,TRACKER INSTRUMENT AXIEM,322
17350,BLADE QUADCUT FUSION 3.4X13 RO,676
17351,BLADE TRICUT 13CM STR ROTATABL,704
17352,BLADE RAD40 CVD ROTATABLE W/,664
17353,AIRWAY LMA SUPREME SZ1.5,29
17354,AIRWAY LMA SUPREME SZ2.5,29
17355,STRIP CHRONOS 50X25X3,1860
17356,STRIP CHRONOS 100X25X3,3266
17357,PACK VITOSS FOAM BA 10CC,3970
17358,SCREW SCHANZ 4.0X80 SPD PT 25,175
17359,TUBE SPARE REAMER FOR 309.150,572
17360,SLEEVE LCP DRILL 2.0 W/SCALE,844
17361,SCREW CORTEX SELF TAP 2.7X32,82
17362,SCREW LOCKING SELF TAP 2.7X9,270
17363,GUIDE DRILL 2.0 THRD W/GAUGE,1215
17364,BIT DRILL 8.0MM DHS/DCS REAMER,1368
17365,PIN STEINMAN SMOOTH 7/64X9 N/S,9
17366,WASHER FLAT LO PRO 14MM OD,205
17367,WASHER FLAT LO PRO 17MM OD,234
17368,WASHER SPIKE LO PRO 14MM OD,317
17369,ADHESIVE SKINSTITCH .2ML,34
17370,CATH SWAN NECK CURL 6.5CM RT 2,386
17371,CATH SWAN NECK CURL 6.5CM LT 2,382
17372,TROCAR MINISTEP 7/8 MM CANN/,112
17373,KIT THERMOCHEM HT2000 IPH PROC,6500
17374,RING PHYSIO TRICUSPID SZ36,4872
17375,RING PHYSIO TRICUSPID SZ34,4872
17376,RING PHYSIO TRICUSPID SZ32,4872
17377,RING PHYSIO TRICUSPID SZ30,4872
17378,RING PHYSIO TRICUSPID SZ28,4872
17379,RING PHYSIO TRICUSPID SZ26,4800
17380,RING PHYSIO TRICUSPID SZ24,4800
17381,DRILL ACUTRAK FUSION 37MM,190
17382,SYSTEM BIOCOMP ACHILLES SPEED,3480
17383,SLING MINIARC PRECISE SNGL INC,3396
17384,SUTURE CAPIO NONAB DA TC/T 26,73
17385,SUTURE PROLENE 9 0 6IN TG140-8,31
17386,SHIELD OCULAR BILAT XSM 23.5X2,134
17387,ADHESIVE LIQUIBAND EXCEED,36
17388,PIN SIGMA HP THREADED HEADED,682
17389,WEDGE ILIAC CREST 12MM PERSERV,1327
17390,WEDGE ILIAC CREST 15MM PERSERV,1524
17391,SIZER MEMORYSHAPE 120CC MED,530
17392,SIZER MEMORYSHAPE 135CC MED,530
17393,SIZER MEMORYSHAPE 155CC MED,530
17394,SIZER MEMORYSHAPE 180CC MED,530
17395,SIZER MEMORYSHAPE 215CC MED,530
17396,SIZER MEMORYSHAPE 245CC MED,530
17397,SIZER MEMORYSHAPE 280CC MED,530
17398,SIZER MEMORYSHAPE 315CC MED,530
17399,SIZER MEMORYSHAPE 355CC MED,530
17400,SIZER MEMORYSHAPE 395CC MED,530
17401,SIZER MEMORYSHAPE 440CC MED,530
17402,SIZER MEMORYSHAPE 480CC MED,530
17403,SIZER MEMORYSHAPE 530CC MED,530
17404,SIZER MEMORYSHAPE 640CC MED,530
17405,SIZER MEMORYSHAPE 775CC MED,530
17406,BLADE KURZ PRECISE SNGL ST,32
17407,TOOL LEGEND BALL 14X6 DIA CRSE,294
17408,TOOL LEGEND BALL 14X6 DIAMOND,290
17409,SUTURE PROLINE 6 0 4X30IN BV1,98
17410,SYRINGE HANDIVAK 60CC LOCKING,1476
17411,STAPLER CONTOUR 40MM BLU CRV,900
17412,LEAD CAPSURE EPI IS1 UNI 50CM,1400
17413,LEAD CAPSURE EPI IS1 UNI 35CM,1400
17414,DEVICE MONODERM QUILL 3 0 CLR,50
17415,SCREW TI CORTEX 2.0X13 SLF TAP,82
17416,ELECTRODE CUT 21F BIPOL ST,770
17417,ELECTRODE CUT 24.5F BIPOL ST,770
17418,ELECTRODE ROLLER BALL 21/24.5F,770
17419,PAD NEONAT REM POLYHESIVE2,21
17420,CATH FOLEY 16F 5CC 2WAY LTX ST,7
17421,DEVICE MYOSURE TISSUE REMOVAL,2590
17422,PACK PATIENT HEARTWARE,1275
17423,BUR SST SHANNON 44 2.3MM 3-FLU,26
17424,BUR SST SHANNON PILOT 3.0MM 5,34
17425,CHIP CANCELLOUS 30CC FREEZE,783
17426,CANNULA BIOMEDICUS VENOUS 15F,464
17427,CANNULA BIOMEDICUS FEM ART 15F,464
17428,CANNULA BIOMEDICUS FEM ART 17F,478
17429,PLATE RETENT STARGUARD SUT 7X1,165
17430,PLATE RETENT STARGUARD SUT 9X1,165
17431,PROSTHESIS MNP 2.00X1.00 TI,886
17432,PROSTHESIS MNP 3.50X2.50 PART,886
17433,PROSTHESIS MNP 2.50X1.50 TI,886
17434,PROSTHESIS MNP 4.00MM TOTAL TI,864
17435,PROSTHESIS MNP 3.00X2.00 TI,886
17436,PROSTHESIS MNP 3.00MM TOTAL TI,886
17437,PROSTHESIS MNP 5.50MM TOTAL TI,864
17438,PROSTHESIS MNP 3.50MM TOTAL TI,864
17439,PROSTHESIS MATRX STAPE .6X3.75,484
17440,CLIP FLEXIBAL 2.00X1.00 PART,1016
17441,CLIP FLEXIBAL 2.50X1.50 PART,1068
17442,CLIP FLEXIBAL 3.00X2.00 PART,828
17443,CLIP FLEXIBAL 3.50X2.50 PART,1042
17444,PROSTHESIS ANG PLESTER 2.25MM,828
17445,PROSTHESIS MNP 4.50MM TOTAL TI,864
17446,PROSTHESIS MNP 5.00MM TOTAL TI,864
17447,BUR 4MM LNG HIP PEAR,78
17448,SCREW BIOCOMP INTERFER 8X28,470
17449,SCREW BIOCOMP INTERFER 9X28,470
17450,SCREW BIOCOMP INTERFER 11X28,470
17451,SCREW BIOCOMP INTERFER 12X28,470
17452,BLADE DUAL CUT 15X7 SHRT NARRW,100
17453,BLADE DUAL CUT 25X5.5 MED NARR,99
17454,PIN CRIMP POSITIONING 7.3MM ST,597
17455,PLATE 150D DHS STD BRL 2H/46 S,1770
17456,KIT NAIL G3 LNG 10X360X130D LT,3280
17457,CAP END T2 11.5MM +10MM,297
17458,ANCHOR FASTIN RC 6.5MM W/ORTHO,832
17459,KIT DUAL PROCESSOR N6,25700
17460,STRIP VITOSS FOAM BA 25X100X4,3970
17461,PACK VITOSS FOAM BA 5CC,1084
17462,KIT NAIL G3 LNG 10X320X125D RT,3279
17463,CONNECTOR CROSS XXSM,1200
17464,CONNECTOR CROSS XSM,1200
17465,CONNECTOR CROSS SM,1200
17466,SCREW TI CORTEX 2.7X14 18MM,80
17467,SCREW TI CORTEX 2.7X22 18MM,76
17468,TENDON TIBIALIS POST >=230MM,3459
17469,CARTILAGE COSTAL LIFELINK,1026
17470,FASCIA LATA 80X200 LG,1960
17471,TENDON TIBIALIS ANT MIN 230MM,3459
17472,TUBE TRACH TTS  SZ2.5 NEO CUFF,360
17473,SYSTEM CPR MINI SCORPIAN DX,1900
17474,KIT AUTOLOG WASH,96
17475,NEEDLE PASSIVE 2.2MM BIOPSY,1062
17476,KIT NAVIGUS EX PASSIVE GUIDE,1998
17477,PLACEMENT AXIEM CRANIAL SHUNT,1096
17478,RESECTION AXIEM CRANIAL TUMOR,1096
17479,SPHERE STEALTHSTATION,31
17480,TUBE TRACH 5.0 TTS HYPERFLEX,149
17481,SYSTEM RELIVA SCOUT SINUS DIL,3350
17482,BUTTON AMT BLN MINI ONE 18X1.2,170
17483,BUTTON AMT BLN MINI ONE 18X2.0,170
17484,BUTTON AMT BLN MINI ONE 20X2.7,170
17485,BUTTON AMT BLN MINI ONE 24X1.7,170
17486,BUTTON AMT BLN MINI ONE 24X2.0,170
17487,BUTTON AMT BLN MINI ONE 24X2.3,170
17488,BUTTON AMT BLN MINI ONE 24X2.5,170
17489,DRESSING ABTHERA ABDOMEN NPT,722
17490,DRESSING VAC GRANUFOAM SM,64
17491,STRIP PLATFORM CM 10CC,2650
17492,VALVE DEFENDO BIOPSY DISPO,32
17493,DRESSING VAC GRANUFOAM MED,80
17494,DRESSING VAC GRANUFOAM LG,96
17495,PAD SENSATRAC W/TUBING,34
17496,SCREW POLYAXIAL 5.5 TI 10.5X50,1350
17497,SCREW POLYAXIAL 5.5 TI 10.5X55,1350
17498,ALLOGRAFT GRACILIS TENDON >=23,2571
17499,IMPLANT CONCERT PIN FLEX28,62000
17500,IMPLANT COCLEAR HIRES 90K,62110
17501,FUNNEL KELLER FUNNEL2,270
17502,CANNULA TRANSPORT 8MM 1-2-3,180
17503,ANCHOR NANO TAK SUT 1.4MM,878
17504,BIT DRILL NANO TAK FLEX 1.4MM,418
17505,BLADE SAMURI FULL RAD,490
17506,PASSER SUT NANOPASS REACH CRES,578
17507,IMPLANT MINI NATURAL BRIDGE LG,1500
17508,IMPLANT MINI NATURAL BRIDGE ME,1500
17509,KIT KNOTLESS TIGHTROPE SYDESMO,1760
17510,SUTURE FIBERWIRE #2 38IN WHT/B,90
17511,NEEDLE IMBIBE 11GX4 BULLET TIP,260
17512,DRESSING VAC WHITEFOAM LG,24
17513,DRESSING VAC WHITEFOAM SM,19
17514,PAD SENSATRAC W/TUBING,36
17515,SCREW MINIPOLY 3.50X16 ANG,4320
17516,SUTURE VICRYL+2 3X18 CR OS8,36
17517,CANNULA VACUUM ASSIST 8F 90D,57
17518,CANNULA VACUUM ASSIST 10F 90D,58
17519,CANNULA DLP SNG STAGE 12F .25,51
17520,CANNULA DLP SNG STAGE 14F .25,53
17521,CANNULA DLP SNG STAGE 16F .25,53
17522,CANNULA DLP SNG STAGE 20F .25-,51
17523,CANNULA DLP SNG STAGE 22F .25-,51
17524,CANNULA DLP SNG STAGE 26F 3/8,51
17525,VENT DLP LT VENTRI 10F PVC 90D,40
17526,VENT DLP LT VENTRI 13F PVC 90D,36
17527,VENT DLP LT VENTRI 15F PVC MAL,43
17528,CANNULA DLP VEN 18FX3/8 W/90D,58
17529,CANNULA DLP VEN 20FX3/8 W/90D,60
17530,CANNULA DLP VEN 22FX3/8 W/90D,60
17531,CANNULA DLP VEN 24FX3/8 W/90D,62
17532,CANNULA DLP ARTER 1PC 6FX3/16,172
17533,CANNULA DLP ARTER 1PC 8FX3/16,172
17534,CANNULA ARTER EOPA 18F BLUNT,88
17535,CANNULA ARTER EOPA 20F BLUNT,88
17536,CANNULA DLP SIL RCSP 6F WCUFF,160
17537,CANNULA DLP SIL RCSP 10F WCUFF,156
17538,CANNULA DLP AORTIC ROOT 16GA W,37
17539,CANNULA DLP AORTIC ROOT 16GA,31
17540,CANNULA DLP AORTIC ROOT 18GA,33
17541,CANNULA DLP ARTERIOTOMY 1.3X2,17
17542,CANNULA DLP ARTERIOTOMY 1.3X3,17
17543,CANNULA DLP ARTERIOTOMY 2.3X2,17
17544,CANNULA DLP ARTERIOTOMY 2.3X3,17
17545,CANNULA DLP ARTER 1PC 16FX.25,158
17546,VALVE DEFENDO ST SNG USE,20
17547,MESH STRATTICE 20X30 FIRM,30278
17548,MESH STRATTICE 20X40 FIRM,40370
17549,MESH 3D MAX LG LT 4X6IN,500
17550,CANNULA DLP ARTER 1PC 10FX3/16,83
17551,SUTURE VASCUFIL 6 0 CV1 DA,68
17552,DRESSING AQUACEL AG CVR 3.5X6,60
17553,DRESSING AQUACEL AG CVR 3.5X10,74
17554,DRESSING AQUACEL AG CVR 3.5X12,82
17555,DRESSING AQUACEL AG CVR 3.5X14,82
17556,BLADE SAGGITAL X-WIDE THIN SHO,54
17557,SET CVC 3FX8 1LUM PEDI STR/J,66
17558,SET PRESSURE MONITOR RA 3FX5,67
17559,SUTURE ETHIBOND 2 0 4X30IN V37,34
17560,DRESSING VAC GRANUFOAM AG MED,110
17561,PACK CONSTELLATION 23G TOTAL+,1185
17562,VALVE CSF FLOW CONTROL EXTRACT,2478
17563,CATH PERITONEST 90CM EXTRACTED,965
17564,CATH VENTRICULAR 23CM EXTRACT,636
17565,SCREW POLYAXIAL 5.5 TI 10.5X35,1350
17566,SCREW POLYAXIAL 5.5 TI 10.5X40,1350
17567,SCREW POLYAXIAL 5.5 TI 10.5X45,1350
17568,SCREW POLYAXIAL 5.5 TI 7.5X60,1658
17569,RING MALYUGIN 7.0MM,250
17570,PACK CONSTELLATION 25G VALVED,1207
17571,PROBE STR LASER 25GA,381
17572,PIK ILLUM MEMBRANE 25GA,184
17573,SYSTEM VALVED ENTRY 25G 4MM,84
17574,SYSTEM VALVED ENTRY 25G 6MM,124
17575,SCISSOR REVOLUTION DSP 25+ CVD,354
17576,PIK 45DEG DSP,80
17577,PROBE DIATHERMY DSP 25GA,84
17578,BACKFLUSH SOFT TIP 25G,203
17579,PICK MICRO 25GA(.5MM)X32,16
17580,SUTURE VASCUFIL 5 0 CV11 DA,45
17581,SUTURE VASCUFIL 7 0 MV1758 DA,237
17582,SUTURE FLEXON 3 0 24IN CV23 DA,39
17583,HOSE VACUUM W/WAND HOSE 7/8X10,18
17584,BLADE RESECTOR 5.0MM FORMULA,78
17585,INSERTER PUNCTUM DILATOR/PLUG,20
17586,CABLE TEST SIM W/MINIHOOK VERI,80
17587,PROSTHESIS MATRX STAPE .6X4.00,496
17588,PROSTHESIS MATRX STAPE .6X4.25,496
17589,PROSTHESIS MATRX STAPE .6X4.50,484
17590,PROSTHESIS MATRX STAPE .6X5.00,472
17591,PROSTHESIS MATRX STAPE .6X5.50,472
17592,SCREW POLYAXIAL 5.5 TI 9.5X40,1350
17593,PACK ADULT FUSION COMP KIT,898
17594,SYSTEM INZII RETRIEVAL 12/15MM,330
17595,CATH ANORECTAL PEDI 3 CHANNEL,78
17596,KIT CVC 4FX12 2LUM,56
17597,COLLECTOR SHEEHY BONE DUST,82
17598,CANNULA DLP SNG STAGE 28F 3/8,53
17599,CANNULA DLP VENOUS 26F RT ANG,57
17600,GAS INTRAOCCULAR SF6 PER 1CC,1918
17601,GAS INTRAOCCULAR C3F8 PER 1CC,2111
17602,TUBE TRIUNE 1.35MM SIL,34
17603,GRAFT ALLOMAX SURG 8X16 RECT,9152
17604,SUTURE STEEL 1 4-18IN V37,26
17605,SET  DIALATOR 8-12-16-20F,165
17606,SET CYSTOSOMY CATH 8FX54 SUPRA,129
17607,SET CYSTOSOMY CATH 10FX54 SUPR,129
17608,CATH KUMAR CHOLANGIOGRAPHY,68
17609,MESH PARIETEX PROGRIP 15X9,488
17610,NEEDLE INJETAK CYTOSCOPY 70CM,120
17611,TROCAR XCEL 12X100 BLADELESS,47
17612,PUTTY HEMASORB APPLY 3.5G,368
17613,SCREW PINN CAN BONE 6.5X8,322
17614,VENT DLP LT VENTRI 16F SIL MAL,46
17615,CANNULA DLP VEN 28FX3/8 W/90D,60
17616,PACK ECMO 3/8 CUSTOM,680
17617,GRAFT ALLODERM RTM MED 9.6X19.,7976
17618,GRAFT ALLODERM RTM LG 10.7X21.,9910
17619,PATCH PARIETEX COMPOSITE 8.6CM,960
17620,HOOK LONE STAR STAYS 5MM BLUNT,15
17621,SAW 20.1X21.4X4X0.6 PIEZOELEC,412
17622,SAW 105.7X4.0X0.6 PIEZOELECTRI,780
17623,SAW 38.9X5.0X0.6 PIEZOLECTRIC,626
17624,NEUROREGULATOR RECHARGEABLE,22120
17625,47E ANTERIOR LEAD,2760
17626,47E POSTERIOR LEAD,2760
17627,GRAFT FUSION BIOLINE VASC 6X40,4640
17628,GRAFT FUSION BIOLINE VASC 6X60,2880
17629,GRAFT FUSION BIOLINE VASC 6X80,5040
17630,GRAFT FUSION BIOLINE VASC 8X40,2400
17631,GRAFT FUSION BIOLINE VASC 8X60,2880
17632,GRAFT FUSION BIOLINE VASC 8X80,4480
17633,IMPLANT PROLARYN+ 1CC W/NEEDLE,1250
17634,STENT ISTENT TRABECULAR LT,4200
17635,STENT ISTENT TRABECULAR RT,4200
17636,RELOAD STAPLER 45 BLU DAVINCI,360
17637,RELOAD STAPLER 45 GRN DAVINCI,360
17638,SEALER VESSEL DAVINCI XI,1190
17639,GRAFT HALF CORNEA 9MM SPLIT,830
17640,GRAFT BIFURCATED STENT 28X20X9,27998
17641,DRAIN PRATT 10F RND HUBLESS 30,24
17642,SHEATH ENDOWRIST STAPLER XI,40
17643,SEAL CANNULA 12MM-STAPLER XI,40
17644,SAC TISSUE RETRIVAL 153X240,125
17645,MESH PARIETEX PROGRIP 15X9 REC,688
17646,IMPLANT COCHLEAR NUCLEUS CI512,34278
17647,PATCH PARIETEX COMPOSITE 4.6CM,624
17648,PATCH PARIETEX COMPOSITE 6.6CM,746
17649,ANCHOR SUTUREFIX ULTRA 1.9MM,770
17650,BIT DRILL SUTUREFIX 1.9MM,366
17651,SCRAPER MEMBRANE 25G+ CVD,246
17652,SET PLUG ULTRAVIT 25GA+ 3 CT,180
17653,SUTURE GORTEX CV8 TTC9 18IN,56
17654,PLATE MATRIXRIB 16H TI RT RIB,3446
17655,PLATE MATRIXRIB 17H TI RT RIB,3910
17656,PLATE MATRIXRIB 18H TI RT RIB,3910
17657,IMPLANT BIA400 4MM/8MM ABUTMEN,3910
17658,PROCESSOR BAHA4 CHESNUT BRN,5950
17659,SUTURE VICRYL 3 0 18IN SH,22
17660,SUTURE MONODEK ABSORB PDO DA,77
17661,NEEDLE CHIBA BIOPSY 25GX15,17
17662,SAW 20.9X14.1X4.0X0.6 PIEZO ST,365
17663,SAW 17.8X15.2X4.0X0.6 LT PIEZO,365
17664,SAW 17.8X15.2X4.0X0.6 RT PIEZO,365
17665,SAW 39.5X4.0X0.8 LT PIEZO ST,570
17666,SAW 39.5X4.0X0.8 RT PIEZO ST,600
17667,GRAFT FUSION BIOLINE RING 7X40,2850
17668,GRAFT FUSION BIOLINE RING 7X80,4480
17669,HEAD FEMORAL FROZEN WEIGHTBEAR,2373
17670,CARTRIDGE STAPLER GIA2 30/2.0,287
17671,SET SP TUBE INTRODUCER 8-14FX1,164
17672,WIRE GUIDE AMPLATZ XSTF 035X14,53
17673,CATH 2LUM URETERAL 6/10FX50 AQ,78
17674,MESH Y VERTESSA LITE PP 26X4X3,1530
17675,GRAFT FUSION BIOLINE RING 6X40,2850
17676,UPCHARGE ALTRX,525
17677,UPCHARGE GRIPTION,1050
17678,BAG UROCATCHER2 DRAINAGE 10/PK,36
17679,BLADE SCREWDRIVER NEURO UNIV,352
17680,BOLT WIRE FIXAT ILIZAROV SLOT,89
17681,BRUSH INTRAMEDULLARY,16
17682,CATH CODA BLN 9FX120,860
17683,ENDOSTAT LASERSCOPE .4X12,790
17684,ENS VERIFY EVALUATION SYSTEM,800
17685,FIBER HOLMIUM SMA 365UM FLAT,350
17686,KNIFE MYRINGOTOMY SICKLE BLD,25
17687,LEAD CAPSURE EPI IS1 BI 35CM,1400
17688,LEAD PACING CPI EPICARDIAL,1080
17689,LENS GRIESHABER ASPHERIC 59D,80
17690,PACK PULM REHAB OP 9/55,670
17691,PAD GROUNDING REM INFANT W/COR,11
17692,PEG FULLY THREADED 2.5X14,184
17693,PEG FULLY THREADED 2.5X16,184
17694,PIGMENT PERMARK FLESH 5 ST,68
17695,PIN GUIDE INTRAFIX 2.4X15,498
17696,PIN HA 6X25X200,345
17697,PIN HA 6X30X200,345
17698,PIN HA 6X40X200,322
17699,PLATE LO PRO 16H W/O BAR,342
17700,PLATE LO PRO 2H 12MM BAR,117
17701,PLATE LO PRO 2H 12MM XRIGID,62
17702,PLATE LO PRO 2H 16MM BAR,120
17703,SCREW CANCELLOUS 4.0X45 FULL,41
17704,SCREW CORTEX 3.5X12 SELF TAP,40
17705,SCREW SELF TAP 1.7X10 MIDFACE,73
17706,SCREW SET RANCHO SYSTEM,32
17707,SCREW TI CORTEX 2.0X18 SLF TAP,86
17708,SCREW TI CORTEX 2.0X20 SLF TAP,86
17709,SCREW TI CORTEX 2.0X6 SLF TAP,78
17710,SET PRESSURE MONITOR 2.5F STR,67
17711,SLEEVE CENTERING RANCHO 6MM,238
17712,SOCKET THREADED 400MM,81
17713,STAPLER INTERNAL TA90/3.5 SS,178
17714,STRUT FAST FX 143/205 MED,3161
17715,SUTURE CHROMIC 4 0 18IN PS4,13
17716,SUTURE CHROMIC 5 0 18IN PS4,13
17717,SUTURE CHROMIC 5 0 27IN C1,14
17718,SUTURE ETHIBOND 2 0 30IN V5 SN,20
17719,SUTURE PDS+ 1X54 TPB1 BLUNT,14
17720,SUTURE PDS+ 1X96 BP1 BLUNT,13
17721,SUTURE PDS+ 6 0 30IN C1 VIOL,20
17722,SUTURE PLAIN 3 0 27IN PS1,13
17723,SUTURE PLAIN 4 0 18IN P3,13
17724,SUTURE PROLENE 3 0 36IN RB1,11
17725,SUTURE PROLENE 4 0 36IN RB1,11
17726,SUTURE PROLENE 5 0 18IN PC1,11
17727,SUTURE PROLENE 5 0 24IN RB1,11
17728,SUTURE PROLENE 5 0 24X60 TF,13
17729,SUTURE STEEL #6 4X18 CT2 45CM,27
17730,SYSTEM KII OPTICAL ACCESS 12X1,140
17731,TUBE TRACH SZ3.5 NEO UNCUFFED,113
17732,TUBE TRACH TTS SZ3.5 NEO CUFF,362
17733,TUBE VITAL VUE YANKAUER,368
17734,WASHER FIXATION BOLT 4MM SS,38
17735,WAX BONE LUKENS 2.5 GM,10
17736,WIRE ILIZAROV BAYONET 1.8X370,119
17737,WIRE ILIZAROV W/STOP 1.8X400,350
17738,WIRE SUTURE SS LUQUE 16X1.2X10,27
