MNEMONIC,DESCRIPTION,CHRG AMT
4281001,TREATMENT DEVICE N/C,0
4281002,CONEBEAM N/C,0
4281003,PORT N/C,0
4281004,TX DELIVERY N/C,0
4281005,PHYSICS ACTIVITY N/C,0
4281006,BASIC DOS CALC N/C,0
4281007,IMRT PLAN N/C,0
4281008,3D PLAN N/C,0
4300003,A & D OINTMENT 60GM,3
4300004,ASPIRIN EC 325MG TAB,0.15
4300017,EPINEPHRINE 1:1000 AMP,11.55
4300018,EPINEPHRINE TOPICAL PER ML,13.95
4300020,DOXORUBICIN 10MG VIAL,29.45
4300023,OXYMETAZOLINE NASAL SPRAY,1.3
4300025,SPIRONOLACTONE 25MG TABLET,1.35
4300026,METHYLDOPA 250MG TAB,1.35
4300032,AMINOCAPORIC ACID 5GM IV,31.65
4300033,AMINOCAPROIC ACID 500MG TABLET,8.85
4300036,AMINOPHYLLINE 500MG/20ML INJ,32.1
4300049,AMYL NITRITE VAPOROLE,8.3
4300056,SUCCINYLCHOLINE 20MG/ML,21.4
4300057,ANTIVENIN SNAKE BITE SERUM,3453.1
4300058,MECLIZINE 12.5MG TABLET,1.25
4300059,HEMORRHOIDAL HC SUPPOS,3.5
4300060,ANUSOL SUPPOSITORY,0.35
4300062,HYDRALAZINE 20MG/ML INJ,19.1
4300063,HYDRALAZINE 25MG TABLET,1.3
4300065,PHYTONADIONE 10MG/ML INJ,43.45
4300077,ASPIRIN 81MG TABLET,0.2
4300078,ASPIRIN 325MG TABLET,0.15
4300079,LORAZEPAM 1MG TABLET,1.95
4300083,ATROPINE 1% OPHT SOLN,16.85
4300085,ANTIPYRINE/BENZOC. OTIC SOLN,22.65
4300091,SULFASALAZINE 500MG TABLET,1.35
4300093,CYANOCOBALAMIN 1000MCG,24.25
4300095,BACITRACIN OPHT OINTMENT,97.25
4300096,BACITRACIN TOPICAL OINT,3.55
4300097,DIMERCAPROL 300MG VIAL,142.15
4300098,BANALG LINIMENT,15.4
4300100,DIPHENHYDRAMINE ELIX 5ML,1.7
4300101,DIPHENHYDRAMINE 50MG INJ,11.8
4300102,DIPHENHYDRAMINE 25MG CAPSULE,0.2
4300105,DICYCLOMINE 10MG CAPSULE,1.35
4300106,DICYCLOMINE 20MG/2ML INJECTION,67.65
4300112,BENZOIN TINC BOTTLE,15.55
4300116,POVIDONE IODINE OINT IOZ,2
4300119,POVIDONE IOD SWABAID,0.3
4300130,BISACODYL SUPP 10MG,0.35
4300132,TERBUTALINE 5MG TABLET,2.7
4300137,BSS 15ML,15.15
4300138,BSS 500 ML STERILE,19.35
4300146,CALAMINE LOTION,2.25
4300150,CALCIUM DISOD VERSENATE 1000MG,7587.45
4300161,CELESTONE SOLUSPAN 5ML VIAL,54.9
4300163,CEPACOL LOZENGES,0.4
4300164,LACTULOSE SYRUP 30ML,2.05
4300165,BENZOCAINE SPRAY 56GM,76.95
4300178,CITRATE OF MAGNESIA PER ML,0.35
4300181,CLINDAMYCIN 150MG CAPSULE,2.6
4300184,CODEINE 60MG/ML INJ,16.15
4300187,CODEINE 30MG TABLET,3.1
4300190,COLCHICINE 0.6MG TABLET,9.25
4300192,COLISTIMETHATE NA 150MG,45.7
4300195,PROCHLRPERZNE 10MG/2ML INJ,18.5
4300199,PROCHLRPERZNE SUPP 25MG,4.85
4300202,PROCHLRPERZNE 5MG TABLET,1.35
4300206,HYDROCORTISONE 1% OINT,1.65
4300209,CYANIDE ANTIDOTE KIT,332.75
4300211,CYCLOPENTOLATE 1% OPHTH,18.2
4300216,CYCLOPHOSPHAMIDE 500MG IV,401.25
4300233,DEXAMETHASONE 0.5MG TAB,1.3
4300244,BENZOCAINE SPRAY 20%,8.95
4300246,DEXTROSE 10%/500ML,11.65
4300249,DEXTROSE 50%/50ML SYRINGE,36.75
4300253,ACETAZOLAMIDE 500MG VIAL,57.05
4300255,ACETAZOLAMIDE 250MG TABLET,3
4300266,DIHYDROERGOTAMINE 1MG/ML INJ,111.05
4300267,PHENYTOIN 100MG CAPSULE,1.35
4300269,PHENYTOIN 100MG/2ML INJ,24.55
4300270,PHENYTOIN 250MG/5ML INJ,25.3
4300291,BELLADONNA/PHENOB TABLET,7.5
4300298,BISACODYL 5MG TABLET,0.2
4300301,TRIAMTERENE 50MG/HCTZ 25MG,2.5
4300307,AMITRIPTYLINE 10MG TABLET,1.25
4300308,AMITRIPTYLINE 25MG TABLET,1.25
4300313,EPHEDRINE SULF 50MG/ML,18.75
4300315,EPINEPHRINE 1MG/10ML SYRINGE,34.25
4300317,MEPROBAMATE 400MG TABLET,4.1
4300326,ETHYL CHLORIDE,58.6
4300329,FERROUS SULFATE DRIED CAPSULE,0.35
4300332,FERROUS GLUCONATE 300MG TABLET,0.2
4300333,FERROUS SULFATE 300MG TABLET,0.15
4300336,METRONIDAZOLE 250MG TABLET,2.55
4300339,FLUOROURACIL 500MG/10ML INJ,44.15
4300341,FOLIC ACID 5MG/ML 10ML VL,54.8
4300354,GENTAMICIN OPTH SOLN 5ML,17
4300355,GENTAMICIN OPTH OINTMENT,25.95
4300361,GLUCAGON 1MG SYRINGE,164.6
4300362,GLYCERINE SUPP INFANT,0.4
4300363,GLYCERINE SUPP ADULT,0.35
4300364,GLYCERINE LIQUID PER ML,0.35
4300365,HALOPERIDOL 5MG/ML INJ,10.8
4300366,HALOPERIDOL 1MG TABLET,1.35
4300369,HEPARIN SOD 5000U/ML INJ,31.9
4300389,ERYTHROMYCIN 500MG VIAL,60.7
4300390,ERYTHROMYCIN OPHTH OINTMENT,29.6
4300392,LOPERAMIDE 2MG CAPSULE,0.35
4300394,DROPERIDOL 2.5MG/2ML INJ,10.95
4300395,PROPRANOLOL 1MG/ML INJ,18.2
4300396,PROPRANOLOL 40MG TAB,1.25
4300397,PROPRANOLOL 10MG TABLET,1.3
4300398,INDIGO CARMINE 5ML INJ,20.1
4300399,INDOMETHACIN 25MG CAPSULE,2.4
4300402,INSTANT GLUCOSE,5.6
4300411,ISONIAZID 100MG TABLET,1.3
4300412,ALCOHOL ISOPROP 70%,3.25
4300418,HOMATROPINE 5% OPTH SOL,36.45
4300419,ISOSORBIDE 10MG TABLET,3.15
4300423,ISOPROTERENOL 1MG/5ML INJ,89.25
4300434,CEPHALEXIN 250MG CAPSULE,1.3
4300441,TRIAMCNLNE ACET 0.1% CREAM,15.4
4300442,TRIAMCNLNE 40MG/ML VIAL,27.85
4300443,TRIAMCNLNE/ORABASE PASTE,58.65
4300448,KETAMINE 100MG/ML 5ML VL,25.05
4300453,OCULAR LUBRICANT OINT,3.15
4300455,LACTATED RINGERS 1000ML,11.15
4300458,AMOXICILLIN 250MG CAPSULE,1.3
4300461,FUROSEMIDE 40MG TABLET,1.25
4300463,NOREPINEPHRINE 1MG/ML 4ML INJ,22.3
4300464,CHLORDIAZPDE 5MG CLID 2.5MG,3.3
4300465,CHLORDIAZEPOXIDE 10MG CAP,2.8
4300466,CHLORDIAZEPOXIDE 25MG CAPSULE,2.8
4300467,CHLORDIAZEPOXIDE 5MG CAP,2.85
4300474,DIPHEN/ATROP 2.5MG TABLET,2.95
4300478,LUBRICATING JELLY PKTS,0.45
4300479,LUBRICATING JELLY,2.9
4300480,POT. IODIDE SOLN,13.7
4300483,NITROFURANTOIN 50MG CAPSULE,2.7
4300484,MAGNESIUM SULFATE CRYSTAL/GM,0.25
4300490,MANNITOL 25% 50ML INJ,25.3
4300493,DEXA/NEO/POLY OPTH OINT,37
4300494,DEXA/NEO/POLY OPTH SUSP,32.3
4300495,METHYLPREDSLNE 4MG TABLET,3.55
4300501,MEPERIDINE 25MG/ML INJ,16.1
4300502,MEPERIDINE 50MG/ML INJ,16.2
4300503,MEPERIDINE 100MG/ML INJ,16
4300504,MEPERIDINE 75MG/ML INJ,16
4300506,PHYTONADIONE 5MG TABLET,16.85
4300507,MERTHIOLATE TINCTURE,2.2
4300510,METHYLERGONOVINE 0.2MG/ML INJ,20.15
4300512,METHOTREXATE 50MG/2ML INJ,27.45
4300517,MAGNESIUM HYDRX,1.7
4300520,MINERAL OIL STERILE 30ML,3.6
4300521,MINERAL OIL 30CC,1.45
4300524,ACETYLCHOLINE CHL OPHTH SOLN,68.9
4300527,MORPHINE 10MG INJ,15.25
4300529,IBUPROFEN 400MG TABLET,1.25
4300535,NYSTATIN/TRIAMCNLNE CREAM,144.3
4300536,NYSTATIN/TRIAMCNLNE OINTMENT,46.1
4300537,NYSTATIN TOPICAL POWDER,34.1
4300539,NYSTATIN OINT 15GM,24.55
4300545,SIMETHICONE 80MG TABLET,0.2
4300551,NALOXONE 0.4MG/ML INJ,26.1
4300554,TOBRAMYCIN 80MG/2ML INJ,25.5
4300572,PHENYLEPHRINE 10MG/ML INJ,23.75
4300574,NEOMYCIN 500MG TABLET,3.2
4300576,BACI/NEO/POLY OPHTH OINTMENT,74.7
4300577,NEOSPORIN OPHTH SOLUTION,77.85
4300578,BACI/NEO/POLY TOPIC OINTMENT,2.8
4300579,CHLOROPROCAINE 2% 20ML VL,36.4
4300582,NIACIN 50MG TAB,1.25
4300583,NITROPRUSSIDE 50MG/2ML INJ,94.25
4300600,DIBUCAINE 1% OINTMENT,17.95
4300604,OPIUM & BELLADONNA SUPP,37.4
4300612,WARFARIN 5MG TABLET,1.3
4300622,PANCURONIUM 5ML,11.85
4300624,PENICILLIN G NA 5MU INJ,33.85
4300632,BISMUTH SUBSALICYLATE 240ML,3.3
4300633,OXYCODONE 5MG/ACET 325MG TAB,2
4300649,PROMETHAZINE 25MG TABLET,1.3
4300650,PHENOBARBITAL 20MG/5ML LIQ.,1.6
4300651,PHENOBARBITAL 65MG/ML INJ,36.5
4300652,PHENOBARBITAL 130MG/ML INJ,52.55
4300653,PHENOBARBITAL 15MG TABLET,1.95
4300654,PHENOBARBITAL 30MG TABLET,1.95
4300656,PHOSPHATE SOLN PER ML,0.35
4300657,PHYSOSTIGMINE 2MG/2ML INJ,21.75
4300659,OXYTOCIN 10U/ML INJ,24.35
4300663,BACI/POLY OINTMENT 1OZ,8.25
4300672,POTASSIUM PHOSPHATE INJ,31.5
4300673,PREDNISOLONE 1% OPHTH SOLN,73.25
4300674,PREDNISONE 5MG TABLET,1.25
4300675,ESTROGEN CONJ 25MG INJ,353.5
4300681,PROCAINAMIDE 100MG/ML 10ML INJ,58.55
4300685,NEOSTIGMINE 1:1000 1MG/ML INJ,17.85
4300688,PROTAMINE 50MG INJ,38.55
4300689,PRALIDOXIME CHL 1GM INJ,140.7
4300690,PHENAZOPYRIDINE 100MG TABLET,2.4
4300698,QUININE SULF 325MG CAPSULE,5.65
4300700,PHENTOLAMINE 5MG/ML VIAL,144.2
4300701,METOCLOPRAMIDE 10MG/2ML INJ,11.25
4300707,METHOCARBAMOL 500MG TABLET,1.35
4300724,SENNA 187MG TABLET,0.2
4300732,SULFADIAZINE 1% CREAM 50GM,26
4300733,SILVER NITRATE STICKS PER EA,1.55
4300736,DOXEPIN 25MG CAPSULE,2.4
4300739,SOD ACETATE 40MEQ/20ML INJ,25.25
4300740,SOD BICARB 4.2% 10ML INFANT,19.5
4300741,SOD BICARB 8.4% 50ML ADULT,38
4300745,HYDROCORTISONE 100MG INJ,23.65
4300746,METHYLPRED SOD SUC 500MG INJ,42.6
4300747,METHYLPRED SOD SUC 125MG INJ,33.55
4300748,METHYLPRED SOD SUC 40MG INJ,31.9
4300759,FENTANYL CITRATE 2ML INJ,13.45
4300760,PSEUDOEPHEDRINE 60MG TAB,0.2
4300761,NA SULFACETAMIDE OPTH SOLN,79.85
4300769,DOCUSATE CAL 240MG CAPSULE,0.25
4300772,FLUOCINOLONE ACET 0.025% CRM,49.75
4300790,EDROPHONIUM CHL 10MG/ML,76.15
4300797,BENZONATATE 100MG CAP,1.3
4300799,TETANUS IMMUNE GLOBULIN 250 UN,414.4
4300802,TETRACAINE 0.5% OPTH SOL,16.7
4300805,MULTIVITAMIN TABLET,0.2
4300808,MULTIVITAMIN/MINERAL TABLET,0.2
4300809,THIAMINE 200MG/ML INJ,38.35
4300810,CHLORPROMAZINE 50MG/2ML INJ,35.7
4300818,CHLORPROMAZINE 25MG TABLET,3.25
4300819,THYROID 60MG TABLET,2.35
4300823,TIMOLOL 0.25% OPHTH SOL,14.95
4300824,TIMOLOL 0.5% OPHTH SOLN.,15.85
4300826,IMIPRAMINE 25MG TABLET,2.4
4300831,CLORAZEPATE 7.5MG TABLET,2.9
4300850,ACETAMINOPHEN 325MG TABLET,0.2
4300851,ACETAM 325MG/COD 30MG TABLET,2
4300856,PENICILLIN VK 250MG TABLET,1.3
4300857,PENICIL VK 125MG/5ML PER ML,0.35
4300859,BETAMETHASONE VAL 0.1% CRM,24.65
4300862,DIAZEPAM 2MG TABLET,1.95
4300863,DIAZEPAM 5MG TABLET,1.95
4300865,EPINEPHRINE SOL NEBULIZER,32.1
4300872,DOXYCYCLINE 100MG INJ,49.15
4300876,HYDROXYZINE PAM 25MG CAPSULE,1.3
4300878,HYDROXYZINE 50MG/ML VIAL,19.95
4300884,HYALURONIDASE 150U/ML INJ,37.8
4300886,LIDOCAINE 2%/EPI 50ML INJ,19.1
4300887,LIDOCAINE 4% TOPICAL,15.15
4300888,LIDOCAINE 1% 50ML INJ,18.8
4300889,LIDOCAINE 2% 20ML INJ,11.25
4300891,LIDOCAINE 5% OINTMENT,89.65
4300895,LIDOCAINE 1%/EPI 30ML SD INJ,23.65
4300897,ZINC OXIDE OINTMENT,3.95
4300901,ALLOPURINOL 100MG TABLET,1.25
4300902,SOD CHL 0.9% 100ML,11.25
4300903,SOD CHL 0.9% 1000ML,11.15
4300904,SOD CHL 0.9% 50ML,11.35
4300907,DEX 5%/.45% NACL 1000ML,11.3
4300908,DEX 5%/0.9% NACL 1000ML,11.35
4300910,DEX 5% 250ML,11.05
4300911,DEX 5% 100ML,11.45
4300912,DEX 5% 50ML,11.05
4300913,DEX 5% 500ML,11.15
4300914,DEX 5% 1000ML,11.25
4300916,PHARMACY NON FORMULARY,1.15
4300922,THEOPHYLLINE 80MG/15ML LIQ,1.2
4300923,"BACITRACIN 50,000U INJ",21.45
4300937,NALBUPHINE 10MG/ML INJ,10.9
4300946,DANTROLENE NA 20MG VIAL,119.4
4300947,LIDOCAINE 4% 5ML AMPULE,19.7
4300949,CLONIDINE 0.1MG TABLET,1.25
4300950,ACETAMINOPHEN SUPPOS. 650MG,0.5
4300957,ACETIC ACID 0.25% IL IRRG,13.9
4300961,HEXACHLORPHENE PER BOTTLE,103.3
4300967,DEX 5%/0.2% NACL 1000ML,11.4
4300968,DEX 5%/.45% NACL 500ML,11.25
4300972,TRIAMCNLNE ACET 0.025% CRM,14.85
4300973,DEX 5% L/R 1000ML,11.3
4300981,SOD CHL 0.9% 500ML,11
4300983,LIDOCAINE VISCOUS 2%/20ML,2.3
4300985,TETANUS TOXOID ADULT PF,59.05
4300986,BELLADONNA/PHENOB 5ML,11.45
4300989,SOD CHL 0.9% 250ML,10.95
4300991,GENTAMICIN 80MG/2ML INJ,24.55
4300992,WATER/STERILE 20ML INJ,11.15
4300994,VASOPRESSIN 20U/ML INJ,18.8
4300998,DOBUTAMINE 250MG/20ML INJ,18.5
4301000,DOXYCYCLINE 100MG CAPSULE,8.65
4301002,NEOMYCIN/POLY/HC OTIC SUSP.,38.5
4301003,LIDOCAINE 1% 30ML SDV,18.45
4301005,NAFCILLIN NA 2GM INJ,46.1
4301012,AMPICILLIN 1GM VIAL,32.05
4301013,BETHANECHOL CHL 25MG TABLET,1.3
4301022,MICONAZOLE VAGINAL CREAM,16.2
4301024,TRIMETHOPRIM 100MG TABLET,2.5
4301026,FLUORESCEIN NA 1MG STRIP,7.7
4301027,ERYTHROMYCIN 250MG TABLET,6.25
4301030,POVIDONE IODINE SWABSTICK EA,0.45
4301032,EPINEPHRINE 1:1000 INJ,18.2
4301033,LEVOTHYROXINE 500MCG VIAL,98.45
4301034,METRONIDAZOLE 500MG IVPB,21.15
4301035,ISOFLURANE 100ML,21.75
4301036,VERAPAMIL 5MG/2ML INJ,38.75
4301037,DEXAMETHASONE 4MG TABLET,2.35
4301039,BLEOMYCIN 15U,54.35
4301040,POTASSIUM ACET 40MEQ/20ML INJ,24.45
4301042,BUPIVACAINE 0.75% 30ML,19.4
4301043,PREDNISONE 20MG TABLET,1.3
4301044,RIFAMPIN 300MG CAPSULE,2.95
4301047,FAT EMULSION 20% IV 500ML,39
4301048,SORBITAL 70% PER BTL,4.4
4301051,LIDOCAINE 0.5% 50ML,32.05
4301054,PROPARACAINE 0.5% OPHTH SOLN.,15.75
4301056,DEX 5%/0.2% NACL 500ML,11.05
4301057,DEX 5%/0.9% NACL 500ML,11.15
4301059,DEX 5%/LR 500ML,11.15
4301064,LACTATED RINGERS 500ML,11.05
4301065,SOD CHL 0.45% 1000ML,11.3
4301066,SOD CHL 3% 500ML,11.75
4301067,MANNITOL 5% 1000ML,24.4
4301069,MANNITOL 20% 250ML,30.25
4301073,BROMOCRIPTINE 2.5MG TABLET,3.4
4301074,TEMAZEPAM 15MG CAPSULE,1.95
4301075,NIFEDIPINE 10MG CAPSULE,3.05
4301077,BENZTROPINE MESY 2MG TABLET,2.35
4301085,SCOPOLAMINE TRANSDERMAL,15.9
4301086,IBUPROFEN 600MG TABLET,1.25
4301089,VERAPAMIL 80MG TABLET,1.35
4301090,VERAPAMIL 120MG TABLET,1.3
4301095,MULTIVITAMIN 10ML INJ,39.2
4301101,METOCLOPRAMIDE 10MG TABLET,1.25
4301102,CLOTRIMAZOLE 1% CREAM,2.3
4301105,TRAZODONE HCL 50MG TABLET,1.25
4301109,CISPLATIN 50MG INJ,35.35
4301110,PNEUMOCOCCAL VACCINE 23 STRAIN,103.4
4301112,MITOMYCIN 20MG INJ,163.1
4301119,TERBUTALINE 1MG/1ML INJ,11.55
4301120,METOPROLOL TART 50MG TAB,1.25
4301121,THEOPHYLLINE SR 300MG TABLET,2.45
4301122,ALPRAZOLAM 0.5MG TABLET,1.95
4301124,MULTIVITAMIN LIQUID per ml,0.35
4301126,NADOLOL 40MG TABLET,2.9
4301127,TUBERCULIN 5TU/0.1ML,65.55
4301131,SOD CHL BACT 0.9% 30ML,11
4301142,HYDROCORTISONE 2.5% CREAM,15.4
4301143,HYDROMORPHONE 2MG TABLET,1.95
4301145,HYDROCORTISONE 1% CREAM,9.55
4301146,EUCERIN CREAM,3.6
4301150,CO-TRIMOXAZOLE DS TABLET,1.3
4301151,PYRIDOXINE 50MG TABLET,1.3
4301152,WATER/BACT 30ML VIAL,10.55
4301159,SOD CHL 0.9% 10ML PF,10.45
4301161,CALCIUM CHLORIDE 10%/10ML,34.75
4301162,RABIES IG 150U/ML  2ML VIAL,662.4
4301163,RABIES VACCINE,330.3
4301170,FOLIC ACID 1MG TABLET,1.3
4301171,GI COCKTAIL W/O LIDOCAINE 40ML,6.1
4301178,TEARS NATURALE 15ML BTL,3
4301182,BUPIVACAINE 0.5%/EPI 30ML,18.9
4301186,THIO-TEPA 15MG INJ,2158.3
4301187,CARMUSTINE 100MG INJ,8954.15
4301188,PSYLLIUM 7GM PACKET,1.5
4301189,GOLYTELY 4L PER ML,0.35
4301191,COCAINE HCL SOLN 10% 4ML,53
4301194,THROMBIN TOPICAL 5000U,85.3
4301197,STERILE WATER 1000ML,17.8
4301199,ATROPINE 0.4MG/1ML INJ,18.5
4301201,ATROPINE 1MG/10ML SYRINGE,19.9
4301202,BUPIVACAINE .25% 30ML SD,17.75
4301204,ESTROGEN CONJ 0.625MG TABLET,5.9
4301205,HYDROMORPHONE 2MG/ML INJ,32.3
4301208,LEUCOVORIN 50MG/5ML INJ,34.15
4301210,PHENYLEPHRINE 10% OPHTH SOL,15.95
4301211,PHENYLEPHRINE 2.5% OPHTH SOLN,17.25
4301214,PILOCARPINE 4% OPHTH SOLN.,125.45
4301217,ETOPOSIDE 100MG/5ML INJ,32.2
4301219,DACARBAZINE 200MG INJ,33.6
4301221,DOCUSATE 100MG CAPSULE,0.2
4301224,HUMULIN REG 100U/ML 10ML,45.4
4301227,ATRACURIUM BESY 10MG INJ,21.9
4301229,CHLOROPROCAINE 3% 20ML INJ,28.55
4301231,THEOPHYLLINE SR 200MG TABLET,2.4
4301233,BUPIVACAINE 0.5% 30ML SDV,18.05
4301235,CYCLOBENZAPRINE 10MG TABLET,1.25
4301237,CEFAZOLIN 1GM VIAL,24.2
4301238,CAPTOPRIL 25MG TABLET,1.25
4301239,DILTIAZEM 30MG TABLET,1.6
4301240,ACETAMIN SUPP 120MG,0.5
4301244,LIDOCAINE 0.4% 500ML PM INJ,23.15
4301247,SMZ/TPM 160MG/10ML VIAL,35.6
4301252,ACETAM W/COD ELIX 12.5ML,2.05
4301253,HYDROCODONE 5MG/APAP 325MG TAB,2.85
4301258,CLINDAMYCIN 900MG/6ML INJ,34.2
4301259,MORPHINE SULF 30MG TABLET,3.3
4301265,HEMABATE 250MCG/ML INJ,219.55
4301270,NITRO PATCH 0.1MG,2.75
4301271,NITRO PATCH 5MG,2.6
4301272,NITRO PATCH 10MG,2.7
4301273,NITRO PATCH 15MG,3.15
4301275,ACYCLOVIR 500MG/10ML INJ,34.8
4301277,METOPROLOL 1MG/ML 5ML INJ,35.55
4301280,HEPATITIS B IMMUNE GLOB 5ML,908.1
4301282,HYDROGEN PEROXIDE PER BOTTLE,1.3
4301283,ANUSOL HC CREAM 30GM,21.55
4301287,THIAMINE 100MG TABLET,0.2
4301288,AUGMENTIN 250MG TABLET,6.45
4301289,AUGMENTIN 500MG TABLET,2.9
4301290,AUGMENTIN 250MG/75ML SUSP/ML,0.9
4301292,CHLORTHALIDONE 50MG TABLET,2.45
4301293,METHADONE 10MG TABLET,1.95
4301295,SOD CHLORIDE 23.4% 30ML INJ,24.4
4301297,WARFARIN 2MG TABLET,1.3
4301301,COSYNTROPIN 0.25MG/ML INJ,46.7
4301305,MIDAZOLAM 5MG/ML 1ML INJ,24.7
4301307,FLECAINIDE 100MG TAB,2.5
4301309,ATENOLOL 50MG TABLET,1.25
4301312,POTASSIUM CHL 10MEQ TABLET,2.65
4301314,GLIPIZIDE 10MG TABLET,1.3
4301315,FLURBIPROFEN 0.03% OPHTHL SOLN,16.85
4301321,ALBUTEROL 0.5% INH SOLN 20ML,8.55
4301324,D5/.45NS 20MEQ KCL PM INJ,21.45
4301325,METOLAZONE 2.5MG TABLET,2.65
4301329,CEFAZOLIN 1 GM PREMIX IV,23.75
4301330,IPRATROPIUM INHALER,318.95
4301331,BUSPIRONE 5MG TABLET,1.3
4301333,INDAPAMIDE 2.5MG TABLET,2.35
4301334,CLOTRIMAZOLE 10MG TROCHE,3.05
4301335,VERAPAMIL SR 240MG TABLET,2.45
4301336,PENTOXIFYLLINE 400MG TABLET,2.4
4301337,NEOSPORIN PLUS CREAM 1OZ,6.9
4301339,CIPROFLOXACIN 500MG TABLET,1.4
4301340,BUMETANIDE 0.5MG TABLET,2.45
4301341,ECONAZOLE 1% CREAM,24.1
4301344,ENALAPRIL 5MG TABLET,1.25
4301345,CEFTRIAXONE 1GM PREMIX INJ,30.7
4301349,DIGIBIND POISON ANTIDOTE,4122.7
4301353,DILTIAZEM 60MG TABLET,1.3
4301355,BENZTROPINE MESY 2MG/2ML INJ,65.6
4301360,MORPHINE 4MG INJECTION,15.45
4301367,PHYTONADIONE 1MG/0.5ML INJ,35.65
4301368,CLINDAMYCIN SOLN 75MG/5ML/ML,0.45
4301380,METHOHEXITAL 500MG INJECTION,68.55
4301381,LABETOLOL 5MG/ML 20ML MDV,31.45
4301386,LINDANE 1% SHAMPOO,221.55
4301392,BUMETANIDE 1MG/4ML INJ,11
4301395,DEXTROSE 5% 500ML BOTTLE,20.35
4301397,DEFEROXAMINE MESY. 500MG INJ,38.65
4301403,HEPARIN LF 100U/ML - 30ML,10.25
4301405,PROMETHAZINE/COD 5ML LIQ,1.25
4301414,ZEPHIRAN CONC. 17% 240ML,15.2
4301415,BACI-NEO-POLY PACKETTES,0.4
4301416,PETROLATUM U.D. PACKETTES EA,0.65
4301417,BACITRACIN U.D. PACKETTES EA,0.5
4301418,BACITEARIN/POLY U.O. PKTS EA,0.5
4301420,ACETAMINOPHEN 160MG/5ML  UDC,2.1
4301421,AMPICILLIN 2GM INJ,33.75
4301422,CEFOTAXIME 1GM INJ,31.5
4301423,CLONIDINE PATCH 0.1MG,26.75
4301424,CLONIDINE 0.2MG PATCH,43.7
4301427,ESTRADIOL PATCH 0.05MG,13.1
4301428,ESTRADIOL PATCH 0.1MG,14.2
4301431,CLOTRIMZLE/BETAMETHL CREAM,36.6
4301434,PREDNISOLONE 1MG/ML PER ML,0.75
4301435,FAMOTIDINE 20MG TABLET,1.3
4301436,CONJ ESTROGEN VAG CREAM,281.4
4301437,FLUOXETINE 20MG CAPSULE,1.25
4301438,CARBAMAZEPINE 200MG TABLET,1.3
4301440,LISINOPRIL 10MG TABLET,1.25
4301441,TOBRADEX OPHTH SOLUTION,66.55
4301449,POTASSIUM CHL 40MEQ/20ML INJ,25.2
4301450,MMR II VACCINE,92.85
4301452,VINCRISTINE 2MG/2 ML INJ,27.65
4301457,HEPATITIS B IG 0.5ML VIAL,124.95
4301459,GRANULEX SPRAY,24.3
4301466,MUPIROCIN 2% OINTMENT,20.7
4301467,ROXANOL 20MG/ML PER ML,0.35
4301469,SOD THIOSULFATE 10%/10ML,35.35
4301470,INFLU (IIV3) SPLIT VIRUS 0.5ML,31.5
4301472,PROMETHAZINE 12.5MG SUPP,4.65
4301474,ACETIC ACID OTIC SOLN,38.15
4301484,POT CHL 10% 20MEQ/15ML LIQ,1.65
4301486,FUROSEMIDE 10MG/ML - 4ML INJ,10.4
4301491,DICLOFENAC 50MG TABLET EC,2.9
4301492,NASAL SPRAY PER BTLE,1.25
4301494,AZTREONAM 2GM INJ,95.55
4301497,METHYLCELLULOSE PACKETTE,1.2
4301499,ALBUTEROL 2MG/5ML SYRUP PER BT,13.7
4301502,CARBIDOPA/LEVODOPA 25/100 TAB,1.4
4301504,ACYCLOVIR 5% OINTMENT,465.65
4301508,MEXILETENE 150MG CAPSULE,2.4
4301511,FLUNISOLIDE 0.025% SPRAY,87.8
4301514,CHLORASEPTIC SPRAY PER ML,3.65
4301516,ALBUTEROL EXT.REL 4MG TABLET,3.65
4301519,ERYTHROMYCIN 333MG TABLET,4.55
4301520,CICLOPIROX OLAMINE 1% CREAM,20.4
4301522,PANCRELIPASE CPD CAPSULE,3.1
4301527,HETASTARCH 6%/500ML PREMIX IV,35.75
4301528,ZIDOVUDINE 100MG CAPSULE,4.05
4301530,MORPHINE 5MG 10ML P.F.,44.5
4301534,MISOPROSTOL 200MCG TABLET,3.35
4301537,PHENYTOIN SUSP 25MG/ML UD LIQ,2.55
4301538,DOPAMINE 800MG/250ML PM INJ,33.65
4301541,ALBUTEROL 0.083% 2.5MG/3ML UD,7.75
4301542,LIDOCAINE 2% P.F. 5ML,17.85
4301548,SINACLADE 5MCG INJECTION,140.85
4301549,CARBOFED DM,5
4301551,OXYBUTYNIN 5MG TABLET,1.25
4301556,AMIODARONE 200MG TABLET,2.5
4301557,FLUCONAZOLE 100MG TABLET,2.4
4301558,FLUCONAZOLE 200MG/100ML PM,26.25
4301560,DESOXIMETASONE 0.25% CRM,137.6
4301567,ESTRADIOL 1MG TABLET,1.35
4301568,CLONAZEPAM 0.5MG TABLET,1.9
4301570,TAMOXIFEN 10MG TABLET,2.75
4301571,DESIPRAMINE 25MG TABLET,3.5
4301572,ACYCLOVIR 200MG CAPSULE,1.3
4301573,AMANTADINE 100MG CAPSULE,4.15
4301575,NORTRIPTYLINE 25MG CAPSULE,1.35
4301578,PENTAMIDINE AEROSOL 15ML,142.1
4301580,DEXAMETHASONE 4MG/ML SDV,10.55
4301584,METHYLERGNVNE 0.2MG TABLET,11.2
