SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Supplies,ACCESS NEEDLE & INTRODUCER SET,$409.00 
Supplies,ACCUCHECK PAR,$63.75 
Supplies,ACCUSTICK SET,$285.25 
Supplies,ACD FLUSH BAG KIT,$215.25 
Supplies,ACTI FLO KIT,$534.00 
Supplies,ACTIVE LIFE COLOSTOMY BAG,$145.00 
Supplies,AIRWAY RETRIEVAL BASKET,$873.50 
Supplies,AMNIOEXCEL AMNIOX GRAFT 1 CM,$503.00 
Supplies,ANGIOJET CATHETER AVX,"$2,332.00 "
Supplies,ANGIOJET CATHETER DVX,"$5,076.50 "
Supplies,ANGIOJET CATHETER EXPEEDIOR,"$4,359.00 "
Supplies,ANGIOJET CATHETER PRONTO,"$1,776.00 "
Supplies,ANGIOJET CATHETER SPIROFLEX,"$6,260.25 "
Supplies,ANGIOJET CATHETER SPIROFLEX VG,"$6,260.25 "
Supplies,ANGIOTECH COAXIAL NEEDLE 19GA,$47.00 
Supplies,ANGIOTECH SUPER CARE BX INSTRUMENT,$119.00 
Supplies,AQUA-K PAD DISP,$65.75 
Supplies,ARGON CLEANER XT ROTATINL THRMBCTMY SET,$625.00 
Supplies,ARGON TRANSJUGULAR LIVER BIOPSY KIT,"$1,750.00 "
Supplies,ARTHROFLEX PER SQUARE CENTIMETER,$139.00 
Supplies,ASPIRATOR,$40.00 
Supplies,ASPIRATOR ADL DAY,$22.75 
Supplies,B BRAUN DRAIN BAGS,$42.50 
Supplies,BAER HUGGER BLANKET,$266.50 
Supplies,BAG DRAINABLE F/ZASSI CATH,$52.50 
Supplies,BALLOON ARMADA 14 120-200MM,"$1,400.00 "
Supplies,BALLOON ARMADA 14 20-80MM,"$1,138.00 "
Supplies,BALLOON ARMADA 35 150-250 LL,$840.00 
Supplies,BALLOON ARMADA 35 20-120 WH,$578.00 
Supplies,BALLOON BSCI APEX RX,$771.50 
Supplies,BALLOON BSCI MAVERICK,$717.50 
Supplies,BALLOON BSCI MONORAIL CUTTER,"$2,970.50 "
Supplies,BALLOON BSCI QUANTUM RX & OTW,$717.50 
Supplies,BALLOON CHOCOLATE 120CM,"$3,272.50 "
Supplies,BALLOON CHOCOLATE 20-80CM,"$2,940.00 "
Supplies,BALLOON DILATOR,"$1,324.50 "
Supplies,BALLOON FOX SV 20-80MM,$963.00 
Supplies,BALLOON INTRA-AORTIC 7.5F 34CC LINEAR,"$2,798.25 "
Supplies,BALLOON INTRA-AORTIC 7.5F 40CC LINEAR,"$2,798.25 "
Supplies,BALLOON INTRA-AORTIC 8FR 50CC,"$3,146.25 "
Supplies,BALLOON KYPHO SYSTEM STRYKER,"$18,623.00 "
Supplies,BALLOON METACROSS ALL SIZES,$542.00 
Supplies,BALLOON SPRINTER RX & OTW,$645.75 
Supplies,BALLOON STONE EXTRACTOR,"$1,003.50 "
Supplies,BALLOON SV LONG 120MM,"$1,225.00 "
Supplies,BARD MARGQUEE 12 GAUGE,$329.00 
Supplies,BASKET - SOFT WIRE,"$1,526.25 "
Supplies,BEAD BLOCK PER VIAL,"$1,050.00 "
Supplies,BELT RIB VELC MEN,$15.50 
Supplies,BILIARY BALLOON DILATOR,"$1,208.50 "
Supplies,BIOPATCH,$23.00 
Supplies,BIOPSY DEVICE BARD MAX CORE,$136.50 
Supplies,BIOPSY DEVICE TEMNO COAXIAL,$165.25 
Supplies,BIOSPHERES 100-900,$872.00 
Supplies,BIOVAC,$420.00 
Supplies,BIP BIOPSY NEEDLE 14GA 10CM,$78.75 
Supplies,BIP BIOPSY NEEDLE 16GA,$91.00 
Supplies,BIP BIOPSY NEEDLE 16GA,$91.00 
Supplies,BIPOLAR/BICAP PROBE,"$1,629.75 "
Supplies,BMI VERTEBRAL AUGMENTATION CEMENT KIT,"$1,943.00 "
Supplies,BONE BIOPSY KIT,$122.00 
Supplies,BOOT HEEL SUSPENSION,$123.25 
Supplies,BRACHY CESIUM 131 CHLORIDE PER MCI,$75.00 
Supplies,CANNULA INNER DISP,$24.75 
Supplies,CATH ATHERECTOMY PANTHERIS ALL SIZES,"$11,532.00 "
Supplies,CATH BALLOON ADMIRAL 40MM-80MM,"$5,215.00 "
Supplies,CATH BALLOON ARMADA ALL SIZES,"$1,138.00 "
Supplies,CATH BALLOON BARD ULTRAVERSE 100-120 CM,"$1,219.75 "
Supplies,CATH BALLOON ULTRAVERSE GA,$420.00 
Supplies,CATH COUDE FOLEY,$50.00 
Supplies,CATH COUDE TIP,$50.00 
Supplies,CATH DIALYSIS QUINTON CURL PERITONEAL,$315.00 
Supplies,CATH DL LUMAN INS,$393.00 
Supplies,CATH FOL SILICONE 18FR 30CC,$25.75 
Supplies,CATH FOLEY,$30.50 
Supplies,CATH FOLEY 3WAY,$50.00 
Supplies,CATH FOLEY 3WAY 26FR 30CC,$81.00 
Supplies,CATH FOLEY PED VALVE,$58.00 
Supplies,CATH FOLEY SILICONE,$14.25 
Supplies,CATH GUIDE 5F FLUSH MERIT,$98.00 
Supplies,CATH GUIDE 5F HOOK 1.0 65CM MERIT,$49.00 
Supplies,CATH GUIDE 5F MIKAELSON 80CM MERIT,$98.00 
Supplies,CATH GUIDE 5F MOTARJEME CANE 65CM MERIT,$49.00 
Supplies,CATH GUIDE 5FR SIZING PIGTAIL 100 CM MERIT,$315.00 
Supplies,CATH GUIDE RIM 5FR 65CM MERIT,$49.00 
Supplies,CATH GUIDE SIMMONS ALL SIZES MERIT,$45.50 
Supplies,CATH HEMODIALYS DECATHLON 55CM RND TIP,"$1,324.00 "
Supplies,CATH HEMODIALYS DECATHLON 55CM TAPERTIP,"$1,331.00 "
Supplies,CATH HEMODIALYSIS HEMOSPLIT 19-23 CM,"$1,435.00 "
Supplies,CATH HEMODIALYSIS HEMOSPLIT 27 CM,"$1,471.00 "
Supplies,CATH HEMODIALYSIS HEMOSPLIT 31-35 CM,"$1,506.75 "
Supplies,CATH HEMODIALYSIS HEMOSTAR 42-47 CM,"$1,506.75 "
Supplies,CATH HEMODIALYSIS HICKMAN 51 CM,"$1,184.00 "
Supplies,CATH HEMODIALYSIS MEDCOMP TITAN 19-31CM,$825.25 
Supplies,CATH HEMODIALYSIS PALINDROME ALL SIZES,$700.00 
Supplies,CATH HEMODIALYSIS SMITH 12CM SHORT-TERM,$276.25 
Supplies,CATH IVUS VISIONS PV 0.018,"$2,450.00 "
Supplies,CATH IVUS VOLCANO EAGLE EYE,"$2,421.75 "
Supplies,CATH IVUS VOLCANO EAGLE EYE PLATINUM,"$2,601.00 "
Supplies,CATH KIT MULTI LUMEN,$282.00 
Supplies,CATH NEPHROURETEROSTOMY DOUBLE COOK,$344.00 
Supplies,CATH PTD SYSTEM ARROW-TERETOLA NO WIRE,"$2,680.00 "
Supplies,CATH PTD SYSTEM ARROW-TERETOLA OTW,"$2,576.00 "
Supplies,CATH SET RADIAL ARTERY,$55.00 
Supplies,CATH SET SUPRAPUBIC,$170.00 
Supplies,CATH SUCTION DELEE TIP 14 FR,$6.25 
Supplies,CATH SWAN GANZ LATEX FREE 7FR,"$1,851.00 "
Supplies,CATH THORACIC W/TROCAR,$107.00 
Supplies,CATH THROMBECTOMY TRELLIS DVC 80-120CM,"$7,516.00 "
Supplies,CATH TMAN COUDE,$27.00 
Supplies,CATH TRANSLUM ATHER HAWK ONE,"$12,058.00 "
Supplies,CATH TRANSLUM ATHER MICRCRWN 1.25 BURR,"$12,582.00 "
Supplies,CATH TRANSLUM ATHER PREDATOR 1.25-2.25,"$12,897.25 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK ES+2.2CM,"$10,529.50 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK EXL,"$12,305.25 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK LSM,"$11,462.25 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK LXM,"$11,462.25 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK MSM,"$11,462.25 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK SS+,"$10,529.50 "
Supplies,CATH TRANSLUM ATHER SILVERHAWK SXL,"$11,462.25 "
Supplies,CATH TRANSLUM ATHER TURBOHAWK,"$11,838.75 "
Supplies,CATH TRAY FOLEY W/URINE BAG,$40.00 
Supplies,CATH TRNSLUM ATHER ARGON CLEANER 135CM,"$3,049.50 "
Supplies,CATH TRNSLUM ATHER CLASSIC CROWN150-200,"$12,897.25 "
Supplies,CATH TRNSLUM ATHER DB MIRCO CROWN,"$13,283.00 "
Supplies,CATH TRNSLUM ATHER STEALTH CLASSIC,"$12,583.00 "
Supplies,CATH TRNSLUM ATHER STEALTH SOLID CROWN,"$11,883.00 "
Supplies,CATH TRNSLUM ATHEREC ARGN CLEANR 15 7FR,"$2,538.00 "
Supplies,CATH TRNSLUM ATHEREC ARGON CLEANER 65CM,"$2,242.25 "
Supplies,CATH TROCAR,$47.75 
Supplies,CATHETER ARROW WEDGE,$154.50 
Supplies,CATHETER ASIPRATION EXPORT 6F ALL,"$1,575.00 "
Supplies,CATHETER ASPIRATION ASPIRE MAX,"$2,083.00 "
Supplies,CATHETER ASPIRATION FETCH,"$1,596.50 "
Supplies,CATHETER ASPIRATION TERUMO,"$1,488.00 "
Supplies,CATHETER BALLN EV3 POWERCROSS 100-200MM,"$1,347.00 "
Supplies,CATHETER BALLON EV3 POWERCROSS 20-80MM,"$1,032.00 "
Supplies,CATHETER BALLOON ABBOTT FOX,$592.00 
Supplies,CATHETER BALLOON ABBOTT NC TREK OTW,$770.00 
Supplies,CATHETER BALLOON ABBOTT NC TREK RX,$770.00 
Supplies,CATHETER BALLOON ADMIRAL 120MM,"$5,740.00 "
Supplies,CATHETER BALLOON BARD ATLAS,$897.00 
Supplies,CATHETER BALLOON BARD CONQUEST,$692.50 
Supplies,CATHETER BALLOON BARD DORADO 135 CM,$986.75 
Supplies,CATHETER BALLOON BARD FORTREX,$735.00 
Supplies,CATHETER BALLOON BARD LUTONIX,"$6,125.00 "
Supplies,CATHETER BALLOON BARD RIVAL,$574.00 
Supplies,CATHETER BALLOON BARD ULTRAVERSE 150 CM,$986.75 
Supplies,CATHETER BALLOON COOK 14X4,$854.00 
Supplies,CATHETER BALLOON COOK ADVANCE MICRO14,"$1,312.50 "
Supplies,CATHETER BALLOON COOK CODA,"$1,251.00 "
Supplies,CATHETER BALLOON CORDIS SAVY,"$1,076.25 "
Supplies,CATHETER BALLOON EUPHORA RX & OTW,$490.00 
Supplies,CATHETER BALLOON EV3 EVERCROSS,$667.50 
Supplies,CATHETER BALLOON EV3 NANOCROSS,"$1,524.75 "
Supplies,CATHETER BALLOON EV3 SAILORPLUS,$628.00 
Supplies,CATHETER BALLOON FOX SV,$963.00 
Supplies,CATHETER BALLOON MICRO 14,"$1,312.50 "
Supplies,CATHETER BALLOON OPTI-PLAST,$448.50 
Supplies,CATHETER BALLOON RELIANT,"$1,596.50 "
Supplies,CATHETER BALLOON Z MED,"$2,045.00 "
Supplies,CATHETER BARD POWER PICC FT 5FR,$318.50 
Supplies,CATHETER BARD SEEKER,$508.00 
Supplies,CATHETER BERENSTEIN 5FR 100CM,$220.00 
Supplies,CATHETER BERENSTEIN 5FR 65CM,$220.00 
Supplies,CATHETER BILIARY DRAIN 8.5F - 14F,$275.25 
Supplies,CATHETER BRAUN THERMODILUTION 6F,$298.75 
Supplies,CATHETER BSCI RUNWAY GUIDE,$179.50 
Supplies,CATHETER CHG-B 75CM,$118.50 
Supplies,CATHETER COBRA 2,$175.00 
Supplies,CATHETER CUTTING BALLOON BSCI,"$2,870.00 "
Supplies,CATHETER DRAIN COOK 10F MPD,$272.75 
Supplies,CATHETER DRAIN COOK 12F MPD,$239.00 
Supplies,CATHETER DRAIN COOK 14F MPD,$272.75 
Supplies,CATHETER DRAIN COOK 8F MPD,$232.00 
Supplies,CATHETER DRAIN DAWSON MUELLER,$236.00 
Supplies,CATHETER DRAIN FLEXIMA APD LOOP,$299.00 
Supplies,CATHETER DRAIN PLEUREX,"$1,883.50 "
Supplies,CATHETER DRAINAGE,$149.75 
Supplies,CATHETER DUAL LUMEN PIG,$463.00 
Supplies,CATHETER EDWARDS PCW BALLOON 6F,$125.75 
Supplies,CATHETER EDWARDS THERMODILUTION 7.5F,$174.00 
Supplies,CATHETER ENTEER RE-ENTRY,"$8,383.00 "
Supplies,CATHETER EV3 VIANCE CROSSING,"$6,283.00 "
Supplies,CATHETER EXTRAVASCULAR TISSUE ABLATION,"$12,537.00 "
Supplies,CATHETER FINECROSS MG 150CM,"$1,488.00 "
Supplies,CATHETER FOGARTY 6F/7F,$234.00 
Supplies,CATHETER FOGARTY OTW,$291.00 
Supplies,CATHETER FRONTRUNNER MICRO GUI,$846.75 
Supplies,CATHETER GUIDE 3DRC 6FR,$162.00 
Supplies,CATHETER GUIDE 5F SIZING PIG,$355.00 
Supplies,CATHETER GUIDE 7F MP-A1 55CM,$229.00 
Supplies,CATHETER GUIDE ABBOTT RDC,$412.75 
Supplies,CATHETER GUIDE COOK VS 1 VS 2,$58.50 
Supplies,CATHETER GUIDE CROSSER,"$7,874.75 "
Supplies,CATHETER GUIDE CROSSER S6 154CM,"$10,133.00 "
Supplies,CATHETER GUIDE FLUSH ANGIODYNAMIC,$45.50 
Supplies,CATHETER GUIDE FLUSH COOK 100CM,$104.25 
Supplies,CATHETER GUIDE FLUSH COOK 65CM,$65.75 
Supplies,CATHETER GUIDE FOGERTY,$240.50 
Supplies,CATHETER GUIDE HEADHUNTER,$96.25 
Supplies,CATHETER GUIDE HEARTRAIL III,$350.00 
Supplies,CATHETER GUIDE INTERNAL MAMMARY 6FR,$162.00 
Supplies,CATHETER GUIDE MERIT KA,$132.75 
Supplies,CATHETER GUIDE OCELOT 6FR,"$8,732.50 "
Supplies,CATHETER GUIDE PIXL 5 FR,"$8,732.50 "
Supplies,CATHETER GUIDE RDC 6FR 55CM,$162.00 
Supplies,CATHETER GUIDE RDC1 6FR 55CM,$162.00 
Supplies,CATHETER GUIDE RIM 65CM,$58.50 
Supplies,CATHETER GUIDE SEEKER,$430.00 
Supplies,CATHETER GUIDE SIMMONS 1/2/3,$58.50 
Supplies,CATHETER GUIDE WEINBERG 100CM,$58.50 
Supplies,CATHETER GUIDE WILDCAT,"$5,232.00 "
Supplies,CATHETER GUIDELINER,"$1,344.00 "
Supplies,CATHETER INFUSION CRAIG MCNAMARA 110CM,$394.75 
Supplies,CATHETER INFUSION CRAIG MCNAMARA 135CM,$538.25 
Supplies,CATHETER INFUSION CRAIG MCNAMARA 65CM,$376.75 
Supplies,CATHETER INTRODUCER KIT,$612.25 
Supplies,CATHETER JACKY RADIAL 5FR,$87.00 
Supplies,CATHETER JACKY RADIAL 6FR,$87.00 
Supplies,CATHETER KIT TENCKHOFF 42CM,$284.00 
Supplies,CATHETER KIT TENCKHOFF 57CM,$376.00 
Supplies,CATHETER KIT TENCKHOFF 62CM,$372.00 
Supplies,CATHETER LAUNCHER GUIDE,$176.00 
Supplies,CATHETER MERIT PERFORMA 5FR,$32.00 
Supplies,CATHETER MIK,$58.50 
Supplies,CATHETER MULTI PV 4 FR 150CM TERUMO,$813.75 
Supplies,CATHETER OBTITORGUE RADIAL 5F,$87.50 
Supplies,CATHETER OCCLUSION BALLOON 27 MM,$889.75 
Supplies,CATHETER OCCLUSION BALLOON 33 MM,$861.00 
Supplies,CATHETER OUTBACK LTD RE-ENTRY 120CM,"$7,105.00 "
Supplies,CATHETER PACING TRANSESOPHAGEAL,$911.25 
Supplies,CATHETER PIONEER PLUS,"$9,450.00 "
Supplies,CATHETER PTA BALLOON VASCUTRAK,"$2,432.00 "
Supplies,CATHETER RENEGADE MICRO,"$1,405.50 "
Supplies,CATHETER RUC,$58.50 
Supplies,CATHETER SOS 2,$226.25 
Supplies,CATHETER SWAN GANZ 7.5FR THERM,$281.00 
Supplies,CATHETER SWAN GANZ PACE PORT,$265.00 
Supplies,CATHETER TERUMO GUIDE,$175.00 
Supplies,CATHETER THAL ABCESS DRAIN 14F - 18F,$476.50 
Supplies,CATHETER THERMODILUTION 5FR 100CM,$367.00 
Supplies,CATHETER THORACIC,$39.00 
Supplies,CATHETER THORACIC,$25.00 
Supplies,CATHETER THORACIC W/TROCAR,$89.25 
Supplies,CATHETER TRAILBLAZER SUPPORT,$546.00 
Supplies,CEMENT MIXER,$628.00 
Supplies,CHEST DRAIN THORASIC,$315.75 
Supplies,CHEST PORT BARD DL,"$2,063.00 "
Supplies,CHEST PORT BARD SL,"$1,803.00 "
Supplies,CLIP ALL SHAPES EVIVA,$298.00 
Supplies,CLOSURE DEVICE ANGIOSEAL VIP,"$1,148.00 "
Supplies,CLOSURE DEVICE EXOSEAL ALL SIZES,$577.50 
Supplies,CLOSURE DEVICE MYNX,$622.00 
Supplies,CLOSURE DEVICE PERCLOSE,"$1,033.25 "
Supplies,CLOSURE DEVICE STARCLOSE,"$1,252.25 "
Supplies,CLOSURE DEVICE TR BAND,$122.00 
Supplies,COIL DETACHABLE TERUMO AZUR CX,"$3,500.00 "
Supplies,COILS ALL SIZES 18D AZUR,"$2,782.00 "
Supplies,COLLAGEN INJ  PER 2.5ML,$786.25 
Supplies,COLLAR STIFFNECK SELECT,$43.25 
Supplies,CONTROLLER DETACHMENT TERUMO AZUR,$586.00 
Supplies,COOK GASTROSTOMY CATHETER,$325.00 
Supplies,COOK LIVER ACCESS & BIOPSY KIT,"$1,483.25 "
Supplies,COPE GASTROINTESTIONL SUTURE ANCHOR SET,$208.00 
Supplies,COREPLUS BIOPSY NEEDLE 11 GAUGE,$350.00 
Supplies,CURETTE KYPHO SYSTEM 10G STRYKER,"$7,322.00 "
Supplies,CURETTE KYPHO SYSTEM 11G STRYKER,"$8,397.00 "
Supplies,CVP CATHETER,$54.50 
Supplies,DERMAGRAFT PER CM2,$93.50 
Supplies,DEVICOR MAMMOMARK TISSUE MARKER 11 GA,$240.00 
Supplies,DEVICOR MICROMARK II TISSUE MARK 11 GA,$250.00 
Supplies,DEVICOR STEREOTACTIC BLADED PROBE 11 GA,$735.00 
Supplies,DEVICOR ULTRASOUND EX PROBE 11GA,$690.00 
Supplies,DILATOR GI BILIARY/COLONIC/PYLORIC,"$1,015.00 "
Supplies,DILATOR WITH BOUGIE,"$1,790.75 "
Supplies,DISPOSABLE DISTAL ATTACHMENT OLYMPUS,$74.50 
Supplies,DOC GUIDEWIRE,$323.00 
Supplies,DX CORONARY CATHETERS JUDKINS,$34.25 
Supplies,DX CORONARY CATHETERS JUDKINS TRI-PAK,$103.50 
Supplies,ED BRACE ANKLE (AFO) PLASTIC,$203.00 
Supplies,ED BRACE ANKLE (MOLDED),"$1,163.50 "
Supplies,ED CATH TRIPLE LUMEN,$306.25 
Supplies,ED CATH WORD,$1.75 
Supplies,ED CERVICAL COLLAR PLASTIC,$43.25 
Supplies,ED CERVICAL COLLAR PREFAB OFF SHELF,$10.75 
Supplies,ED FOLEY CATHETER W/ TEMP SENSOR,$49.75 
Supplies,ED IMMOBILIZER SHOULDER PREFB OFF SHELF,$132.75 
Supplies,ED INNERCOOL REPLACEMENT THIGH PADS,$669.50 
Supplies,ED INNERCOOL SURFACE COOLING PADS,"$1,922.25 "
Supplies,ED KNEE IMMOBILIZER PREFAB OFF SHELF,$60.25 
Supplies,ED LENS MORGAN THERAPEUTIC,$1.75 
Supplies,ED SPLINT WRIST/FOREARM PREFA OFF SHELF,$17.25 
Supplies,ED STRP CLAVICLE FIGRE 8 PREFB OFF SHLF,$119.00 
Supplies,ED WOUND CLOSURE W/TISSUE ADHESIVE,$85.00 
Supplies,EKOSONIC MACH4E ENDOVASC DEVICE,"$11,183.00 "
Supplies,EMBOLIC PROTECT DVC SPIDER WIRE EV3,"$4,484.50 "
Supplies,EMBOLIZATION COILS COOK 14/8-14/12,$287.00 
Supplies,EMBOLIZATION COILS COOK 2/3-4/3,$178.75 
Supplies,EMBOLIZATION COILS COOK 5/3-10/5,$309.25 
Supplies,EMBOLIZATION MICROCOILS NESTER,$280.00 
Supplies,EMBOLIZATION MICROCOILS TORNADO,$301.00 
Supplies,EMBOLIZATION PROTECTIVE SYSTEM,"$4,843.25 "
Supplies,EMBOSHIELD NAV6,"$5,932.00 "
Supplies,EMBOSPHERES 100-300,$732.00 
Supplies,EMBOSPHERES 300-500,$840.00 
Supplies,EMBOSPHERES 500-700,$850.00 
Supplies,EMBOSPHERES 700-900,$840.00 
Supplies,EMBOSPHERES 900-1200,$840.00 
Supplies,ENDO STENT NONCORONARY TEMP W/O DEL SYS,$235.00 
Supplies,ENTRADA OVERTUBE,$700.00 
Supplies,EPIFIX PER SQ CM,$213.25 
Supplies,EPL INTRODUCER PEEL-AWAY FIXED,$420.00 
Supplies,EPL LEAD PACEMAKER,"$1,575.00 "
Supplies,EPL PACER DC RR ADV ST JUDE,"$13,125.00 "
Supplies,EPL PACER SC RR ADV ST JUDE,"$11,025.00 "
Supplies,ERBE LIFT TUBING,$210.00 
Supplies,FILTER WIRE BSCI,"$5,458.50 "
Supplies,FLOWER FLO PER SQ CM,"$2,900.00 "
Supplies,"FLOWERAMNIOPATCH,PER SQ CM",$88.00 
Supplies,G-TUBE REPLACEMENT,$158.00 
Supplies,GASTRO/JEJUNOSTOMY TUBE L-P,$107.00 
Supplies,GASTRO/JEJUNOSTOMY TUBE STANDARD,$107.00 
Supplies,GASTROINTESTIONAL ANCHOR SET,$380.00 
Supplies,GI GUIDEWIRE ERCP,"$1,064.00 "
Supplies,GLIDECATH 4FR ANGLED /STRAIGHT,$163.00 
Supplies,GLIDESHEATH NITINOL KIT,$280.00 
Supplies,GLIDEWIRE 1.5 J TIP 180CM,$108.50 
Supplies,GRAFIX CORE PER SQ CM,$933.75 
Supplies,GRAFIX PRIME PER SQ CM,$933.75 
Supplies,GUARDUS OVERTUBE,$752.50 
Supplies,GUIDE NEEDLE FOR 9GA EVIVA,$35.00 
Supplies,GUIDEWIRE,$722.75 
Supplies,GUIDEWIRE 0.021 STRAIGHT WEDGE,$175.00 
Supplies,GUIDEWIRE 0.025 J WIRE,$87.00 
Supplies,GUIDEWIRE 45' ANGLED TIP,$608.75 
Supplies,GUIDEWIRE 90' ANGLED TIP,$608.75 
Supplies,GUIDEWIRE 90'/60' DOUBLE ANGLED,$608.75 
Supplies,GUIDEWIRE ABBOTT BMW 0.014,$305.00 
Supplies,GUIDEWIRE ADVANTAGE 0.018 180CM,"$1,015.00 "
Supplies,GUIDEWIRE APPROACH ALL SIZES,$455.00 
Supplies,GUIDEWIRE APPROPRACH PRO LT,$160.00 
Supplies,GUIDEWIRE ASAHI 0.014,$502.25 
Supplies,GUIDEWIRE ASAHI TREASURE 300CM,$699.75 
Supplies,GUIDEWIRE BENTSON,$35.25 
Supplies,GUIDEWIRE BSCI CHOICE PT,$269.25 
Supplies,GUIDEWIRE BSCI MAILMAN,$269.25 
Supplies,GUIDEWIRE BSCI TRANSEND,$814.50 
Supplies,GUIDEWIRE BSCI V-18 0.018 200CM,$368.00 
Supplies,GUIDEWIRE COMMAND,$525.00 
Supplies,GUIDEWIRE COPE 0.018 60CM,$110.75 
Supplies,GUIDEWIRE ENTEER,"$1,033.00 "
Supplies,GUIDEWIRE HT CONNECT 250T,$875.00 
Supplies,GUIDEWIRE HT CONNECT FLEX,$525.00 
Supplies,GUIDEWIRE J-TIP 0.035 180 CM,$23.50 
Supplies,GUIDEWIRE LOC EXTENSION,$198.00 
Supplies,GUIDEWIRE LUNDERQUIST 0.035 260/300 CM,$358.75 
Supplies,GUIDEWIRE MAGIC TORQUE 180/260 CM,$430.50 
Supplies,GUIDEWIRE MEDTRONIC 0.014,$269.25 
Supplies,GUIDEWIRE MERIT LAUREATE 0.035 STD,$105.00 
Supplies,GUIDEWIRE MERIT LAUREATE 0.035 STIFF,$112.00 
Supplies,GUIDEWIRE NITREX 0.018 180CM,$840.00 
Supplies,GUIDEWIRE NITREX 0.018 80CM,$602.00 
Supplies,GUIDEWIRE NITREX 0.035 180CM,$191.50 
Supplies,GUIDEWIRE NITREX 0.035 260CM,$221.50 
Supplies,GUIDEWIRE PILOT 200 HI-TORQUE 300CM,$437.50 
Supplies,GUIDEWIRE PILOT 50 HI-TORQUE 300CM,$437.50 
Supplies,GUIDEWIRE PLATINUM PLUS 0.018 180 CM,$328.50 
Supplies,GUIDEWIRE PLATINUM PLUS 0.018 260 CM,$376.75 
Supplies,GUIDEWIRE PRIMEWIRE FFR,"$5,458.50 "
Supplies,GUIDEWIRE ROSEN 0.035 145CM,$73.00 
Supplies,GUIDEWIRE ROSEN 0.035 260CM,$107.00 
Supplies,GUIDEWIRE RUNTHROUGH,$298.00 
Supplies,GUIDEWIRE SEQUITOR 0.014/0.018,$706.75 
Supplies,GUIDEWIRE TAD II,$480.75 
Supplies,GUIDEWIRE TERUMO 0.018 180 CM,$205.75 
Supplies,GUIDEWIRE TERUMO 0.018 260 CM,$394.75 
Supplies,GUIDEWIRE TERUMO 0.025 TEROTOLA WIRE,$183.00 
Supplies,GUIDEWIRE TERUMO 0.035 180 ANGLED,$152.25 
Supplies,GUIDEWIRE TERUMO 0.035 180 STIFF ANGLED,$183.00 
Supplies,GUIDEWIRE TERUMO 0.035 180 STRAIGHT,$143.50 
Supplies,GUIDEWIRE TERUMO 0.035 260 ANGLED,$171.00 
Supplies,GUIDEWIRE TERUMO 0.035 260 STIFF ANGLED,$179.50 
Supplies,GUIDEWIRE TERUMO 0.035 260 STRAIGHT,$189.75 
Supplies,GUIDEWIRE TERUMO 0.035 80CM STIFF ANG,$186.75 
Supplies,GUIDEWIRE THRUWAY 0.014 190 CM,$430.50 
Supplies,GUIDEWIRE TORQ FLEX 0.018,$160.00 
Supplies,GUIDEWIRE VIPERWIRE 0.012,$665.00 
Supplies,GUIDEWIRE VIPERWIRE ADVANCE 0.014,$681.75 
Supplies,GUIDEWIRE WHISPER 0.014,$305.00 
Supplies,GUIDEWIRE WHOLEY 0.035 175CM,$387.50 
Supplies,GUIDEWIRE WHOLEY 0.035 260CM,$369.75 
Supplies,GUIDEWIRE WINN 200T 300CM,$490.00 
Supplies,GUIDEWIRE ZIPWIRE,$165.25 
Supplies,GW AMPLATZ STRAIGHT SUPERSTIFF 80CM,$189.00 
Supplies,GW AMPLATZ SUPERSTIFF 0.035 260CM J-TIP,$107.75 
Supplies,GW AMPLATZ ULTRA STIFF 0.035 180CM,$79.00 
Supplies,GW ASAHI CONFIENZA PRO 120.014 300 CM,$700.00 
Supplies,GW GLIDEWIRE ADVANTAGE 0.014 300 CM,"$1,120.00 "
Supplies,GW GLIDEWIRE ADVANTAGE 0.018 300 CM,"$1,103.00 "
Supplies,GW GLIDEWIRE ADVANTAGE 180CM,$538.25 
Supplies,GW GLIDEWIRE ADVANTAGE 260CM,$610.00 
Supplies,GW HI TORQUE SPARTACORE 0.014 130CM,$287.00 
Supplies,HAWKINS III FLEXSTRAND BLN NEEDLE,$95.00 
Supplies,HEMO/RESOLUTION CLIPS-BOSTON SCIENTIFIC,$766.50 
Supplies,HEMO/RESOLUTION CLIPS-COOKS,$525.00 
Supplies,HEMODIALYS MEDCOMP SPLITCATHIII 19-31CM,"$1,255.75 "
Supplies,HEMODIALYSIS KIT MULTI-LUMEN,$280.25 
Supplies,HYPOTHERMIA PAD,$170.25 
Supplies,IMMOBILIZER SHOULDER PREFB OFF SHELF,$80.00 
Supplies,INCENTIVE SPIROMETRY DEVICE,$390.75 
Supplies,INFLATION DEVICE B BRAUN,$146.50 
Supplies,INFLATION DEVICE BSCI ENCORE,$136.50 
Supplies,INFUSION WIRE KATZEN,$540.25 
Supplies,INFUSION WIRE PROSTREAM 0.035,$735.00 
Supplies,INTERLOCK 0.035 COILS 10X21.5,"$3,150.00 "
Supplies,INTERLOCK 0.035 COILS 10X40,"$4,200.00 "
