Medication,Charge
PENICILLIN V POTASSIUM 250 MG TAB,$6.71
PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SUSP,$19.75
PENICILLIN V POTASSIUM 500 MG TAB,$7.34
PENTOBARBITAL SODIUM 50 MG/ML INJECTION,"$1,033.00"
PENTOXIFYLLINE SR 400 MG TAB,$6.99
PERFLUTREN PROTEIN-A MICROSPHR 0.22 MG/ML IV,$560.00
PERMETHRIN 1 % TOPICAL LIQUID,$55.48
PERMETHRIN 5 % TOPICAL CREAM,$53.13
PERPHENAZINE 1 MG (HALF-TAB),$14.71
PERPHENAZINE 2 MG TAB,$8.46
PERPHENAZINE 4 MG TAB,$9.23
PHENAZOPYRIDINE 100 MG TAB,$6.96
PHENAZOPYRIDINE 200 MG TAB,$7.10
PHENELZINE 15 MG TAB,$9.30
PHENELZINE 7.5 MG (HALF-TAB),$14.12
PHENOBARB-BELLADONNA ALKALOIDS 16.2 MG TAB,$7.76
PHENOBARB-BELLADONNA ALKALOIDS 16.2 MG/5 ML ELIXIR,$16.43
PHENOBARBITAL 100 MG TAB,$15.09
PHENOBARBITAL 15 MG TAB,$6.96
PHENOBARBITAL 20 MG/5 ML ELIXIR,$15.87
PHENOBARBITAL 30 MG TAB,$8.48
PHENOBARBITAL 60 MG TAB,$15.06
PHENOBARBITAL 65 MG/ML INJECTION (PEDS),$45.91
PHENOBARBITAL 7.5 MG (HALF-TAB),$13.21
PHENOBARBITAL SODIUM 130 MG/ML INJECTION,$53.19
PHENOBARBITAL SODIUM 65 MG/ML INJECTION,$45.91
PHENOL 1.4 % MUCOSAL AEROSOL SPRAY,$28.56
PHENOL 6% SOLUTION,$47.25
PHENOL 89 % TOPICAL SWAB,$18.43
PHENTOLAMINE 5 MG SOLUTION FOR INJECTION,$146.41
PHENYLEPHRINE 0.25 % NASAL SPRAY AEROSOL,$29.16
PHENYLEPHRINE 0.25 % NASAL SPRAY AEROSOL,$32.34
PHENYLEPHRINE 0.25 % RECTAL SUPPOSITORY,$6.85
PHENYLEPHRINE 0.25 %-MINERAL OIL 14 %-PETROLATM 74.9 % RECTAL OINTMENT,$40.97
PHENYLEPHRINE 0.5 % NASAL SPRAY AEROSOL,$32.34
PHENYLEPHRINE 1 % NASAL SPRAY AEROSOL,$36.16
PHENYLEPHRINE 1 %-KETOROLAC 0.3 % INTRAOCULAR CONCENTRATE FOR IRRIG,"$1,170.50"
PHENYLEPHRINE 10 % EYE DROPS,$136.97
PHENYLEPHRINE 10 MG/ML INJECTION,$57.33
PHENYLEPHRINE 2.5 % EYE DROPS,$24.12
PHENYLEPHRINE 2.5 % EYE DROPS,$264.58
PHENYLEPHRINE 2.5 % EYE DROPS,$121.44
PHENYLEPHRINE-PRAMOXINE-GLYCERIN-WHITE PET 0.25 %-1 % RECTAL CREAM,$41.97
PHENYTOIN 100 MG/4 ML ORAL SUSP,$9.65
PHENYTOIN 25 MG CHEWABLE (HALF-TAB),$13.84
PHENYTOIN 25 MG/ML ORAL SUSP,$14.57
PHENYTOIN 50 MG CHEWABLE TAB,$8.04
PHENYTOIN SODIUM 50 MG/ML IV,$52.58
PHENYTOIN SODIUM 50 MG/ML IV,$46.37
PHENYTOIN SODIUM 50 MG/ML IV,$52.61
PHENYTOIN SODIUM 50 MG/ML IV,$47.48
PHENYTOIN SODIUM 50 MG/ML IV,$46.47
PHENYTOIN SODIUM EXTENDED 100 MG CAP,$7.31
PHENYTOIN SODIUM EXTENDED 30 MG CAP,$7.87
PHOSPHATE (TPN) INJECTION - ROPH,$45.43
PHYSOSTIGMINE 1 MG/ML INJECTION,$54.82
PHYTONADIONE 10 MG/ML INJECTION,$75.92
PHYTONADIONE 2 MG/ML INJECTION,$54.89
PHYTONADIONE 2.5 MG (HALF-TAB),$75.69
PHYTONADIONE 5 MG TAB,$25.64
PHYTONADIONE 5 MG TAB,$123.41
PILOCARPINE 1 % EYE DROPS,$100.15
PILOCARPINE 2 % EYE DROPS,$112.73
PILOCARPINE 4 % EYE DROPS,$90.11
PIMOZIDE 1 MG TAB,$10.70
PINDOLOL 10 MG TAB,$6.96
PINDOLOL 2.5 MG (HALF-TAB),$13.10
PINDOLOL 5 MG TAB,$6.85
PIOGLITAZONE 15 MG TAB,$8.25
PIOGLITAZONE 15 MG TAB,$22.46
PIPERACILLIN-TAZOBACTAM  3.375 G INJECTION (NEO-PEDS),$96.26
PIPERACILLIN-TAZOBACTAM  3.375 G INJECTION (NEO-PEDS),$81.14
PIPERACILLIN-TAZOBACTAM  3.375 G INJECTION (NEO-PEDS),$63.49
PIPERACILLIN-TAZOBACTAM 2.25 G IV SOLN  - FOR DESENSITIZATION,$65.39
PIPERACILLIN-TAZOBACTAM 2.25 G IV SOLUTION,$65.39
PIPERACILLIN-TAZOBACTAM 3.375 G IV SOLUTION,$96.26
PIPERACILLIN-TAZOBACTAM 4.5 G IV SOLUTION,$108.97
PIPERACILLIN-TAZOBACTAM 4.5 G IV SOLUTION,$65.32
PIPERACILLIN-TAZOBACTAM IN NS 4.5 G/100 ML IV PIGGYBACK (ADS),$128.13
PIPERACILLIN-TAZOBACTAM-DEXTROSE (ISO-OSM) 2.25 G/50 ML IV PIGGY BACK,$128.13
PIPERACILLIN-TAZOBACTAM-DEXTROSE (ISO-OSM) 3.375 G/50 ML IV PIGGY BACK,$128.13
PIPERACILLIN-TAZOBACTAM-DEXTROSE (ISO-OSM) 4.5 G/100 ML IV PIGGY BACK,$128.13
PIROXICAM 10 MG CAP,$15.39
PIROXICAM 20 MG CAP,$19.42
PNEUMOCOCCAL 13-VAL CONJ VACCINE-DIP CRM (PF) 0.5 ML IM SYRINGE (DHO),$403.55
PNEUMOCOCCAL 23-VALPS VACCINE 25 MCG/0.5 ML INJECTION,$271.25
"POLIOVIRUS VACCINE, IPV FOR SUB-Q INJECTION",$195.16
POLYCARBOPHIL CALCIUM 312.5 MG (HALF-TAB),$13.17
POLYCARBOPHIL CALCIUM 625 MG TAB,$6.96
POLYETHYLENE GLYCOL 3350 100 % ORAL POWDER,$44.38
POLYETHYLENE GLYCOL 3350 100 % ORAL POWDER,$42.32
POLYETHYLENE GLYCOL 3350 17 G (100 %) ORAL PACKET,$9.69
POLYETHYLENE GLYCOL 3350 17 G (100 %) ORAL PACKET,$11.05
"POLYMYXIN B SULFATE 500,000 UNIT SOLUTION FOR INJECTION",$66.07
POLYVINYL ALCOHOL 1.4 % EYE DROPS,$26.71
POLYVINYL ALCOHOL 1.4 % EYE DROPS,$26.22
POST EXPOSURE PROPHALAXIS KIT,$989.37
POST-OP EYE KIT - ROPH,$591.15
POTASSIUM & SODIUM PHOSPHATES 280 MG-160 MG-250 MG ORAL POWDER PACKET,$7.20
POTASSIUM (TPN) INJECTION - ROPH,$44.98
POTASSIUM (TPN) INJECTION - ROPH,$52.97
POTASSIUM ACETATE 2 MEQ/ML IV,$45.72
POTASSIUM CHLORIDE 10 % ORAL LIQUID,$58.02
POTASSIUM CHLORIDE 10 % ORAL LIQUID,$9.23
POTASSIUM CHLORIDE 10 MEQ/50 ML IV PIGGY BACK,$128.13
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,$44.98
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,$52.97
POTASSIUM CHLORIDE 20 % ORAL LIQUID,$13.87
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,$6.52
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,$6.57
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,$9.97
POTASSIUM CHLORIDE 20 MEQ/100 ML IV PIGGY BACK,$128.13
"POTASSIUM CHLORIDE SR 10 MEQ TAB, PARTICLES/CRYSTALS",$7.55
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",$7.69
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",$8.36
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",$7.68
POTASSIUM CHLORIDE SR 8 MEQ TAB,$7.55
"POTASSIUM CITRATE SR 10 MEQ (1,080 MG) TAB",$8.08
"POTASSIUM CITRATE SR 10 MEQ (1,080 MG) TAB",$8.81
POTASSIUM IODIDE 1 G/ML ORAL SOLN,$29.55
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV,$45.43
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV (ROPH),$45.43
POVIDONE-IODINE 10 % OINTMENT,$26.15
POVIDONE-IODINE 10 % OINTMENT,$25.13
PRALIDOXIME CHLORIDE 1 G SOLUTION FOR INJECTION,$271.84
PRAMIPEXOLE 0.125 MG (HALF-TAB),$12.91
PRAMIPEXOLE 0.25 MG TAB,$6.82
PRAMIPEXOLE 1 MG TAB,$16.55
PRAMOXINE 1 % TOPICAL FOAM,$156.15
PRAMOXINE-CALAMINE 1 %-8 % LOTION,$28.70
PRAMOXINE-CALAMINE 1 %-8 % LOTION,$37.94
PRASUGREL 10 MG TAB,$24.11
PRAVASTATIN 20 MG TAB,$7.10
PRAVASTATIN 20 MG TAB,$7.20
PRAZOSIN 1 MG CAP,$6.89
PRAZOSIN 1 MG CAP,$6.89
PRAZOSIN 2 MG CAP,$7.20
PRAZOSIN 2 MG CAP,$7.20
PRAZOSIN 5 MG CAP,$7.59
PREDNISOLONE 15 MG/5 ML SYRUP,$46.35
PREDNISOLONE 15 MG/5 ML SYRUP,$13.10
PREDNISOLONE 15MG/5ML ORAL SOLUTION (PEDS),$46.35
PREDNISOLONE 15MG/5ML ORAL SOLUTION (PEDS),$13.10
PREDNISOLONE 5 MG TAB,$7.06
"PREDNISOLONE ACETATE 0.12 % EYE DROPS, SUSP",$80.81
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",$33.29
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",$43.16
PREDNISONE 0.5 MG (HALF-TAB),$13.10
PREDNISONE 1 MG TAB,$6.85
PREDNISONE 1 MG TAB,$6.64
PREDNISONE 10 MG TAB,$6.64
PREDNISONE 10 MG TAB,$6.64
PREDNISONE 20 MG TAB,$6.78
PREDNISONE 20 MG TAB,$6.68
PREDNISONE 20 MG TAB,$6.68
PREDNISONE 5 MG TAB,$6.64
PREDNISONE 50 MG TAB,$7.10
PREGABALIN 100 MG CAP,$21.30
PREGABALIN 25 MG CAP,$20.73
PREGABALIN 50 MG CAP,$21.30
PREGABALIN 75 MG CAP,$21.30
PRENATAL VIT NO.95-IRON FUMARATE-FOLIC ACID 28 MG IRON-800 MCG TAB,$6.61
PRIMAQUINE 13.15 MG (HALF-TAB),$16.39
PRIMAQUINE 26.3 MG (15 MG BASE) TAB,$10.14
PRIMIDONE 125 MG (HALF-TAB),$13.52
PRIMIDONE 25 MG (HALF-TAB),$16.25
PRIMIDONE 250 MG TAB,$7.27
PRIMIDONE 250 MG TAB,$8.18
PRIMIDONE 50 MG TAB,$8.08
PROBENECID 250 MG (HALF-TAB),$14.29
PROBENECID 500 MG TAB,$8.04
PROCAINAMIDE 500 MG/ML INJECTION,$65.32
PROCARBAZINE 50 MG CAP,$160.45
PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,$11.37
PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,$11.37
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION,$72.47
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION,$49.75
PROCHLORPERAZINE MALEATE 10 MG TAB,$6.85
PROCHLORPERAZINE MALEATE 5 MG TAB,$6.85
PROGESTERONE 50 MG/ML IM OIL,$101.85
PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY,$8.53
PROMETHAZINE 25 MG RECTAL SUPPOSITORY,$7.66
PROMETHAZINE 25 MG TAB,$7.13
PROMETHAZINE 25 MG/ML INJECTION,$46.37
PROMETHAZINE 50 MG RECTAL SUPPOSITORY,$24.89
PROMETHAZINE 6.25 MG/5 ML SYRUP,$13.10
PROMETHAZINE-CODEINE 6.25 MG-10 MG/5 ML SYRUP,$16.44
PROPAFENONE 150 MG TAB,$7.80
PROPAFENONE 75 MG (HALF-TAB),$14.05
PROPAFENONE SR 225 MG 12 HR CAP,$16.65
PROPARACAINE 0.5 % EYE DROPS,$104.70
PROPOFOL 10 MG/ML IV (ROPH),$58.46
PROPOFOL 10 MG/ML IV (ROPH),$52.94
PROPOFOL 10 MG/ML IV (ROPH),$68.34
PROPOFOL 10 MG/ML IV (ROPH),$66.20
PROPOFOL 10 MG/ML IV (ROPH),$140.53
PROPOFOL 10 MG/ML IV (ROPH),$108.11
PROPOFOL 10 MG/ML IV BOLUS,$52.94
PROPOFOL 10 MG/ML IV BOLUS,$66.20
PROPOFOL 10 MG/ML IV INFUSION (NEO-PEDS),$52.94
PROPRANOLOL 1 MG/ML IV,$50.37
PROPRANOLOL 10 MG TAB,$6.64
PROPRANOLOL 120 MG 24 HR EXTENDED RELEASE CAP,$8.18
PROPRANOLOL 160 MG 24 HR EXTENDED RELEASE CAP,$28.17
PROPRANOLOL 160 MG 24 HR EXTENDED RELEASE CAP,$9.76
PROPRANOLOL 20 MG TAB,$6.68
PROPRANOLOL 40 MG TAB,$6.68
PROPRANOLOL 60 MG 24 HR EXTENDED RELEASE CAP,$9.27
PROPRANOLOL 60 MG TAB,$9.83
PROPRANOLOL 80 MG 24 HR EXTENDED RELEASE CAP,$9.65
PROPRANOLOL 80 MG TAB,$6.61
PROPYLTHIOURACIL 50 MG TAB,$6.71
PROTAMINE 10 MG/ML IV,$56.68
PROTRIPTYLINE 10 MG TAB,$11.26
PROTRIPTYLINE 5 MG (HALF-TAB),$23.81
PROTRIPTYLINE 5 MG TAB,$9.76
PSEUDOEPHEDRINE 15 MG (HALF-TAB),$12.82
PSEUDOEPHEDRINE 30 MG TAB,$6.57
PSEUDOEPHEDRINE 60 MG TAB,$6.61
PSEUDOEPHEDRINE SR 120 MG TAB,$7.94
PSYLLIUM ORAL PACKET (RUSH INPATIENT),$7.20
PSYLLIUM ORAL PACKET (RUSH INPATIENT),$8.08
PURIFIED PERFLUORO-N-OCTANE OPHTHALMIC SOLUTION,"$2,472.50"
PYRAZINAMIDE 250 MG (HALF-TAB),$14.75
PYRAZINAMIDE 500 MG TAB,$8.50
PYRIDOSTIGMINE BROMIDE 30 MG (HALF-TAB),$13.56
PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION,$122.16
PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION,$122.16
PYRIDOSTIGMINE BROMIDE 60 MG TAB,$8.18
PYRIDOSTIGMINE BROMIDE ER 180 MG TAB,$16.69
PYRIDOXINE 100 MG TAB,$6.54
PYRIDOXINE 100 MG/ML INJECTION,$61.39
PYRIDOXINE 25 MG (HALF-TAB),$12.86
PYRIDOXINE 50 MG TAB,$6.54
PYRIDOXINE 50 MG TAB,$6.61
PYRIMETHAMINE 12.5 MG (HALF-TAB),$14.40
PYRIMETHAMINE 25 MG TAB,$8.15
QUETIAPINE 100 MG TAB,$18.44
QUETIAPINE 100 MG TAB,$8.01
QUETIAPINE 12.5 MG (HALF-TAB),$19.89
QUETIAPINE 200 MG TAB,$27.75
QUETIAPINE 25 MG TAB,$13.64
QUETIAPINE 25 MG TAB,$7.41
QUETIAPINE 300 MG TAB,$40.72
QUINAPRIL 10 MG TAB,$12.17
QUINAPRIL 20 MG TAB,$12.17
QUINAPRIL 5 MG (HALF-TAB),$16.88
QUINAPRIL 5 MG TAB,$12.17
QUINIDINE 150 MG (HALF-TAB),$13.66
QUINIDINE 200 MG TAB,$7.24
QUINIDINE 300 MG TAB,$7.13
QUINIDINE SR 324 MG TAB,$9.09
QUININE 324 MG CAP,$24.60
QUINUPRISTIN-DALFOPRISTIN 500 MG IV SOLUTION,$434.85
QUINUPRISTIN-DALFOPRISTIN 500 MG IV SOLUTION,$434.85
RABIES IMMUNE GLOBULIN (PF) 300 UNIT/ML INTRAMUSCULAR SOLUTION,"$1,502.22"
RABIES IMMUNE GLOBULIN 150 UNIT/ML IM,"$1,502.22"
"RABIES VACCINE,HUMAN DIPLOID (PF) 2.5 UNIT IM",$502.58
"RABIES VACCINE,HUMAN DIPLOID (PF) 2.5 UNIT IM",$502.58
RACEPINEPHRINE 2.25 % NEB SOLUTION,$10.56
RALOXIFENE 30 MG (HALF-TAB),$23.57
RALOXIFENE 60 MG TAB,$19.56
RALTEGRAVIR 400 MG TAB,$63.14
RAMIPRIL 10 MG CAP,$7.34
RAMIPRIL 2.5 MG CAP,$6.85
RAMIPRIL 5 MG CAP,$6.89
RANITIDINE 15 MG/ML SYRUP,"$1,071.15"
RANITIDINE 150 MG TAB,$6.78
RANITIDINE 150 MG TAB,$6.78
RANITIDINE 300 MG TAB,$6.96
RANITIDINE 50 MG/2 ML (25 MG/ML) INJECTION,$46.86
RANOLAZINE SR 500 MG 12 HR TAB,$20.67
REGADENOSON 0.4 MG/5 ML IV SYRINGE,$951.68
REGULAR INSULIN (TPN) INJECTION,$100.75
REGULAR INSULIN (TPN) INJECTION,$39.55
REGULAR INSULIN 100 UNITS/ML INJECTION (DRIP ADDITIVE),$100.75
REGULAR INSULIN 100 UNITS/ML INJECTION (DRIP ADDITIVE),$39.55
REMIFENTANIL 1 MG IV SOLUTION,$139.28
REMIFENTANIL 1 MG IV SOLUTION,$139.28
REMIFENTANIL 5 MG IV SOLUTION,$398.80
REMIFENTANIL 5 MG IV SOLUTION,$398.80
RENAL MULTIVITAMIN CAPSULE,$8.08
RENAL MULTIVITAMIN CAPSULE,$7.38
RENAL MULTIVITAMIN CAPSULE,$7.38
RENAL MULTIVITAMIN CAPSULE,$6.85
REPAGLINIDE 0.25 MG (HALF-TAB),$16.88
REPAGLINIDE 0.5 MG TAB,$10.63
REPAGLINIDE 1 MG TAB,$10.63
REPAGLINIDE 2 MG TAB,$10.91
RESERPINE 0.1 MG TAB,$8.78
RESERPINE 0.25 MG TAB,$8.88
RIBAVIRIN 200 MG CAP,$8.88
RIFABUTIN 150 MG CAP,$35.52
RIFAMPIN 150 MG CAP,$13.22
RIFAMPIN 300 MG CAP,$9.79
RIFAMPIN 600 MG IV SOLUTION,$132.53
RIFAMPIN 600 MG IV SOLUTION,$132.53
RIFAXIMIN 200 MG TAB,$49.04
RIFAXIMIN 275 MG (HALF TAB),$101.20
RIFAXIMIN 550 MG TAB,$94.70
RISEDRONATE 30 MG TAB,$82.28
RISEDRONATE 35 MG TAB,$82.28
RISPERIDONE 0.125 MG (HALF-TAB),$24.55
RISPERIDONE 0.25 MG TAB,$7.73
RISPERIDONE 0.5 MG TAB,$7.90
RISPERIDONE 0.5 MG TAB,$6.99
"RISPERIDONE 0.5 MG TAB, RAPID DISSOLVE",$10.42
RISPERIDONE 1 MG TAB,$8.01
"RISPERIDONE 1 MG TAB, RAPID DISSOLVE",$11.54
RISPERIDONE 1 MG/ML ORAL SOLN,$52.65
RISPERIDONE 2 MG TAB,$8.25
RISPERIDONE 2 MG TAB,$7.94
"RISPERIDONE 2 MG TAB, RAPID DISSOLVE",$12.77
RITONAVIR 100 MG TAB,$33.44
"RITUXIMAB 10 MG/ML CONCENTRATE, IV","$1,602.12"
"RITUXIMAB 10 MG/ML CONCENTRATE, IV","$7,570.56"
RIVAROXABAN 10 MG TAB,$26.16
RIVAROXABAN 15 MG TAB,$27.65
RIVAROXABAN 20 MG TAB,$27.65
RIVAROXABAN 5 MG (HALF-TAB),$32.66
RIVASTIGMINE 1.5 MG CAP,$19.73
RIVASTIGMINE 1.5 MG CAP,$85.67
RIVASTIGMINE 3 MG CAP,$19.66
RIVASTIGMINE 3 MG CAP,$15.39
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,$30.58
RIVASTIGMINE 6 MG CAP,$19.66
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,$30.58
ROCURONIUM 10 MG/ML IV,$62.53
ROCURONIUM 10 MG/ML IV,$51.41
ROCURONIUM 10MG/ML INJECTION (PEDS),$51.41
ROCURONIUM 10MG/ML INJECTION (PEDS),$62.53
ROPINIROLE 0.125 MG (HALF-TAB),$13.24
ROPINIROLE 0.25 MG TAB,$8.39
ROPINIROLE 0.25 MG TAB,$7.80
ROPINIROLE 1 MG TAB,$8.39
ROPINIROLE 1 MG TAB,$7.66
ROPINIROLE 2 MG TAB,$8.57
ROPINIROLE 3 MG TAB,$8.74
"ROPIVACAINE (PF) 0.2 % 400 ML LOCAL INFILT,ELAS PUMP,HI VAR RATE","$1,470.69"
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,$69.90
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,$102.99
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,$89.37
ROPIVACAINE 2 MG/ML INJECTION,$61.55
ROSIGLITAZONE 2 MG (HALF-TAB),$23.81
ROSIGLITAZONE 2 MG TAB,$15.22
ROSIGLITAZONE 4 MG TAB,$19.42
ROSUVASTATIN 20 MG TAB,$44.85
SACUBITRIL 24 MG-VALSARTAN 26 MG TABLET,$27.68
SACUBITRIL 49 MG-VALSARTAN 51 MG TABLET,$29.11
SACUBITRIL 97 MG-VALSARTAN 103 MG TABLET,$29.11
SALIVA STIMULANT AGENTS COMBINATION NO.2 ORAL MUCOSAL LIQUID,$39.76
SALIVA STIMULANT AGENTS COMBINATION NO.3 MUCOSAL SPRAY,$40.04
SALMETEROL 50 MCG/DOSE DISK DEVICE FOR INHALATION,$246.16
SALSALATE 250 MG (HALF-TAB),$12.82
SALSALATE 500 MG TAB,$6.99
SALSALATE 750 MG TAB,$7.80
SAQUINAVIR 500 MG TAB,$27.59
SCOPOLAMINE 1.5 MG 72 HR TRANSDERM PATCH,$37.76
SCOPOLAMINE 1.5 MG 72 HR TRANSDERM PATCH,$43.25
SCOPOLAMINE 1.5 MG TRANSDERM PATCH (PERIOPERATIVE USE),$43.25
SECOBARBITAL SODIUM 100 MG CAP,$29.07
SELEGILINE 5 MG CAP,$14.80
SENNOSIDES 8.6 MG TAB,$6.61
SENNOSIDES-DOCUSATE SODIUM 8.6 MG-50 MG TAB,$6.75
SENNOSIDES-DOCUSATE SODIUM 8.6 MG-50 MG TAB,$6.68
SERTRALINE 20 MG/ML ORAL CONCENTRATE,$248.00
SERTRALINE 25 MG TAB,$6.82
SERTRALINE 25 MG TAB,$6.78
SERTRALINE 50 MG TAB,$6.82
SEVELAMER CARBONATE 800 MG TAB,$23.26
SILDENAFIL 10 MG (HALF-TAB),$15.95
SILDENAFIL 12.5 MG (HALF-TAB),$53.55
SILDENAFIL 20 MG TAB,$47.05
SILDENAFIL 20 MG TAB,$9.48
SILDENAFIL 20 MG TAB,$9.70
SILDENAFIL 25 MG TAB,$47.05
SILVER NITRATE APPLICATORS 75 %-25 % TOPICAL STICK,$31.15
SILVER SULFADIAZINE 1 % TOPICAL CREAM,$178.12
SILVER SULFADIAZINE 1 % TOPICAL CREAM,$30.35
SILVER SULFADIAZINE 1 % TOPICAL CREAM,$50.96
SILVER TOPICAL GEL,$84.06
SIMETHICONE 180 MG CAP,$6.68
SIMETHICONE 40 MG CHEWABLE (HALF-TAB),$12.82
"SIMETHICONE 40 MG/0.6 ML ORAL DROPS, SUSP",$16.95
SIMETHICONE 80 MG CHEWABLE TAB,$6.61
SIMETHICONE 80 MG CHEWABLE TAB,$6.57
SIMVASTATIN 10 MG TAB,$6.89
SIMVASTATIN 10 MG TAB,$6.85
SIMVASTATIN 10 MG TAB,$6.82
SIMVASTATIN 20 MG TAB,$6.82
SIMVASTATIN 40 MG TAB,$6.85
SIMVASTATIN 40 MG TAB,$6.85
SIMVASTATIN 5 MG TAB,$7.03
SIROLIMUS 0.5 MG TAB,$23.91
SIROLIMUS 1 MG TAB,$40.42
SIROLIMUS 1 MG/ML ORAL SOLN,"$1,989.35"
SITAGLIPTIN 100 MG TAB,$26.48
SITAGLIPTIN 25 MG TAB,$26.48
SOD BICARB-CITRIC AC-SIMETH 2.21 GRAM-1.53 GRAM/4 GRAM ORAL GRAN IN PK,$13.82
SODIUM (TPN) INJECTION - ROPH,$44.00
SODIUM ACETATE 2 MEQ/ML IV,$44.00
SODIUM BICARBONATE 1 MEQ/ML INJECTION (PEDS),$50.63
SODIUM BICARBONATE 10 MEQ/10 ML (8.4 %) IV SYRINGE,$76.72
SODIUM BICARBONATE 325 MG TAB,$6.54
SODIUM BICARBONATE 4.2 % (0.5 MEQ/ML) IV SYRINGE,$50.50
SODIUM BICARBONATE 4.2 % IV,$50.31
SODIUM BICARBONATE 8.4 % (1 MEQ/ML) IV SYRINGE,$50.63
SODIUM BICARBONATE 8.4 % IV,$60.25
SODIUM CHLORIDE 0.45 % IV,$71.75
SODIUM CHLORIDE 0.45 % IV,$100.00
SODIUM CHLORIDE 0.5 G (HALF-TAB),$13.00
SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL,$23.35
SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL,$23.35
SODIUM CHLORIDE 0.9 % (ADD-VANTAGE/MINIBAG +) IV PIGGY BACK,$71.75
SODIUM CHLORIDE 0.9 % INFUSION (CARDIAC OUTPUT FLUSH),$100.00
SODIUM CHLORIDE 0.9 % INFUSION (CARDIAC OUTPUT FLUSH),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (CARDIAC OUTPUT FLUSH),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (INTRAVENOUS FLUSH-2),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (INTRAVENOUS FLUSH-2),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (INTRAVENOUS FLUSH-2),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (VENOUS FLUSH),$71.75
SODIUM CHLORIDE 0.9 % INFUSION (VENOUS FLUSH),$71.75
SODIUM CHLORIDE 0.9 % INJECTION,$46.31
SODIUM CHLORIDE 0.9 % IRRIGATION SOLN,$71.75
SODIUM CHLORIDE 0.9 % IV,$71.75
SODIUM CHLORIDE 0.9 % IV,$71.75
SODIUM CHLORIDE 0.9 % IV,$71.75
SODIUM CHLORIDE 0.9 % IV,$71.75
SODIUM CHLORIDE 0.9 % IV,$71.75
SODIUM CHLORIDE 0.9 % IV - TKO,$71.75
SODIUM CHLORIDE 0.9 % IV - TKO,$71.75
SODIUM CHLORIDE 0.9 % IV - TKO,$71.75
SODIUM CHLORIDE 0.9 % IV - TKO,$71.75
SODIUM CHLORIDE 0.9 % IV (ARTERIAL FLUSH-1),$100.00
SODIUM CHLORIDE 0.9 % IV (ARTERIAL FLUSH-1),$71.75
SODIUM CHLORIDE 0.9 % IV (ARTERIAL FLUSH-1),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV (CHEMO),$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS - ADULT ROPH,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS - ADULT ROPH,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS - ADULT ROPH,$71.75
SODIUM CHLORIDE 0.9 % IV BOLUS (SEPSIS),$71.75
SODIUM CHLORIDE 0.9 % NEB SOLUTION,$7.27
SODIUM CHLORIDE 0.9 % NEB SOLUTION,$6.92
