,, We are provider based - so you may be charged column C or column D & E ,,
4303544,NICOTINE PATCH 21 MG/24 HR, $-   , $-   ,$8.92 
4303545,NICOTINE PATCH 7 MG/24 HR, $-   , $-   ,$10.64 
4303551,TRIAZOLAM TAB 0.25 MG, $-   , $-   ,$17.08 
4303551,TRIAZOLAM TAB 0.25 MG, $-   , $-   ,$17.08 
4303557,HALOPERIDOL TAB 1 MG, $-   , $-   ,$1.03 
4303563,HALOPERIDOL TAB 5 MG, $-   , $-   ,$2.27 
4303564,RX HALOPERIDOL ORAL SOL 2 MG/mL 15 mL, $-   , $-   ,$3.00 
4303567,HALOPERIDOL LACTATE INJ 5 MG/mL 1 mL VIA, $-   , $-   ,$24.00 
4303602,HEPARIN INJ 1000 UNITS/mL 10 mL VIAL, $-   , $-   ,$24.00 
4303605,HEPARIN 1000 UNITS/ML 30ML (DIALYSIS), $-   , $-   ,$38.42 
4303703,INSULIN REGULAR INJ 100 UNITS/mL 10 mL V, $-   , $-   ,$87.13 
4303704,INSULIN ISOPHANE INJ 100 UNITS/mL 10 mL, $-   , $-   ,$91.00 
4303706,INSULIN ISOPHANE-INSULIN REGULAR 70/30 1, $-   , $-   ,$91.00 
4303707,BENZOCAINE SPRAY KIT 20%, $-   , $-   ,$139.68 
4303710,ISOSORBIDE MONO ER TAB 30 MG, $-   , $-   ,$1.89 
4303714,INSULIN ASPART INJ 100 UNITS/mL 10 mL VI, $-   , $-   ,$223.80 
4303720,INSULIN FOR HYPERAL, $-   , $-   ,$20.00 
4303740,HYDROXYUREA CAP 500 MG, $-   , $-   ,$2.15 
4303753,HYDROCORTISONE CREAM 1% 30 GM TUBE, $-   , $-   ,$8.56 
4303756,HYDROCORTISONE CREAM 2.5%, $-   , $-   ,$14.87 
4303760,HYDROCORTISONE TAB 10 MG, $-   , $-   ,$1.35 
4303773,hydroCHLOROthiazide TAB 25 MG, $-   , $-   ,$1.00 
4303813,CHLORTHALIDONE TAB 25 MG, $-   , $-   ,$4.33 
4303867,TERAZOSIN CAP 1 MG, $-   , $-   ,$1.00 
4303869,TERAZOSIN CAP 5 MG, $-   , $-   ,$1.00 
4303947,ERYTHROMYCIN OP OINT 0.5% 3.5 GM, $-   , $-   ,$40.81 
4303948,SUMAtriptan TAB 100 MG, $-   , $-   ,$4.95 
4303950,SUMAtriptan INJ 6 MG/0.5 mL, $-   , $-   ,$41.91 
4303956,SUMAtriptan TAB 50 MG, $-   , $-   ,$1.55 
4303959,LOPERAMIDE CAP 2 MG, $-   , $-   ,$1.68 
4303966,azaTHIOprine TAB 50 MG, $-   , $-   ,$1.60 
4303970,PROPRANOLOL TAB 20 MG, $-   , $-   ,$1.00 
4303973,PROPRANOLOL TAB 10 MG, $-   , $-   ,$1.00 
4303977,PROPRANOLOL TAB 40 MG, $-   , $-   ,$1.27 
4303978,PROPRANOLOL SR CAP 80 MG, $-   , $-   ,$4.82 
4303980,INDIGOTINDISULFONATE SODIUM INJ 0.8%, $-   , $-   ,$471.80 
4303982,PROPRANOLOL SR CAP 60 MG, $-   , $-   ,$3.44 
4304010,GLUCOSE 15 GEL 40%, $-   , $-   ,$3.51 
4304043,DOPamine 400 MG / D5W 250 mL, $-   , $-   ,$63.77 
4304078,MELOXICAM TAB 7.5 MG, $-   , $-   ,$1.00 
4304080,ISOSORBIDE MONO TAB 20 MG, $-   , $-   ,$1.00 
4304082,ISONIAZID TAB 300 MG, $-   , $-   ,$1.00 
4304124,PRAMIPEXOLE TAB 0.125 MG, $-   , $-   ,$1.00 
4304153,ISOSORBIDE DIN TAB 10 MG, $-   , $-   ,$1.68 
4304158,ISOSORBIDE DIN TAB 20 MG, $-   , $-   ,$1.68 
4304303,CEPHALEXIN CAP 250 MG, $-   , $-   ,$1.00 
4304304,CEPHALEXIN CAP 500 MG, $-   , $-   ,$1.00 
4304337,TRIAMCINOLONE INJ 50 MG/5 mL, $-   , $-   ,$70.38 
4304339,TRIAMCINOLONE INJ 40 MG/mL 1mL, $-   , $-   ,$43.59 
4304341,TRIAMCINOLONE CRM 0.1% 454 GM, $-   , $-   ,$4.76 
4304345,TRIAMCINOLONE CRM 0.1% 15 GM, $-   , $-   ,$17.80 
4304369,KETAMINE INJ 500 MG/5 mL, $-   , $-   ,$47.90 
4304386,POTASSIUM CHLORIDE ER TAB 10 mEq, $-   , $-   ,$1.00 
4304448,AMMONIUM LACTATE LOTION 12% (CLINIC), $-   , $-   ,$3.00 
4304453,ARTIFICIAL TEARS OP OINT 3.5 GM, $-   , $-   ,$14.32 
4304462,lamoTRIgine TAB 100 MG, $-   , $-   ,$1.00 
4304463,lamoTRIgine TAB 25 MG, $-   , $-   ,$1.00 
4304464,TERBINAFINE CR 1% 15 GM, $-   , $-   ,$41.68 
4304473,DIGOXIN TAB 125 MCG, $-   , $-   ,$1.19 
4304502,FUROSEMIDE TAB 20 MG, $-   , $-   ,$1.00 
4304506,FUROSEMIDE INJ 20 MG/2 mL, $-   , $-   ,$24.00 
4304507,FUROSEMIDE TAB 80 MG, $-   , $-   ,$1.00 
4304508,FUROSEMIDE INJ 40 MG/4 mL, $-   , $-   ,$24.00 
4304509,FUROSEMIDE TAB 40 MG, $-   , $-   ,$1.00 
4304510,FUROSEMIDE INJ 100 MG/10 mL, $-   , $-   ,$24.00 
4304534,levoFLOXacin TAB 250 MG, $-   , $-   ,$1.00 
4304539,NOREPINEPHRINE INJ 4 MG/4 mL, $-   , $-   ,$41.86 
4304540,levoFLOXacin TAB 500 MG, $-   , $-   ,$1.00 
4304542,levoFLOXacin INJ 500 MG/100 mL PREMIX, $-   , $-   ,$24.00 
4304545,LEVOTHYROXINE TAB 88 MCG, $-   , $-   ,$1.17 
4304549,chlordiazePOXIDE CAP 5 MG, $-   , $-   ,$4.00 
4304550,HYOSCYAMINE SULF SL TAB 0.125 MG, $-   , $-   ,$1.35 
4304553,ATORVASTATIN TAB 20 MG, $-   , $-   ,$1.00 
4304559,chlordiazePOXIDE CAP 25 MG, $-   , $-   ,$4.00 
4304560,ATORVASTATIN TAB 40 MG, $-   , $-   ,$1.00 
4304563,LIDOCAINE INJ 1% 30 mL SDV, $-   , $-   ,$24.00 
4304568,LIDOCAINE INJ 1% 20 mL MDV, $-   , $-   ,$24.00 
4304570,LIDOCAINE INJ 2% 5 mL SDV, $-   , $-   ,$24.00 
4304571,LIDOCAINE INJ 2% 50 mL MDV, $-   , $-   ,$24.00 
4304572,LIDOCAINE INJ 1% 50 mL MDV, $-   , $-   ,$24.00 
4304573,LIDOCAINE INJ 2% SYRINGE 5 mL, $-   , $-   ,$24.00 
4304575,LIDOCAINE 2 GM/D5W 500 mL, $-   , $-   ,$30.41 
4304592,BACLOFEN TAB 10 MG, $-   , $-   ,$1.27 
4304598,ATORVASTATIN TAB 10 MG, $-   , $-   ,$1.00 
4304600,CHARCOAL ACTIVATED-SORBITOL 50 GM, $-   , $-   ,$52.74 
4304601,CHARCOAL ACTIVATED 50 GM, $-   , $-   ,$52.74 
4304608,LITHIUM CARBONATE ER TAB 300 MG, $-   , $-   ,$1.02 
4304614,LITHIUM CARBONATE TAB 300 MG, $-   , $-   ,$1.00 
4304621,DIPHENOXYLATE/ATROPINE TAB 2.5 MG/0.025, $-   , $-   ,$4.00 
4304625,METOPROLOL TARTRATE TAB 100 MG, $-   , $-   ,$1.00 
4304630,METOPROLOL INJ 5 MG/5 mL, $-   , $-   ,$24.00 
4304631,METOPROLOL TARTRATE TAB 50 MG, $-   , $-   ,$1.00 
4304644,CLOTRIMAZOLE CREAM 1%, $-   , $-   ,$13.69 
4304647,CLOTRIMAZOLE/BETAMETHASONE LOTION, $-   , $-   ,$482.70 
4304649,CLOTRIMAZOLE/BETAMETHASONE CR 15 GM, $-   , $-   ,$36.50 
4304653,QUEtiapine TAB 100 MG, $-   , $-   ,$1.49 
4304662,LEUPROLIDE INJ 22.5 MG DEPOT, $-   , $-   ,"$1,427.34 "
4304664,INDAPAMIDE TAB 2.5 MG, $-   , $-   ,$1.78 
4304667,STRONG IODINE SOLUTION 500 mL, $-   , $-   ,$184.70 
4304671,ENOXAPARIN INJ 30 MG/0.3 mL, $-   , $-   ,$24.00 
4304674,ENOXAPARIN INJ 40 MG/0.4 mL, $-   , $-   ,$24.00 
4304675,ENOXAPARIN INJ 60 MG/0.6 mL, $-   , $-   ,$27.52 
4304678,ENOXAPARIN INJ 80 MG/0.8 mL, $-   , $-   ,$35.21 
4304682,ENOXAPARIN INJ 100 MG/1 mL, $-   , $-   ,$45.74 
4304683,ENOXAPARIN INJ 150 MG/1 mL, $-   , $-   ,$68.30 
4304762,NITROFURANTOIN CAP 50 MG, $-   , $-   ,$1.96 
4304768,MAGNESIUM CITRATE SOL, $-   , $-   ,$3.33 
4304775,MAGNESIUM OXIDE TAB 400 MG, $-   , $-   ,$1.00 
4304776,fluvoxaMINE TAB 50 MG, $-   , $-   ,$1.64 
4304795,ISOSULFAN BLUE INJ 1%, $-   , $-   ,"$2,883.46 "
4304810,FLUMAZENIL INJ 0.5 MG/5 mL MDV, $-   , $-   ,$24.00 
4304811,MARCAINE/DEXT 0.75% SPINAL AMP, $-   , $-   ,$24.22 
4304816,BUPIVACAINE INJ 0.25% 50 mL MDV, $-   , $-   ,$24.00 
4304818,BUPIVACAINE MPF INJ 0.5% 30 mL, $-   , $-   ,$24.00 
4304819,BUPIVACAINE INJ 0.5% 50 mL MDV, $-   , $-   ,$24.00 
4304820,BUPivacaine MPF INJ 0.75% 30 mL, $-   , $-   , $-   
4304823,"BUPIVACAINE 0.5% /C EPI 1:200,000 30 mL", $-   , $-   ,$24.00 
4304825,"BUPIVACAINE INJ 0.25% W/ EPI 1:200,000 3", $-   , $-   ,$24.00 
4304825,"BUPIVACAINE INJ 0.25% W/ EPI 1:200,000 3", $-   , $-   ,$24.00 
4304835,NEO/POLY/DEXAMETH OP SUSP 5 mL, $-   , $-   ,$80.56 
4304839,TRIAMTERENE/HCTZ TAB 37.5 MG/25 MG, $-   , $-   ,$1.00 
4304902,THIORIDAZINE TAB 10 MG, $-   , $-   ,$1.02 
4304903,MEGESTROL TAB 40 MG, $-   , $-   ,$1.00 
4304909,RX MEGESTROL SUSP 40 MG/mL 240 mL BTL, $-   , $-   ,$33.84 
4304946,PHYTONADIONE (VITAMIN K) TAB 5 MG, $-   , $-   ,$160.77 
4304972,MEROPENEM INJ 1 GM, $-   , $-   ,$37.84 
4304973,PYRIDOSTIGMINE TAB 60 MG, $-   , $-   ,$1.00 
4304979,metroNIDAZOLE VAGINAL GEL 0.75%, $-   , $-   ,$434.21 
4305001,METHYLERGONOVINE TAB 0.2 MG, $-   , $-   ,$161.35 
4305004,METHYLERGONOVINE INJ 0.2 MG/mL, $-   , $-   ,$97.78 
4305022,METHYLENE BLUE INJ 1%, $-   , $-   ,$583.52 
4305056,metroNIDAZOLE TAB 500 MG, $-   , $-   ,$1.80 
4305065,MEXILETINE CAP 150 MG, $-   , $-   , $-   
4305073,CALCITONIN-SALMON NASAL  200 units/SPRAY, $-   , $-   ,$248.09 
4305075,MICONAZOLE NITRATE TOPICAL CR 2%, $-   , $-   ,$12.19 
4305076,MICONAZOLE POWDER 2%, $-   , $-   ,$19.13 
4305079,aMILoride TAB 5 MG, $-   , $-   ,$2.02 
4305092,MILK OF MAGNESIA 30 mL, $-   , $-   ,$4.36 
4305102,"MINERAL OIL, HEAVY 473 mL BTL", $-   , $-   ,$29.33 
4305105,MINERAL OIL LIGHT STERILE, $-   , $-   ,$24.12 
4305106,PRAZOSIN CAP 1 MG, $-   , $-   ,$1.00 
4305109,PRAZOSIN CAP 5 MG, $-   , $-   ,$8.03 
4305122,ACETYLCHOLINE  INTRAOCULAR, $-   , $-   ,$289.55 
4305135,ETOMIDATE INJ 40 MG/20 mL, $-   , $-   ,$24.00 
4305136,AMIKACIN INJ 500 MG/2 mL, $-   , $-   ,$67.77 
4305146,MICONAZOLE VAGINAL CR 2%, $-   , $-   ,$28.19 
4305153,MORPHINE immediate release TAB 15 MG, $-   , $-   ,$4.00 
4305156,MORPHINE INJ 10 MG/mL, $-   , $-   ,$27.00 
4305160,RX MORPHINE ORAL CONC 20 MG/mL (30 mL), $-   , $-   ,$50.74 
4305165,IBUPROFEN TAB 400 MG, $-   , $-   ,$1.00 
4305166,IBUPROFEN TAB 600 MG, $-   , $-   ,$1.00 
4305170,IBUPROFEN TAB 800 MG, $-   , $-   ,$1.00 
4305170,IBUPROFEN TAB 800 MG, $-   , $-   ,$1.00 
4305174,MORPHINE extended release TAB 15 MG, $-   , $-   ,$4.00 
4305186,MULTIVITAMIN TAB, $-   , $-   ,$1.00 
4305187,SODIUM CHLORIDE OPTH OINT 5% (OR), $-   , $-   ,$38.72 
4305189,SODIUM CHLORIDE OP SOL 5%, $-   , $-   ,$19.19 
4305191,CEROVITE SENIOR TAB, $-   , $-   ,$1.00 
4305208,CLOTRIMAZOLE TROCHE 10 MG, $-   , $-   ,$1.65 
4305210,CLOTRIMAZOLE VAG CREAM 1% (7 DAY), $-   , $-   ,$17.25 
4305225,NYSTATIN-TRIAMCINOLONE CREAM 15 GM, $-   , $-   ,$126.75 
4305237,"RX NYSTATIN 100,000 units/ml SUSP 480 ML", $-   , $-   ,$3.00 
4305240,"NYSTATIN CR 100,000 UNITS/GM 30 GM", $-   , $-   ,$91.74 
4305247,"NYSTATIN POWDER 100,000 units/gm 15 GM", $-   , $-   ,$3.00 
4305258,TROPICAMIDE OP SOL 1%, $-   , $-   ,$53.13 
4305290,SIMETHICONE DROPS 20 MG/0.3 mL 30 mL BTL, $-   , $-   ,$3.81 
4305426,NALOXONE INJ 0.4 MG/mL CARPUJECT, $-   , $-   ,$85.58 
4305428,PRENATAL PLUS IRON, $-   , $-   ,$1.00 
4305430,NAPROXEN TAB 500 MG, $-   , $-   ,$1.00 
4305440,THIOTHIXENE CAP 2 MG, $-   , $-   ,$3.77 
4305443,THIOTHIXENE CAP 5 MG, $-   , $-   ,$5.13 
4305447,THIOTHIXENE CAP 10 MG, $-   , $-   ,$6.02 
4305534,NEOMYCIN TAB 500 MG, $-   , $-   ,$1.22 
4305556,BACITRACIN/NEOMYCIN/POLYMYXIN B OINT 1/3, $-   , $-   ,$3.00 
4305559,BACITRACIN/NEOMYCIN/POLYMYXIN B 30 GM, $-   , $-   ,$11.00 
4305579,PHENYLEPHRINE INJ 1%, $-   , $-   ,$24.00 
4305593,PHENYLEPHRINE HCL NASAL SPRAY 0.5%, $-   , $-   ,$18.44 
4305597,PHENYLEPHRINE HCL NASAL SPRAY 0.25%, $-   , $-   ,$18.44 
4305603,DIALYVITE TAB, $-   , $-   ,$1.00 
4305605,PEGFILGRASTIM INJ 6 MG/0.6 mL, $-   , $-   ,"$10,086.78 "
4305610,GABAPENTIN CAP 100 MG, $-   , $-   ,$1.00 
4305615,POTASSIUM PHOSPHATE-SODIUM PHOSPHATE PKT, $-   , $-   ,$1.13 
4305617,GABAPENTIN CAP 300 MG, $-   , $-   ,$1.00 
4305648,NICOTINE INHALER 10 MG, $-   , $-   ,$14.44 
4305649,NICOTINE GUM 2 MG, $-   , $-   ,$1.00 
4305659,PHENAPHTHAZINE PAPER, $-   , $-   ,$156.50 
4305660,NITROPRUSSIDE INJ 50 MG/2 mL, $-   , $-   ,$133.88 
4305661,NITROGLYCERIN PATCH 0.1 MG/HR, $-   , $-   ,$3.36 
4305677,.NITROGLYCERIN SL TAB 0.4 MG, $-   , $-   ,$1.72 
4305682,NITROGLYCERIN 25 MG / D5W 250 mL, $-   , $-   ,$92.84 
4305683,KETOCONAZOLE TAB 200 MG, $-   , $-   ,$2.82 
4305685,KETOCONAZOLE CREAM 2% 15 GM, $-   , $-   ,$101.13 
4305696,TAMOXIFEN TAB 10 MG, $-   , $-   ,$1.20 
4305702,LABETALOL INJ 100 MG/20 mL, $-   , $-   ,$24.00 
4305711,DESMOPRESSIN ACETATE INJ 4 MCG/mL 10 mL, $-   , $-   ,"$1,316.98 "
4305718,amLODIPine TAB 5 MG, $-   , $-   ,$1.00 
4305719,amLODIPine TAB 10 MG, $-   , $-   ,$1.00 
4305720,amLODIPine TAB 2.5 MG, $-   , $-   ,$1.00 
4305760,DIBUCAINE OINT 1%, $-   , $-   ,$38.63 
4305865,FAMCICLOVIR TAB 500 MG, $-   , $-   ,$1.16 
4305904,SODIUM CHLORIDE NASAL SPRAY 0.65%, $-   , $-   ,$5.82 
4305907,OFLOXACIN OP SOL 0.3% 5 mL, $-   , $-   ,$62.56 
4306060,OXYTOCIN INJ 10 UNITS/mL, $-   , $-   ,$24.00 
4306124,NORTRIPTYLINE CAP 10 MG, $-   , $-   ,$1.00 
4306193,BROMOCRIPTINE TAB 2.5 MG, $-   , $-   ,$4.61 
4306223,PARoxetine TAB 20 MG, $-   , $-   ,$1.00 
4306224,PARoxetine TAB 30 MG, $-   , $-   ,$1.45 
4306229,PARoxetine TAB 40 MG, $-   , $-   ,$1.92 
4306236,RX prednisoLONE ORAL SOL 5 MG/5 mL 120 m, $-   , $-   ,$175.35 
4306271,PENICILLIN VK TAB 250 MG, $-   , $-   ,$1.00 
4306307,FAMOTIDINE TAB 20 MG, $-   , $-   ,$1.00 
4306320,oxyCODONE controlled release TAB 20 MG, $-   , $-   ,$33.56 
4306324,CYPROHEPTADINE TAB 4 MG, $-   , $-   ,$1.00 
4306336,RX CHLORHEXIDINE 0.12% ORAL RINSE 480 mL, $-   , $-   ,$7.10 
4306365,DIPYRIDAMOLE TAB 50 MG, $-   , $-   ,$1.60 
4306415,PROMETHAZINE INJ 25 MG/1 mL, $-   , $-   ,$24.00 
4306444,PROMETHAZINE SUPP 12.5 MG, $-   , $-   ,$37.25 
4306468,RX PHENobarbital ELIX 20 MG/5 mL BTL, $-   , $-   ,$181.35 
4306493,CALCIUM ACETATE CAP 667 MG, $-   , $-   ,$2.70 
4306511,PILOCARPINE OP SOL 2%, $-   , $-   ,$402.75 
4306526,VASOPRESSIN INJ 20 UNITS/mL, $-   , $-   ,$513.09 
4306549,HYDROXYCHLOROQUINE TAB 200 MG, $-   , $-   ,$4.70 
4306551,CLOPIDOGREL TAB 75 MG, $-   , $-   ,$1.00 
4306553,CILOSTAZOL TAB 50 MG, $-   , $-   ,$2.49 
4306561,PNEUMOCOCCAL 23-VAL VACCINE, $-   , $-   ,$128.10 
4306590,POLYMYXIN B/TRIMETHOPRIM OP SOL, $-   , $-   ,$22.81 
4306591,"POLYMYXIN B SULFATE INJ 500,000 units", $-   , $-   ,$24.00 
4306642,RX POTASSIUM CHLORIDE ORAL LIQ 20 MEQ/15, $-   , $-   ,$687.36 
4306696,PPD INTERMEDIATE 5 TU/0.1 mL, $-   , $-   ,$30.00 
4306708,prednisoLONE ACET OP SUSP 1%, $-   , $-   ,$170.05 
4306719,predniSONE TAB 1 MG, $-   , $-   ,$1.00 
4306726,predniSONE TAB 5 MG, $-   , $-   ,$1.00 
4306729,predniSONE TAB 10 MG, $-   , $-   ,$1.00 
4306730,predniSONE TAB 20 MG, $-   , $-   ,$1.00 
4306734,RX prednisoLONE ORAL SYR 15 MG/5 mL 480, $-   , $-   ,$120.79 
4306736,ESTROGEN INJ 25 MG, $-   , $-   ,$967.65 
4306755,CONJUGATED ESTROGENS VAG CR, $-   , $-   ,"$1,159.90 "
4306760,PHENYLEPHRINE/MINERAL OIL/PET OINT 0.25%, $-   , $-   ,$11.40 
4306763,LISINOPRIL TAB 5 MG, $-   , $-   ,$1.00 
4306764,LISINOPRIL TAB 10 MG, $-   , $-   ,$1.00 
4306765,LISINOPRIL TAB 20 MG, $-   , $-   ,$1.00 
4306771,PROPARACAINE OP SOL 0.5%, $-   , $-   ,$137.37 
4306780,LANSOPRAZOLE SOLUTAB 30 MG, $-   , $-   ,$38.67 
4306804,CLINIMIX E (W/ELECTROLYTES) 4.25/5, $-   , $-   ,$141.25 
4306813,NIFEdipine CAP 10 MG, $-   , $-   ,$1.12 
4306819,NIFEdipine ER TAB 30 MG, $-   , $-   ,$2.87 
4306834,TACROLIMUS CAP 0.5 MG, $-   , $-   ,$1.00 
4306839,fluPHENAZine DEC INJ 25 MG/mL, $-   , $-   ,$372.55 
4306879,PROCAINAMIDE INJ 1000 MG/10 mL SYRINGE, $-   , $-   ,$274.56 
4306905,PROPYLTHIOURACIL TAB 50 MG, $-   , $-   ,$4.75 
4306912,PROPOFOL INJ 200 MG/20 mL, $-   , $-   ,$24.00 
4306937,PROTAMINE INJ 250 MG/25 mL, $-   , $-   ,$148.94 
4306939,ALBUTEROL INH SOL 0.5% 5 MG/mL - MDV, $-   , $-   ,$132.70 
4306940,PANTOPRAZOLE INJ 40 MG, $-   , $-   ,$24.00 
4306941,PANTOPRAZOLE TAB 40 MG, $-   , $-   ,$1.00 
4306949,ALBUTEROL SULF NEB 2.5 MG/3 mL, $-   , $-   ,$3.00 
4306950,MODAFINIL TAB 100 MG, $-   , $-   ,$12.68 
4306967,RX LOPERAMIDE SOL 1 MG/5 mL, $-   , $-   ,$6.87 
4306968,LIDOCAINE/PRILOCAINE CREAM 2.5%/2.5% 5 G, $-   , $-   ,$37.69 
4306992,BUDESONIDE RESPULES 0.5 MG/2 mL, $-   , $-   ,$46.87 
4307125,CHOLESTYRAMINE PKT 4 GM, $-   , $-   ,$4.39 
4307264,RABIES VACCINE INJ 2.5 Units/1 mL (RABAV, $-   , $-   ,$402.40 
4307266,RABIES IMMUNE GLOBULIN 300 units/ 2 mL, $-   , $-   ,"$2,357.28 "
4307268,RACEPINEPHRINE INH SOL 2.25%, $-   , $-   ,$8.71 
4307303,PHENTOLAMINE INJ 5 MG, $-   , $-   ,"$1,275.14 "
4307305,METOCLOPRAMIDE INJ 10 MG/2 mL, $-   , $-   ,$24.00 
4307307,METOCLOPRAMIDE TAB 10 MG, $-   , $-   ,$1.00 
4307314,risperiDONE TAB 1 MG, $-   , $-   ,$1.00 
4307319,risperiDONE TAB 0.25 MG, $-   , $-   ,$1.00 
4307320,risperiDONE CONSTA INJ 25 MG, $-   , $-   ,"$1,105.72 "
4307321,risperiDONE CONSTA INJ 50 MG, $-   , $-   ,"$2,886.94 "
4307343,TEMAZEPAM CAP 15 MG, $-   , $-   ,$4.00 
4307348,NALTREXONE TAB 50 MG, $-   , $-   ,$4.82 
4307354,RIFAMPIN INJ 600 MG, $-   , $-   ,$135.70 
4307355,RIFAMPIN CAP 300 MG, $-   , $-   ,$3.32 
4307366,METHYLPHENIDATE TAB 10 MG, $-   , $-   ,$4.85 
4307403,GLYCOPYRROLATE INJ 1 MG/5 mL MDV, $-   , $-   ,$71.96 
4307431,CALCITRIOL CAP 0.25 MCG, $-   , $-   ,$1.00 
4307459,MEASLES/MUMPS/RUBELLA VACCINE, $-   , $-   ,$94.29 
4307466,PROPAFENONE TAB 150 MG, $-   , $-   ,$1.00 
4307578,cycloSPORINE CAP 25 MG (NON-MODIFIED), $-   , $-   ,$5.50 
4307579,OCTREOTIDE INJ 100 MCG/mL SC SYRINGE 1 m, $-   , $-   ,$24.45 
4307625,CINACALCET TAB 30 MG, $-   , $-   ,$61.89 
4307627,SENNA-LAX TAB 8.6 MG, $-   , $-   ,$1.00 
4307650,QUEtiapine TAB 25 MG, $-   , $-   ,$1.00 
4307653,SALMETEROL DISKUS 50 MCG, $-   , $-   ,$716.94 
4307657,NABUMETONE TAB 500 MG, $-   , $-   ,$2.72 
4307666,MIRTAZAPINE TAB 45 MG, $-   , $-   ,$1.00 
4307668,MIRTAZAPINE TAB 30 MG, $-   , $-   ,$1.00 
4307672,MIRTAZAPINE TAB 15 MG, $-   , $-   ,$1.00 
4307676,rOPINIRole TAB 0.25 MG, $-   , $-   ,$1.00 
4307686,SILVER SULFADIAZINE CR 1% 50 GM, $-   , $-   ,$54.62 
4307689,SILVER SULFADIAZINE CR 1% 400 GM, $-   , $-   ,$217.56 
4307707,SILVER NITRATE APPL 75%, $-   , $-   ,$3.00 
4307714,CARBIDOPA/LEVODOPA ER TAB 50 MG-200 MG, $-   , $-   ,$1.00 
4307720,CARBIDOPA/LEVODOPA ER TAB 25 MG-100 MG, $-   , $-   ,$1.06 
4307723,CARBIDOPA-LEVODOPA TAB 25 MG/100 MG, $-   , $-   ,$1.00 
4307724,CARBIDOPA/LEVODOPA TAB 25 MG/250 MG, $-   , $-   ,$1.00 
4307728,DOXEPIN CAP 100 MG, $-   , $-   ,$3.83 
4307733,MONTELUKAST TAB 10 MG, $-   , $-   ,$1.00 
4307738,DOXEPIN CAP 25 MG, $-   , $-   ,$1.00 
4307761,MAGNESIUM CHLORIDE EC TAB 64 MG, $-   , $-   ,$1.00 
4307768,SODIUM BICARBONATE TAB 650 MG, $-   , $-   ,$1.00 
4307776,SODIUM BICARBONATE INJ 5 MEQ/10 mL INFAN, $-   , $-   ,$51.99 
4307780,SODIUM BICARBONATE SYRINGE 50 MEQ/50 mL, $-   , $-   ,$48.03 
4307782,SODIUM BICARBONATE SDV 50 MEQ/50 mL, $-   , $-   ,$34.93 
4307785,SODIUM CHLORIDE TAB 1 GM, $-   , $-   ,$1.00 
4307790,FLUSH SODIUM CHLORIDE 10 mL, $-   , $-   ,$24.00 
4307791,SODIUM CHLORIDE INJ CONC 23.4% 30 mL, $-   , $-   ,$24.00 
4307793,SOD CHLORIDE BACT INJ 0.9% 30 mL, $-   , $-   ,$24.00 
4307794,SOD CHLORIDE INH 10% 15 mL, $-   , $-   ,$5.06 
4307796,SOD CHLORIDE INH 0.9% 5 mL, $-   , $-   ,$2.00 
4307797,SOD CHLORIDE INH 0.9% 15 mL, $-   , $-   ,$4.03 
4307799,CARBOXYMETHYLCELLULOSE 1% EYE DROPS (CLI, $-   , $-   ,$3.00 
4307805,SODIUM PHOSPHATE INJ 3 mmol Phos/mL, $-   , $-   ,$50.36 
4307866,HYDROCORTISONE SUCC INJ 100 MG/2 mL, $-   , $-   ,$78.12 
4307869,HYDROCORTISONE SUCC INJ 250 MG/2 mL, $-   , $-   ,$92.12 
4307897,levOCARNitine INJ 1 GM/5 mL, $-   , $-   ,$87.33 
4307959,ITRACONAZOLE CAP 100 MG, $-   , $-   ,$19.49 
4308031,LETROZOLE TAB 2.5 MG, $-   , $-   , $-   
4308032,fentaNYL INJ 250 MCG/5 mL, $-   , $-   ,$27.00 
4308042,PSEUDOEPHEDRINE TAB 30 MG, $-   , $-   ,$4.00 
4308061,SULFAMETH/TRIMETH DS TAB 800 MG/160 MG, $-   , $-   ,$1.00 
4308145,SODIUM HYALURONATE INJ 20MG/2 mL (HYALGA, $-   , $-   ,$629.30 
4308146,GLIMEPIRIDE TAB 2 MG, $-   , $-   ,$1.00 
4308172,LEVOTHYROXINE TAB 137 MCG, $-   , $-   ,$1.00 
4308180,LEVOTHYROXINE TAB 50 MCG, $-   , $-   ,$1.24 
4308184,LEVOTHYROXINE TAB 175 MCG, $-   , $-   ,$1.69 
4308192,LEVOTHYROXINE TAB 150 MCG, $-   , $-   ,$1.69 
4308194,LEVOTHYROXINE TAB 125 MCG, $-   , $-   ,$1.65 
4308195,LEVOTHYROXINE TAB 100 MCG, $-   , $-   ,$1.40 
4308196,LEVOTHYROXINE TAB 75 MCG, $-   , $-   ,$1.37 
4308196,LEVOTHYROXINE TAB 75 MCG, $-   , $-   ,$1.37 
4308211,ESCITALOPRAM TAB 10 MG, $-   , $-   ,$1.00 
4308390,OSELTAMIVIR CAP 75 MG, $-   , $-   ,$42.38 
4308397,FLECAINIDE TAB 100 MG, $-   , $-   ,$1.81 
4308398,FLECAINIDE TAB 50 MG, $-   , $-   ,$1.00 
4308408,METHIMAZOLE TAB 10 MG, $-   , $-   ,$1.45 
4308426,ARTIFICIAL TEARS OP SOL (POLYVINYL ALCOH, $-   , $-   ,$9.87 
