SVC CODE,SERVICES DESCRIPTION,CHGAMT,
61011040,GUIDE WIRE .028IN X 145CM,$93.00 ,
61011049,FORCEPS ALLIGATOR DISPOSABLE,$830.00 ,
61011068,GRAFT VASCULAR ACCESS THORATEC,"$2,055.00 ",
61011111,GRAFT VASCULAR 8MM X 10CM,$517.00 ,
61011112,SOLUTION IRRIGATION,$123.00 ,
61011113,PATCH SOFT TISSUE 15CM X 20CM X 1,"$2,208.00 ",
61011114,TROCAR ENDO DILATING,$152.00 ,
61011115,TIP RETRACTOR ENDOSCOPIC,"$3,227.00 ",
61011116,BAND SILICONE,$119.00 ,
61011117,BLADE MVR,$145.00 ,
61011118,ATTACHEMENT STATAK SOFT TISSUE,$561.00 ,
61011119,TOTAL PLUS PAK,"$1,042.00 ",
61011143,PATCH SOFT TISSUE 15CM X 20CM X 2,"$3,861.00 ",
61011168,MESH SHEET FLAT 10X14IN,$685.00 ,
61001119,BLOCK SUPPLY LEVEL 2 CONTINUOUS,"$1,309.00 ",
61011199,VALVE VENTRICAL STRATA VALVE,"$5,318.00 ",
61011249,CANNULA I AND A,$332.00 ,
61011268,MESH RESORB-X PANEL,"$1,014.00 ",
61011343,ALLOGRAFT ILLIAC CREST WEDGE,"$1,997.00 ",
61011349,STAPLER PROXIMATE CIRCULAR,$851.00 ,
61011368,MESH DUAL PLUS 15CM X 19CM X 1.5C,"$2,588.00 ",
61011449,TROCAR THORACIC ENDO,$178.00 ,
61011468,MESH DUAL PLUS 18CM X 24CM X 1.5C,"$3,831.00 ",
61011549,TROCAR ENDOSCOPIC BLUNT,$333.00 ,
61011568,GRAFT VASCULAR 6MM X 30CM,"$1,413.00 ",
61011610,SPHERE ORBITAL,"$1,068.00 ",
61011649,SURGIFLO HEMOSTATIC MATRIX,$421.00 ,
61011668,GRAFT VASCULAR 7MM X 10CM,$517.00 ,
61011699,KIT HALO SYSTEM,"$3,979.00 ",
200000117,BROVIAC REPAIR KIT,$228.00 ,
61011713,ORTHOSORB PIN,"$1,377.00 ",
61011768,GRAFT VASCULAR STRAIGHT 8MM X 40C,"$1,297.00 ",
61011849,HANDPIECE HARMONIC,$979.00 ,
61011868,GRAFT VASCULAR 12MM X 40CM,"$2,605.00 ",
61011919,BLADE EDGE-A-HEAD,$97.00 ,
61011968,GRAFT STRETCH THIN WALL 3.5MM 10C,"$1,084.00 ",
61000012,ARTERIAL GRAFTS,"$5,375.00 ",
61000122,PROX ARTIC LINEAR 55,$714.00 ,
61000126,CYSTO IRRIGATION SET,$61.00 ,
61012618,CRYO PROBE,"$4,055.00 ",
61012649,CANNULA DLP Y TYPE,$50.00 ,
61000128,SUTURE ENDOLOOP,$94.00 ,
61000129,POLYPROPYLENE KNIT MONO 10X14,$586.00 ,
61000013,PECTUS BAR,"$1,843.00 ",
61000130,ENDOPATH CURVED SHEARS 5MM,"$1,217.00 ",
61013016,BACLOPHEN INTRATHEAL KIT,"$1,739.00 ",
61013017,BACLPHEN CATHETER PASSER,$460.00 ,
61013018,BACLOPHEN SYNCHROMED PUMP,"$24,516.00 ",
61013019,BACLOPHEN CATHETER,"$1,302.00 ",
61013020,DURAGEN 2X2,"$1,212.00 ",
61013021,DURAGEN 3X3,"$1,544.00 ",
61013022,GRAFT FILAMENTOUS BARD,$365.00 ,
61013023,CONNECTOR DISPOSABLE ADT,$147.00 ,
61013024,INTERPULSE HANDPIECE,$226.00 ,
61013025,NEEDLE PASSING NEURO,$338.00 ,
61013026,TUBING SURGICAL CONNECTING,$586.00 ,
61013027,GRAFT VASCULAR PED SHUT,$980.00 ,
61013028,GRAFT VASCULAR PED SHUNT,"$1,155.00 ",
61013029,LIPOSUCTION SUPPLIES,$212.00 ,
61013030,PEDIGUARD,"$3,282.00 ",
61013050,APPLIER LIGAMAX 5MM,$379.00 ,
61000131,CATHETER UMBIL ARTERY SET,$117.00 ,
61000132,CATHETER RUTNER UNIVERSAL WEDGE,$67.00 ,
61000134,DERMABOND,$102.00 ,
61000135,GUIDEWIRE SAFETY,$88.00 ,
61013549,SLEEVE INFUSION VITRECTOMY,$200.00 ,
61000136,CATHETER URI-CATH SET,$248.00 ,
61000139,SURGICLIP PREMIUM 13.0,$483.00 ,
61000014,TUBE VENTILATION SHEEHY,$40.00 ,
61000141,PROBE MONOPOLAR STIMULATOR,$147.00 ,
61000142,COOK DL CV TRAY 5FR,$357.00 ,
61000143,COOK DL CV TRAY 4.0FR,$357.00 ,
61000144,CATHETER DBL LUMEN 5.0FR,$264.00 ,
61014449,STAPLER RELOAD 30MM,$327.00 ,
61000145,MINIPUNCTURE DBL LUMEN CVC TRAY,$387.00 ,
61014550,PERICARDIOCENTIS TRAY,$279.00 ,
61014556,MINI PED RADIO TRANSLUCENT,$135.00 ,
61000146,TRIPE LUMEN CVC TRAY 7.0,$441.00 ,
61014649,SYRINGE IRRIGATION SYST 10CC,$248.00 ,
61000147,SCLERAL SHELLS STERILE,$231.00 ,
61000148,3M BONE STAPLE CARTRIDGE,$629.00 ,
61000149,MEDPOR SURGICAL IMPLANT .85M,$561.00 ,
61000015,DRAIN WOUND RESERVOIR,$333.00 ,
61000150,",SPEC PLSTR PRS SPLTS 4,,,",$25.00 ,
61000151,SHOULDER AIRPLANE SPICA PLASTER,$538.00 ,
61000152,SHOULDER AIRPLANE SPICA FIBERGLAS,$975.00 ,
61001520,TUBE TRACH INTERNAL CANNULA FOR 5,$332.00 ,
61000153,OSTYCUT BONE BIOPSY NEEDLE,$379.00 ,
61000154,KCI LARGE DRESSING,$201.00 ,
61000155,PULSAVAC,$316.00 ,
61000157,DRAIN RELIAVAC,$184.00 ,
61000158,PULSAVAC PUSH HAND CONTROL,$147.00 ,
61015890,TISSUE DUREPAIR 4IN X 5IN,"$1,854.00 ",
61000159,SMOKE EVACUTOR SUCTION W/INT,$121.00 ,
61000016,LEFT VENT CATH,$172.00 ,
61000160,SURGICLIP PREMIUM 11.5,$462.00 ,
61000161,JACKSON TABLE PT. CARE KIT,$184.00 ,
61001649,BLADE MICROFRANCE SATALOFF,$215.00 ,
61000166,CUSTOM PACK TYMPANOMASTOID,$353.00 ,
61000167,CUSTOM PACK TIA,$177.00 ,
61000168,CUSTOM PACK OPEN HEART,"$1,005.00 ",
61000169,CUSTOM PACK PLASTICS HEAD/NECK,$335.00 ,
61000017,DEFLUX,"$2,962.00 ",
61000170,DISPOSABLE SILASTIC CATH,$75.00 ,
61000171,CUSTOM PACK MINOR NEURO,$101.00 ,
61001713,BONE VOID FILTER - OSTEOMED,"$4,477.00 ",
61000172,CUSTOM PACK MINOR HEAD/NECK,$312.00 ,
61001726,CATHETER PTA BALLOON 5FR 6IN,$755.00 ,
61001729,DEVICE ENDOSCOPY IRRIGATION,$163.00 ,
61000173,CUSTOM PACK MINOR GENERAL,$318.00 ,
61001733,PEN XCARDIOBLATE XL ABLATION,"$3,676.00 ",
61017343,ALLOGRFT BONECREST WDGE 24X26MM,"$2,190.00 ",
61017344,HOMOGRAFT HEMI ARTERY,"$4,833.00 ",
61000174,CUSTOM PACK MINOR EYE,$104.00 ,
61001758,WHISTLE TIP URETERAL CATHETER,$271.00 ,
61000176,CUSTOM PACK BMT/PEDS,$119.00 ,
61001766,STYLET CATHETER 4FR.,$114.00 ,
61001768,GRAFT VASCULAR STRAIGHT 6MM X 30C,"$1,245.00 ",
61001769,GUIDE WIRE ROADRUNNER,$168.00 ,
61000177,CUSTOM PACK MAJOR NEURO/CRANIAL,$780.00 ,
61000178,KIRSCHNER WIRE PLAIN,$80.00 ,
61000179,STEINMAN PIN TRAY,$413.00 ,
61000018,"STEINMAN PIN, THREADED",$143.00 ,
61000180,LONGDWELL CATH,$215.00 ,
61000181,STEINMAN PIN PLAIN,$125.00 ,
61000182,CUSTOM PACK MAJOR GENERAL PROC,$350.00 ,
61000183,CUSTOM PACK MAJOR EYE PROCEDURE,$256.00 ,
61000184,COTTON ROLL,$95.00 ,
61000185,CUSTOM PACK GENERAL ORTHO,$300.00 ,
61000186,CUSTOM PACK EXTREMITY,$450.00 ,
61018699,CLASSIC SS RW NS,$362.00 ,
61000187,SILASTIC STRIPS,$101.00 ,
61001876,STENT C-FLEX,$339.00 ,
61001878,IMPL SYNTH VOCAL CORD,$724.00 ,
61000188,CUSTOM PACK DENTAL RESTORATION,$134.00 ,
61000189,CUSTOM PACK CLOSED HEART/PEDS,$430.00 ,
61000019,STRYKER 5.6MM FULL RADIUS CUTTER,$318.00 ,
61000190,PORTNOY VENTRIC CATH,$749.00 ,
61000192,CUSTOM PACK MAJOR UROLOGY PROC,$366.00 ,
61000193,STEINMAN PIN HOLDERS REN,$174.00 ,
61000194,ORTHOPAT,"$1,086.00 ",
61001949,TUBING SILICONE,$391.00 ,
61000195,PATCH VASCULAR 50X75 IMPRA,"$1,363.00 ",
61019549,TIP MICRO TURBO SONICS,$287.00 ,
61019649,BRAIN LAB MARK/ HEADBAND,$48.00 ,
61000197,CRANIOPLASTY POWDER,$290.00 ,
61000198,CRANIOPLASTY LIQUID,$290.00 ,
61000020,ETHICON SPECIMEN BAG 15MM,$720.00 ,
61020000,TROCAR ENDOPATH TRISTAR 11MM,$318.00 ,
61020001,TROCAR ENDOPATH TRISTAR 12MM,$318.00 ,
61020002,TROCAR ENDOPATH TRISTAR 12MM BLUN,$443.00 ,
61020003,TROCAR ENDOPATH 18MM,$722.00 ,
61020004,TROCAR ENDOPATH FLEXIBLE 15MM,$273.00 ,
61020005,"TROCAR SLEEVE ROUND OBTURATOR,12M",$184.00 ,
61020006,TROCAR/ENDOPATH RIGID THORACIC12M,$258.00 ,
61020007,TROCAR ENDOPATH FLEXIPATH 7MM,$258.00 ,
61020009,"TROCAR DILATG.TIPW/STUB.SLEEVE,5M",$313.00 ,
61020010,"TROCAR DILG TIPW/STUB SLEEVE,11MM",$380.00 ,
61020011,"TROCAR DIL TIP W/STAB SLEEVE,12MM",$380.00 ,
61020030,ENDOPATH REDUCER CAP 3MM,$47.00 ,
61020031,ENDOPATH REDUCER CAP 5MM,$47.00 ,
61020032,ENDOPATH TROCAR REDUCER 5.5MM,$47.00 ,
61020033,ENDOPATH REDUCER CAP TEC 18,$85.00 ,
61020034,ENDOPATH 5MM STABILITY THREADS,$85.00 ,
61002007,SUBDURAL ELECTRODE 20,"$1,402.00 ",
61002008,STRIP SIDE CONTACT DUAL 8,"$1,234.00 ",
61020080,ENDOPOUCH 3 X 6 RETRIEVAL BAG,$450.00 ,
61020081,"ENDOPATH CVD SCISSOR,UNIPOLAR,5MM",$618.00 ,
61020082,"ENDOPATH,CVD DISSECT,UNIPOLAR,5MM",$631.00 ,
61020083,"ATRAUMATIC BABCOCK W/HANDLE,10MM",$441.00 ,
61020084,"ENDOPATH BABCOCK GRASPER,10MM",$441.00 ,
61020085,LIGACLIP CLIP APPLIER ALLPORT,$594.00 ,
61020086,"VASCULAR RELOADING CUTTER,W/LOCK",$774.00 ,
61020087,"ENDOPATH VASC CUTTER RELOAD,35M",$851.00 ,
61020088,"EDNOPATH LINEAR CUTTER,45MM",$872.00 ,
61020089,"ENDOPATH LINEAR RELOAD,35M",$855.00 ,
61002009,CABLE CONTACT TECH ATTACHMENT,$465.00 ,
61020090,ROSS FLEXIBLE LAP GASTROSTOMY KIT,$599.00 ,
61020091,ENDOPOUCH 2X6 RETRIEVAL BAG,$450.00 ,
61020092,LINEAR STAPLER 30M,$560.00 ,
61020093,LINEAR STAPLER 60M,$909.00 ,
61020094,"LINEAR RELOADING UNIT,30M",$428.00 ,
61020095,"LINEAR RELOADING UNIT,60M",$428.00 ,
61020096,ENDOPATH ULTRA VERRES NEEDLE,$187.00 ,
61020097,LAPROSCOPIC CHOLECYSTECTOMY KIT,"$1,229.00 ",
61020098,LAPAROSCOPY APPENDECTOMY KIT,"$1,583.00 ",
61020099,GIA RELOADING UNIT,$908.00 ,
61020100,HARMONIC SCALPEL KNIFE DOWN,"$1,450.00 ",
61020101,HARMONIC SCALPEL BLUNT TIP,"$1,450.00 ",
61020102,HARMONIC SCALPEL BALL COAGULATION,$739.00 ,
61020103,HARMONIC SCALPEL CURVED BLADE,$739.00 ,
61020104,HARMONIC SCALPEL DISSECTING HOOK,$739.00 ,
61020105,"LAPAROSCOPIC/COAGULAT.SHEARS,10MM","$1,450.00 ",
61002011,EPIDURAL KIT,$95.00 ,
61020114,CATHETER VENTRICULAR EDM 35CM,$346.00 ,
61020115,CSF UNITIZED SHUNT REG LOW PRE,"$1,661.00 ",
61020116,CATHETER PERITONEAL 58CM,$623.00 ,
61020117,CATHETER OPENENDED,$461.00 ,
61020118,CSF FLOW CONTROL VALVE ULTRA,"$1,104.00 ",
61020119,DELTA VALVE,"$1,902.00 ",
61020150,"BURN HOLE 4,PLATINUM ELECTROLE","$2,215.00 ",
61020151,"BURRHOLE 6,PLATINUM ELECTRODE","$2,961.00 ",
61020152,"BURR HOLE 8,PLATINUM ELECTRODE","$2,961.00 ",
61020153,SLT FIBER DELIVERY SYSTEM,$872.00 ,
61020154,COOLANT CARTRIDGE FOR LASER,$299.00 ,
61020155,PED. CRANIOTOMY PERFORATION BLADE,$492.00 ,
61020156,MALIS IRRIGATION TUBING FILTER,$187.00 ,
61020157,CODMAN NEURO GUIDE,"$1,561.00 ",
61020158,MICHELL CLIPS 16MM,$104.00 ,
61020159,MICHELL CLIPS 11MM,$75.00 ,
61020162,MANOMETER TRAY,$184.00 ,
61020163,ICP MONITOR SYSTEM,$458.00 ,
61020164,ANEURYSM CLIPS,"$1,053.00 ",
61020166,SMALL HALO AND TORQUE DRIVER,"$5,203.00 ",
61020177,DURAGUARD 4CM X 4CM,$533.00 ,
61020180,CSF VENTRICULAR CATHETER,$490.00 ,
61020181,ORBIS SIGMA VALVE,"$2,740.00 ",
61020182,CSF VENTRICULAR RESERVOIR IC 30MM,"$1,084.00 ",
61020183,"DELTA SHUNT, SMALL LEVEL 1","$2,556.00 ",
61020184,LUMBAR PERITONEAL CATHETER,$522.00 ,
61020186,"CSF FLOW VALVE,CONT,REG,MED PRESS","$1,994.00 ",
61020187,"CSF UNIFIZED SHUNT.REG.,LOW PRESS","$1,692.00 ",
61020188,RT.ANGLE VENTRICULAR CATHETER,$448.00 ,
61020189,STRAIGHT CONNECTOR,$184.00 ,
61020190,CSF VENTRICULAR RESERV.12MMX20MM,"$1,084.00 ",
61020191,CSF VENT. RESERVOIR 12MMX30MM,"$1,652.00 ",
61020192,"CSF UNITIZED SHUNT,REG,MED,PRESS","$1,934.00 ",
61020193,"CSF UNITIZED SHUNT REG,HIGH PRESS","$1,800.00 ",
61020194,"DELTA SHUNT,SMALL,LEVEL 2","$2,531.00 ",
61020195,"DELTA SHUNT, REGULAR, LEVEL 1","$2,391.00 ",
61020196,"DELTA SHUNT, REGULAR, LEVEL 2","$2,391.00 ",
61020197,"DELTA SHUNT, REGULAR, LEVEL 1.5","$2,674.00 ",
61020198,"DELTA SHUNT, SMALL, LEVEL 1.5","$2,603.00 ",
61020199,"DELTA VALVE, REGULAR","$2,674.00 ",
61020200,"DELTA VALVE, SMALL, LEVEL 1.5","$2,142.00 ",
61020201,"DELTA VALVE, SMALL, LEVEL 2","$2,260.00 ",
61020202,"DELTA VALVE,SMALL,LEVEL 2","$2,244.00 ",
61020203,"CSF LUMB. PERITONEAL SHUNT,T-TUBE","$1,657.00 ",
61020204,CSF PERITONEAL CATHETER,$637.00 ,
61020205,"CSF UNITIZED SHUNT SMALL,MED,PRES","$1,575.00 ",
61020206,"CSF FLOW VALVE,CONT,SMALL,HI PRES","$1,994.00 ",
61020207,FEMALE LEUR LOK CONNECTOR,$48.00 ,
61020208,VENTRICULAR CATHETER,$606.00 ,
61020209,"DELTA VALVE,SMALL,LEVEL 1","$2,260.00 ",
61020210,"CSF FLOW VALVE,CON'T,SML,LO PRESS","$1,994.00 ",
61020211,"CSF FLOW VALVE,CONT,REG,HI PRESS","$1,783.00 ",
61020212,DISP.QUICK RELEASE INTRODUCER,$354.00 ,
61020213,"CSF UNITIZED SHUNT,SMALL,HI PRESS","$1,783.00 ",
61020214,CSF CARDIO PERITONEAL SHUNT,$606.00 ,
61020215,"CSF FLW CNT VLV,CNT,SML,MED PRESS","$2,163.00 ",
61020216,"CSF VENTRICULAR RESERV,12MMIC20MM",$979.00 ,
61020217,CARDIAC REDUCED TIP CATHETER,$554.00 ,
61020218,"CSF FLO CONT VALVE,ULTRASML,LO PR","$1,893.00 ",
61020219,"ON/OFF FLUSH DEVICE, HIGH PRESSUR","$1,858.00 ",
61020220,"ON/OFF FLUSH DEVICE, MED. PRESSUR","$1,858.00 ",
61020221,"ON/OFF FLUSH DEVICE, LO PRESSURE","$1,858.00 ",
61020223,ON OFF FLUSHING RESERVOIR,"$2,018.00 ",
61020224,"CSF DRAIN AND MONITOR SYSTEM, LF",$458.00 ,
61020225,"CONTOUR FLEX VALVE, REGULAR","$1,700.00 ",
61020226,RADIONICS CONTOUR FLEX VALVE,$849.00 ,
61020227,HORIZON LIGACLIP SMALL,$24.00 ,
61020228,HORIZON LIGACLIP MEDIUM,$27.00 ,
61020229,PEELAWAY 14F CATH.INTRODUCER,$233.00 ,
61020233,EDM DRAINAGE SYSTEM,$600.00 ,
61020234,EDM VENTRICULAR CATHETER,$607.00 ,
61020236,MICROAIR BURR-72,$334.00 ,
61020237,MICROAIR BURR-73,$334.00 ,
61020401,NASAL BIOPSY NEEDLE,$798.00 ,
61020402,ADKINS STENT,$528.00 ,
61020403,PERCUTANEOUS INTRODUCER KIT,$337.00 ,
61020404,CO2 INFSUFFLATOR,$70.00 ,
61020405,ENDOSTAT FIBEROPTICS,$849.00 ,
61020406,DERMATOME BLADE,$232.00 ,
61020407,CORSON SUCTION SET,$287.00 ,
61020408,INFUSEAPORT VENOUS,$893.00 ,
61020409,EXTENDED BOVIE BLADE,$268.00 ,
61020410,ELECTRODE NEEDLE XOMED,$368.00 ,
61020411,NERVE STIMULATOR,$176.00 ,
61020412,LEUR LOKCONNECTOR,$210.00 ,
61020414,BONE MARROW COLLECTION KIT,$931.00 ,
61020415,RIGHT REAMERS,$827.00 ,
61020416,EMBOLECTOMY CATHETER,$406.00 ,
61020417,DISPOSABLE TOURNIQUET,$279.00 ,
61020418,DISPOSABLE BIPOLAR FORCEPS,$136.00 ,
61020420,TEGADERM 4X4,$27.00 ,
61020421,DISPOSABLE BIPOLAR CORD,$44.00 ,
61020422,REESE DERMATOME BRUSH,$177.00 ,
61020423,LONE STAR RETRACTOR,$192.00 ,
61020424,LONE STAR HOOKS AND STAYS,$166.00 ,
61020425,"CVD PERITONEAL CATH W/CUFF,60CM",$450.00 ,
61020426,CVD PERITONEAL CATH W/CUFF 57CM,$450.00 ,
61020427,SKIN GRAFT KNIFE BLADE,$131.00 ,
61020428,HIGH FREQUENCY NONPOLAR CABLE,$150.00 ,
61020429,"FOLEY CATH., SILICONE 6FR.",$153.00 ,
61020433,PROX. LINEAR CUTTER TLC55,$408.00 ,
61020434,"CATHETER FOLEY, 8FR 3CC",$55.00 ,
61020435,CATHETER FOLEY 2-WAY,$88.00 ,
61020436,CATHETER FOLEY 3-WAY,$166.00 ,
61020437,"CATHETER FOLEY, 14FR 3CC",$71.00 ,
61020438,"CATHETER FOLEY, 16FR 3CC",$71.00 ,
61020439,"CATHETER FOLEY, 18FR 3CC",$71.00 ,
61020600,STATLOCK FOLEY SECUREMENT DEVICE,$25.00 ,
61020700,BOVIE NEEDLE TIP INSULATED,$44.00 ,
61020701,TUBE GROMMET ARMSTRONG,$226.00 ,
61020702,SHILEY TRACH TUBE PEDIATRIC,$183.00 ,
61020703,SHILEY TRACH TUBE NEONATAL,$183.00 ,
61020704,FLEXIBLE CATHETER KIT,$145.00 ,
61020705,3M MICRO DRIVER BLADE,$128.00 ,
61020706,FROZEN EYE,"$4,458.00 ",
61020707,PEZZER CATHETER,$85.00 ,
61020708,VASCULAR BOOTIES,$26.00 ,
61020709,BONE MARROW NEEDLE,$354.00 ,
61020710,LUMBAR CATHET.,$459.00 ,
61020711,DISP. NERVE STIMULATOR,$177.00 ,
61020712,PEDI WRAP ARM RESTRAINT,$172.00 ,
61020714,BEAVER BLADE 7200,$101.00 ,
61020715,BEAVER BLADE 6900,$44.00 ,
61020716,BEAVER BLADE 5700,$75.00 ,
61020718,BEAVER BLADE 7546,$26.00 ,
61020719,BEAVER BLADE 6600,$111.00 ,
61020721,BEAVER BLADE 6910,$55.00 ,
61020722,BEAVER BLADE 5940,$119.00 ,
61020723,BEAVER BLADE 0110,$204.00 ,
61020724,BEAVER BLADE 7515,$26.00 ,
61020725,GLOVE RADIATION STERILE,$225.00 ,
61020743,BARD MESH PERFIX PLUG,$670.00 ,
61020744,DRESSING BIOPATCH,$41.00 ,
61020745,BLAKE DRAIN,$143.00 ,
61020746,OTOFOAM ABSORB COLLAGEN,$110.00 ,
61020747,DBL J CLOSED URETERAL STENT,$538.00 ,
61020748,ENDOPATH TROCAR W/OBTURATOR SLEEV,$500.00 ,
61020750,DURAGUARD 6CM X 8CM,$860.00 ,
61020751,DRESSING BURN MEPITAL,$136.00 ,
61020752,MEROCEL EPITAXIS PACKING AND STRI,$57.00 ,
61020753,ENDOPATH TROCAR 5MM,$327.00 ,
61020754,GRAFT VASC STRETCH 20MM X 40CM,"$1,849.00 ",
61020755,ENDOSCOPIC 5MM TROCAR,$485.00 ,
61020756,EXUDRY DRESSING LARGE,$30.00 ,
61020759,GRAFT VASC STRETCH 20MM X 30CM,"$1,208.00 ",
61020760,GRAFT VASC STRETCH 14MM X 20CM,"$1,254.00 ",
61020761,WOUND DRAIN KIT,$381.00 ,
61020762,HORIZON LIGACLIP MEDIUM LARGE,$42.00 ,
61020764,SKULL PINS,$914.00 ,
61020766,LACRI CATHETER,$495.00 ,
61020769,HORIZON LIGACLIP LARGE,$47.00 ,
61020770,MICRO UNITOME KNIFE,$201.00 ,
61020771,NASOGASTRIC TUBE,$24.00 ,
61020775,ALCON OCUTOME ADVANCE IRR.TECH,$671.00 ,
61020776,PERITONEAL CATHETER,"$1,104.00 ",
61020777,PERMA CATHETER TRAY,"$1,875.00 ",
61020779,ALCON GFI SET,$239.00 ,
61020782,PORT A CATHETER ACCESS SYSTEM,"$1,376.00 ",
61020783,QUINTON PERMA CATHETER,$427.00 ,
61020785,QUINTON CURL CATHETER,$247.00 ,
61020786,RADIAL ARTERY CATHETER,$184.00 ,
61020789,STAMEY SUPAPUBIC CATHETER SET,$338.00 ,
61020790,TLS SURGICAL DRAIN,$164.00 ,
61020791,ENDOPATH DISP CURVED SCISSOR,$671.00 ,
61020792,URETERAL CATHETER TRAY,$47.00 ,
61020793,URETERAL CATHETER BAG,$47.00 ,
61020794,WECK BLADE,$45.00 ,
61000021,KIRSHNER TRAC BOW,$37.00 ,
61021119,ACCURUS TURBO SONICS,$338.00 ,
61021199,CATHETER LUMBAR PERITONEAL T-TUBE,"$1,440.00 ",
61021501,ENT MICRO DOTS,$92.00 ,
61021502,"ENT MONOPOLAR TIP SLIM,PRAIS",$162.00 ,
61021503,ENT NEEDLE ELECTRODES NM2-EEG,$382.00 ,
61021504,ENT DISPOSABLE NERVE STIMULATOR,$162.00 ,
61021505,ENT SCHINDLER PACK,$92.00 ,
61021506,ENT SCHINDLER PK W/MEROCIL SPONGE,$68.00 ,
61021510,ENT TUBE GOODE T-GROMMET,$95.00 ,
61021511,ENT TUBE SCHREIBER,$130.00 ,
61021515,GLASSCOCK EAR DRESSING,$93.00 ,
61021516,"TRACH TUBE, METAL",$636.00 ,
61021517,NEEDLE BUTTERFLY,$94.00 ,
61021518,VENT TUBE 7MM,$30.00 ,
61021521,MICRODEBRIDER DISPOSABLE SYSTEM,$793.00 ,
61021522,SKIMMER SUBGLOTTIC BLADE,$381.00 ,
61021523,SUBGLOTTIC LARYGNEAL BLADE,$985.00 ,
61021649,TROCAR THORACIC,$111.00 ,
61000200,PATCH VASCULAR 0X30 IMPRA,$792.00 ,
61021768,GRAFT VASCULAR STRAIGHT 10MM X 40,"$1,297.00 ",
61000218,COLORADO NEEDLE,$131.00 ,
61000202,GRAFT VASC STRETCH 8MM X 30CM,"$1,182.00 ",
61000022,KIRSHNER THREAD WIRE,$80.00 ,
61000203,GUIDEWIRE COOK,$70.00 ,
61000204,COBLATION PLASMA WAND II,$607.00 ,
61022199,RESERVOIR VENTRICULAR,$893.00 ,
61000205,SUBDORMAL EMG NEEDLE 12MM,$107.00 ,
61022222,PUTTY OSTEOFIL 20CC,"$4,648.00 ",
61022229,STRUT STABILIZATION ADKINS,$330.00 ,
61022249,INTRODUCER SYSTEM PEEL APART,$325.00 ,
61022269,KIT LAP GASTROSTOMY 9 18FR,$574.00 ,
61022279,PUTTY OSTEOFIL 10CC,"$2,715.00 ",
61022299,INFUSE BMP 8CC,"$10,256.00 ",
61000206,PLUG MESH PERFIX SMALL DAVOL,$758.00 ,
61000207,CEMENT BONE RADIOPAQUE STRYKER,$572.00 ,
61000208,GOLDENBERT TORP PROSTHESIS,"$1,001.00 ",
61000209,NEURO BIOPSY NEEDLE,"$1,394.00 ",
61022649,GLUTERALDEHYDE TEMFIX,$187.00 ,
61000227,STEALTH NAVIGUS,"$2,252.00 ",
61000023,STRYER 5.0MM FULL RADIUS CUTTER,$318.00 ,
61000213,ENDOPATH NONBLADE OBTUROR 2/,$256.00 ,
61000214,REUTER BOBBIN VENT TUBE,$178.00 ,
61000232,FORCEPS COOK FLEXIBLE BIOPSY 3FR,$851.00 ,
61023549,WIRE GUIDE TRANSEND,$692.00 ,
61000024,STRYER 4.0MM FULL RADIUS CUTTER,$335.00 ,
61000240,CUSA MANIFOLD SET,$446.00 ,
61024049,TIP KELMAN ABS 45 DEGREE,$354.00 ,
61024086,TUBE GASTRO FEEDING,$408.00 ,
61000241,CUSA CURVED EXTENDED STANDARD,$990.00 ,
61000242,CUSA CURVED EXTENDED MICROTIP,$514.00 ,
61000243,CUSA CRVD EXTENDED PRECISION,"$12,545.00 ",
61000244,CUSA STERILE TORQUE WRENCH,$113.00 ,
61000245,NORIAN SRS BONE VOID FILLER 50,"$2,665.00 ",
61000246,NORIAN SRS BONE VOID FILLER 10,"$5,321.00 ",
61024649,INFLATION DEVICE MAX 30,$220.00 ,
61000247,NORIAN DELIVERY SYSTEM,$535.00 ,
61024700,TISSUE DUREPAIR 1IN X 1IN,$363.00 ,
61000248,NORIAN DELIVERY NEEDLE 8 GA X,$185.00 ,
61000249,ELS 10 FR THIN VENOUS DRAIN CA,$173.00 ,
61000250,ELS THIN VENOUS DRAINAGE CANNU,$161.00 ,
61000251,FEM FLEX ARTERIAL CANNULA,$231.00 ,
61000252,FEMORAL VENOUS CANNULAE,$500.00 ,
61000253,STAPLES REGULAR FIXATION SANDN,$363.00 ,
61000254,STAPLES FIXATION SHORT SANDN,$363.00 ,
61000255,STAPLES FIXATION TABLE SANDN,$462.00 ,
61000256,STAPLES FIXATION OSTEOTOMY SANDN,$462.00 ,
61000257,STAPLES BLADE KRACKOW HTO SANDN,$610.00 ,
61000258,CATHETER NEO CARE,$169.00 ,
61002628,CATHETER STAMEY,$158.00 ,
61002649,CANNULA SINGLE VENOUS,$140.00 ,
200000267,NEEDLE HOLDERS (STERILE),$45.00 ,
61000027,AGGRESSIVE MENISCUS 5.0MM CUTTER,$177.00 ,
61000270,"URETHRAL FLEXI TIP, POLLACK",$286.00 ,
61000272,WAND J PLASMA KNIFE,$376.00 ,
277002770,CANNULA THIN FLEX,$170.00 ,
277002771,CANNULA DLP ARTERIOTOMY,$42.00 ,
277002772,CANNULA DLP VENOUS/ARTERIAL,$170.00 ,
277002773,CANNULA ART,$398.00 ,
277002774,CANNULA RCSP,$427.00 ,
277002775,CANNULA BIO-MEDICUS,$859.00 ,
