ProcedureID,Description,Charge
AP64420,N BLOCK INJ INTERCOST SNG,$302.00
AP64425,N BLOCK INJ ILIO-ING/HYPOGI,$302.00
AP64447,N BLOCK INJ FEM SINGLE,$280.00
AP64450,N BLOCK OTHER PERIPHERAL,$302.00
AP64483,INJ FORAMEN EPIDURAL L/S,$650.00
AP64484,INJ FORAMEN EPIDURAL ADD-ON,$325.00
AP64490,INJ PARAVERT F JNT C/T 1 LEV,$700.00
AP64491,INJ PARAVERT F JNT C/T 2 LEV,$520.00
AP64492,INJ PARAVERT F JNT C/T 3 LEV,$525.00
AP64493,INJ PARAVERT F JNT L/S 1 LEV,$750.00
AP64494,INJ PARAVERT F JNT L/S 2 LEV,$400.00
AP64495,INJ PARAVERT F JNT L/S 3 LEV,$400.00
AP64510,N BLOCK STELLATE GANGLION,$425.00
AP64520,N BLOCK LUMBAR/THORACIC,$750.00
AP64615,CHEMODENERV MUSC MIGRAINE,$550.00
AP64635,DESTROY LUMB/SAC FACET JNT,"$1,950.00"
AP64636,DESTROY L/S FACET JNT ADDL,$800.00
AP99221,INITIAL HOSPITAL CARE LOW,$245.12
AP99222,INITIAL HOSPITAL CARE MOD,$310.14
AP99223,INITIAL HOSPITAL CARE HIGH,$389.46
AP99231,SUBSEQUENT HOSPITAL CARE LOW,$100.17
AP99232,SUBSEQUENT HOSPITAL CARE MOD,$150.10
AP99233,SUBSEQUENT HOSPITAL CARE HIGH,$196.20
C00000,NO CHARGE CLINIC,$0.00
C000EP,EMPLOYEE PHYSICALS,$90.87
C000PE,SCHOOL PHYSICALS,$20.00
C000TI,SCHOOL BUS & CAFETERIA WKRS,$100.00
C02TCM,TCM NO CHARGE CLINIC,$0.00
C10040,ACNE SURGERY,$188.56
C10160,PUNCTURE ASPIRATION ABSCESS,$216.70
C11004,DBRDMT SKN SUBQ  NECRO INFCT,"$1,349.42"
C11406,EXCISION BENIGN LESION > 4,"$1,252.74"
C11426,EXCISION SKIN LESION > 4.0CM,"$1,345.63"
C11740,EVAC. SUBUNGUAL HEMATOMA,$106.94
C13100,REPAIR COMPLEX TRUNK 1.1-2.5 C,$576.88
C17004,DESTRUCTION LESION 15/>,$538.92
C17106,DESTR.VASC PROLIFERATIVE <10CM,$614.90
C17261,DESTRUCTION LESION .0.6-1.0 CM,$508.12
C17263,DESTR MAL LESION  2.1-3.0CM,$0.00
C17272,DESTRUCTION LESION 1.1 TO 2.0C,$671.18
C36000,INTRO NEEDLE/INTRACATHE VEIN,$95.72
C36415,Coll Venous Blood by Venipunct,$30.00
C38571,LAPS SURG BILATERAL TOTAL PELV,"$5,443.34"
C38765,REMOVE GROIN LYMPH NODES,"$5,661.95"
C38780,REMOVE ABDOMEN LYMPH NODES,"$9,956.65"
C44180,LAPAROSCOPY ENTEROLYSIS SEPARA,"$3,542.96"
C49323,LAPARO DRAIN LYMPHOCELE,"$1,555.00"
C49652,LAPS REPAIR HERNIA EXCEPT INCA,"$4,686.51"
C50080,PRQ NEPHROSTOLITHOTOMY/PYELOST,"$7,316.91"
C50081,PRQ NEPHROSTOLITHOTOMY/PYELOST,"$9,620.61"
C50400,PLOP RNL PELVIS SMPL,"$6,139.18"
C50541,LAPARO ABLATE RENAL CYST,"$1,386.89"
C50543,LAPS PRTL NFRCT,"$8,374.21"
C50544,LAPAROSCOPY SURG PYELOPLASTY,"$8,627.67"
C50545,LAPS RADICAL NFRCT,"$10,218.37"
C50546,LAPAROSCOPIC NEPHRECTOMY,"$7,764.90"
C50548,LAP NEPHRECTOMY W/TOTAL URETER,"$9,490.44"
C50590,LITHOTRP XTRCORP SHOCK WAVE,"$5,013.07"
C50695,PLMT URETERAL STENT PRQ,"$3,030.17"
C50715,RELEASE OF URETER,"$6,379.80"
C50780,URTRONEOCSTOST ANAST 1 URTR BL,"$7,442.15"
C50785,REIMPLANT URETER IN BLADDER,"$8,860.51"
C50800L,UNLISTED LAPAROSCOPY PROC.URET,"$7,130.58"
C50947,LAPARO NEW URETER/BLADDER,"$6,022.83"
C51040,CYSTOSTOMY CYSTOTOMY W/DRAINAG,"$1,255.86"
C51102,DRAIN BL W/CATH INSERTION,"$1,001.86"
C51570L,UNLISTED LAPARSCOPY BLADDER,"$5,804.53"
C51595,CSTC COMPL W/CONDUIT/SIGMOID B,"$29,156.54"
C51600,NJX CSTOGRAPY/VOIDING URETHROC,$167.72
C51705,CHNG CSTOST TUBE SMPL,$492.07
C51715,NDSC NJX IMPLT MATRL URT&/BLDR,$916.03
C51798,US/NON-IMAGE URINE CAP MEASURE,$160.42
C51860,CSTORR SUTR BLDR WND INJ/RPT S,"$3,343.27"
C52001,CSTO W/IRRG&EVAC MLT OBSTRUCTI,"$1,000.32"
C52005,"SCOPE BLADDER, INSERT TUBE FOR","$1,091.92"
C52214,SCOPE BLADDER DESTR. LESIONS,"$1,190.43"
C52224,SCOPE BLADDER REMVL LESION SM,"$1,772.96"
C52234,SCOPE BLADDER REMVL  TMRS SM,"$1,775.90"
C52235,SCOPE BLADDER REMVL  TMRS MED,"$2,959.41"
C52240,"SCOPE BLADDER, REMOVAL OF TUMO","$4,213.15"
C52260,SCOPE BLADDER OPENING  BLADDER,"$1,065.32"
C52265,CSTO DILAT BLDR F/NTRSTL CSTIT,"$1,124.41"
C52275,CYSTOURETHROSCOPY W/INTERNAL U,"$1,680.86"
C52276,CSTO DIR VIS INT URETHROTOMY,"$3,241.97"
C52287,CYSTOURETHROSCOPY INJ CHEMODEN,"$1,129.52"
C52305,CSTO INC/RESCJ ORIFICE BLDR DI,"$2,366.75"
C52315,"SCOPE BLADDER, COMPLEX REMOVAL","$1,953.21"
C52317,LITHOLAPAXY SMPL/SM < 2.5 CM,"$2,427.53"
C52325,CSTO FRAGMENTATION URTRL ST2,"$3,158.94"
C52332,"SCOPE BLADDER & URETER, INSERT","$1,171.71"
C52341,CSTO W/TX URTRL STRIX,"$1,780.41"
C52342,CYSTO W/TX URETEROPELVIC JUNCT,"$2,222.00"
C52344,CSTO W/URTROSCOPY W/TX URTRL S,"$2,186.65"
C52345,CYSTO/URETERO W/UP STRICTURE,"$2,221.49"
C52351,CSTO W/URTROSCOPY&/PYELOSCOPY,"$2,058.59"
C52352,"SCOPE BLADDER & URETER, REMOVE","$3,473.57"
C52353,"SCOPE BLADDER & URETER, BREAK","$4,342.32"
C52354,CSTO/PYELOSCOPY BX&/FULG PEL L,"$2,624.24"
C52356,CYSTO/URETERO W/LITHOTRIPSY,"$2,438.31"
C52441,CYSTOURETHRO W/IMPLANT,"$3,154.20"
C52442,CYSTOURETHRO W/ADDL IMPLANT,"$2,407.65"
C52500,SURGERY ON BLADDER NECK THROUG,"$3,805.92"
C52601,TRURL ELECTROSURG RESCJ PRST8,"$6,319.15"
C52630,TRURL RESCJ RESIDUAL/REGROWTH,"$2,673.49"
C52640,OPENING OF POSTOPERATIVE BLADD,"$2,155.67"
C53260,TREATMENT OF URETHRA LESION,$995.56
C53450,URETHROMEATOPLASTY W/MUCOSAL A,"$2,598.51"
C53660,DILAT FEMALE URT W/SUPPOSITORY,$285.22
C53661,DILAT FEMALE URT W/SUPPOSITORY,$246.80
C54001,SLITTING PREPUCE DORSAL/LAT SP,$760.66
C54055,DSTRJ LES PNS SMPL ELTRDSICCAT,$342.78
C54056,DSTRJ LES PNS SMPL CRYOSURG,$464.35
C54057,DSTRJ LES PNS SMPL LASER SURG,"$1,138.36"
C54060,DSTRJ LES PNS SMPL SURG EXC,$678.23
C54150,CIRCUMCISION W/CLAMP/OTH DEV W,$596.88
C54160,CIRCUMCISION NEONATE,$588.59
C54161,CIRCUMCISION >28 DAYS,"$1,960.09"
C54162,LSS/EXC PEN POST-CIRCUMCISION,$641.63
C54163,RPR INCOMPL CIRCUMCISION,$641.63
C54200,NJX PEYRONIE,$422.55
C54220,IRR CORPORA CAVERNOSA PRIAPISM,"$1,236.72"
C54235,NJX C/P/A CAVERNOSA W/PHARMACO,$555.51
C54300,PNS STRAIGHTENING CHORDEE,"$4,490.05"
C54401,INSJ PENILE PROSTHESOS INFLATA,"$5,803.26"
C54405,INSERT MULTI-COMP PENIS PROS,"$7,039.97"
C54440,PLSTC OPRATION PNS F/INJ,"$4,991.00"
C54450,FORESKN MNPJ W/LSS PREPUTIAL A,$499.53
C54512,EXC XTRPARENCHYMAL LESION TEST,"$1,650.23"
C54520,ORCHIECTOMY SMPL SCROTAL/INGUN,"$1,718.35"
C54530,ORCHIECTOMY RAD TUM INGUN APPR,"$2,455.54"
C54600,RDCTJ TORSION TSTIS +-FIXJ CLA,"$2,210.28"
C54640,ORCHIOPEXY INGUN APPR +-HRNA R,"$2,799.85"
C54700,I&D EPIDIDYMIS TSTIS&/SCROTAL,$765.47
C54830,EXCISION LOCAL LESION EPIDIDYM,"$1,777.86"
C54840,EXC SPRMATOCELE +-EPIDIDYMECTO,"$1,777.17"
C54860,EPIDIDYMECTOMY UNI,"$1,965.02"
C55040,EXC HYDROCELE UNI,"$1,965.02"
C55060,RPR TUNICA VAGIS HYDROCELE BOT,"$1,699.78"
C55100,DRG SCROTAL WALL ABSC,$396.82
C55110,SCROTAL EXPL,"$1,699.78"
C55175,SCROTOPLASTY SMPL,"$1,841.30"
C55400,VASOVASOSTOMY VASOVASORRHAPHY,"$4,444.02"
C55500,EXC HYDROCELE SPRMATIC CORD UN,"$1,756.07"
C55520,EXC LES SPRMATIC CORD SPX,"$1,858.77"
C55530,EXC VARICOCELE/LIG SPRMATIC VE,"$2,912.71"
C55535,EXC VARICOCELE/LIG SPRMATIC VE,"$3,098.46"
C55550,LAPARO LIGATE SPERMATIC VEIN,"$2,348.82"
C55866,LAPS PROSTECTECTOMY W ROBOTICS,"$6,830.66"
C56820,COLPOSCOPY VULVA,$371.47
C57061,DSTRJ VAG LES SMPL,$893.50
C57100,BX VAG MUCOSA SMPL SPX,$147.75
C57240,REPAIR BLADDER & VAGINA,"$1,714.39"
C57260,REPAIR OF VAGINA,"$1,855.00"
C57282,COLPOPEXY EXTRAPERITONEAL,"$1,210.00"
C57287,REVISE/REMOVE SLING REPAIR,"$3,691.49"
C57288,SLING OPRATION F/STRS INCONT,"$4,475.98"
C57420,COLPOSCOPY ENTIRE VAG W/CERVIX,$551.59
C58110,ENDOMETRIAL BX CONJUNCT W/COLP,$336.30
C58301,RMVL INTRAUTERINE DEV,$272.98
C58571,TLH W/T/O 250 G OR LESS,"$2,606.43"
C59425,ANTEPARTUM CARE ONLY 4-6 VSTS,$773.92
C60650,LAPS ADRNLECTOMY PRTL/COMPL TA,$783.24
C62270,SPINAL PUNC.LUMBAR.DIAGNOSTIC,$433.05
C64561,PRQ IMPLTJ NEUROSTIMULATOR ELT,"$3,050.32"
C64581,INC IMPLTJ NEUROSTIMULATOR ELT,"$2,160.74"
C64585,REVJ/RMVL PERIPHERAL NEUROSTIM,"$1,017.19"
C64590,INSERTION/RPLCMT PERIPHERAL/GA,"$1,017.19"
C64595,REVISION/RMVL PERIPHERAL/GASTR,"$1,017.19"
C65220,RMVL FB XTRNL EYE CRNL W/O SLI,$358.54
C81002,"Urinalysis Non Auto, W/O Micro",$40.85
C81025,Urine Pregnancy test,$46.24
C82270,Blood Occ by Peroxidase,$40.22
C82274,ASSAY TEST FOR BLOOD FECAL,$85.05
C82948,Blood Reagent Strip,$41.84
C85018,Hemoglobin,$34.67
C85610,Prothrombin Time,$53.56
C86308,HETEROPHILE ANTIBODIES SCREEN,$141.68
C86580,TUBERCULOSIS INTRADERMAL,$50.52
C86703,SINGLE ASSAY 1/OR 2,$135.36
C87210,"Smear, Wet Mount",$42.51
C87220,"TISSUE EXAM,KOH SLIDE",$25.11
C87804,influenza rapid quik test,$99.50
C87807,INF.AGENT ANTIGEN RSV,$66.37
C87880,STREPTOCOCCUS GROUP A (SCREEN),$53.54
C90384,RH IG FULL-DOSE IM,$145.00
C90460,IMADM THROUGH 18YR ANY ROUTE 1,$50.94
C90461,EA.ADDITIONAL VACCINE/COMP,$30.83
C90471,IMADM PRQ ID SUBQ/IM NJXS 1 VA,$116.40
C90472,IMADM PRQ ID SUBQ/IM NJXS EA V,$46.71
C90473,IMADM INTRANSL/ORAL 1 VACC,$116.40
C90620,MENB RP W/OMV VACCINE IM,$202.39
C90621,MenB RLP VACCINE IM (TRUMENBA),$160.62
C90632,HEPATITIS A VACCINE ADULT FOR,$134.24
C90633,HEPATITIS A VACCINE PEDIATRIC,$52.12
C90636,HEPATITIS A & B VACCINE HEPA-H,$145.65
C90648,HEMOPHILUS INFLUENZA B VACCINE,$39.19
C90649,HUMAN PAPILLOMA VIRUS VACCINE,$177.30
C90650,HPV VACCINE 3 DOSE SCHEDULE IM,$210.50
C90651,9VHPV VACCINE 3 DOSE IM,$190.58
C90656,FLU VIRUS VAC SPLIT PRSS PLIT,$36.18
C90658,INFLUENZA VIRUS VACCINE SPLIT,$17.88
C90662,INFLU VACCINE SPLT PRSRV FREE,$44.26
C90670,PNEUMOCOCCAL CONJ VACCINE 13 V,$204.46
C90673,FLU VACC RIV3 NO PRESERV,$37.92
C90681,ROTAVIRUS VACC HUMAN ATTENUATE,$175.96
C90682,RIV4 VACC RECOMBINANT DNA IM,$56.18
C90685,FLU VAC NO PRSV AGE6-35 MONTHS,$29.97
C90686,FLU VAC NO PRSV 4 VAL 3 YRS+,$23.65
C90696,DTAP-IPV INACTIVATED IF ADMIN,$82.40
C90698,DTAP-HIB-IPV VACCINE IM,$102.60
C90700,DTAP VACCINE < 7 YR IM,$81.33
C90707,MEASLES MUMPS RUBELLA VIRUS VA,$42.36
C90710,MEASLES MUMPS RUBELLA VARICELL,$216.71
C90713,POLIOVIRUS VACCINE INACTIVATED,$94.98
C90714,TD TOXOIDS ADSORBED PRSRV FR 7,$32.91
C90715,TDAP VACCINE 7 YR + IM,$50.24
C90716,VARICELLA VIRUS VACCINE LIVE S,$174.35
C90723,DTAP-HEPB-IPV VACCINE INTRAMUS,$155.36
C90732,PNEUMOCOCCAL POLYSAC VACCINE 2,$92.09
C90733,MENINGOCOCCAL POLYSAC VACCINE,$199.11
C90734,Men ACWY VACCINE IM,$199.11
C90744,HEPATITIS B VACCINE PEDIATRIC3,$101.87
C90746,HEPATITIS B VACCINE ADULT DOSA,$135.81
C90750,HZV VACC RECOMBINANT IM NJX,$168.00
C9217A,LUPRON DEPOT (45MG),"$1,353.63"
C93000,ECG ROUTINE ECG W/LEAST 12 LDS,$183.35
C93005,ECG ROUTINE ECG W/LEAST 12 LDS,$114.12
C93010,ECG ROUTINE ECG W/LEAST 12 LDS,$69.23
C93041,RHYTHM ECG 1-3LEADS W/O INTER,$44.68
C93980,DUP-SCAN PENILE VESSELS COMPL.,$188.90
C93981,DUP-SCAN PENILE VESSELS LIMITE,$62.54
C94010,SPMTRY W/VC EXPIRATORY FLO +-M,$115.95
C94060,BRNCDILAT RSPSE SPMTRY PRE&POS,$459.01
C94640,PRESS/N-PRESS INHLJ TX F/AAO/S,$53.49
C95044,PATCH/APPL TST SPEC NUMBER TST,$41.54
C95115,PROF SVCS ALLG IMMNTX X W/PRV,$37.29
C95117,PROF SVCS ALLG IMMNTX X W/PRV,$37.86
C96360,IV HYDRATION INITIAL UPTO 1HR,$382.18
C96361,IV INFUSION HYDRATION EACH ADD,$74.06
C96372,THERAPEUTIC PROPHYLACTIC/DX IN,$116.40
C96402,CHEMOTX ADMN SUBQ/IM HORMONAL,$118.20
C97602,DEBRIDEMENT NON SELECTIVE,$539.39
C97802,MED NUTR THER 1ST ASSMT&IVNTJ,$43.61
C97803,MED NUTR THER RE-ASSMT&IVNTJ I,$43.61
C99024,E/M DURING POST OP F/U PERIOD,$0.00
C99058,SVC PRV EMER BASIS OFFICE DISR,$112.01
C99217,OBS CARE DSCHRG D MGMT,$187.29
C99218,1ST OBS CARE PR D LOW SEVERITY,$200.52
C99219,1ST OBS CARE PR D MODERATE SEV,$279.74
C99220,1ST OBS CARE PR D HIGH SEVERIT,$338.54
C99221,INITIAL HOSPITAL CARE LOW,$245.12
C99222,INITIAL HOSPITAL CARE MOD,$310.14
C99223,INITIAL HOSPITAL CARE HIGH,$389.46
C99224,SUBSQ.OBS CARE LOW PER DAY,$120.71
C99225,SUBSQ.OBS CARE MODERATE,$186.02
C99226,SUBQ.OBS CARE COMPLEX PER DAY,$281.00
C99231,SUBSEQUENT HOSPITAL CARE LOW,$100.17
C99232,SUBSEQUENT HOSPITAL CARE MOD,$150.10
C99233,SUBSEQUENT HOSPITAL CARE HIGH,$196.20
C99234,OBS/I/P HOSP CARE LOW SEVERITY,$305.38
C99235,OBS/I/P HOSP CARE MODERATE SEV,$416.34
C99238,HOSP DSCHRG D MGMT 30 MIN/<,$166.07
C99239,HOSP DSCHRG D MGMT > 30 MIN,$276.43
C99281,ED  VISIT LIMITED,$215.69
C99282,ED VISIT LOW/MOD,$289.72
C99283,ED VISIT MODERATE,$652.19
C99284,ED VISIT HIGH /URGENT,$652.19
C99304,1ST NF CARE PR D E/M LW SEVERI,$152.82
C99305,1ST NF CARE PR D E/M MOD SEVER,$219.23
C99306,1ST NF CARE PR D E/M HI SEVERI,$270.32
C99307,SBSQ NF CARE PR D E/M STABLE,$89.92
C99308,SBSQ NF CARE PR D E/M MINOR CO,$131.13
C99309,SBSQ NF CARE PR D E/M NEW PROB,$178.86
C99310,SBSQ NF CARE PR D E/M UNSTABLE,$254.13
C99315,NF DSCHRG D MGMT 30 MIN/<,$160.13
C99316,NF DSCHRG D MGMT > 30 MIN,$200.52
C99347,HOME VST EST PT SELF LIMITED/M,$122.28
C99348,HOME VST EST PT LOW TO MOD SEV,$160.00
C99349,HOME VST EST PT MOD TO HI SEVE,$242.31
C99350,HOME VST EST PT UNSTABLE/SIGNI,$352.77
C99354,PROLNG PHYS SVC OFFICE O/P DIR,$354.03
C99355,PROLNG PHYS SVC OFFICE O/P DIR,$217.13
C99379,NURSING FAC CARE SUPERVISION,$63.00
C99401,PREV MED CNSL INDIV SPX 15 MIN,$84.01
C99460,1ST HOSP/BIRTHING CENTER CARE,$278.62
C99462,SUBQ HOSPITAL CARE PER DAY E/M,$129.45
C99463,1ST HOSP/BIRTHING CENTER NB AD,$158.16
CA4562,PESSARY SUPPLY,$73.88
CA9270,NON-COVERED ITEM OR SERVICE,$142.10
CADM00,NO CHARGE - ADMISSION,$0.00
CBP000,NO CHARGE - BLOOD PRESSURE CHK,$0.00
CC5271,SKIN SUB GRAFT T/A/L/>100 SQ.,"$1,587.55"
CF10060,I&D ABSCESS SIMPLE/SINGLE,$597.80
CF10061,I&DR ABSCESS COMPLICATED,$597.80
CF10080,I& DPILONIDAL CYST SIMPLE,$195.73
CF10081,I& D PILONIDAL CYST COMPL.,$436.07
CF10120,I&R FB SUBQ TISS SMPL,$60.66
CF10121,I& R FOREIGN BODY SUBQ TISS CO,$365.49
CF10140,I&D HEMATOMA SEROMA/FLUID COLL,"$1,917.70"
CF11000,DEBRIDE INFECTED SKIN,$36.17
CF11042,DEBRIDEMENT SQ TISSUE 20CM/<,$821.26
CF11043,DEBRIDE TISSUE/MUSCLE,$821.26
CF11045,DEB SUBQ TISSUE ADD-ON,$821.26
CF11055,PAIR/CUT SINGLE SKIN LESION,$363.55
CF11056,PAIR/CUT 2-4 SKIN LESIONS,$539.39
CF11100,BIOPSY OF SKIN LESION,$418.99
CF11101,"BIOPSY,EACH ADDED LESIO",$280.23
CF11200,REMOVAL OF SKIN TAGS UP TO 15,$71.76
CF11201,REMOVAL OF EA.ADD 10 SKIN TAGS,$132.97
CF11300,SHAVE SKIN LESION 0.5CM OR <,$156.75
CF11301,SHAVE SKIN LESION 0.6CM TO 1.0,$167.44
CF11302,SHAVE SKIN LESION 1.1 TO 2.0CM,$172.08
CF11303,SHV SKIN  ARM/TRUNK/LEG >2.0CM,$221.90
CF11305,SHAVE SKIN LESION 0.5CM OR <,$145.78
CF11306,SHAVE SKIN LESION 0.6CM TO 1.0,$148.86
CF11307,SHAVE SKIN LESION 1.1 TO 2.0CM,$176.88
CF11308,SHAVE SKIN LESION OVER 2.0CM,$196.86
CF11310,SHAVE SKIN FACE 0.5CM OR <,$158.16
CF11311,SHAVE LESION 0.6 TO 1.0 CM,$169.00
CF11312,SHAVE SKIN FACE 1.1 TO 2.0 CM,$196.86
CF11313,SHAVE SKIN FACE OVER 2.0CM,$218.96
CF11400,EXCISION LESION 0.5CM OR <,$186.74
CF11401,EXCISION BEN LESION 0.6 TO 1C,$234.30
CF11402,EXCISION BEN LESION 1.1 TO 2CM,$318.01
CF11403,EXCISION BEN LESION 2.1 TO 3CM,$502.77
CF11404,EXCISION BENIGN LESION 3.1 TO4,$531.75
CF11420,EXCISION SKIN LESION 0.5CM OR,$173.79
CF11421,EXCISION SKIN LESION 0.6 TO 1.,$234.30
CF11422,EXCISION SKIN LESION 1.1 TO 2.,$318.01
CF11423,EXCISION SKIN LESION 2.1 TO 3.,$502.90
CF11424,EXCISION SKIN LESION 3.1 TO 4.,$132.83
CF11440,EXCISION SKIN LESION OTHER 0.5,$186.74
CF11441,EXCISION SKIN LESION  0.6 -1.0,$234.42
CF11442,EXCISION SKIN LESION 1.1 -2.0C,$318.15
CF11443,EXCISION SKIN LESION 2.1 -3.0C,$502.90
CF11600,EXC.LESION 05.CM OR LESS,$186.74
CF11601,EXCISION LESION 0.6 TO 1.1CM,$197.28
CF11602,EXCISION LESION 1.1 TO 2.0 CM,$270.15
CF11603,EXCISION LESION 2.1 TO 3.0 CM,$332.07
CF11604,EXCISION LESION 3.1 TO 4.0 CM,$807.96
CF11606,EXCISION LESION > 4.0 CM,$580.57
CF11621,EXCISION LESION 0.6 TO 1.1CM,$354.87
CF11622,EXCISION LESION 1.1 TO 2.0 CM,$381.05
CF11623,EXCISION LESION 2.1 TO 3.0 CM,$448.02
CF11640,EXC.LESION 05.CM OR LESS,$332.24
CF11641,EXCISION LESION 0.6 TO 1.1CM,$409.19
CF11642,EXCISION LESION 1.1 TO 2.0 CM,$480.54
CF11643,EXCISION LESION 2.1 TO 3.0 CM,$604.92
CF11644,EXCISION LESION 3.1 TO 4.0 CM,$680.20
CF11721,DEBRIDEMENT NAILS SIX OR >,$193.31
CF11730,DEBRIDEMENT NAILS SIX OR >,$280.23
CF11750,EXCISION NAIL PERMANENT REMOVA,"$1,397.24"
CF11755,BIOPSY NAIL UNIT SPX,$83.31
CF11770,EXCISION PILONIDAL CYST SIMPLE,$421.14
CF11900,INJECTION LESION  UP TO & INCL,$42.08
CF11901,INJECTION INTRALESIONAL >7,$66.69
CF11980, SQHORMONE PELLET IMPLANTATION,$234.55
CF11981,INSJ NON-BIO DRUG DELIVERY IMP,$200.57
CF11982,REMOV NON-BIODEGRD DRUG IMPLAN,$207.29
CF11983,REMOVE/INSERT DRUG IMPLANT,$207.18
CF12001,REPAIR SIMPLE <2.5 cm,$83.86
CF12002,REPAIR SIMPLE 2.6 cm to 7.5cm,$123.41
CF12011,REPAIR SIMPLE <2.5 cm,$208.54
CF12015,REPAIR SIMPLE 7.6cmto 12.5cm,$240.75
CF12031,REPAIR INTERMEDIATE 2.5CM OR <,$176.57
CF12032,REPAIR INTERMEDIATE 2.6 TO 7.5,$87.96
CF12034,REPAIR INTERMEDIATE 7.6 TO 12.,$254.72
CF12042,REPAIR INTERMEDIATE 2.6 TO 7.5,$146.78
CF12051,REPAIR INTERMEDIATE 2.5CM OR <,$187.86
CF12052,REPAIR INTERMEDIATE 2.6 TO 5.0,$359.47
CF13101,REPAIR COMPLEX  2.6 CM-7.5 CM,$337.63
CF13121,REPAIR COMPLEX 2.6CM TO 7.5CM,$521.29
CF13132,REPAIR COMPLEX 2.6CM -7.5CM,$860.35
CF13151,REPAIR COMPLEX1.1-2.5 CM,$524.38
CF13152,REPAIR COMPLEX 2.6CM-7.5CM,"$1,376.18"
CF14041,TISS TRAN/REARGMT 10.1 T0 30SQ,"$3,906.66"
CF16020,DRS/DBRDMT  BURNS 1ST/SBSQ<%5,$539.39
CF17000,DESTRUCTION OF FIRST LESION,$47.16
CF17003,DESTUCTION LESIONS 2-14,$84.15
CF17110,DESTRUCTION BENIGN LESIONS <10,$37.72
CF17111,DESTRUCTION BENIGN LESIONS 15/,$20.84
CF17250,CHEMICAL CAUTERY TISSUE,$539.39
CF17260,DESTRT MAL.LESION T/A/L 0.5<,$393.75
CF17262,DESTRUCTION LESION 1.1 TO 2.0C,$404.22
CF17271,DSTR. MALIG. LESION 0.6-1.0CM,$438.48
CF17280,DESTRN MALIGNANT LESION 0.5CM,$419.65
CF17281,DESTRUCTION LESION .0.6-1.0 CM,$237.79
CF20520,REMOVAL FB MUSCLE/TENDON,$179.98
CF20550,INJECT TENDON/LIGAMENT/CYST,$34.21
CF20551,INJECTION SINGLE TENDON ORIGIN,$197.99
CF20552,INJ. SINGLE/MLT TRIGGER POINT,$143.24
CF20553,INJ. SINGLE/MLT TRIGGER POINT,$71.36
CF20600,DRAIN/INJECT JOINT/BURSA,$38.27
CF20605,ARTHOCENTESIS INTER.JOINT/BURS,$42.51
CF20610,ARTHROCENTESIS MAJOR JT/BURSA,$44.05
CF20611,DRAIN/INJ JOINT/BURSA W/US,$740.08
CF20612,ASP&/INJGANGLION CYST ANY,$74.46
CF28190,REMOVAL FB FOOT SQ,$495.01
CF29125,SHORT ARM SPLINT  STATIC,$49.68
CF29130,APPLICATION FINGER SPLINT STAT,$109.89
CF29505,APPLICATION LONG LEG SPLINT,$283.17
CF29515,SHORT LEG SPLINT CALF FOOT,$32.64
CF29530,STRAPPING KNEE,$39.40
CF29581,APPLY MULTLAY COMPRS LWR LEG,$471.96
CF40490,BX LIP,$135.02
CF46600,ANOSC DX +-COLLJ SPEC BR/WA SP,$81.63
CF51700,BLDR IRRIGATION SMPL LVG&/INST,$176.03
CF51701,INSJ NON-NDWELLG BLDR CATH,$72.74
CF51702,INSERT TEMP BLADDER CATH,$184.81
CF51703,INSERT BLADDER CATH COMPLEX,$254.11
CF51710,CHANGE OF BLADDER TUBE,$782.18
CF51720,BLDR INSTLJ ANTICARCINOGENIC A,$813.32
CF51728,COMPLEX CYSTOMETROGRAM,$962.13
CF51729,COMPLX CYSTOMETR&URETHRAL,$943.72
CF51741,CPLX UROFLOMETRY,$251.63
CF51784,EMG STDS ANAL/URTL SPHNCTR OTH,$336.30
CF51797,VOID PRESS STUDIES INTRAABD.,$529.06
CF52000,SCOPE  BLADDER/URETHRA FOR DX,$787.97
CF52204,SCOPE BLADDER /URETHRA W/ BX,"$1,034.89"
CF52281,CSTO CALIBRATION DILAT URTL ST,"$1,034.89"
CF52310,"SCOPE BLADDER, SIMPLE REMOVAL",$787.97
CF53600,DILAT URTL STRIX DILATOR MALE,$148.21
CF54050,DSTRJ LES PNS SMPL CHEM,$63.98
CF54065,DSTRJ LES PNS X10SV,$689.91
CF54100,BX PNS SPX,$213.24
CF55000,PNXR ASPIR HYDROCELE TUNICA VA,$169.95
CF55250,VASECT UNI/BI SPX W/PO SEMEN X,"$1,639.26"
CF55700,"PROSTATE NEEDLE BIOPSY, ANY AP",$447.05
CF55876,PLACE INTSTITL DEV RADIATN TX,$243.00
CF56405,I&D VULVA/PRNL ABSC,$223.32
CF56501,DSTRJ LES VULVA SMPL,$242.03
CF57160,FITG&INSJ PESSARY/OTH INTRAVAG,$119.75
CF57170,DPHRM/CRV CAP FITG W/INSTRUCTI,$119.75
CF57452,COLPOSCOPY CERVIX UPR/ADJ VAG,$122.28
CF57454,COLPOSCOPY CERVIX BX CERVIX&EN,$190.67
CF57455,COLPOSCOPY CERVIX VAG BX CERVI,$122.41
CF57456,COLPOSCOPY CERVIX VAG ENDOCRV,$171.77
CF58100,ENDOMETRIAL BX +-ENDOCRV BX W/,$148.14
CF58300,INSJ INTRAUTERINE DEV,$499.63
