Prisma Health - Upstate CDM,Valid Date: 4/3/2019,,,
SX,SX00435560018063,LINER XE IPOLY GRP F 36MM +2 F,"$2,860.00 ",
SX,SX00435560018064,LINER XE IPOLY GRP F 36MM +2 L,"$2,860.00 ",
SX,SX00435560018065,LINER XE IPOLY GRP F 36MM +2 S,"$2,860.00 ",
SX,SX00435560018066,LINER XE IPOLY GRP F 36MM +4 S,"$2,860.00 ",
SX,SX00435560018067,LINER XE IPOLY GRP F 40MM +0 F,"$2,860.00 ",
SX,SX00435560018068,LINER XE IPOLY GRP F 40MM +0 L,"$2,860.00 ",
SX,SX00435560018069,LINER XE IPOLY GRP F 40MM +0 S,"$2,860.00 ",
SX,SX00435560018070,LINER XE IPOLY GRP F 40MM +2 F,"$2,860.00 ",
SX,SX00435560018071,LINER XE IPOLY GRP F 40MM +2 L,"$2,860.00 ",
SX,SX00435560018072,LINER XE IPOLY GRP F 40MM +2 S,"$2,860.00 ",
SX,SX00435560018073,LINER XE IPOLY GRP F 40MM +4 S,"$2,860.00 ",
SX,SX00435560018074,LINER XLPE SZ52 R3 4MM,"$2,250.00 ",
SX,SX00435560018076,LINR HUM 38MM/+2.5MM 320-38-03,"$5,180.00 ",
SX,SX00435560018077,LINR REFLECT 36+4 ANT,"$2,250.00 ",
SX,SX00435560018078,LINR STD RVRS +3MM 1360.50.815,"$2,788.00 ",
SX,SX00435560018079,LITHOCRUSH V WIREGUIDED,"$1,415.66 ",
SX,SX00435560018080,LNR 0 DEG +4 40X66,"$2,250.00 ",
SX,SX00435560018081,LNR 0 DEG 40X66/70,"$2,250.00 ",
SX,SX00435560018082,LNR 0DEG +4 40MM IDX60 OD,"$2,250.00 ",
SX,SX00435560018083,LNR 0DEG +4 40MM IDX76-80,"$2,250.00 ",
SX,SX00435560018084,LNR 0DEG +4 40X56OD,"$2,250.00 ",
SX,SX00435560018085,LNR 0DEG +4 40X58OD,"$2,250.00 ",
SX,SX00435560018086,LNR 0DEG +4 XLPE 28X46MM,"$2,250.00 ",
SX,SX00435560018087,LNR 0DEG 40MMID 76X80,"$2,250.00 ",
SX,SX00435560018088,LNR 0DEG 40MMX72 +4,"$2,250.00 ",
SX,SX00435560018089,LNR 0DEG 40MMX72-74 +4,"$2,250.00 ",
SX,SX00435560018090,LNR 0DEG 44MMID 60 OD,"$2,250.00 ",
SX,SX00435560018091,LNR 0DEG 44MMID 62 OD,"$2,250.00 ",
SX,SX00435560018092,LNR 0DEG R3 40MM IDX56 OD,"$2,250.00 ",
SX,SX00435560018093,LNR 0DEG XLPE 28X46MM,"$2,250.00 ",
SX,SX00435560018094,LNR 0DEG XLPE 28X50MM,"$2,250.00 ",
SX,SX00435560018095,LNR 0DEG XLPE 28X52MM,"$2,250.00 ",
SX,SX00435560018096,LNR 0DEG XLPE 28X54MM,"$2,250.00 ",
SX,SX00435560018097,LNR 0DEG XLPE 28X56MM,"$2,250.00 ",
SX,SX00435560018098,LNR 0DEG XLPE 28X58MM,"$2,250.00 ",
SX,SX00435560018099,LNR 0DEG XLPE 36X62MM,"$2,250.00 ",
SX,SX00435560018100,LNR 0DEG XLPE 36X64/68MM,"$2,250.00 ",
SX,SX00435560018101,LNR 0DEG XLPE 36X64MM,"$2,250.00 ",
SX,SX00435560018102,LNR 0DEG XLPE ACET 40X58,"$2,250.00 ",
SX,SX00435560018103,LNR 0DEG XLPE ACET 40X60,"$2,250.00 ",
SX,SX00435560018104,LNR 0DEG XLPE ACET 40X62,"$2,250.00 ",
SX,SX00435560018105,LNR 0DEG XLPE ACET 40X64,"$2,250.00 ",
SX,SX00435560018106,LNR 20DEG +4 28X48MM,"$2,250.00 ",
SX,SX00435560018107,LNR 20DEG +4 28X50MM,"$2,250.00 ",
SX,SX00435560018108,LNR 20DEG +4 28X52MM,"$2,250.00 ",
SX,SX00435560018109,LNR 20DEG +4 28X54MM,"$2,250.00 ",
SX,SX00435560018110,LNR 20DEG +4 28X56MM,"$2,250.00 ",
SX,SX00435560018111,LNR 20DEG +4 28X58MM,"$2,250.00 ",
SX,SX00435560018112,LNR 20DEG +4 28X60MM,"$2,250.00 ",
SX,SX00435560018113,LNR 20DEG +4 32X54MM,"$2,250.00 ",
SX,SX00435560018114,LNR 20DEG +4 32X56MM,"$2,250.00 ",
SX,SX00435560018115,LNR 20DEG +4 32X58MM,"$2,250.00 ",
SX,SX00435560018116,LNR 20DEG +4 32X60MM,"$2,250.00 ",
SX,SX00435560018117,LNR 20DEG +4 32X62MM,"$2,250.00 ",
SX,SX00435560018118,LNR 20DEG +4 36X66/68MM,"$2,250.00 ",
SX,SX00435560018119,LNR 20DEG 28X52MM,"$2,250.00 ",
SX,SX00435560018120,LNR 20DEG 32X56MM,"$2,250.00 ",
SX,SX00435560018121,LNR 20DEG 32X58MM,"$2,250.00 ",
SX,SX00435560018122,LNR 20DEG 32X60MM,"$2,250.00 ",
SX,SX00435560018123,LNR 20DEG 32X62MM,"$2,250.00 ",
SX,SX00435560018124,LNR 20DEG 36MMIDX76-80OD,"$2,250.00 ",
SX,SX00435560018125,LNR 20DEG 36MMX72-74,"$2,250.00 ",
SX,SX00435560018126,LNR 20DEG 40MMX72 +4,"$2,250.00 ",
SX,SX00435560018127,LNR 20DEG 40MMX76 +4,"$2,250.00 ",
SX,SX00435560018128,LNR 20DEG 40MMX76-80,"$2,250.00 ",
SX,SX00435560018129,LNR 20DEG 40X66 +4,"$2,250.00 ",
SX,SX00435560018130,LNR 20DEG 40X66/70,"$2,250.00 ",
SX,SX00435560018131,LNR 20DEG 44IDX{} 60 OD,"$2,250.00 ",
SX,SX00435560018132,LNR 20DEG 44IDX{} 62 OD,"$2,250.00 ",
SX,SX00435560018133,LNR 20DEG 44IDX{} 64 OD,"$2,250.00 ",
SX,SX00435560018134,LNR 20DEG 44IDX{}66-70 OD,"$2,250.00 ",
SX,SX00435560018135,LNR 20DEG 44IDX{}72-74 OD,"$2,250.00 ",
SX,SX00435560018136,LNR 20DEG 44MMID X 60 OD,"$2,250.00 ",
SX,SX00435560018137,LNR 20DEG 44MMID X 62 OD,"$2,250.00 ",
SX,SX00435560018138,LNR 20DEG 44MMID X 64 OD,"$2,250.00 ",
SX,SX00435560018139,LNR 20DEG 44MMIDX66 70 OD,"$2,250.00 ",
SX,SX00435560018140,LNR 20DEG 44MMIDX72-74OD,"$2,250.00 ",
SX,SX00435560018141,LNR 20DEG 44MMIDX76-80OD,"$2,250.00 ",
SX,SX00435560018142,LNR 20DEG ACET 28X46MM +4,"$2,250.00 ",
SX,SX00435560018143,LNR 20DEG ACET 28X48MM,"$2,250.00 ",
SX,SX00435560018144,LNR 20DEG ACET 32X50MM +4,"$2,250.00 ",
SX,SX00435560018145,LNR 20DEG ACET 32X52MM +4,"$2,250.00 ",
SX,SX00435560018146,LNR 20DEG ACET 32X54MM,"$2,250.00 ",
SX,SX00435560018147,LNR 20DEG ACET 36X54MM +4,"$2,250.00 ",
SX,SX00435560018148,LNR 20DEG ACET 36X56MM +4,"$2,250.00 ",
SX,SX00435560018149,LNR 20DEG ACET 36X58MM +4,"$2,250.00 ",
SX,SX00435560018150,LNR 20DEG ACET 36X60MM +4,"$2,250.00 ",
SX,SX00435560018151,LNR 20DEG ACET 36X62MM +4,"$2,250.00 ",
SX,SX00435560018152,LNR 20DEG ACET 36X64MM +4,"$2,250.00 ",
SX,SX00435560018153,LNR 20DEG XLPE 22X40MM,"$2,250.00 ",
SX,SX00435560018154,LNR 20DEG XLPE 22X42MM,"$2,250.00 ",
SX,SX00435560018155,LNR 20DEG XLPE 22X44MM,"$2,250.00 ",
SX,SX00435560018156,LNR 20DEG XLPE 22X50MM,"$2,250.00 ",
SX,SX00435560018157,LNR 20DEG XLPE 28X54MM,"$2,250.00 ",
SX,SX00435560018158,LNR 20DEG XLPE 28X56MM,"$2,250.00 ",
SX,SX00435560018159,LNR 20DEG XLPE 28X58MM,"$2,250.00 ",
SX,SX00435560018160,LNR 20DEG XLPE 28X60MM,"$2,250.00 ",
SX,SX00435560018161,LNR 36MM ID SZ MM W/RING,"$7,658.75 ",
SX,SX00435560018162,LNR ACET 20DEG 36X72/74,"$2,250.00 ",
SX,SX00435560018163,LNR ACET 64 X 32MM,"$2,640.00 ",
SX,SX00435560018164,LNR ACET G7 2XMOBLTY SZ A 32MM,"$4,000.00 ",
SX,SX00435560018165,LNR ACET G7 2XMOBLTY SZ B 36MM,"$4,000.00 ",
SX,SX00435560018166,LNR ACET G7 2XMOBLTY SZ C 38MM,"$4,000.00 ",
SX,SX00435560018167,LNR ACET G7 2XMOBLTY SZ D 40MM,"$5,250.00 ",
SX,SX00435560018168,LNR ACET G7 2XMOBLTY SZ E 42MM,"$5,250.00 ",
SX,SX00435560018169,LNR ACET G7 2XMOBLTY SZ F 44MM,"$4,000.00 ",
SX,SX00435560018170,LNR ACET G7 2XMOBLTY SZ G 46MM,"$4,000.00 ",
SX,SX00435560018171,LNR ACET G7 2XMOBLTY SZ H 50MM,"$4,000.00 ",
SX,SX00435560018172,LNR ACET G7 2XMOBLTY SZ I 54MM,"$4,000.00 ",
SX,SX00435560018173,LNR ACET G7 2XMOBLTY SZ J 60MM,"$4,000.00 ",
SX,SX00435560018174,LNR ACET RLC 32MM 10DEG SZ23,"$2,250.00 ",
SX,SX00435560018175,LNR ACET XLPE 44X60 OD,"$2,250.00 ",
SX,SX00435560018176,LNR ACET XLPE 44X62,"$2,250.00 ",
SX,SX00435560018177,LNR ACET XLPE 44X64,"$2,250.00 ",
SX,SX00435560018178,LNR ACET XLPE 44X66-70,"$2,250.00 ",
SX,SX00435560018179,LNR ACET XLPE 44X72-74,"$2,250.00 ",
SX,SX00435560018180,LNR ACET XLPE 44X76-80,"$2,250.00 ",
SX,SX00435560018181,LNR ARCO RNGL 28M SZ 22,"$2,250.00 ",
SX,SX00435560018182,LNR ARCO RNGL 28M SZ 23,"$2,250.00 ",
SX,SX00435560018183,LNR ARCO RNGL 28M SZ 24,"$2,250.00 ",
SX,SX00435560018184,LNR ARCO RNGL 28M SZ 25,"$2,250.00 ",
SX,SX00435560018185,LNR ARCO RNGL 28M SZ 26,"$2,250.00 ",
SX,SX00435560018186,LNR ARCO RNGL 28M SZ 27,"$2,250.00 ",
SX,SX00435560018187,LNR ARCO RNGL 28M SZ 28,"$2,250.00 ",
SX,SX00435560018188,LNR ARCO RNGL 32M SZ 23,"$2,250.00 ",
SX,SX00435560018189,LNR ARCO RNGL 32M SZ 24,"$2,250.00 ",
SX,SX00435560018190,LNR ARCO RNGL 32M SZ 25,"$2,250.00 ",
SX,SX00435560018191,LNR ARCO RNGL 32M SZ 26,"$2,250.00 ",
SX,SX00435560018192,LNR ARCO RNGL 32M SZ 27,"$2,250.00 ",
SX,SX00435560018193,LNR ARCO RNGL 32M SZ 28,"$2,250.00 ",
SX,SX00435560018194,LNR ARCO RNGL 36M SZ 24,"$2,250.00 ",
SX,SX00435560018195,LNR ARCO RNGL 36M SZ 25,"$2,250.00 ",
SX,SX00435560018196,LNR ARCO RNGL 36M SZ 26,"$2,250.00 ",
SX,SX00435560018197,LNR ARCO RNGL 36M SZ 27,"$2,250.00 ",
SX,SX00435560018198,LNR ARCO RNGL 36M SZ 28,"$2,250.00 ",
SX,SX00435560018199,LNR BIPLR HD,"$2,250.00 ",
SX,SX00435560018200,LNR CONST LNG SZ MM 32MM,"$7,658.75 ",
SX,SX00435560018201,LNR CONST LNG SZ OO 36MM,"$7,658.75 ",
SX,SX00435560018202,LNR CONSTR FRDM +5 SZ24,"$7,452.00 ",
SX,SX00435560018203,LNR CONSTR FRDM +5 SZ27,"$7,452.00 ",
SX,SX00435560018204,LNR CONSTR FRDM+5 SZ23,"$7,452.00 ",
SX,SX00435560018205,LNR CONSTRAINED 54X28,"$7,658.75 ",
SX,SX00435560018206,LNR CONSTRAINED 56X32,"$7,658.75 ",
SX,SX00435560018207,LNR CONSTRAINED 58X32,"$7,658.75 ",
SX,SX00435560018208,LNR CONSTRAINED 60X36,"$7,658.75 ",
SX,SX00435560018209,LNR CONSTRAINED 62X36,"$7,658.75 ",
SX,SX00435560018210,LNR CONSTRAINED 64X36,"$7,658.75 ",
SX,SX00435560018211,LNR CONSTRAINED 66X36,"$7,658.75 ",
SX,SX00435560018212,LNR CONSTRAINED 68X36,"$7,658.75 ",
SX,SX00435560018213,LNR CONSTRAINED 70X36,"$7,658.75 ",
SX,SX00435560018214,LNR CONSTRAINED 72X36,"$7,658.75 ",
SX,SX00435560018215,LNR CONSTRAINED 74X36,"$7,658.75 ",
SX,SX00435560018216,LNR CONSTRAINED 76X36,"$7,658.75 ",
SX,SX00435560018217,LNR CONSTRAINED 78X36,"$7,658.75 ",
SX,SX00435560018218,LNR CONSTRAINED 80X36,"$7,658.75 ",
SX,SX00435560018219,LNR CROSSLNK 0DEG 36X58,"$2,640.00 ",
SX,SX00435560018220,LNR CROSSLNK 32X50-54,"$2,640.00 ",
SX,SX00435560018221,LNR CROSSLNK 32X56,"$2,640.00 ",
SX,SX00435560018222,LNR CROSSLNK 32X58,"$2,640.00 ",
SX,SX00435560018223,LNR CROSSLNK 32X60,"$2,640.00 ",
SX,SX00435560018224,LNR CROSSLNK 32X62,"$2,640.00 ",
SX,SX00435560018225,LNR CROSSLNK 32X64,"$2,640.00 ",
SX,SX00435560018226,LNR CROSSLNK 32X66,"$2,640.00 ",
SX,SX00435560018227,LNR CROSSLNK 32X68,"$2,640.00 ",
SX,SX00435560018228,LNR CROSSLNK 32X70,"$2,640.00 ",
SX,SX00435560018229,LNR CROSSLNK 32X72,"$2,640.00 ",
SX,SX00435560018230,LNR CROSSLNK 32X74,"$2,640.00 ",
SX,SX00435560018231,LNR CROSSLNK 32X76,"$2,640.00 ",
SX,SX00435560018232,LNR CROSSLNK 32X78,"$2,640.00 ",
SX,SX00435560018233,LNR CROSSLNK 32X80,"$2,640.00 ",
SX,SX00435560018234,LNR CROSSLNK 36X56,"$2,640.00 ",
SX,SX00435560018235,LNR CROSSLNK 36X58 10DEG,"$2,640.00 ",
SX,SX00435560018236,LNR CROSSLNK 36X60,"$2,640.00 ",
SX,SX00435560018237,LNR CROSSLNK 36X62,"$2,640.00 ",
SX,SX00435560018238,LNR CROSSLNK 36X64,"$2,640.00 ",
SX,SX00435560018239,LNR CROSSLNK 36X66,"$2,640.00 ",
SX,SX00435560018240,LNR CROSSLNK 36X68,"$2,640.00 ",
SX,SX00435560018241,LNR CROSSLNK 36X70,"$2,640.00 ",
SX,SX00435560018242,LNR CROSSLNK 36X72,"$2,640.00 ",
SX,SX00435560018243,LNR CROSSLNK 36X74,"$2,640.00 ",
SX,SX00435560018244,LNR CROSSLNK 36X76,"$2,640.00 ",
SX,SX00435560018245,LNR CROSSLNK 36X78,"$2,640.00 ",
SX,SX00435560018246,LNR CROSSLNK 36X80,"$2,640.00 ",
SX,SX00435560018247,LNR FEM 48 X 28MM,"$2,640.00 ",
SX,SX00435560018248,LNR G7 ACET CONSTR E1 32MM SZB,"$7,344.00 ",
SX,SX00435560018249,LNR G7 ACET CONSTR E1 32MM SZC,"$6,009.00 ",
SX,SX00435560018250,LNR G7 ACET CONSTR E1 36MM SZD,"$7,344.00 ",
SX,SX00435560018251,LNR G7 ACET CONSTR E1 36MM SZE,"$7,713.00 ",
SX,SX00435560018252,LNR G7 ACET CONSTR E1 36MM SZG,"$7,344.00 ",
SX,SX00435560018253,LNR G7 ACET CONSTR E1 36MM SZH,"$7,344.00 ",
SX,SX00435560018254,LNR G7 ACET CONSTR E1 36MM SZI,"$7,344.00 ",
SX,SX00435560018255,LNR G7 ACET CONSTR E1 36NN SZF,"$7,344.00 ",
SX,SX00435560018256,LNR G7 HI-WALL ACRCOMXL 40MM H,"$2,250.00 ",
SX,SX00435560018257,LNR G7 HI-WALL ARCOMXL 28MM A,"$2,250.00 ",
SX,SX00435560018258,LNR G7 HI-WALL ARCOMXL 28MM B,"$2,250.00 ",
SX,SX00435560018259,LNR G7 HI-WALL ARCOMXL 28MM C,"$2,250.00 ",
SX,SX00435560018260,LNR G7 HI-WALL ARCOMXL 28MM D,"$2,250.00 ",
SX,SX00435560018261,LNR G7 HI-WALL ARCOMXL 28MM E,"$2,250.00 ",
SX,SX00435560018262,LNR G7 HI-WALL ARCOMXL 28MM F,"$2,250.00 ",
SX,SX00435560018263,LNR G7 HI-WALL ARCOMXL 28MM G,"$2,250.00 ",
SX,SX00435560018264,LNR G7 HI-WALL ARCOMXL 28MM H,"$2,250.00 ",
SX,SX00435560018265,LNR G7 HI-WALL ARCOMXL 28MM I,"$2,250.00 ",
SX,SX00435560018266,LNR G7 HI-WALL ARCOMXL 28MM J,"$2,250.00 ",
SX,SX00435560018267,LNR G7 HI-WALL ARCOMXL 32MM B,"$2,250.00 ",
SX,SX00435560018268,LNR G7 HI-WALL ARCOMXL 32MM C,"$2,250.00 ",
SX,SX00435560018269,LNR G7 HI-WALL ARCOMXL 32MM D,"$2,250.00 ",
SX,SX00435560018270,LNR G7 HI-WALL ARCOMXL 32MM E,"$2,250.00 ",
SX,SX00435560018271,LNR G7 HI-WALL ARCOMXL 32MM F,"$2,250.00 ",
SX,SX00435560018272,LNR G7 HI-WALL ARCOMXL 32MM G,"$2,250.00 ",
SX,SX00435560018273,LNR G7 HI-WALL ARCOMXL 32MM H,"$2,250.00 ",
SX,SX00435560018274,LNR G7 HI-WALL ARCOMXL 32MM I,"$2,250.00 ",
SX,SX00435560018275,LNR G7 HI-WALL ARCOMXL 32MM J,"$2,250.00 ",
SX,SX00435560018276,LNR G7 HI-WALL ARCOMXL 36MM D,"$2,250.00 ",
SX,SX00435560018277,LNR G7 HI-WALL ARCOMXL 36MM H,"$2,250.00 ",
SX,SX00435560018278,LNR G7 HI-WALL ARCOMXL 36MM I,"$2,250.00 ",
SX,SX00435560018279,LNR G7 HI-WALL ARCOMXL 36MM J,"$2,250.00 ",
SX,SX00435560018280,LNR G7 HI-WALL ARCOMXL 40MM F,"$2,250.00 ",
SX,SX00435560018281,LNR G7 HI-WALL ARCOMXL 40MM G,"$2,250.00 ",
SX,SX00435560018282,LNR G7 HI-WALL ARCOMXL 40MM I,"$2,250.00 ",
SX,SX00435560018283,LNR G7 HI-WALL ARCOMXL 40MM J,"$2,250.00 ",
SX,SX00435560018284,LNR G7 HI-WALL ARCOMXL 44MM H,"$2,250.00 ",
SX,SX00435560018285,LNR G7 HI-WALL ARCOMXL 44MM I,"$2,250.00 ",
SX,SX00435560018286,LNR G7 HI-WALL ARCOMXL 44MM J,"$2,250.00 ",
SX,SX00435560018287,LNR GUIDE 6FR,"$1,750.50 ",
SX,SX00435560018288,LNR GUIDE 7FR,"$1,750.50 ",
SX,SX00435560018289,LNR HI-CROSSLINK TM REVIS,"$8,023.13 ",
SX,SX00435560018290,LNR HI-CROSSLNK 36MM,"$8,023.13 ",
SX,SX00435560018291,LNR HI-CROSSLNK 52X28,"$8,023.13 ",
SX,SX00435560018292,LNR HI-CROSSLNK LNG 28MM,"$8,023.13 ",
SX,SX00435560018293,LNR HUM +0 38MM,"$4,406.68 ",
SX,SX00435560018294,LNR HUM ABS BIPLR SHLDR,"$1,750.50 ",
SX,SX00435560018295,LNR HUM EQ REV 38MM +2.5,"$2,800.00 ",
SX,SX00435560018296,LNR HUM EQ REV 38MM CONST +0,"$4,406.68 ",
SX,SX00435560018297,LNR HUM EQ REV 38MM CONST +2.5,"$4,406.68 ",
SX,SX00435560018298,LNR HUM EQ REV 42MM +0,"$4,406.68 ",
SX,SX00435560018299,LNR HUM EQ REV 42MM +2.5,"$4,406.68 ",
SX,SX00435560018300,LNR HUM EQ REV 42MM CONST +0,"$4,406.68 ",
SX,SX00435560018301,LNR HUM EQ REV 42MM CONST +2.5,"$4,406.68 ",
SX,SX00435560018302,LNR HUM REV 46MM +0,"$4,406.68 ",
SX,SX00435560018303,LNR HUM REV 46MM +2.5,"$4,406.68 ",
SX,SX00435560018304,LNR HUM REV 46MM CONST +0,"$4,406.68 ",
SX,SX00435560018305,LNR HUM REV 46MM CONST +2.5,"$4,406.68 ",
SX,SX00435560018306,LNR HUM REVS +6MM 40MM,"$4,000.00 ",
SX,SX00435560018307,LNR IMPL TRIL ACET 36MMX50-54,"$2,640.00 ",
SX,SX00435560018308,LNR MOD CUP LONG 58X40,"$2,640.00 ",
SX,SX00435560018309,LNR POLY +0 36MM 65DEG,"$2,250.00 ",
SX,SX00435560018310,LNR POLY +3 36MM 65DEG,"$2,250.00 ",
SX,SX00435560018311,LNR POLY +3 40MM 65DEG,"$2,250.00 ",
SX,SX00435560018312,LNR POLY +6 36MM 65DEG,"$2,250.00 ",
SX,SX00435560018313,LNR POLY 28MM 48-52,"$3,502.00 ",
SX,SX00435560018314,"LNR POLY HIP DYN 15"" 36MM","$4,242.00 ",
SX,SX00435560018315,LNR POLY REV 36MM +3MM,"$2,250.00 ",
SX,SX00435560018316,LNR POLY REVSHLDR 36MM +6,"$2,250.00 ",
SX,SX00435560018317,LNR POLY REVSHLDR TM 36MM,"$2,250.00 ",
SX,SX00435560018318,LNR POLY SZ 23 32MM,"$2,250.00 ",
SX,SX00435560018319,LNR R3 0 DEG 36ID 62OD,$780.00 ,
SX,SX00435560018320,LNR R3 20DEG 401DX56OD,"$2,250.00 ",
SX,SX00435560018321,LNR R3 20DEG 401DX58OD,"$2,250.00 ",
SX,SX00435560018322,LNR R3 20DEG 401DX60 +4,"$2,250.00 ",
SX,SX00435560018323,LNR R3 20DEG 401DX60OD,"$2,250.00 ",
SX,SX00435560018324,LNR R3 20DEG 401DX62 +4,"$2,250.00 ",
SX,SX00435560018325,LNR R3 20DEG 401DX62OD,"$2,250.00 ",
SX,SX00435560018326,LNR R3 20DEG 401DX64 +4,"$2,250.00 ",
SX,SX00435560018327,LNR R3 20DEG 401DX64OD,"$2,250.00 ",
SX,SX00435560018328,LNR R3 20DEG 40MMX56OD +4,"$2,250.00 ",
SX,SX00435560018329,LNR R3 20DEG 40MMX58OD +4,"$2,250.00 ",
SX,SX00435560018330,LNR R3 ID US COCR 40/52MM,"$7,785.00 ",
SX,SX00435560018331,LNR R3 ID US COCR 42/54MM,"$7,785.00 ",
SX,SX00435560018332,LNR R3 ID US COCR 46/58MM,"$7,785.00 ",
SX,SX00435560018333,LNR R3 ID US CRMC 50 32MM,"$5,550.00 ",
SX,SX00435560018334,LNR R3 ID US CRMC 52 36MM,"$5,550.00 ",
SX,SX00435560018335,LNR R3 ID US CRMC 54 36MM,"$5,550.00 ",
SX,SX00435560018336,LNR R3 ID US CRMC 56 36MM,"$5,550.00 ",
SX,SX00435560018337,LNR R3 ID US CRMC 58 36MM,"$5,550.00 ",
SX,SX00435560018338,LNR R3 ID US CRMC 60 36MM,"$5,550.00 ",
SX,SX00435560018339,LNR R3 ID US CRMC 62 36MM,"$5,550.00 ",
SX,SX00435560018340,LNR R3 ID US CRMC 64 36MM,"$5,550.00 ",
SX,SX00435560018341,LNR R3 ODG+4 XLPE 32X50MM,"$2,250.00 ",
SX,SX00435560018342,LNR REF 20D 26/44 C,"$2,250.00 ",
SX,SX00435560018343,LNR REF POLY 20D 28/46,"$2,600.00 ",
SX,SX00435560018344,LNR REF POLY 20D 28/49,"$2,600.00 ",
SX,SX00435560018345,LNR REF POLY 20D 28/52,"$2,600.00 ",
SX,SX00435560018346,LNR REF POLY 20D 28/55,"$2,600.00 ",
SX,SX00435560018347,LNR REF POLY 20D 28/61,"$2,600.00 ",
SX,SX00435560018348,LNR REF XLP 22-0D 40 SZA,"$2,250.00 ",
SX,SX00435560018349,LNR REF XLP 22-0D 42 SZB,"$2,250.00 ",
SX,SX00435560018350,LNR REF XLP 22-0D 44 SZC,"$2,250.00 ",
SX,SX00435560018351,LNR REF XLP 22-0D 44-48 D,"$2,250.00 ",
SX,SX00435560018352,LNR REF XLP 22-0D 50-52 E,"$2,250.00 ",
SX,SX00435560018353,LNR REF XLP 22-0D 54-56 F,"$2,250.00 ",
SX,SX00435560018354,LNR REF XLP 22-0D 58-60 G,"$2,250.00 ",
SX,SX00435560018355,LNR REF XLP 22-0D 62-64 H,"$2,250.00 ",
SX,SX00435560018356,LNR REF XLP 22-0D 66-68 J,"$2,250.00 ",
SX,SX00435560018357,LNR REF XLP 22-0D 70-76 K,"$2,250.00 ",
SX,SX00435560018358,LNR REF XLP 28 0D 46-48D,"$2,250.00 ",
SX,SX00435560018359,LNR REF XLP 28 0D 50-,"$2,250.00 ",
SX,SX00435560018360,LNR REF XLP 28 0D 54-,"$2,250.00 ",
SX,SX00435560018361,LNR REF XLP 28 0D 58-,"$2,250.00 ",
SX,SX00435560018362,LNR REF XLP 28 0D 62-,"$2,250.00 ",
SX,SX00435560018363,LNR REF XLP 28 20D46-48D,"$2,250.00 ",
SX,SX00435560018364,LNR REF XLP 28 20D50-52E,"$2,250.00 ",
SX,SX00435560018365,LNR REF XLP 28 20D54-,"$2,250.00 ",
SX,SX00435560018366,LNR REF XLP 28 20D58-60G,"$2,250.00 ",
SX,SX00435560018367,LNR REF XLP 28 20D62-,"$2,250.00 ",
SX,SX00435560018368,LNR REF XLP 32 0D 50-52E,"$2,250.00 ",
SX,SX00435560018369,LNR REF XLP 32 0D 54-,"$2,250.00 ",
SX,SX00435560018370,LNR REF XLP 32 0D 58-,"$2,250.00 ",
SX,SX00435560018371,LNR REF XLP 32 0D 62-,"$2,250.00 ",
SX,SX00435560018372,LNR REF XLP 32 20D50-52E,"$2,250.00 ",
SX,SX00435560018373,LNR REF XLP 32 20D54-56F,"$2,250.00 ",
SX,SX00435560018374,LNR REF XLP 32 20D58-,"$2,250.00 ",
SX,SX00435560018375,LNR REF XLP 32 20D62-,"$2,250.00 ",
SX,SX00435560018376,LNR REF XLP 36 0D 54-56F,"$2,250.00 ",
SX,SX00435560018377,LNR REF XLP 36 0D 58-60G,"$2,250.00 ",
SX,SX00435560018378,LNR REF XLP 36 0D 66-68,"$2,250.00 ",
SX,SX00435560018379,LNR REF XLP 36 20D54-56F,"$2,250.00 ",
SX,SX00435560018380,LNR REF XLP 36 20D58-60G,"$2,250.00 ",
SX,SX00435560018381,LNR REF XLP 36 20D66-,"$2,250.00 ",
SX,SX00435560018382,LNR REV 36X52MM,"$6,086.85 ",
SX,SX00435560018383,LNR STD FACE FRDM SZ 24,"$7,452.00 ",
SX,SX00435560018384,LNR STD FACE FRDM SZ 26,"$7,452.00 ",
SX,SX00435560018385,LNR STD FACE FRDM SZ25,"$7,452.00 ",
SX,SX00435560018386,LNR SZ-F +4 LAT,"$2,250.00 ",
SX,SX00435560018387,LNR TRIAL 32+4MM 20DG,$780.00 ,
SX,SX00435560018388,LNR TRIAL DISP 20D 36X52,$780.00 ,
SX,SX00435560018389,LNR TRIAL DISP 36ID 56OD,$780.00 ,
SX,SX00435560018390,LNR XLPE 0DEG +4 32X48MM,"$2,250.00 ",
SX,SX00435560018391,LNR XLPE 0DEG +4 32X52MM,"$2,250.00 ",
SX,SX00435560018392,LNR XLPE 0DEG +4 36X58MM,"$2,250.00 ",
SX,SX00435560018393,LNR XLPE 20DEG 36X62MM,"$2,250.00 ",
SX,SX00435560018394,LNR XLPE 20DEG 36X64MM,"$2,250.00 ",
SX,SX00435560018395,LNR XLPE 36MMID 76-80MM,"$2,250.00 ",
SX,SX00435560018396,LNR XLPE 44MMID 72-74 OD,"$2,250.00 ",
SX,SX00435560018397,LNR XLPE 44MMIDX76-80 OD,"$2,250.00 ",
SX,SX00435560018398,LNR XLPE 4MM 20 R3,"$2,250.00 ",
SX,SX00435560018399,LNR XLPE ACET 44MMID 62OD,"$2,250.00 ",
SX,SX00435560018400,LNR XLPE ACET 44MMID66-70,"$2,250.00 ",
